dataset,model,target,transform,shots,n_query,episodes,alpha,features,n_hop,hop_sizes,node_limit,spearman,rmse,r2,n_pred,n_labeled
twibot20,sat_h2m_covid_s040000,followers_count,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.2894973839034195,40.770393945197114,-185.1067497000578,6000,162988
twibot20,__features_only__,account_age_days,log1p,10,12,500,1.0,raw_x,2,"9,9",101,0.03705528068893218,1.202143109261386,-0.1898572513556125,6000,162988
twibot20,sat_h2m_shared_s000000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.05694333669178862,633.6868971218287,-330621.17102882836,6000,162988
twibot20,sat_h2m_all8_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.06351116685593743,81.88560140178458,-5519.743946721548,6000,162988
twibot20,sat_h2m_all8_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.04935725194232859,495.29140972319254,-201977.0199191866,6000,162988
twibot20,sat_h2m_all8_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.0677641849524423,31.66139225535157,-824.3583237560305,6000,162988
twibot20,sat_h2m_all8_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.09540852820471588,5.588050452219972,-24.71006389547207,6000,162988
twibot20,sat_h2m_all8_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10799413904471762,7.203271746620009,-41.72106954844702,6000,162988
twibot20,sat_h2m_all8_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.11369230854456414,13.910773290617943,-158.32541725496836,6000,162988
twibot20,sat_h2m_ukr_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.0535864302881368,32.63561447245062,-875.932381675409,6000,162988
twibot20,sat_h2m_ukr_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10469097397596958,5.837173047195402,-27.05353899028859,6000,162988
twibot20,sat_h2m_ukr_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07443302192509832,57.57340521962985,-2728.143380065793,6000,162988
twibot20,sat_h2m_ukr_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.09538812550967524,4.396931270756499,-14.917757098741902,6000,162988
twibot20,sat_h2m_ukr_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.11625463853610778,21.107038584420188,-365.8065878568597,6000,162988
twibot20,sat_h2m_ukr_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.11458764093183883,8.276263773730166,-55.39637195901454,6000,162988
twibot20,sat_h2m_covid_s000100,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.03457369398254239,24.085744452549097,-476.6421750702225,6000,162988
twibot20,sat_h2m_covid_s000500,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.08151866468771209,9.475348122130503,-72.92185703847603,6000,162988
twibot20,sat_h2m_covid_s001000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.07733891764890392,34.17398807227949,-960.5543699639065,6000,162988
twibot20,sat_h2m_covid_s002000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.08665917264348472,8.798531901241788,-62.73866235338787,6000,162988
twibot20,sat_h2m_covid_s010000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.11495503944257504,15.452644944088101,-195.60210829373418,6000,162988
twibot20,sat_h2m_covid_s040000,account_age_days,log1p,10,12,500,1.0,frozen_emb,2,"9,9",101,0.10927887258226038,3.469835392906076,-8.91288947732085,6000,162988
