source,target,auc,bce,balanced_bce,calibrated_bce,average_precision,checkpoint_step
covid_political,ukr_rus_suspended,0.7009422448979592,0.7130942621934712,0.6763413349660761,0.43850215402321197,0.35953795540512107,4000
covid_political,twibot20,0.8345627551020408,0.7089120442791305,0.6017685438785576,0.35266498848264327,0.607180645661826,4000
covid_political,cp_hk_twitter,0.6998087244897959,0.7042987618414869,0.6566796226350354,0.4206688946641414,0.38805847851687114,4000
covid_political,facebook_page_reference,0.6250511224489795,0.7293531520234456,0.6863599004359627,0.4456522011200543,0.2699373748891765,4000
election2020,ukr_rus_twitter,0.6652392857142856,0.7570791812854926,0.6783541520228082,0.44588278673500065,0.2725635841135884,50000
election2020,covid19_twitter,0.6110151530612244,0.7939822637775359,0.7074795868633008,0.45335836806743457,0.23211956383217738,50000
election2020,midterm,0.607184693877551,0.7517552312756531,0.7025869670304286,0.44892150630694166,0.2975267758096177,50000
election2020,covid_political,0.6583588775510204,0.7268847403975601,0.6639101642291947,0.41941114047824973,0.4872434284194215,50000
election2020,election2020,0.9704299999999999,0.6203325229237103,0.43463528628616716,0.1511890990426292,0.9255328966204728,50000
election2020,ukr_rus_suspended,0.634340306122449,0.7410237928687182,0.6750093496328328,0.44679431547932386,0.2527774166042542,50000
election2020,twibot20,0.6825937755102042,0.7674152146990473,0.6937998019852601,0.4405233538871626,0.3054063236273501,50000
election2020,cp_hk_twitter,0.7508271428571429,0.7733102557180124,0.6433851937407582,0.3987756235702929,0.45118555863244625,50000
election2020,facebook_page_reference,0.5413072448979592,0.804394279526432,0.7487767389361898,0.45084506733186874,0.19129580059731338,50000
ukr_rus_suspended,ukr_rus_twitter,0.8894675510204081,0.6643336712497977,0.5708397681192631,0.27954614476823636,0.7440130380280947,20000
ukr_rus_suspended,covid19_twitter,0.8295508163265306,0.6766236960571702,0.5974697923231945,0.3408913129963725,0.6162585771515657,20000
ukr_rus_suspended,midterm,0.7830455102040815,0.7046475629784568,0.6042585425241004,0.3695182147044566,0.5251448954870067,20000
ukr_rus_suspended,covid_political,0.8083389795918368,0.710016426338277,0.5977576207083609,0.35204256257832556,0.6117697369349042,20000
ukr_rus_suspended,election2020,0.7407962244897959,1.0671955511760638,0.7499714343631865,0.4111570795161549,0.3536289085213329,20000
ukr_rus_suspended,ukr_rus_suspended,0.926449693877551,0.6282509376376638,0.473149739164161,0.2064700720609467,0.8811366106820809,20000
ukr_rus_suspended,twibot20,0.8343601020408163,0.6920645489360514,0.5999902839828715,0.3452791838235926,0.5808553676040634,20000
ukr_rus_suspended,cp_hk_twitter,0.7454275510204083,0.7201121821928036,0.6472912367467689,0.4118448093873091,0.40952641802665535,20000
ukr_rus_suspended,facebook_page_reference,0.7054034693877551,0.7052077613530718,0.6438540424879737,0.40595187923633175,0.43036204538343137,20000
twibot20,ukr_rus_twitter,0.8994061224489794,0.6774508004155088,0.5692665786359741,0.28240208261095634,0.7311960503667253,64000
twibot20,covid19_twitter,0.8804770408163266,0.6706929931345997,0.5574169523621456,0.2859307102945373,0.7385058861344226,64000
twibot20,midterm,0.7975929591836736,0.740787296667367,0.6042322407910891,0.4112554431115234,0.5308263954595368,64000
twibot20,covid_political,0.8476583673469388,0.6826679697973528,0.5263244809628874,0.27533729556191555,0.7793364529800655,64000
twibot20,election2020,0.8734477551020409,1.2281358941048603,0.7693070978199322,0.34156482787633363,0.5674619440786437,64000
twibot20,ukr_rus_suspended,0.8315093877551021,0.7237148296827816,0.6018835509146195,0.3700123707341497,0.5243448958497365,64000
twibot20,twibot20,0.9407596938775512,0.6257955062518734,0.4584863927469304,0.19364483688652256,0.8774146803508215,64000
twibot20,cp_hk_twitter,0.8292371428571428,0.6937974465337151,0.5696584470935121,0.30349756693218893,0.7021427806529492,64000
twibot20,facebook_page_reference,0.7403631632653062,0.7334219862541537,0.6521436005738322,0.395792180310093,0.44327252398204997,64000
cp_hk_twitter,ukr_rus_twitter,0.8968731632653061,0.697831645675449,0.5693082717937598,0.31304338150506034,0.6538068687862263,16000
cp_hk_twitter,covid19_twitter,0.864201836734694,0.7021088376355452,0.6070414977526671,0.3798550494325967,0.5706786477625148,16000
cp_hk_twitter,midterm,0.8019269387755102,0.7213259383607922,0.6274832672125369,0.39374523951359686,0.4513268626247828,16000
cp_hk_twitter,covid_political,0.8268090816326531,0.7375646663934101,0.6188467515702682,0.3585733904318092,0.5697913258925998,16000
cp_hk_twitter,election2020,0.6781684693877551,0.9424697048760213,0.7152901204547282,0.4274552876514856,0.29030192538125105,16000
cp_hk_twitter,ukr_rus_suspended,0.8252116326530613,0.7746608103514229,0.6124999403268966,0.3711637197615908,0.49014369121893586,16000
cp_hk_twitter,twibot20,0.7818841836734695,0.7666435507951176,0.6420934074507754,0.409491019257267,0.3852373282972165,16000
cp_hk_twitter,cp_hk_twitter,0.9833417346938775,0.5929018487716828,0.380894365439424,0.06910596404353515,0.979202361469596,16000
cp_hk_twitter,facebook_page_reference,0.7175923469387755,0.7241579549793249,0.6542078551489909,0.41336214557368384,0.3869407374959761,16000
facebook_page_reference,ukr_rus_twitter,0.9426823469387753,0.7409700522528709,0.5079803548857322,0.20708075584537186,0.8294523890375658,28000
facebook_page_reference,covid19_twitter,0.9096778571428571,0.7228842813753068,0.5292960218294304,0.2452927622846321,0.7793970602578766,28000
facebook_page_reference,midterm,0.8296928571428571,0.8375699058606428,0.6282540833938142,0.35615530859137967,0.5136037849423075,28000
facebook_page_reference,covid_political,0.8609766326530613,0.9599252619588612,0.6456503040968372,0.31086321057833355,0.6372945394847033,28000
facebook_page_reference,election2020,0.6699386734693877,2.141033282368051,1.3335330891062918,0.4269003549338023,0.2800605037963221,28000
facebook_page_reference,ukr_rus_suspended,0.876977806122449,0.892627928860066,0.6158963298012509,0.3158643699641877,0.5883350325430445,28000
facebook_page_reference,twibot20,0.8680918367346939,0.9266364641437194,0.6386968650181934,0.32167422202865814,0.5979024382426752,28000
facebook_page_reference,cp_hk_twitter,0.8691984693877551,0.7914251523104672,0.5602571087252061,0.2878348878760051,0.7040467099314202,28000
facebook_page_reference,facebook_page_reference,0.9379182653061225,0.6304812806453012,0.4742642992488506,0.20693771758319093,0.8557134005508574,28000
