model,dataset,shots,target,task,split,run,roc_auc,accuracy,f1
nm_ss_covid_political,ukr_rus_suspended,10,,classification,test,eval_nm_ss_covid_political_to_ukr_rus_suspended_pl_10shot_30_07_2026_02_38_25,0.489162,0.498,0.5009940357852882
nm_ss_midterm,ukr_rus_suspended,10,,classification,test,eval_nm_ss_midterm_to_ukr_rus_suspended_pl_10shot_30_07_2026_02_38_25,0.497854,0.507,0.4922760041194645
nm_ss_election2020,ukr_rus_suspended,10,,classification,test,eval_nm_ss_election2020_to_ukr_rus_suspended_pl_10shot_30_07_2026_02_38_34,0.526674,0.538,0.5470588235294118
nm_ss_ukr_rus_suspended,ukr_rus_suspended,10,,classification,test,eval_nm_ss_ukr_rus_suspended_to_ukr_rus_suspended_pl_10shot_30_07_2026_02_38_34,0.465546,0.478,0.4862204724409449
nm_ss_cp_hk_twitter,ukr_rus_suspended,10,,classification,test,eval_nm_ss_cp_hk_twitter_to_ukr_rus_suspended_pl_10shot_30_07_2026_02_38_37,0.5045820000000001,0.49,0.49803149606299213
nm_ss_twibot20,ukr_rus_suspended,10,,classification,test,eval_nm_ss_twibot20_to_ukr_rus_suspended_pl_10shot_30_07_2026_02_38_37,0.49479799999999996,0.492,0.4847870182555781
nm_ss_covid19_twitter,twibot20,10,,classification,test,eval_nm_ss_covid19_twitter_to_twibot20_pl_10shot_30_07_2026_02_38_47,0.6016127499999999,0.5709166666666666,0.5725197177251972
nm_ss_ukr_rus_twitter,twibot20,10,,classification,test,eval_nm_ss_ukr_rus_twitter_to_twibot20_pl_10shot_30_07_2026_02_38_47,0.630633625,0.5910833333333333,0.5960984443164047
nm_ss_covid_political,twibot20,10,,classification,test,eval_nm_ss_covid_political_to_twibot20_pl_10shot_30_07_2026_02_38_49,0.5227526805555556,0.51775,0.5021935483870967
nm_ss_midterm,twibot20,10,,classification,test,eval_nm_ss_midterm_to_twibot20_pl_10shot_30_07_2026_02_38_49,0.5252394861111112,0.51825,0.4995238507488529
nm_ss_election2020,twibot20,10,,classification,test,eval_nm_ss_election2020_to_twibot20_pl_10shot_30_07_2026_02_39_01,0.521764625,0.5214166666666666,0.5496039526311662
nm_ss_ukr_rus_suspended,twibot20,10,,classification,test,eval_nm_ss_ukr_rus_suspended_to_twibot20_pl_10shot_30_07_2026_02_39_01,0.5672257222222221,0.5546666666666666,0.5785488958990537
nm_ss_twibot20,twibot20,10,,classification,test,eval_nm_ss_twibot20_to_twibot20_pl_10shot_30_07_2026_02_39_02,0.6289819166666667,0.5920833333333333,0.6310394211200724
nm_ss_cp_hk_twitter,twibot20,10,,classification,test,eval_nm_ss_cp_hk_twitter_to_twibot20_pl_10shot_30_07_2026_02_39_03,0.5786785138888889,0.5604166666666667,0.5839577253726634
