first,second,target,roc_auc,checkpoint_step
midterm,covid_political,twibot20,0.9081996938775512,18000
midterm,covid_political,cp_hk_twitter,0.959451887755102,18000
midterm,covid_political,facebook_page_reference,0.8114768367346938,18000
midterm,ukr_rus_suspended,ukr_rus_twitter,0.955345,18000
midterm,ukr_rus_suspended,covid19_twitter,0.9387175510204082,18000
midterm,ukr_rus_suspended,midterm,0.9794247959183674,18000
midterm,ukr_rus_suspended,covid_political,0.95569306122449,18000
midterm,ukr_rus_suspended,ukr_rus_suspended,0.9690240816326532,18000
midterm,ukr_rus_suspended,twibot20,0.9033717346938774,18000
midterm,ukr_rus_suspended,cp_hk_twitter,0.9443565816326532,18000
midterm,ukr_rus_suspended,facebook_page_reference,0.8177173979591837,18000
midterm,twibot20,ukr_rus_twitter,0.964866224489796,42000
midterm,twibot20,covid19_twitter,0.9521994387755102,42000
midterm,twibot20,midterm,0.9811762244897958,42000
midterm,twibot20,covid_political,0.9729740816326532,42000
midterm,twibot20,ukr_rus_suspended,0.917174693877551,42000
midterm,twibot20,twibot20,0.9738685714285714,42000
midterm,twibot20,cp_hk_twitter,0.946265612244898,42000
midterm,twibot20,facebook_page_reference,0.8593347959183675,42000
midterm,cp_hk_twitter,ukr_rus_twitter,0.9592430612244898,30000
midterm,cp_hk_twitter,covid19_twitter,0.9387420408163264,30000
midterm,cp_hk_twitter,midterm,0.983991530612245,30000
midterm,cp_hk_twitter,covid_political,0.964413775510204,30000
midterm,cp_hk_twitter,ukr_rus_suspended,0.9086940306122449,30000
midterm,cp_hk_twitter,twibot20,0.9072173979591835,30000
midterm,cp_hk_twitter,cp_hk_twitter,0.99697306122449,30000
midterm,cp_hk_twitter,facebook_page_reference,0.8203437755102041,30000
midterm,facebook_page_reference,ukr_rus_twitter,0.96678,14000
midterm,facebook_page_reference,covid19_twitter,0.9458980612244898,14000
midterm,facebook_page_reference,midterm,0.9789119387755102,14000
midterm,facebook_page_reference,covid_political,0.9606605612244898,14000
midterm,facebook_page_reference,ukr_rus_suspended,0.9176504081632652,14000
midterm,facebook_page_reference,twibot20,0.9043766326530612,14000
midterm,facebook_page_reference,cp_hk_twitter,0.955926224489796,14000
midterm,facebook_page_reference,facebook_page_reference,0.953519387755102,14000
covid_political,ukr_rus_suspended,ukr_rus_twitter,0.9566369387755104,12000
covid_political,ukr_rus_suspended,covid19_twitter,0.9215517346938776,12000
covid_political,ukr_rus_suspended,midterm,0.9047533673469388,12000
covid_political,ukr_rus_suspended,covid_political,0.9860820408163266,12000
covid_political,ukr_rus_suspended,ukr_rus_suspended,0.962052244897959,12000
covid_political,ukr_rus_suspended,twibot20,0.8937598469387755,12000
covid_political,ukr_rus_suspended,cp_hk_twitter,0.878550306122449,12000
covid_political,ukr_rus_suspended,facebook_page_reference,0.8120970408163265,12000
covid_political,twibot20,ukr_rus_twitter,0.9607009183673472,30000
covid_political,twibot20,covid19_twitter,0.9511531632653062,30000
covid_political,twibot20,midterm,0.9228933673469388,30000
covid_political,twibot20,covid_political,0.989959081632653,30000
covid_political,twibot20,ukr_rus_suspended,0.9004007142857143,30000
covid_political,twibot20,twibot20,0.975792551020408,30000
covid_political,twibot20,cp_hk_twitter,0.9366385714285714,30000
covid_political,twibot20,facebook_page_reference,0.8655542857142856,30000
covid_political,cp_hk_twitter,ukr_rus_twitter,0.9494241836734696,14000
covid_political,cp_hk_twitter,covid19_twitter,0.9179444897959184,14000
covid_political,cp_hk_twitter,midterm,0.9054222448979592,14000
covid_political,cp_hk_twitter,covid_political,0.9853545918367346,14000
covid_political,cp_hk_twitter,ukr_rus_suspended,0.8852038265306122,14000
covid_political,cp_hk_twitter,twibot20,0.885185306122449,14000
covid_political,cp_hk_twitter,cp_hk_twitter,0.9961982653061224,14000
covid_political,cp_hk_twitter,facebook_page_reference,0.7765229591836735,14000
covid_political,facebook_page_reference,ukr_rus_twitter,0.962184081632653,8000
covid_political,facebook_page_reference,covid19_twitter,0.9286132653061224,8000
covid_political,facebook_page_reference,midterm,0.9065613265306124,8000
covid_political,facebook_page_reference,covid_political,0.9864572448979592,8000
covid_political,facebook_page_reference,ukr_rus_suspended,0.9011261224489796,8000
covid_political,facebook_page_reference,twibot20,0.901034336734694,8000
covid_political,facebook_page_reference,cp_hk_twitter,0.9172655102040816,8000
covid_political,facebook_page_reference,facebook_page_reference,0.9515044897959184,8000
ukr_rus_suspended,twibot20,ukr_rus_twitter,0.9675295408163264,28000
ukr_rus_suspended,twibot20,covid19_twitter,0.948043163265306,28000
ukr_rus_suspended,twibot20,midterm,0.9237498979591836,28000
ukr_rus_suspended,twibot20,covid_political,0.9634939795918366,28000
ukr_rus_suspended,twibot20,ukr_rus_suspended,0.9704278571428572,28000
ukr_rus_suspended,twibot20,twibot20,0.9720435714285716,28000
ukr_rus_suspended,twibot20,cp_hk_twitter,0.9310372959183674,28000
ukr_rus_suspended,twibot20,facebook_page_reference,0.8567274489795919,28000
ukr_rus_suspended,cp_hk_twitter,ukr_rus_twitter,0.9590363775510204,18000
ukr_rus_suspended,cp_hk_twitter,covid19_twitter,0.9381907142857144,18000
ukr_rus_suspended,cp_hk_twitter,midterm,0.9037419387755102,18000
ukr_rus_suspended,cp_hk_twitter,covid_political,0.9297352040816328,18000
ukr_rus_suspended,cp_hk_twitter,ukr_rus_suspended,0.9700027551020408,18000
ukr_rus_suspended,cp_hk_twitter,twibot20,0.8968428571428572,18000
ukr_rus_suspended,cp_hk_twitter,cp_hk_twitter,0.9968529591836734,18000
ukr_rus_suspended,cp_hk_twitter,facebook_page_reference,0.8246313265306122,18000
ukr_rus_suspended,facebook_page_reference,ukr_rus_twitter,0.9562570408163266,14000
ukr_rus_suspended,facebook_page_reference,covid19_twitter,0.9331933673469388,14000
ukr_rus_suspended,facebook_page_reference,midterm,0.9006177551020408,14000
ukr_rus_suspended,facebook_page_reference,covid_political,0.9216909183673472,14000
ukr_rus_suspended,facebook_page_reference,ukr_rus_suspended,0.968335612244898,14000
ukr_rus_suspended,facebook_page_reference,twibot20,0.8846307142857143,14000
ukr_rus_suspended,facebook_page_reference,cp_hk_twitter,0.9171489795918368,14000
ukr_rus_suspended,facebook_page_reference,facebook_page_reference,0.9521563775510206,14000
twibot20,cp_hk_twitter,ukr_rus_twitter,0.9665372448979592,52000
twibot20,cp_hk_twitter,covid19_twitter,0.9534222448979592,52000
twibot20,cp_hk_twitter,midterm,0.9304995918367348,52000
twibot20,cp_hk_twitter,covid_political,0.9668676530612244,52000
twibot20,cp_hk_twitter,ukr_rus_suspended,0.9120498979591836,52000
twibot20,cp_hk_twitter,twibot20,0.9758257142857144,52000
twibot20,cp_hk_twitter,cp_hk_twitter,0.9979121428571428,52000
twibot20,cp_hk_twitter,facebook_page_reference,0.8676252551020408,52000
twibot20,facebook_page_reference,ukr_rus_twitter,0.964461224489796,12000
twibot20,facebook_page_reference,covid19_twitter,0.9477623979591838,12000
twibot20,facebook_page_reference,midterm,0.9077229081632652,12000
twibot20,facebook_page_reference,covid_political,0.9548505102040816,12000
twibot20,facebook_page_reference,ukr_rus_suspended,0.9076101020408164,12000
twibot20,facebook_page_reference,twibot20,0.9683640816326532,12000
twibot20,facebook_page_reference,cp_hk_twitter,0.91802,12000
twibot20,facebook_page_reference,facebook_page_reference,0.9553797959183674,12000
cp_hk_twitter,facebook_page_reference,ukr_rus_twitter,0.9687384693877552,12000
cp_hk_twitter,facebook_page_reference,covid19_twitter,0.942865612244898,12000
cp_hk_twitter,facebook_page_reference,midterm,0.904338775510204,12000
cp_hk_twitter,facebook_page_reference,covid_political,0.936025,12000
cp_hk_twitter,facebook_page_reference,ukr_rus_suspended,0.9141702040816326,12000
cp_hk_twitter,facebook_page_reference,twibot20,0.8912332653061225,12000
cp_hk_twitter,facebook_page_reference,cp_hk_twitter,0.995947448979592,12000
cp_hk_twitter,facebook_page_reference,facebook_page_reference,0.954515918367347,12000
