order,rung,model_id,seed,checkpoint_update,n_sources,sources,aliases,loss,accuracy,positive_probability,negative_probability,probability_margin
B,2,ordB_r2,40,180,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0034504241581695774,0.9999871585104201,0.9974843462308248,0.00416557088546041,0.993318776289622
B,2,ordB_r2,40,500,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0004095943791576752,0.9999996225039164,0.999451670381758,0.0002653928440849995,0.9991862773895264
B,2,ordB_r2,41,20,2,"ukr_rus_suspended,election2020",ladder:B:2,1.9428248008092244,0.5007882780498929,0.7708358036147224,0.9407404197586907,-0.16990461614396837
B,2,ordB_r2,41,60,2,"ukr_rus_suspended,election2020",ladder:B:2,0.08346467206461562,0.9682642022768656,0.8960175646675957,0.003968436868187079,0.89204912715488
B,2,ordB_r2,41,180,2,"ukr_rus_suspended,election2020",ladder:B:2,0.0025251758310736883,0.9999932315614488,0.9987117648124695,0.003653567698266771,0.995058192147149
B,2,ordB_r2,41,500,2,"ukr_rus_suspended,election2020",ladder:B:2,0.00024405116726534793,0.9999999933772616,0.9995728863610162,5.391166781719569e-05,0.9995189706484476
C,2,ordC_r2,39,20,2,"twibot20,midterm",ladder:C:2,1.5690973864661322,0.5858846969074674,0.8487160205841064,0.763207647535536,0.08550837304857042
C,2,ordC_r2,39,60,2,"twibot20,midterm",ladder:C:2,0.21288658078345987,0.9656147095892165,0.9845480653974745,0.09516850103520685,0.8893795675701566
C,2,ordC_r2,39,180,2,"twibot20,midterm",ladder:C:2,0.023129422206289343,0.9966062373585172,0.9958925180964999,0.004251510924303956,0.9916410048802694
C,2,ordC_r2,39,500,2,"twibot20,midterm",ladder:C:2,0.017962113765760377,0.997382230228848,0.9968842400444878,0.0025539118892589207,0.9943303200933669
C,2,ordC_r2,40,20,2,"twibot20,midterm",ladder:C:2,1.9171839820014105,0.6073859201537238,0.8563311166233487,0.7426106433073679,0.1137204733159807
C,2,ordC_r2,40,60,2,"twibot20,midterm",ladder:C:2,0.21506575174215767,0.9612924522823758,0.9896903369161818,0.07994185779373059,0.9097484747568766
C,2,ordC_r2,40,180,2,"twibot20,midterm",ladder:C:2,0.15192737505680676,0.973191049363878,0.9964233769310845,0.05546113949619919,0.9409622351328532
C,2,ordC_r2,40,500,2,"twibot20,midterm",ladder:C:2,0.18884441803109236,0.9700825876659818,0.9969478845596313,0.06088960869083672,0.9360582762294345
C,2,ordC_r2,41,20,2,"twibot20,midterm",ladder:C:2,1.2575006484985352,0.7166439162360297,0.8810104860199822,0.567229323916965,0.31378115879164803
C,2,ordC_r2,41,60,2,"twibot20,midterm",ladder:C:2,0.1862961963439981,0.9757836527294583,0.985174318154653,0.05623003625724879,0.928944276438819
C,2,ordC_r2,41,180,2,"twibot20,midterm",ladder:C:2,0.0849691968146039,0.9900845819049411,0.996521102057563,0.022073597468180297,0.9744475020302666
C,2,ordC_r2,41,500,2,"twibot20,midterm",ladder:C:2,0.10520847678223315,0.983528753121694,0.9969434870613946,0.03882374772835343,0.9581197301546732
A,3,ordA_r3,39,20,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,2.6641754044426813,0.5033069716559516,0.8280309240023295,0.9663111766179403,-0.13828025261561075
A,3,ordA_r3,39,60,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.08547516451734635,0.9844886395666335,0.983707931306627,0.041119204523662724,0.942588726679484
A,3,ordA_r3,39,180,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.013717956057917036,0.9975332816441854,0.9965642425749037,0.002590735833817032,0.9939735134442648
A,3,ordA_r3,39,500,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.008990760351025529,0.998301989502377,0.9969571034113566,0.0005384552332543535,0.9964186549186707
A,3,ordA_r3,40,20,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,2.7565389739142523,0.5405326419406467,0.890872041384379,0.8816383481025696,0.009233693281809488
A,3,ordA_r3,40,60,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.18727904439179432,0.9642853604422675,0.9920452502038744,0.07804422032657182,0.9140010277430216
A,3,ordA_r3,40,180,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.02888879402416933,0.9949044519000583,0.9966889950964186,0.010682469670023743,0.986006518205007
A,3,ordA_r3,40,500,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.028692112793578417,0.9932887487941318,0.9969630506303575,0.01244649791158281,0.9845165610313416
A,3,ordA_r3,41,20,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,3.316041774219937,0.5297979844941033,0.903935432434082,0.9196764363182915,-0.01574100388420953
A,3,ordA_r3,41,60,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.07827967095201732,0.9891398416625129,0.9916191034846835,0.01933573478405985,0.9722833765877618
A,3,ordA_r3,41,180,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.0415607090605287,0.9948402245839437,0.9965787198808458,0.008233657139498973,0.9883450600836012
A,3,ordA_r3,41,500,3,"ukr_rus_twitter,covid19_twitter,midterm",ladder:A:3,0.030744710247770653,0.9962019125620524,0.9969739119211832,0.0048039893769226995,0.9921699166297913
B,3,ordB_r3,39,20,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,1.7713065412309434,0.6243025792969598,0.8865326709217496,0.7155524955855476,0.170980175336202
B,3,ordB_r3,39,60,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.03651165765606695,0.9929260280397203,0.9824757311079237,0.017737602659811575,0.9647381371921964
B,3,ordB_r3,39,180,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.00042916287182177056,0.9999999933772616,0.9992595447434319,0.00010031318884608077,0.9991592235035367
B,3,ordB_r3,39,500,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,9.95666830729331e-05,0.9999999933772616,0.9998418556319343,4.0168337550186254e-05,0.9998016953468323
B,3,ordB_r3,40,20,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,1.8921257787280612,0.6150454415215386,0.7314207686318291,0.7430726587772369,-0.011651890145407783
B,3,ordB_r3,40,60,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.13697732985019684,0.950125535329183,0.9637171493636237,0.13450813490069574,0.8292090230517917
B,3,ordB_r3,40,180,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.0037077920456391033,0.9999985098838806,0.9987291362550523,0.005893085545216713,0.9928360515170627
B,3,ordB_r3,40,500,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.00024795852095849114,0.9999999933772616,0.999798509809706,0.000292457639339716,0.9995060629314847
B,3,ordB_r3,41,20,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,1.0225765109062195,0.6817071702745225,0.8343793882264031,0.6102514300081465,0.22412795821825662
B,3,ordB_r3,41,60,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.2612203357534276,0.887311749988132,0.9785578184657626,0.2363405784385072,0.7422172427177429
B,3,ordB_r3,41,180,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.0033904319954874357,0.9994294113583035,0.9991075330310397,0.00488245167518168,0.9942250715361701
B,3,ordB_r3,41,500,3,"ukr_rus_suspended,election2020,ukr_rus_twitter",ladder:B:3,0.0009631496685516242,0.9999053676923116,0.9998574588033888,0.0016230903682096847,0.9982343713442484
C,3,ordC_r3,39,20,3,"twibot20,midterm,covid19_twitter",ladder:C:3,1.144599179426829,0.6847022242016263,0.8776383267508613,0.6139113737477196,0.26372695300314164
C,3,ordC_r3,39,60,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.3046899479296472,0.9539344376987882,0.9877645704481337,0.1306041842326522,0.857160382800632
C,3,ordC_r3,39,180,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.022376128133651543,0.9961030814382765,0.9951223333676656,0.004476631376342589,0.990645706653595
C,3,ordC_r3,39,500,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.015467651839925465,0.997927294837104,0.9966323905520968,0.0012965914450230936,0.9953358040915595
C,3,ordC_r3,40,20,3,"twibot20,midterm,covid19_twitter",ladder:C:3,1.6666555205980937,0.6348077058792114,0.870014852947659,0.6991953154404958,0.17081953750716317
C,3,ordC_r3,40,60,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.32819153669859386,0.9660798443688287,0.9857036934958564,0.0651271957386699,0.9205764995680915
C,3,ordC_r3,40,180,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.15119875914792325,0.9788424306445651,0.995679669910007,0.04099228976701852,0.9546873834398057
C,3,ordC_r3,40,500,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.11689135403654898,0.980390363269382,0.9967924952507019,0.03743700751677655,0.9593554801411099
C,3,ordC_r3,41,20,3,"twibot20,midterm,covid19_twitter",ladder:C:3,1.2173343300819397,0.6342778139644198,0.8358042769961886,0.6816127498944601,0.15419152710172865
C,3,ordC_r3,41,60,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.3154980837263995,0.9543769889407687,0.9830331868595548,0.10119509329605433,0.8818380832672119
C,3,ordC_r3,41,180,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.1075623523279824,0.9885530206892226,0.9956331981552972,0.022693767787536165,0.9729394250445895
C,3,ordC_r3,41,500,3,"twibot20,midterm,covid19_twitter",ladder:C:3,0.0898877742383522,0.990512470404307,0.9968994657198588,0.017781891812319373,0.979117578930325
A,4,ordA_r4,39,20,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,1.5205475091934204,0.5107244782977634,0.7771424982282851,0.9007618162367079,-0.12361931800842285
A,4,ordA_r4,39,60,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.05135552667909198,0.9905081457561917,0.9850892623265585,0.0662675311581956,0.9188217322031657
A,4,ordA_r4,39,180,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.008117149624215218,0.9984476897451613,0.9958974454138014,0.0005720626842149715,0.9953253799014621
A,4,ordA_r4,39,500,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.007709337133948995,0.9984921084509956,0.9968540072441101,0.00023020668711776833,0.9966237942377726
A,4,ordA_r4,40,20,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,2.3316464026769004,0.5525185863176981,0.8811168670654297,0.8561401897006564,0.02497667736477322
A,4,ordA_r4,40,60,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.023076044835357204,0.9953930113050673,0.9786907500690885,0.003380932211358514,0.9753098156717088
A,4,ordA_r4,40,180,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.010241554227124854,0.9984625776608785,0.9963734083705478,0.0021085420701436102,0.9942648543251885
A,4,ordA_r4,40,500,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.010605945867711044,0.9984836843278673,0.996886412302653,0.0016790962189866655,0.9952073097229004
A,4,ordA_r4,41,20,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,3.541900051964654,0.519636313120524,0.917839507261912,0.9425054324997796,-0.024665925237867568
A,4,ordA_r4,41,60,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.040516199026670724,0.9924352500173781,0.9693517883618673,0.02220563130039308,0.9471461574236552
A,4,ordA_r4,41,180,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.009396244404039559,0.9984222650527954,0.9959199494785733,0.00024812225597593677,0.99567182858785
A,4,ordA_r4,41,500,4,"ukr_rus_twitter,covid19_twitter,midterm,covid_political",ladder:A:4,0.009604864264853555,0.9984772205352783,0.9968138072225783,7.328189283523695e-05,0.9967405200004578
B,4,ordB_r4,39,20,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.9490806659062704,0.752965682082706,0.8366805182562934,0.5140355990992652,0.3226449191570282
B,4,ordB_r4,39,60,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,1.8744069039821625,0.7035324904653761,0.9195350474781461,0.5742382423745261,0.34529680013656616
B,4,ordB_r4,39,180,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.0014418687310858837,0.9999999933772616,0.9979005058606466,0.0005319235161146531,0.9973685807651944
B,4,ordB_r4,39,500,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.00027900279201276135,0.9999999933772616,0.9995647470156351,0.00011533719307029362,0.9994494054052565
B,4,ordB_r4,40,20,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,1.437605659166972,0.6009746723704867,0.7572613292270236,0.7459530433019003,0.011308285925123427
B,4,ordB_r4,40,60,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.3194226626720693,0.8877854413456387,0.8784807589319017,0.22781412903633383,0.650666614373525
B,4,ordB_r4,40,180,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.009158535683430577,0.998074988524119,0.9981084532207913,0.013495265542410885,0.9846131867832608
B,4,ordB_r4,40,500,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.00024309985666251223,0.9999999933772616,0.9996552930937873,0.00013720073352121689,0.9995180832015144
B,4,ordB_r4,41,20,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.5548129479090372,0.8356159859233432,0.7693785031636556,0.3808453645971086,0.3885331418779161
B,4,ordB_r4,41,60,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.34730998343891567,0.862521125210656,0.9558260639508566,0.30273683617512387,0.653089228603575
B,4,ordB_r4,41,180,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.0023803114713195506,0.9999999933772616,0.997956845495436,0.002447071819511216,0.9955097768041823
B,4,ordB_r4,41,500,4,"ukr_rus_suspended,election2020,ukr_rus_twitter,facebook_page_reference",ladder:B:4,0.00020627386089068346,0.9999999933772616,0.9997037649154663,0.00011256277105470897,0.9995912048551772
C,4,ordC_r4,39,20,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,1.171955406665802,0.5250004794862535,0.7126110196113586,0.8051396078533597,-0.092528588242001
C,4,ordC_r4,39,60,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.042996131608055696,0.9905599554379781,0.9537047545115153,0.014335619311572777,0.9393691486782498
C,4,ordC_r4,39,180,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.013428959255684781,0.9978803594907125,0.9948299063576592,0.0002945369687950006,0.9945353666941324
C,4,ordC_r4,39,500,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.013633319272634658,0.9984663658671908,0.9964277413156297,0.00010977158298272925,0.9963179694281684
C,4,ordC_r4,40,20,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,1.870520876513587,0.5645944012535943,0.8631976909107633,0.8082781036694845,0.05491958724127875
C,4,ordC_r4,40,60,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.062151155434548855,0.9814965195126004,0.9715422723028395,0.04226549140488108,0.9292767842610677
C,4,ordC_r4,40,180,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.014648038737100756,0.9979389641020033,0.995236853758494,0.0030526945849689785,0.9921841555171542
C,4,ordC_r4,40,500,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.017346274205313723,0.9976323246955872,0.9966065817409091,0.005929718526077623,0.9906768600145975
C,4,ordC_r4,41,20,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,2.3699440161387124,0.589572462770674,0.9062922729386224,0.7889881730079651,0.11730409993065728
C,4,ordC_r4,41,60,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.055401172191422016,0.9808845586246915,0.9338761568069458,0.0023099988870348576,0.9315661589304606
C,4,ordC_r4,41,180,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.011207815072541254,0.998283584912618,0.9950808948940701,0.0003971216388486533,0.9946837756368849
C,4,ordC_r4,41,500,4,"twibot20,midterm,covid19_twitter,covid_political",ladder:C:4,0.011474616190955404,0.9984700679779053,0.9965696268611484,7.233477986624671e-05,0.9964972999360826
A,5,ordA_r5,39,20,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,1.4850677053133647,0.526215136051178,0.8146429657936096,0.8629718290434943,-0.04832886324988471
A,5,ordA_r5,39,60,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,0.04248751006606552,0.9952236943774753,0.983642233742608,0.04500217673679193,0.9386400646633573
A,5,ordA_r5,39,180,5,"ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020",ladder:A:5,0.006928584104722783,0.998469332853953,0.9961934619479709,0.00022551836147815466,0.9959679378403558
