source,target,auc_node,bce_node,average_precision_node,checkpoint_step_node,auc_neighbors,bce_neighbors,average_precision_neighbors,checkpoint_step_neighbors
ukr_rus_suspended,ukr_rus_twitter,0.5888051020408163,0.7359158155986695,0.5721614895286802,50000,0.685851530612245,0.7067035452755063,0.6373272448639343,14000
ukr_rus_suspended,covid19_twitter,0.6199897959183673,0.6794452492268915,0.616290447848358,50000,0.7805729591836735,0.6344023561604227,0.7502316744302775,14000
ukr_rus_suspended,midterm,0.5956280612244899,0.6987469690637585,0.5765783985517559,50000,0.6454061224489795,0.7071663542776059,0.60568159315083,14000
ukr_rus_suspended,covid_political,0.5405698979591836,0.7268290549302274,0.5348614218108843,50000,0.6564505102040816,0.7577831086995213,0.6262152737472221,14000
ukr_rus_suspended,election2020,0.5763484693877552,0.7199789262678438,0.5648205349992166,50000,0.6814301020408162,0.957969537533129,0.6270115530823694,14000
ukr_rus_suspended,ukr_rus_suspended,0.8048438775510204,0.8301187532728392,0.7578636695865115,50000,0.8149382653061225,0.7212774556540741,0.7826063670279361,14000
ukr_rus_suspended,twibot20,0.5568693877551021,0.7050384042352422,0.5596958809421255,50000,0.7613943877551022,0.6543113321744598,0.7197478021777084,14000
ukr_rus_suspended,cp_hk_twitter,0.5375244897959183,0.7100732196261863,0.5394278095967455,50000,0.5511959183673469,0.7727920798618563,0.5394563384482557,14000
ukr_rus_suspended,facebook_page_reference,0.6469693877551019,0.6685032349983696,0.6464810679992326,50000,0.673538775510204,0.6551334272018665,0.6836993637425329,14000
twibot20,ukr_rus_twitter,0.5997704081632653,0.7411945176042012,0.5702765710667893,56000,0.691305612244898,0.7481803580180129,0.6394776958375985,52000
twibot20,covid19_twitter,0.6928994897959183,0.683386600261323,0.6722435543319568,56000,0.7961775510204081,0.6625517394783788,0.7457220499433639,52000
twibot20,midterm,0.6543382653061225,0.7233596020542672,0.6062992845888093,56000,0.6625091836734694,0.8917082801742416,0.6115834381425286,52000
twibot20,covid_political,0.6681918367346938,0.952739047936474,0.627377926181401,56000,0.7021219387755102,1.2020672694706585,0.644204042788141,52000
twibot20,election2020,0.657965306122449,0.7630110871198443,0.6328683622722585,56000,0.754644387755102,1.1416407619958353,0.6763802668357659,52000
twibot20,ukr_rus_suspended,0.6350989795918367,0.675094236607932,0.6354393147602994,56000,0.7697755102040817,0.6499098733936789,0.7523659614366658,52000
twibot20,twibot20,0.7676173469387755,0.7635507123785618,0.7145279477084122,56000,0.8162377551020409,0.7712424022618634,0.7538342566457497,52000
twibot20,cp_hk_twitter,0.5744015306122449,0.7410971928431633,0.5529482529793179,56000,0.5819163265306122,0.9075642466989908,0.5628061720753045,52000
twibot20,facebook_page_reference,0.6861413265306122,0.6565483895434651,0.6925649574316242,56000,0.6664076530612245,0.6643240168586435,0.6781749323498707,52000
cp_hk_twitter,ukr_rus_twitter,0.5322642857142857,0.7367088808274762,0.5168415313763242,26000,0.5398061224489796,0.8695974083187423,0.5044232974595815,2000
cp_hk_twitter,covid19_twitter,0.5871811224489796,0.7230950087501006,0.555121662552597,26000,0.5918989795918368,0.7845934766395213,0.5476811933247314,2000
cp_hk_twitter,midterm,0.5781627551020407,0.6908759764840868,0.5487516845142453,26000,0.5823362244897959,0.7442004926931267,0.5614278935779005,2000
cp_hk_twitter,covid_political,0.5308132653061224,0.7073646496476383,0.5167238028426089,26000,0.5103698979591837,0.8464864053520758,0.4986584416930723,2000
cp_hk_twitter,election2020,0.507075,0.7021926154707194,0.511390899359661,26000,0.5245117346938775,0.833006333533146,0.5181437270926604,2000
cp_hk_twitter,ukr_rus_suspended,0.5627653061224489,0.6939264219019313,0.5451093273602763,26000,0.5874071428571428,0.7711428113097669,0.5682619388511984,2000
cp_hk_twitter,twibot20,0.5609872448979591,0.6991137411221297,0.550037080266548,26000,0.5434510204081633,0.795110913517359,0.5229599924034453,2000
cp_hk_twitter,cp_hk_twitter,0.6406979591836734,2.783803559843278,0.578772265454475,26000,0.5933982142857143,2.303425354008334,0.5476825071548815,2000
cp_hk_twitter,facebook_page_reference,0.5903867346938775,0.6952571731014208,0.5767318383839148,26000,0.518319387755102,0.7390290704643907,0.5180462764422235,2000
facebook_page_reference,ukr_rus_twitter,0.5967214285714286,0.7359828841661112,0.5795744560959842,44000,0.6490489795918367,1.000618209113996,0.6164293281862265,24000
facebook_page_reference,covid19_twitter,0.6811984693877551,0.6790730564742313,0.6569527392226078,44000,0.7157617346938776,0.7989441749285137,0.6969985420146695,24000
facebook_page_reference,midterm,0.6097076530612244,0.7570556104760364,0.582831321027322,44000,0.5827464285714286,0.9153685475962722,0.5654255533838797,24000
facebook_page_reference,covid_political,0.567373469387755,0.8846255823564314,0.5641515866837264,44000,0.6003489795918368,1.0783645284468266,0.6010471234283168,24000
facebook_page_reference,election2020,0.5252905612244898,0.9318958136867196,0.5193575586664889,44000,0.5892265306122448,1.4042489775414635,0.5858033471361462,24000
facebook_page_reference,ukr_rus_suspended,0.6606163265306122,0.6859029448671761,0.6463502934984391,44000,0.746275,0.8726823716939589,0.7266912691830827,24000
facebook_page_reference,twibot20,0.6075739795918367,0.7571097756113828,0.5853113243196659,44000,0.6951989795918367,0.898532586360038,0.6582911948555675,24000
facebook_page_reference,cp_hk_twitter,0.5455619897959183,0.903247916962758,0.5389851467210377,44000,0.571740306122449,1.0794797392471138,0.5594743580085364,24000
facebook_page_reference,facebook_page_reference,0.857434693877551,0.6936466776295707,0.8024039255784482,44000,0.690284693877551,0.7226581676272975,0.701860356889226,24000
