stream,model,decoder,full_model_outcome,n,conditional_accuracy
original,ss_election2020,full_model,c_only,162,1.0
original,ss_election2020,full_model,both_wrong,151,0.0
original,ss_election2020,raw_center/prototype,both_correct,446,0.9103139013452914
original,ss_election2020,raw_center/prototype,b_only,265,0.8490566037735849
original,ss_election2020,raw_center/prototype,c_only,162,0.7530864197530864
original,ss_election2020,raw_center/prototype,both_wrong,151,0.7284768211920529
original,ss_election2020,raw_center/ridge,both_correct,446,0.905829596412556
original,ss_election2020,raw_center/ridge,b_only,265,0.8490566037735849
original,ss_election2020,raw_center/ridge,c_only,162,0.7530864197530864
original,ss_election2020,raw_center/ridge,both_wrong,151,0.7218543046357616
original,ss_election2020,raw_context/prototype,both_correct,446,0.8295964125560538
original,ss_election2020,raw_context/prototype,b_only,265,0.7018867924528301
original,ss_election2020,raw_context/prototype,c_only,162,0.6111111111111112
original,ss_election2020,raw_context/prototype,both_wrong,151,0.5165562913907285
original,ss_election2020,raw_context/ridge,both_correct,446,0.8004484304932735
original,ss_election2020,raw_context/ridge,b_only,265,0.6339622641509434
original,ss_election2020,raw_context/ridge,c_only,162,0.6172839506172839
original,ss_election2020,raw_context/ridge,both_wrong,151,0.4966887417218543
original,ss_election2020,raw_joint/prototype,both_correct,446,0.905829596412556
original,ss_election2020,raw_joint/prototype,b_only,265,0.7773584905660378
original,ss_election2020,raw_joint/prototype,c_only,162,0.7160493827160493
original,ss_election2020,raw_joint/prototype,both_wrong,151,0.6225165562913907
original,ss_election2020,raw_joint/ridge,both_correct,446,0.9237668161434978
original,ss_election2020,raw_joint/ridge,b_only,265,0.8150943396226416
original,ss_election2020,raw_joint/ridge,c_only,162,0.7283950617283951
original,ss_election2020,raw_joint/ridge,both_wrong,151,0.6490066225165563
original,ss_election2020,S0_conv_center/prototype,both_correct,446,0.8766816143497758
original,ss_election2020,S0_conv_center/prototype,b_only,265,0.7547169811320755
original,ss_election2020,S0_conv_center/prototype,c_only,162,0.7592592592592593
original,ss_election2020,S0_conv_center/prototype,both_wrong,151,0.6887417218543046
original,ss_election2020,S0_conv_center/ridge,both_correct,446,0.874439461883408
original,ss_election2020,S0_conv_center/ridge,b_only,265,0.769811320754717
original,ss_election2020,S0_conv_center/ridge,c_only,162,0.7530864197530864
original,ss_election2020,S0_conv_center/ridge,both_wrong,151,0.7086092715231788
original,ss_election2020,S0_pool/prototype,both_correct,446,0.9192825112107623
original,ss_election2020,S0_pool/prototype,b_only,265,0.7358490566037735
original,ss_election2020,S0_pool/prototype,c_only,162,0.6975308641975309
original,ss_election2020,S0_pool/prototype,both_wrong,151,0.5629139072847682
original,ss_election2020,S0_pool/ridge,both_correct,446,0.9192825112107623
original,ss_election2020,S0_pool/ridge,b_only,265,0.7283018867924528
original,ss_election2020,S0_pool/ridge,c_only,162,0.691358024691358
original,ss_election2020,S0_pool/ridge,both_wrong,151,0.5629139072847682
original,ss_election2020,U1_pre_meta/prototype,both_correct,446,0.8587443946188341
original,ss_election2020,U1_pre_meta/prototype,b_only,265,0.47924528301886793
original,ss_election2020,U1_pre_meta/prototype,c_only,162,0.7839506172839507
original,ss_election2020,U1_pre_meta/prototype,both_wrong,151,0.37748344370860926
original,ss_election2020,U1_pre_meta/ridge,both_correct,446,0.8587443946188341
original,ss_election2020,U1_pre_meta/ridge,b_only,265,0.5056603773584906
original,ss_election2020,U1_pre_meta/ridge,c_only,162,0.7962962962962963
original,ss_election2020,U1_pre_meta/ridge,both_wrong,151,0.4105960264900662
original,ss_election2020,M2_post_meta/prototype,both_correct,446,0.6434977578475336
original,ss_election2020,M2_post_meta/prototype,b_only,265,0.4528301886792453
original,ss_election2020,M2_post_meta/prototype,c_only,162,0.5740740740740741
original,ss_election2020,M2_post_meta/prototype,both_wrong,151,0.4370860927152318
original,ss_election2020,M2_post_meta/ridge,both_correct,446,0.6838565022421524
original,ss_election2020,M2_post_meta/ridge,b_only,265,0.4226415094339623
original,ss_election2020,M2_post_meta/ridge,c_only,162,0.5864197530864198
original,ss_election2020,M2_post_meta/ridge,both_wrong,151,0.4304635761589404
original,ss_election2020,final_input/prototype,both_correct,446,0.6434977578475336
original,ss_election2020,final_input/prototype,b_only,265,0.4528301886792453
original,ss_election2020,final_input/prototype,c_only,162,0.5740740740740741
original,ss_election2020,final_input/prototype,both_wrong,151,0.4370860927152318
original,ss_election2020,final_input/ridge,both_correct,446,0.6838565022421524
original,ss_election2020,final_input/ridge,b_only,265,0.4226415094339623
original,ss_election2020,final_input/ridge,c_only,162,0.5864197530864198
original,ss_election2020,final_input/ridge,both_wrong,151,0.4304635761589404
fresh,ss_twibot20,full_model,both_correct,439,1.0
fresh,ss_twibot20,full_model,b_only,258,1.0
fresh,ss_twibot20,full_model,c_only,175,0.0
fresh,ss_twibot20,full_model,both_wrong,152,0.0
fresh,ss_twibot20,raw_center/prototype,both_correct,439,0.8838268792710706
fresh,ss_twibot20,raw_center/prototype,b_only,258,0.8837209302325582
fresh,ss_twibot20,raw_center/prototype,c_only,175,0.8057142857142857
fresh,ss_twibot20,raw_center/prototype,both_wrong,152,0.7697368421052632
fresh,ss_twibot20,raw_center/ridge,both_correct,439,0.8815489749430524
fresh,ss_twibot20,raw_center/ridge,b_only,258,0.8837209302325582
fresh,ss_twibot20,raw_center/ridge,c_only,175,0.7942857142857143
fresh,ss_twibot20,raw_center/ridge,both_wrong,152,0.7697368421052632
fresh,ss_twibot20,raw_context/prototype,both_correct,439,0.7813211845102506
fresh,ss_twibot20,raw_context/prototype,b_only,258,0.7248062015503876
fresh,ss_twibot20,raw_context/prototype,c_only,175,0.5371428571428571
fresh,ss_twibot20,raw_context/prototype,both_wrong,152,0.5197368421052632
fresh,ss_twibot20,raw_context/ridge,both_correct,439,0.7403189066059226
fresh,ss_twibot20,raw_context/ridge,b_only,258,0.6744186046511628
fresh,ss_twibot20,raw_context/ridge,c_only,175,0.5542857142857143
fresh,ss_twibot20,raw_context/ridge,both_wrong,152,0.5
fresh,ss_twibot20,raw_joint/prototype,both_correct,439,0.8861047835990888
fresh,ss_twibot20,raw_joint/prototype,b_only,258,0.8488372093023255
fresh,ss_twibot20,raw_joint/prototype,c_only,175,0.7085714285714285
fresh,ss_twibot20,raw_joint/prototype,both_wrong,152,0.6513157894736842
fresh,ss_twibot20,raw_joint/ridge,both_correct,439,0.908883826879271
fresh,ss_twibot20,raw_joint/ridge,b_only,258,0.8682170542635659
fresh,ss_twibot20,raw_joint/ridge,c_only,175,0.7485714285714286
fresh,ss_twibot20,raw_joint/ridge,both_wrong,152,0.6447368421052632
fresh,ss_twibot20,S0_conv_center/prototype,both_correct,439,0.9043280182232346
fresh,ss_twibot20,S0_conv_center/prototype,b_only,258,0.875968992248062
fresh,ss_twibot20,S0_conv_center/prototype,c_only,175,0.7028571428571428
fresh,ss_twibot20,S0_conv_center/prototype,both_wrong,152,0.5855263157894737
fresh,ss_twibot20,S0_conv_center/ridge,both_correct,439,0.9066059225512528
fresh,ss_twibot20,S0_conv_center/ridge,b_only,258,0.8604651162790697
fresh,ss_twibot20,S0_conv_center/ridge,c_only,175,0.72
fresh,ss_twibot20,S0_conv_center/ridge,both_wrong,152,0.625
fresh,ss_twibot20,S0_pool/prototype,both_correct,439,0.9384965831435079
fresh,ss_twibot20,S0_pool/prototype,b_only,258,0.9147286821705426
fresh,ss_twibot20,S0_pool/prototype,c_only,175,0.5257142857142857
fresh,ss_twibot20,S0_pool/prototype,both_wrong,152,0.375
fresh,ss_twibot20,S0_pool/ridge,both_correct,439,0.9430523917995444
fresh,ss_twibot20,S0_pool/ridge,b_only,258,0.9069767441860465
fresh,ss_twibot20,S0_pool/ridge,c_only,175,0.56
fresh,ss_twibot20,S0_pool/ridge,both_wrong,152,0.40789473684210525
fresh,ss_twibot20,U1_pre_meta/prototype,both_correct,439,0.9544419134396356
fresh,ss_twibot20,U1_pre_meta/prototype,b_only,258,0.8992248062015504
fresh,ss_twibot20,U1_pre_meta/prototype,c_only,175,0.2571428571428571
fresh,ss_twibot20,U1_pre_meta/prototype,both_wrong,152,0.21052631578947367
fresh,ss_twibot20,U1_pre_meta/ridge,both_correct,439,0.9567198177676538
fresh,ss_twibot20,U1_pre_meta/ridge,b_only,258,0.8875968992248062
fresh,ss_twibot20,U1_pre_meta/ridge,c_only,175,0.2742857142857143
fresh,ss_twibot20,U1_pre_meta/ridge,both_wrong,152,0.21710526315789475
fresh,ss_twibot20,M2_post_meta/prototype,both_correct,439,0.8724373576309795
fresh,ss_twibot20,M2_post_meta/prototype,b_only,258,0.8294573643410853
fresh,ss_twibot20,M2_post_meta/prototype,c_only,175,0.26285714285714284
fresh,ss_twibot20,M2_post_meta/prototype,both_wrong,152,0.21052631578947367
fresh,ss_twibot20,M2_post_meta/ridge,both_correct,439,0.8451025056947609
fresh,ss_twibot20,M2_post_meta/ridge,b_only,258,0.8062015503875969
fresh,ss_twibot20,M2_post_meta/ridge,c_only,175,0.28
fresh,ss_twibot20,M2_post_meta/ridge,both_wrong,152,0.23026315789473684
fresh,ss_twibot20,final_input/prototype,both_correct,439,0.8724373576309795
fresh,ss_twibot20,final_input/prototype,b_only,258,0.8294573643410853
fresh,ss_twibot20,final_input/prototype,c_only,175,0.26285714285714284
fresh,ss_twibot20,final_input/prototype,both_wrong,152,0.21052631578947367
fresh,ss_twibot20,final_input/ridge,both_correct,439,0.8451025056947609
fresh,ss_twibot20,final_input/ridge,b_only,258,0.8062015503875969
fresh,ss_twibot20,final_input/ridge,c_only,175,0.28
fresh,ss_twibot20,final_input/ridge,both_wrong,152,0.23026315789473684
fresh,ss_election2020,full_model,both_correct,439,1.0
fresh,ss_election2020,full_model,b_only,258,0.0
fresh,ss_election2020,full_model,c_only,175,1.0
fresh,ss_election2020,full_model,both_wrong,152,0.0
fresh,ss_election2020,raw_center/prototype,both_correct,439,0.8838268792710706
fresh,ss_election2020,raw_center/prototype,b_only,258,0.8837209302325582
fresh,ss_election2020,raw_center/prototype,c_only,175,0.8057142857142857
fresh,ss_election2020,raw_center/prototype,both_wrong,152,0.7697368421052632
fresh,ss_election2020,raw_center/ridge,both_correct,439,0.8815489749430524
fresh,ss_election2020,raw_center/ridge,b_only,258,0.8837209302325582
fresh,ss_election2020,raw_center/ridge,c_only,175,0.7942857142857143
fresh,ss_election2020,raw_center/ridge,both_wrong,152,0.7697368421052632
fresh,ss_election2020,raw_context/prototype,both_correct,439,0.7813211845102506
fresh,ss_election2020,raw_context/prototype,b_only,258,0.7248062015503876
fresh,ss_election2020,raw_context/prototype,c_only,175,0.5371428571428571
fresh,ss_election2020,raw_context/prototype,both_wrong,152,0.5197368421052632
fresh,ss_election2020,raw_context/ridge,both_correct,439,0.7403189066059226
fresh,ss_election2020,raw_context/ridge,b_only,258,0.6744186046511628
fresh,ss_election2020,raw_context/ridge,c_only,175,0.5542857142857143
fresh,ss_election2020,raw_context/ridge,both_wrong,152,0.5
fresh,ss_election2020,raw_joint/prototype,both_correct,439,0.8861047835990888
fresh,ss_election2020,raw_joint/prototype,b_only,258,0.8488372093023255
fresh,ss_election2020,raw_joint/prototype,c_only,175,0.7085714285714285
fresh,ss_election2020,raw_joint/prototype,both_wrong,152,0.6513157894736842
fresh,ss_election2020,raw_joint/ridge,both_correct,439,0.908883826879271
fresh,ss_election2020,raw_joint/ridge,b_only,258,0.8682170542635659
fresh,ss_election2020,raw_joint/ridge,c_only,175,0.7485714285714286
fresh,ss_election2020,raw_joint/ridge,both_wrong,152,0.6447368421052632
fresh,ss_election2020,S0_conv_center/prototype,both_correct,439,0.8587699316628702
fresh,ss_election2020,S0_conv_center/prototype,b_only,258,0.7906976744186046
fresh,ss_election2020,S0_conv_center/prototype,c_only,175,0.8171428571428572
fresh,ss_election2020,S0_conv_center/prototype,both_wrong,152,0.618421052631579
fresh,ss_election2020,S0_conv_center/ridge,both_correct,439,0.8496583143507973
fresh,ss_election2020,S0_conv_center/ridge,b_only,258,0.7945736434108527
fresh,ss_election2020,S0_conv_center/ridge,c_only,175,0.8228571428571428
fresh,ss_election2020,S0_conv_center/ridge,both_wrong,152,0.618421052631579
fresh,ss_election2020,S0_pool/prototype,both_correct,439,0.9134396355353075
fresh,ss_election2020,S0_pool/prototype,b_only,258,0.7713178294573644
fresh,ss_election2020,S0_pool/prototype,c_only,175,0.7485714285714286
fresh,ss_election2020,S0_pool/prototype,both_wrong,152,0.5657894736842105
fresh,ss_election2020,S0_pool/ridge,both_correct,439,0.9134396355353075
fresh,ss_election2020,S0_pool/ridge,b_only,258,0.7751937984496124
fresh,ss_election2020,S0_pool/ridge,c_only,175,0.7485714285714286
fresh,ss_election2020,S0_pool/ridge,both_wrong,152,0.5592105263157895
fresh,ss_election2020,U1_pre_meta/prototype,both_correct,439,0.8838268792710706
fresh,ss_election2020,U1_pre_meta/prototype,b_only,258,0.5077519379844961
fresh,ss_election2020,U1_pre_meta/prototype,c_only,175,0.7542857142857143
fresh,ss_election2020,U1_pre_meta/prototype,both_wrong,152,0.3355263157894737
fresh,ss_election2020,U1_pre_meta/ridge,both_correct,439,0.8792710706150342
fresh,ss_election2020,U1_pre_meta/ridge,b_only,258,0.5193798449612403
fresh,ss_election2020,U1_pre_meta/ridge,c_only,175,0.7428571428571429
fresh,ss_election2020,U1_pre_meta/ridge,both_wrong,152,0.34210526315789475
fresh,ss_election2020,M2_post_meta/prototype,both_correct,439,0.6856492027334852
fresh,ss_election2020,M2_post_meta/prototype,b_only,258,0.4883720930232558
fresh,ss_election2020,M2_post_meta/prototype,c_only,175,0.5657142857142857
fresh,ss_election2020,M2_post_meta/prototype,both_wrong,152,0.40131578947368424
fresh,ss_election2020,M2_post_meta/ridge,both_correct,439,0.7312072892938497
fresh,ss_election2020,M2_post_meta/ridge,b_only,258,0.4573643410852713
fresh,ss_election2020,M2_post_meta/ridge,c_only,175,0.5828571428571429
fresh,ss_election2020,M2_post_meta/ridge,both_wrong,152,0.40131578947368424
fresh,ss_election2020,final_input/prototype,both_correct,439,0.6856492027334852
fresh,ss_election2020,final_input/prototype,b_only,258,0.4883720930232558
fresh,ss_election2020,final_input/prototype,c_only,175,0.5657142857142857
fresh,ss_election2020,final_input/prototype,both_wrong,152,0.40131578947368424
fresh,ss_election2020,final_input/ridge,both_correct,439,0.7312072892938497
fresh,ss_election2020,final_input/ridge,b_only,258,0.4573643410852713
fresh,ss_election2020,final_input/ridge,c_only,175,0.5828571428571429
fresh,ss_election2020,final_input/ridge,both_wrong,152,0.40131578947368424
