selection,stream,occurrence_index,label,pred_b,pred_c,correct_b,correct_c,outcome,loss_b_raw,loss_c_raw,loss_b_cal,loss_c_cal,c_minus_b_loss,prob1_b_cal,prob1_c_cal,global_node_id,context_nodes,incoming,outgoing,center_context_cosine,raw_center_prediction,raw_context_prediction,episode_id
c_only_largest_advantage,original,503,1,0,1,False,True,c_only,6.567286178956809,0.037116941412616906,2.025012199210723,0.2460453125340926,-1.7789668866766302,0.1319922329769447,0.7818867948507219,64990,2,0,1,0.59644806,0,1,62
c_only_largest_advantage,original,1022,1,0,1,False,True,c_only,7.813076155271607,0.3987073068160019,2.3421645062632033,0.5637070462632587,-1.7784574599999445,0.09611936194320371,0.5690954854100941,1572,8,1,0,0.7073958,1,1,127
c_only_largest_advantage,original,180,1,0,1,False,True,c_only,6.281597712833798,0.07265641551255327,1.9541557685198387,0.3111502154963631,-1.6430055530234755,0.14168404034442914,0.7326038191570954,7888,1,1,0,0.5683992,1,1,22
c_only_largest_advantage,original,90,0,1,0,False,True,c_only,7.215812067107045,0.5141511350069539,2.188555301731755,0.6187272381941112,-1.5698280635376438,0.8879214485997984,0.4613704513723726,36921,2,0,1,0.6353996,1,0,11
c_only_largest_advantage,original,502,1,0,1,False,True,c_only,4.684848946705888,0.010375623767575368,1.5735366752879028,0.1560119942140255,-1.4175246810738773,0.20731069369135396,0.8555489286725183,133852,5,0,1,0.7231638,0,0,62
c_only_largest_advantage,original,880,0,1,0,False,True,c_only,6.626161848314446,0.6118866715817203,2.0397081631524396,0.6606151788547613,-1.3790929842976785,0.8699333364147692,0.48346652374047927,4425,72,8,5,0.73631513,0,1,110
c_only_largest_advantage,original,136,0,1,0,False,True,c_only,4.3219320565503185,0.0061155828010040205,1.4910142909490296,0.1286431745187988,-1.3623711164302308,0.7748558220142884,0.12071233818211449,139989,12,0,4,0.816912,1,0,17
c_only_largest_advantage,original,79,1,0,1,False,True,c_only,6.084604767029576,0.41550649388908023,1.9057507799398776,0.5721930183869082,-1.3335577615529695,0.14871095150043334,0.5642865899197836,145168,9,0,1,0.6950679,1,0,9
c_only_largest_advantage,original,955,0,1,0,False,True,c_only,4.511096791072228,0.08644108298328469,1.53383549733216,0.3304777085352288,-1.2033577887969311,0.7842932639602485,0.2814196205536184,16569,1,0,1,0.4621789,1,0,119
both_wrong_b_more_confident,original,1015,1,0,0,False,False,both_wrong,9.3933389910001,1.0682870837888852,2.759895967834866,0.8272529184610635,-1.9326430493738023,0.06329835308184385,0.43724879608728523,31245,4,0,1,0.72945225,1,0,126
both_wrong_b_more_confident,original,979,0,1,1,False,False,both_wrong,8.623111396235533,0.9429023690142438,2.554456034526578,0.7845786411900197,-1.7698773933365584,0.9222654945443104,0.5436880676634339,4425,70,7,5,0.734391,0,1,122
both_wrong_b_more_confident,original,843,0,1,1,False,False,both_wrong,7.1776307743488825,0.9578956283829363,2.1788290399576877,0.7897703306217185,-1.3890587093359692,0.8868260247154888,0.546050958495051,142349,0,0,0,0.0,1,0,105
both_wrong_b_more_confident,original,386,0,1,1,False,False,both_wrong,5.91554121001268,0.7772332649017197,1.8645146199583682,0.7251502604706928,-1.1393643594876754,0.8450285883370457,0.5157482004150199,91337,1,1,0,0.5084288,0,1,48
both_wrong_b_more_confident,original,385,0,1,1,False,False,both_wrong,5.583119330794002,0.7255046548220471,1.7842890743922073,0.7056402487296586,-1.0786488256625488,0.8320836053585922,0.506207676880342,149874,4,0,1,0.83127236,0,1,48
both_wrong_b_more_confident,original,533,1,0,0,False,False,both_wrong,5.2980107279323265,0.7777342364725169,1.7164197192793365,0.7253366448184371,-0.9910830744608994,0.17970840403112726,0.4841615510398897,55542,0,0,0,0.0,1,0,66
both_wrong_b_more_confident,original,477,1,0,0,False,False,both_wrong,5.145351000899921,0.7676858628918356,1.6804471917407475,0.7215891653785996,-0.9588580263621479,0.18629064976943335,0.48597934043480445,72003,1,0,1,0.8908369,1,1,59
both_wrong_b_more_confident,original,62,1,0,0,False,False,both_wrong,5.160505200194416,0.7796214927617318,1.684006458220649,0.7260383712173853,-0.9579680870032637,0.18562877030562935,0.4838219212756917,28604,1,0,1,0.45940322,1,0,7
both_wrong_b_more_confident,original,779,0,1,1,False,False,both_wrong,4.879166510628387,0.7711326548782423,1.618352750179494,0.7228767780553287,-0.8954759721241654,0.8017750436800275,0.5146460100335728,36663,1,0,1,0.6169782,0,0,97
both_wrong_b_more_confident,original,780,1,0,0,False,False,both_wrong,4.973224836864212,0.9192611299446891,1.6402020583083707,0.7763370606519546,-0.8638649976564161,0.19394085097128813,0.4600882037249682,104467,1,1,0,0.57526433,1,0,97
both_wrong_b_more_confident,original,219,0,1,1,False,False,both_wrong,5.58330216336325,1.362043919639989,1.7843328791827469,0.9223888676588469,-0.8619440115239,0.8320909607399859,0.6024318319570443,31485,8,0,1,0.64720565,1,1,27
both_wrong_b_more_confident,original,397,1,0,0,False,False,both_wrong,5.3171277958298235,1.1681298906285427,1.7209426932244933,0.8602150255158291,-0.8607276677086643,0.17889742300752787,0.4230711014546732,62957,15,0,3,0.6432186,0,0,49
both_wrong_c_more_confident,original,1004,1,0,0,False,False,both_wrong,0.6966322361880772,3.6630024495959774,0.6941456493614007,1.634713869014167,0.9405682196527663,0.49950101475132874,0.19500816119460107,60684,10,0,1,0.68140566,1,1,125
both_wrong_c_more_confident,original,288,0,1,1,False,False,both_wrong,2.2019880115028725,3.9850119280782508,1.0362201037606593,1.7392876755835318,0.7030675718228725,0.6452067678213592,0.8243545273754215,7712,0,0,0,0.0,1,0,36
both_wrong_c_more_confident,original,485,1,0,0,False,False,both_wrong,0.8999432494958488,3.013496084715308,0.7488422092123904,1.428953126334962,0.6801109171225715,0.47291377110521565,0.23955957963267765,74313,10,0,2,0.70483434,1,1,60
both_wrong_c_more_confident,original,26,0,1,1,False,False,both_wrong,0.7314153455998906,2.665670118247278,0.7039803339336538,1.3213423521676364,0.6173620182339826,0.5053873430432617,0.7332230471166524,36237,0,0,0,0.0,0,0,3
both_wrong_c_more_confident,original,43,0,1,1,False,False,both_wrong,0.7888147768059866,2.510691473432227,0.7197354373072566,1.273862587096763,0.5541271497895064,0.5131189505162632,0.7202510225701695,136809,0,0,0,0.0,0,0,5
both_wrong_c_more_confident,original,581,1,0,0,False,False,both_wrong,1.7751916348101946,3.1533114389504666,0.9468945610853491,1.472685197491503,0.5257906364061539,0.3879438908275241,0.22930891802343667,106323,2,0,1,0.7273265,1,0,72
both_wrong_c_more_confident,original,487,1,0,0,False,False,both_wrong,1.1074854519270816,2.502047765594572,0.7995926797116515,1.2712215199500605,0.471628840238409,0.44951202219955366,0.2804887897804607,139117,14,0,2,0.6969291,1,1,60
both_wrong_c_more_confident,original,580,1,0,0,False,False,both_wrong,1.760654242648843,2.959248612712011,0.9438198846155847,1.4120626450187912,0.46824276040320645,0.3891385284011202,0.24364022122401732,98630,0,0,0,0.0,1,0,72
both_wrong_c_more_confident,original,39,1,0,0,False,False,both_wrong,1.5007632255686258,2.618463956830353,0.888164574373653,1.306853392696313,0.41868881832266003,0.41141017297386767,0.2706704113096737,74581,1,0,1,0.60142165,1,1,4
both_wrong_c_more_confident,original,11,0,1,1,False,False,both_wrong,1.3729294171438902,2.501937008801047,0.8601231837490118,1.2711876828853574,0.4110644991363457,0.5768900411635418,0.7195017191416369,57843,1,0,1,0.5533369,1,0,1
both_wrong_c_more_confident,original,606,1,0,0,False,False,both_wrong,2.8020712074128205,3.2400264558446086,1.1613458597516202,1.4999576349356536,0.3386117751840334,0.31306455623652907,0.2231396132722618,76841,1,1,0,0.4289583,1,1,75
both_wrong_c_more_confident,original,40,0,1,1,False,False,both_wrong,0.8241687221153633,1.75019020493081,0.7291786493393128,1.0425749026328819,0.3133962532935691,0.5176950310459063,0.647454258713336,78855,7,3,0,0.6600611,0,1,5
