model,dataset,shots,target,task,split,run,roc_auc,accuracy,f1
merged_ukr_rus_covid_nm_10k,ukr_rus_suspended,10,,classification,test,eval_merged_ukr_rus_covid_nm_10k_to_ukr_rus_suspended_pl_10shot_13_06_2026_15_31_19,0.513616,0.516,0.5198412698412699
merged_ukr_rus_covid_nm_10k,ukr_rus_suspended,3,,classification,test,eval_merged_ukr_rus_covid_nm_10k_to_ukr_rus_suspended_pl_3shot_13_06_2026_15_31_19,0.517128,0.512,0.5149105367793241
merged_ukr_rus_covid_nm_60k,ukr_rus_suspended,0,,classification,test,eval_merged_ukr_rus_covid_nm_60k_to_ukr_rus_suspended_pl_0shot_13_06_2026_15_31_33,0.46860599999999997,0.501,0.6653252850435949
merged_ukr_rus_covid_nm_60k,ukr_rus_suspended,3,,classification,test,eval_merged_ukr_rus_covid_nm_60k_to_ukr_rus_suspended_pl_3shot_13_06_2026_15_31_37,0.51964,0.52,0.5190380761523046
merged_ukr_rus_covid_nm_60k,ukr_rus_suspended,10,,classification,test,eval_merged_ukr_rus_covid_nm_60k_to_ukr_rus_suspended_pl_10shot_13_06_2026_15_31_44,0.503674,0.498,0.4898373983739837
covid_only_nm_14_06_2026_16_38_56,covid_political,0,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_covid_political_pl_0shot_15_06_2026_09_12_47,0.4076553055555555,0.49516666666666664,0.00590744995077125
covid_only_nm_14_06_2026_16_38_56,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_covid_political_pl_3shot_15_06_2026_09_12_54,0.8329934999999999,0.7486666666666667,0.7651090342679128
ukr_only_nm_14_06_2026_16_39_00,covid_political,0,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_covid_political_pl_0shot_15_06_2026_09_13_12,0.6018935694444444,0.5756666666666667,0.6047197640117994
ukr_only_nm_14_06_2026_16_39_00,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_covid_political_pl_3shot_15_06_2026_09_13_21,0.8651765833333335,0.7845833333333333,0.7936786654960492
covid_only_nm_14_06_2026_16_38_56,election2020,0,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_election2020_pl_0shot_15_06_2026_09_13_34,0.06646,0.5,0.0
covid_only_nm_14_06_2026_16_38_56,election2020,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_election2020_pl_3shot_15_06_2026_09_13_45,0.976854,0.949,0.9491525423728814
ukr_only_nm_14_06_2026_16_39_00,election2020,0,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_election2020_pl_0shot_15_06_2026_09_13_57,0.4444999999999999,0.473,0.39355581127733025
ukr_only_nm_14_06_2026_16_39_00,election2020,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_election2020_pl_3shot_15_06_2026_09_14_10,0.97935,0.96,0.9599198396793587
covid_only_nm_14_06_2026_16_38_56,ukr_rus_suspended,0,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_ukr_rus_suspended_pl_0shot_15_06_2026_09_14_22,0.5274859999999999,0.519,0.6136546184738956
covid_only_nm_14_06_2026_16_38_56,ukr_rus_suspended,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_ukr_rus_suspended_pl_3shot_15_06_2026_09_14_34,0.5048720000000001,0.512,0.4989733059548255
ukr_only_nm_14_06_2026_16_39_00,ukr_rus_suspended,0,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_ukr_rus_suspended_pl_0shot_15_06_2026_09_14_46,0.49842999999999993,0.503,0.6249056603773585
ukr_only_nm_14_06_2026_16_39_00,ukr_rus_suspended,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_ukr_rus_suspended_pl_3shot_15_06_2026_09_14_57,0.509968,0.491,0.4520990312163617
covid_only_nm_14_06_2026_16_38_56,covid_political,10,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_covid_political_pl_10shot_15_06_2026_09_21_24,0.8894951249999999,0.8171666666666667,0.8233494363929147
ukr_only_nm_14_06_2026_16_39_00,covid_political,10,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_covid_political_pl_10shot_15_06_2026_09_21_53,0.9051581944444445,0.84925,0.8473288885137986
covid_only_nm_14_06_2026_16_38_56,election2020,10,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_election2020_pl_10shot_15_06_2026_09_22_19,0.979952,0.962,0.9623015873015873
ukr_only_nm_14_06_2026_16_39_00,election2020,10,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_election2020_pl_10shot_15_06_2026_09_22_45,0.98281,0.972,0.9723865877712031
covid_only_nm_14_06_2026_16_38_56,ukr_rus_suspended,10,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_to_ukr_rus_suspended_pl_10shot_15_06_2026_09_23_10,0.5058020000000001,0.511,0.4963954685890834
ukr_only_nm_14_06_2026_16_39_00,ukr_rus_suspended,10,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_to_ukr_rus_suspended_pl_10shot_15_06_2026_09_23_34,0.509182,0.506,0.47558386411889597
covid_only_nm_14_06_2026_16_38_56_step5000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step5000_to_covid_political_pl_3shot_15_06_2026_13_52_29,0.8598391111111111,0.7818333333333334,0.7883247089262613
covid_only_nm_14_06_2026_16_38_56_step3000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step3000_to_covid_political_pl_3shot_15_06_2026_13_52_29,0.8700425972222222,0.79875,0.7993019197207679
covid_only_nm_14_06_2026_16_38_56_step2000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step2000_to_covid_political_pl_3shot_15_06_2026_13_52_29,0.8617407638888889,0.7935,0.793774966711052
covid_only_nm_14_06_2026_16_38_56_step1000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step1000_to_covid_political_pl_3shot_15_06_2026_13_52_29,0.8223739305555555,0.7553333333333333,0.7550475554813949
covid_only_nm_14_06_2026_16_38_56_step25000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step25000_to_covid_political_pl_3shot_15_06_2026_13_52_41,0.8640459027777778,0.7891666666666667,0.7912885662431942
covid_only_nm_14_06_2026_16_38_56_step50000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step50000_to_covid_political_pl_3shot_15_06_2026_13_52_42,0.8565458055555556,0.7751666666666667,0.7845736186521878
covid_only_nm_14_06_2026_16_38_56_step10000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step10000_to_covid_political_pl_3shot_15_06_2026_13_52_42,0.8625661666666667,0.7845833333333333,0.7932496200911782
covid_only_nm_14_06_2026_16_38_56_step75000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step75000_to_covid_political_pl_3shot_15_06_2026_13_52_42,0.8511425416666668,0.77475,0.7845013154747668
ukr_only_nm_14_06_2026_16_39_00_step1000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step1000_to_covid_political_pl_3shot_15_06_2026_13_52_53,0.8149884305555557,0.7478333333333333,0.7591531359439669
covid_only_nm_14_06_2026_16_38_56_step100000,covid_political,3,,classification,test,eval_covid_only_nm_14_06_2026_16_38_56_step100000_to_covid_political_pl_3shot_15_06_2026_13_52_53,0.8329935555555555,0.7486666666666667,0.7651090342679128
ukr_only_nm_14_06_2026_16_39_00_step2000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step2000_to_covid_political_pl_3shot_15_06_2026_13_52_54,0.8388277777777778,0.7675833333333333,0.7809972516686298
ukr_only_nm_14_06_2026_16_39_00_step3000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step3000_to_covid_political_pl_3shot_15_06_2026_13_52_54,0.8684320694444445,0.7980833333333334,0.8025747575979792
ukr_only_nm_14_06_2026_16_39_00_step5000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step5000_to_covid_political_pl_3shot_15_06_2026_13_53_05,0.8693245833333333,0.7933333333333333,0.8047551566682413
ukr_only_nm_14_06_2026_16_39_00_step10000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step10000_to_covid_political_pl_3shot_15_06_2026_13_53_05,0.8780334722222223,0.8014166666666667,0.8071226224200728
ukr_only_nm_14_06_2026_16_39_00_step25000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step25000_to_covid_political_pl_3shot_15_06_2026_13_53_06,0.8751883333333333,0.7968333333333333,0.8034821860390133
ukr_only_nm_14_06_2026_16_39_00_step50000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step50000_to_covid_political_pl_3shot_15_06_2026_13_53_06,0.8733226111111112,0.7935833333333333,0.8009002491761112
ukr_only_nm_14_06_2026_16_39_00_step100000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step100000_to_covid_political_pl_3shot_15_06_2026_13_53_17,0.8651765694444444,0.7845833333333333,0.7936786654960492
ukr_only_nm_14_06_2026_16_39_00_step75000,covid_political,3,,classification,test,eval_ukr_only_nm_14_06_2026_16_39_00_step75000_to_covid_political_pl_3shot_15_06_2026_13_53_17,0.876446861111111,0.7970833333333334,0.8032323232323232
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step2000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step2000_to_covid_political_pl_3shot_15_06_2026_13_53_18,0.8633704166666667,0.7920833333333334,0.8000320589885389
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step1000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step1000_to_covid_political_pl_3shot_15_06_2026_13_53_18,0.860148486111111,0.793,0.7985074626865671
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step3000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step3000_to_covid_political_pl_3shot_15_06_2026_13_53_28,0.8610489583333333,0.7846666666666666,0.7907692307692308
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step25000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step25000_to_covid_political_pl_3shot_15_06_2026_13_53_29,0.8465233055555555,0.7698333333333334,0.7741249591102388
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step10000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step10000_to_covid_political_pl_3shot_15_06_2026_13_53_29,0.8530959305555557,0.7750833333333333,0.7763692103736847
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step5000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step5000_to_covid_political_pl_3shot_15_06_2026_13_53_29,0.856368986111111,0.7803333333333333,0.7807717897538257
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step50000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step50000_to_covid_political_pl_3shot_15_06_2026_13_53_40,0.8664194583333333,0.7865,0.7894823336072309
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step75000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step75000_to_covid_political_pl_3shot_15_06_2026_13_53_40,0.8438601805555556,0.76425,0.7721304873137333
merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step100000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_11_06_2026_18_55_40_step100000_to_covid_political_pl_3shot_15_06_2026_13_53_41,0.8323652777777778,0.75375,0.7623260677229953
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step1000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step1000_to_covid_political_pl_3shot_15_06_2026_17_57_44,0.8304369722222223,0.7613333333333333,0.7638522427440633
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step2000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step2000_to_covid_political_pl_3shot_15_06_2026_17_57_56,0.839661,0.7700833333333333,0.7684431389005455
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step3000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step3000_to_covid_political_pl_3shot_15_06_2026_17_58_08,0.8465318888888889,0.7720833333333333,0.7696454139644572
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step4000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step4000_to_covid_political_pl_3shot_15_06_2026_17_58_20,0.8442834444444444,0.7649166666666667,0.7742658237977115
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step5000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step5000_to_covid_political_pl_3shot_15_06_2026_17_58_31,0.8426759722222222,0.766,0.7738766306973748
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step6000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step6000_to_covid_political_pl_3shot_15_06_2026_17_58_43,0.8459537361111111,0.7644166666666666,0.7743994892666188
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step7000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step7000_to_covid_political_pl_3shot_15_06_2026_17_58_54,0.8383856666666666,0.7591666666666667,0.77179406190777
merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step8000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_nm_aug_15_06_2026_15_22_07_step8000_to_covid_political_pl_3shot_15_06_2026_17_59_06,0.83459375,0.7589166666666667,0.7678729037952339
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,covid_political,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_covid_political_pl_0shot_16_06_2026_11_59_42,0.3479531527777778,0.4245,0.33133230054221535
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_covid_political_pl_3shot_16_06_2026_11_59_53,0.8289663333333334,0.7646666666666667,0.7658763057536063
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,covid_political,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_covid_political_pl_10shot_16_06_2026_12_00_04,0.8634838611111111,0.8034166666666667,0.8031049161171856
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,covid_political,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_covid_political_pl_0shot_16_06_2026_12_01_04,0.3753810138888889,0.4205833333333333,0.22217250251706008
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_covid_political_pl_3shot_16_06_2026_12_01_15,0.8706933888888888,0.7971666666666667,0.7957025348329696
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,covid_political,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_covid_political_pl_10shot_16_06_2026_12_01_26,0.9106013194444444,0.8485,0.8425701420159335
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,covid_political,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_covid_political_pl_0shot_16_06_2026_12_02_25,0.5969060972222222,0.5750833333333333,0.6566561174331694
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_covid_political_pl_3shot_16_06_2026_12_02_36,0.8748580694444443,0.802,0.8011715481171549
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,covid_political,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_covid_political_pl_10shot_16_06_2026_12_02_48,0.9147332777777778,0.8516666666666667,0.8437225636523266
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,covid_political,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_covid_political_pl_0shot_16_06_2026_12_03_48,0.6211496944444445,0.5740833333333333,0.5313159101329665
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,covid_political,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_covid_political_pl_3shot_16_06_2026_12_03_59,0.8766950694444444,0.8078333333333333,0.8019580900034352
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,covid_political,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_covid_political_pl_10shot_16_06_2026_12_04_10,0.9068175138888889,0.8384166666666667,0.820579254187101
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,election2020,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_election2020_pl_0shot_16_06_2026_12_05_00,0.37099199999999993,0.486,0.09507042253521127
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,election2020,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_election2020_pl_3shot_16_06_2026_12_05_11,0.980168,0.947,0.9481915933528837
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,election2020,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_election2020_pl_10shot_16_06_2026_12_05_23,0.9785079999999999,0.96,0.9607072691552063
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,election2020,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_election2020_pl_0shot_16_06_2026_12_06_12,0.434852,0.453,0.47655502392344495
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,election2020,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_election2020_pl_3shot_16_06_2026_12_06_24,0.9773999999999999,0.948,0.948
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,election2020,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_election2020_pl_10shot_16_06_2026_12_06_35,0.981602,0.961,0.960960960960961
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,election2020,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_election2020_pl_0shot_16_06_2026_12_07_24,0.507224,0.487,0.6098859315589353
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,election2020,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_election2020_pl_3shot_16_06_2026_12_07_35,0.97924,0.948,0.9473684210526315
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,election2020,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_election2020_pl_10shot_16_06_2026_12_07_47,0.980718,0.963,0.9629629629629629
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,election2020,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_election2020_pl_0shot_16_06_2026_12_08_36,0.802232,0.721,0.7016042780748664
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,election2020,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_election2020_pl_3shot_16_06_2026_12_08_47,0.97946,0.936,0.9338842975206612
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,election2020,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_election2020_pl_10shot_16_06_2026_12_08_59,0.980278,0.942,0.9405737704918032
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,ukr_rus_suspended,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_ukr_rus_suspended_pl_0shot_16_06_2026_12_09_46,0.45249000000000006,0.482,0.5526770293609672
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,ukr_rus_suspended,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_ukr_rus_suspended_pl_3shot_16_06_2026_12_09_57,0.47583200000000003,0.476,0.46311475409836067
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000,ukr_rus_suspended,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step1000_to_ukr_rus_suspended_pl_10shot_16_06_2026_12_10_08,0.468748,0.489,0.4801627670396745
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,ukr_rus_suspended,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_ukr_rus_suspended_pl_0shot_16_06_2026_12_10_55,0.454526,0.471,0.43902439024390244
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,ukr_rus_suspended,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_ukr_rus_suspended_pl_3shot_16_06_2026_12_11_05,0.5372399999999999,0.533,0.5249237029501526
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000,ukr_rus_suspended,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step10000_to_ukr_rus_suspended_pl_10shot_16_06_2026_12_11_17,0.48206399999999994,0.486,0.4711934156378601
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,ukr_rus_suspended,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_ukr_rus_suspended_pl_0shot_16_06_2026_12_12_03,0.44253,0.489,0.640899508081518
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,ukr_rus_suspended,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_ukr_rus_suspended_pl_3shot_16_06_2026_12_12_13,0.5097240000000001,0.515,0.5231071779744346
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000,ukr_rus_suspended,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step50000_to_ukr_rus_suspended_pl_10shot_16_06_2026_12_12_24,0.515308,0.507,0.5123639960435212
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,ukr_rus_suspended,0,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_ukr_rus_suspended_pl_0shot_16_06_2026_12_13_11,0.47135399999999994,0.489,0.6487972508591066
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,ukr_rus_suspended,3,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_ukr_rus_suspended_pl_3shot_16_06_2026_12_13_21,0.5317,0.53,0.5549242424242424
merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000,ukr_rus_suspended,10,,classification,test,eval_merged_ukr_rus_covid_midterm_nm_aug_15_06_2026_17_49_22_step100000_to_ukr_rus_suspended_pl_10shot_16_06_2026_12_13_32,0.525872,0.534,0.5510597302504817
nm_matrix_ukr,twibot20,3,,classification,test,eval_nm_matrix_ukr_to_twibot20_pl_3shot_02_07_2026_08_19_14,0.5941176944444444,0.5690833333333334,0.571049357113231
nm_matrix_covid,twibot20,3,,classification,test,eval_nm_matrix_covid_to_twibot20_pl_3shot_02_07_2026_08_20_47,0.5858531527777777,0.5590833333333334,0.5619670502525044
