seed,arm,source,additional_step,added_ukraine_supervised_updates,validation_auc_pct,validation_bce,hard_label_training_probe_bce,retains_both_source_validation,checkpoint,supervised_updates,kd_updates,positive_examples,negative_examples,supervised_positive_examples,supervised_negative_examples,kd_positive_examples,kd_negative_examples
2,ukraine_only,ukr_rus_twitter,10000,10000,98.87262492179872,0.08156281858682632,0.0784712389111519,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_010000.pt,26000,0,26612157,133060785,26612157,133060785,0,0
2,ukraine_only,facebook_page_reference,10000,10000,94.00428071022034,0.23246059268712996,0.20943660959601404,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_010000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,12000,12000,98.87839787006378,0.08110908083617686,0.07755435816943645,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_012000.pt,28000,0,28659246,143296230,28659246,143296230,0,0
2,ukraine_only,facebook_page_reference,12000,12000,93.53200750350953,0.26273356676101683,0.23992347940802575,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_012000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,14000,14000,98.92062113285064,0.08033959679305552,0.07726626917719841,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_014000.pt,30000,0,30706335,153531675,30706335,153531675,0,0
2,ukraine_only,facebook_page_reference,14000,14000,93.81593141555786,0.25690589398145675,0.23585074543952944,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_014000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,16000,16000,98.9086894750595,0.0796234294772148,0.07560738474130631,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_016000.pt,32000,0,32753424,163767120,32753424,163767120,0,0
2,ukraine_only,facebook_page_reference,16000,16000,93.43833739757538,0.25680641680955885,0.23734802231192592,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_016000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,18000,18000,98.91436932086944,0.07899613603949547,0.07485217005014419,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_018000.pt,34000,0,34800513,174002565,34800513,174002565,0,0
2,ukraine_only,facebook_page_reference,18000,18000,93.16907670497895,0.2677303060889244,0.24997985437512396,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_018000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,20000,20000,98.94355289936064,0.0804929219186306,0.07688108831644058,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_020000.pt,36000,0,36847602,184238010,36847602,184238010,0,0
2,ukraine_only,facebook_page_reference,20000,20000,93.33760235309599,0.25332570299506185,0.23579670041799547,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_020000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,22000,22000,98.93609716892243,0.07793923765420914,0.07358151003718376,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_022000.pt,38000,0,38894691,194473455,38894691,194473455,0,0
2,ukraine_only,facebook_page_reference,22000,22000,92.89825253486634,0.2702307686209678,0.2538616985082627,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_022000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,24000,24000,98.9434219121933,0.07926675155758857,0.07479367218911646,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_024000.pt,40000,0,40941780,204708900,40941780,204708900,0,0
2,ukraine_only,facebook_page_reference,24000,24000,93.33633732795717,0.27257025241851807,0.25691441819071764,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_024000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,26000,26000,98.96144511699677,0.0786647830158472,0.07393688783049583,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_026000.pt,42000,0,42988869,214944345,42988869,214944345,0,0
2,ukraine_only,facebook_page_reference,26000,26000,93.01703381538391,0.2598744943737984,0.2444164961576462,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_026000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,28000,28000,98.96370387077332,0.07741601355373859,0.07262715175747872,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_028000.pt,44000,0,45035958,225179790,45035958,225179790,0,0
2,ukraine_only,facebook_page_reference,28000,28000,92.82223222255708,0.2649856626987458,0.2505826421082019,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_028000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,30000,30000,98.95298826694489,0.0777229905128479,0.07256463877856731,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_030000.pt,46000,0,47083047,235415235,47083047,235415235,0,0
2,ukraine_only,facebook_page_reference,30000,30000,92.49881927967073,0.27176976501941674,0.25709981322288517,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_030000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,32000,32000,98.95142860412598,0.0771536372601986,0.07196644172072411,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_032000.pt,48000,0,49130136,245650680,49130136,245650680,0,0
2,ukraine_only,facebook_page_reference,32000,32000,92.42141404151916,0.2851058840751648,0.27102314531803134,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_032000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,34000,34000,98.94746127128602,0.07700876630842686,0.07164437472820283,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_034000.pt,50000,0,51176314,255881570,51176314,255881570,0,0
2,ukraine_only,facebook_page_reference,34000,34000,92.48019473552705,0.2968794941902161,0.2840830162167549,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_034000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,36000,36000,98.97463312149047,0.07641984820365906,0.07076309360563754,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_036000.pt,52000,0,53223403,266117015,53223403,266117015,0,0
2,ukraine_only,facebook_page_reference,36000,36000,92.20559194087983,0.2879406586289405,0.2751946061849594,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_036000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,38000,38000,98.91703007221221,0.07881894931197166,0.07211085073649882,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_038000.pt,54000,0,55270492,276352460,55270492,276352460,0,0
2,ukraine_only,facebook_page_reference,38000,38000,91.80040831565857,0.31177502423524855,0.29903450608253485,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_038000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,40000,40000,98.94726774692533,0.07753241509199142,0.07091909311711787,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_040000.pt,56000,0,57317581,286587905,57317581,286587905,0,0
2,ukraine_only,facebook_page_reference,40000,40000,92.27607226371765,0.29958986937999726,0.28808687776327135,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_040000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,42000,42000,98.94408555030823,0.07721423581242563,0.07058944329619408,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_042000.pt,58000,0,59364670,296823350,59364670,296823350,0,0
2,ukraine_only,facebook_page_reference,42000,42000,92.12477095127105,0.2871991261839867,0.2761211857199669,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_042000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,44000,44000,99.00187742710114,0.07676436640322208,0.0710260022431612,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_044000.pt,60000,0,61411759,307058795,61411759,307058795,0,0
2,ukraine_only,facebook_page_reference,44000,44000,92.6590832233429,0.2838447153568268,0.2729814380407333,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_044000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,46000,46000,98.94632067680358,0.08020996041595935,0.07279388345777987,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_046000.pt,62000,0,63458848,317294240,63458848,317294240,0,0
2,ukraine_only,facebook_page_reference,46000,46000,92.01018342971801,0.3166233584284782,0.305337306857109,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_046000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,48000,48000,99.00018599033356,0.07681863456964493,0.07100253831595182,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_048000.pt,64000,0,65505937,327529685,65505937,327529685,0,0
2,ukraine_only,facebook_page_reference,48000,48000,92.55195097923277,0.2953312754631043,0.2855697542428971,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_048000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,50000,50000,98.9924085855484,0.07546101137995719,0.06875513643026353,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_050000.pt,66000,0,67553026,337765130,67553026,337765130,0,0
2,ukraine_only,facebook_page_reference,50000,50000,92.03093976974488,0.2912397235631943,0.2805941537022591,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_050000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,52000,52000,98.99972484111785,0.07667815573513508,0.07056802343577147,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_052000.pt,68000,0,69600115,348000575,69600115,348000575,0,0
2,ukraine_only,facebook_page_reference,52000,52000,92.22836663722991,0.2899225503206253,0.27953821569681164,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_052000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,54000,54000,98.99312031269073,0.07545877918601038,0.06823930889368059,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_054000.pt,70000,0,71647204,358236020,71647204,358236020,0,0
2,ukraine_only,facebook_page_reference,54000,54000,92.13395318984985,0.3046226784586907,0.29460176080465317,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_054000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,56000,56000,98.98417699337006,0.07570012174546717,0.06802139617502688,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_056000.pt,72000,0,73694293,368471465,73694293,368471465,0,0
2,ukraine_only,facebook_page_reference,56000,56000,92.09651823043824,0.2940960451960564,0.28524192273616794,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_056000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,58000,58000,98.99421241283417,0.07522056549787522,0.06778258066624403,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_058000.pt,74000,0,75741382,378706910,75741382,378706910,0,0
2,ukraine_only,facebook_page_reference,58000,58000,91.62643871307374,0.30750932991504665,0.29827114194631577,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_058000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,ukraine_only,ukr_rus_twitter,60000,60000,99.012553358078,0.07471727728843688,0.06793565545231105,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_060000.pt,76000,0,77788471,388942355,77788471,388942355,0,0
2,ukraine_only,facebook_page_reference,60000,60000,92.05999681949615,0.29060226678848267,0.2818721026182175,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed2_control_s2/node_neighbors/lp/ukraine_only/checkpoints/additional_060000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,kd_w010,ukr_rus_twitter,0,0,98.67685093879699,0.09421323016285897,0.09405395314097402,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_000000.pt,16000,0,16376712,81883560,16376712,81883560,0,0
2,kd_w010,facebook_page_reference,0,0,96.02873582839966,0.1790962234139442,0.1422430545091629,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_000000.pt,5000,11000,16220760,81103800,5069279,25346395,11151481,55757405
2,kd_w010,ukr_rus_twitter,2000,1000,98.71182367801666,0.09093221873044968,0.08959093466401098,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_002000.pt,17000,0,17400712,87003560,17400712,87003560,0,0
2,kd_w010,facebook_page_reference,2000,1000,95.81474347114562,0.18019624873995782,0.1453832976520061,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_002000.pt,5000,12000,17234266,86171330,5069279,25346395,12164987,60824935
2,kd_w010,ukr_rus_twitter,4000,2000,98.68753542900085,0.08797938860952854,0.0865663819015026,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_004000.pt,18000,0,18423801,92119005,18423801,92119005,0,0
2,kd_w010,facebook_page_reference,4000,2000,95.67344787120818,0.18089463710784914,0.14575958624482155,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_004000.pt,5000,13000,18248355,91241775,5069279,25346395,13179076,65895380
2,kd_w010,ukr_rus_twitter,6000,3000,98.6857676267624,0.08955303505063056,0.08728045783936977,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_006000.pt,19000,0,19447801,97239005,19447801,97239005,0,0
2,kd_w010,facebook_page_reference,6000,3000,95.59505836963652,0.17983620688319207,0.14303812682628628,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_006000.pt,5000,14000,19261861,96309305,5069279,25346395,14192582,70962910
2,kd_w010,ukr_rus_twitter,8000,4000,98.77134208679198,0.0875743594020605,0.08599645011126995,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_008000.pt,20000,0,20470890,102354450,20470890,102354450,0,0
2,kd_w010,facebook_page_reference,8000,4000,95.69214498996735,0.1834964498877525,0.15136202722787856,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_008000.pt,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
2,kd_w010,ukr_rus_twitter,10000,5000,98.82092387676241,0.08508044965565205,0.08361996859312058,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_010000.pt,21000,0,21494890,107474450,21494890,107474450,0,0
2,kd_w010,facebook_page_reference,10000,5000,95.74285666942596,0.18049798011779783,0.14802946299314496,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_010000.pt,5000,16000,21289456,106447280,5069279,25346395,16220177,81100885
2,kd_w010,ukr_rus_twitter,12000,6000,98.82020006179809,0.0880563024431467,0.08636422082781793,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_012000.pt,22000,0,22517979,112589895,22517979,112589895,0,0
2,kd_w010,facebook_page_reference,12000,6000,95.63998496532442,0.18432389348745348,0.15387587323784832,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_012000.pt,5000,17000,22303545,111517725,5069279,25346395,17234266,86171330
2,kd_w010,ukr_rus_twitter,14000,7000,98.79328556060791,0.0843082431703806,0.08186107575893402,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_014000.pt,23000,0,23541979,117709895,23541979,117709895,0,0
2,kd_w010,facebook_page_reference,14000,7000,95.6998589515686,0.1800586707890034,0.14821129888296128,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_014000.pt,5000,18000,23317051,116585255,5069279,25346395,18247772,91238860
2,kd_w010,ukr_rus_twitter,16000,8000,98.81379554271699,0.08334210366010665,0.08098635300993921,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_016000.pt,24000,0,24565068,122825340,24565068,122825340,0,0
2,kd_w010,facebook_page_reference,16000,8000,95.66181056499481,0.18148934617638587,0.15069973170757295,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_016000.pt,5000,19000,24330557,121652785,5069279,25346395,19261278,96306390
2,kd_w010,ukr_rus_twitter,18000,9000,98.80653014183045,0.08377768695354462,0.08102595768868924,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_018000.pt,25000,0,25588157,127940785,25588157,127940785,0,0
2,kd_w010,facebook_page_reference,18000,9000,95.68441269397736,0.1797782033681869,0.14804474264383316,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_018000.pt,5000,20000,25344646,126723230,5069279,25346395,20275367,101376835
2,kd_w010,ukr_rus_twitter,20000,10000,98.85134143829345,0.08265600241720678,0.08012933693826196,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_020000.pt,26000,0,26612157,133060785,26612157,133060785,0,0
2,kd_w010,facebook_page_reference,20000,10000,95.69373731613159,0.17943177148699763,0.14881517812609674,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_020000.pt,5000,21000,26358152,131790760,5069279,25346395,21288873,106444365
2,kd_w010,ukr_rus_twitter,22000,11000,98.8142972946167,0.0827987052500248,0.0796342585235834,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_022000.pt,27000,0,27635246,138176230,27635246,138176230,0,0
2,kd_w010,facebook_page_reference,22000,11000,95.6602298259735,0.17984361425042153,0.146238025277853,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_022000.pt,5000,22000,27372241,136861205,5069279,25346395,22302962,111514810
2,kd_w010,ukr_rus_twitter,24000,12000,98.8964856863022,0.08598343096673489,0.083771900460124,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_024000.pt,28000,0,28659246,143296230,28659246,143296230,0,0
2,kd_w010,facebook_page_reference,24000,12000,95.6287577152252,0.18739622011780743,0.15890015363693236,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_024000.pt,5000,23000,28385747,141928735,5069279,25346395,23316468,116582340
2,kd_w010,ukr_rus_twitter,26000,13000,98.88221921920777,0.08294423632323741,0.07954628914594648,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_026000.pt,29000,0,29682335,148411675,29682335,148411675,0,0
2,kd_w010,facebook_page_reference,26000,13000,95.62255697250367,0.1861531347036362,0.15793711096048357,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_026000.pt,5000,24000,29399836,146999180,5069279,25346395,24330557,121652785
2,kd_w010,ukr_rus_twitter,28000,14000,98.87559378147125,0.08191240914165974,0.07844678498804568,False,/dataMeR1/phil/gfm/mixture-scaling/state/async_seed_replication_s12/seed2/continuations/node_neighbors/lp/kd_w010/checkpoints/additional_028000.pt,30000,0,30706335,153531675,30706335,153531675,0,0
