target	model_a	model_b	error_spearman	hardest_20pct_jaccard	shared_hard_fraction	independent_expected_shared_hard_fraction	shared_hard_lift
covid_political	ss_covid19_twitter	ss_ukr_rus_suspended	0.9150580499100708	0.6877637130801688	0.163	0.04000000000000001	4.074999999999999
covid_political	ss_covid19_twitter	ss_twibot20	0.9428217419538745	0.7278617710583153	0.1685	0.04000000000000001	4.2124999999999995
covid_political	ss_covid19_twitter	ss_cp_hk_twitter	0.9527031105916055	0.7551557700745941	0.1721	0.04000000000000001	4.302499999999999
covid_political	ss_covid19_twitter	ss_facebook_page_reference	0.8079362868190582	0.5255530129672006	0.1378	0.04000000000000001	3.4449999999999994
covid_political	ss_midterm	ss_covid_political	0.9605152547533232	0.7644464049404499	0.1733	0.04000000000000001	4.3325
covid_political	ss_midterm	ss_election2020	0.8925699268277655	0.6604400166044002	0.1591	0.04000000000000001	3.977499999999999
covid_political	ss_midterm	ss_ukr_rus_suspended	0.9592343503056098	0.7520805957074025	0.1717	0.04000000000000001	4.292499999999999
covid_political	ss_midterm	ss_twibot20	0.9428538972255103	0.7278617710583153	0.1685	0.04000000000000001	4.2124999999999995
covid_political	ss_midterm	ss_cp_hk_twitter	0.9252054481754837	0.7057569296375267	0.1655	0.04000000000000001	4.137499999999999
covid_political	ss_midterm	ss_facebook_page_reference	0.800043396585635	0.5343306482546989	0.1393	0.04000000000000001	3.4824999999999995
covid_political	ss_covid_political	ss_election2020	0.9138714829524228	0.6743407283382168	0.1611	0.04000000000000001	4.027499999999999
covid_political	ss_covid_political	ss_ukr_rus_suspended	0.9251116577289932	0.6687526074259491	0.1603	0.04000000000000001	4.007499999999999
covid_political	ss_covid_political	ss_twibot20	0.9566412490727622	0.7559262510974539	0.1722	0.04000000000000001	4.304999999999999
covid_political	ss_covid_political	ss_cp_hk_twitter	0.8532693621640524	0.5841584158415841	0.1475	0.04000000000000001	3.687499999999999
covid_political	ss_covid_political	ss_facebook_page_reference	0.8064846504567826	0.5527950310559007	0.1424	0.04000000000000001	3.559999999999999
covid_political	ss_election2020	ss_ukr_rus_suspended	0.8660852694132457	0.6090104585679806	0.1514	0.04000000000000001	3.7849999999999993
covid_political	ss_election2020	ss_twibot20	0.8239827461097153	0.5879317189360858	0.1481	0.04000000000000001	3.7024999999999997
covid_political	ss_election2020	ss_cp_hk_twitter	0.7787718023873996	0.5378700499807766	0.1399	0.04000000000000001	3.497499999999999
covid_political	ss_election2020	ss_facebook_page_reference	0.7116151369449605	0.4880952380952381	0.1312	0.04000000000000001	3.28
covid_political	ss_ukr_rus_suspended	ss_twibot20	0.9099756153866758	0.6488046166529267	0.1574	0.04000000000000001	3.9349999999999996
covid_political	ss_ukr_rus_suspended	ss_cp_hk_twitter	0.9230423945442696	0.6970725498515061	0.1643	0.04000000000000001	4.107499999999999
covid_political	ss_ukr_rus_suspended	ss_facebook_page_reference	0.794924248729551	0.5003750937734434	0.1334	0.04000000000000001	3.334999999999999
covid_political	ss_twibot20	ss_cp_hk_twitter	0.8806770056339802	0.6207455429497569	0.1532	0.04000000000000001	3.829999999999999
covid_political	ss_twibot20	ss_facebook_page_reference	0.8536417781777832	0.6057808109193095	0.1509	0.04000000000000001	3.7724999999999995
covid_political	ss_cp_hk_twitter	ss_facebook_page_reference	0.7565386200272735	0.4673514306676449	0.1274	0.04000000000000001	3.1849999999999996
cp_hk_twitter	ss_ukr_rus_twitter	ss_covid19_twitter	0.9910515336075013	0.7271157167530224	0.1684	0.04000000000000001	4.209999999999999
cp_hk_twitter	ss_ukr_rus_twitter	ss_midterm	0.9772173603907571	0.8140589569160998	0.1795	0.04000000000000001	4.487499999999999
cp_hk_twitter	ss_ukr_rus_twitter	ss_covid_political	0.9559714955614973	0.8281535648994516	0.1812	0.04000000000000001	4.529999999999999
cp_hk_twitter	ss_ukr_rus_twitter	ss_election2020	0.9261471559488913	0.8148820326678766	0.1796	0.04000000000000001	4.489999999999999
cp_hk_twitter	ss_ukr_rus_twitter	ss_ukr_rus_suspended	0.9723192811154343	0.8501387604070305	0.1838	0.04000000000000001	4.594999999999999
cp_hk_twitter	ss_ukr_rus_twitter	ss_twibot20	0.9774288712615763	0.7211703958691911	0.1676	0.04000000000000001	4.1899999999999995
cp_hk_twitter	ss_ukr_rus_twitter	ss_cp_hk_twitter	0.9241709153457562	0.75054704595186	0.1715	0.04000000000000001	4.2875
cp_hk_twitter	ss_ukr_rus_twitter	ss_facebook_page_reference	0.910522136316801	0.7167381974248928	0.167	0.04000000000000001	4.175
cp_hk_twitter	ss_covid19_twitter	ss_midterm	0.9782228085386664	0.6985138004246284	0.1645	0.04000000000000001	4.1125
cp_hk_twitter	ss_covid19_twitter	ss_covid_political	0.9461471037048492	0.7551557700745941	0.1721	0.04000000000000001	4.302499999999999
cp_hk_twitter	ss_covid19_twitter	ss_election2020	0.9165093492875206	0.7226528854435831	0.1678	0.04000000000000001	4.194999999999999
cp_hk_twitter	ss_covid19_twitter	ss_ukr_rus_suspended	0.9522031490335536	0.6999575010624735	0.1647	0.04000000000000001	4.1175
cp_hk_twitter	ss_covid19_twitter	ss_twibot20	0.9713830313558017	0.7873100983020554	0.1762	0.04000000000000001	4.404999999999999
cp_hk_twitter	ss_covid19_twitter	ss_cp_hk_twitter	0.9376854786204852	0.7338534893801474	0.1693	0.04000000000000001	4.232499999999999
cp_hk_twitter	ss_covid19_twitter	ss_facebook_page_reference	0.9018977747500967	0.7233950883239982	0.1679	0.04000000000000001	4.197499999999999
cp_hk_twitter	ss_midterm	ss_covid_political	0.9547512932091619	0.8630647414997671	0.1853	0.04000000000000001	4.6324999999999985
cp_hk_twitter	ss_midterm	ss_election2020	0.9334438615125227	0.8066847335140018	0.1786	0.04000000000000001	4.464999999999999
cp_hk_twitter	ss_midterm	ss_ukr_rus_suspended	0.9429221177435526	0.8682858477347034	0.1859	0.04000000000000001	4.647499999999999
cp_hk_twitter	ss_midterm	ss_twibot20	0.9651583447458657	0.8181818181818182	0.18	0.04000000000000001	4.499999999999999
cp_hk_twitter	ss_midterm	ss_cp_hk_twitter	0.9154818626496777	0.7706949977866312	0.1741	0.04000000000000001	4.352499999999999
cp_hk_twitter	ss_midterm	ss_facebook_page_reference	0.8939277779002714	0.7130620985010707	0.1665	0.04000000000000001	4.1625
cp_hk_twitter	ss_covid_political	ss_election2020	0.9709988330443351	0.8248175182481752	0.1808	0.04000000000000001	4.519999999999999
cp_hk_twitter	ss_covid_political	ss_ukr_rus_suspended	0.9539239517766295	0.8373909049150207	0.1823	0.04000000000000001	4.557499999999999
cp_hk_twitter	ss_covid_political	ss_twibot20	0.9776884064662201	0.8157058556513844	0.1797	0.04000000000000001	4.492499999999999
cp_hk_twitter	ss_covid_political	ss_cp_hk_twitter	0.8718205545254423	0.8026137899954935	0.1781	0.04000000000000001	4.4525
cp_hk_twitter	ss_covid_political	ss_facebook_page_reference	0.9165949565803877	0.7241379310344828	0.168	0.04000000000000001	4.199999999999999
cp_hk_twitter	ss_election2020	ss_ukr_rus_suspended	0.9352614677201682	0.8190086402910414	0.1801	0.04000000000000001	4.5024999999999995
cp_hk_twitter	ss_election2020	ss_twibot20	0.9421794550974845	0.7528483786152498	0.1718	0.04000000000000001	4.294999999999999
cp_hk_twitter	ss_election2020	ss_cp_hk_twitter	0.845471097956808	0.7582417582417582	0.1725	0.04000000000000001	4.312499999999999
cp_hk_twitter	ss_election2020	ss_facebook_page_reference	0.8929807695929007	0.6842105263157895	0.1625	0.04000000000000001	4.062499999999999
cp_hk_twitter	ss_ukr_rus_suspended	ss_twibot20	0.9567590956482209	0.7436791630340017	0.1706	0.04000000000000001	4.264999999999999
cp_hk_twitter	ss_ukr_rus_suspended	ss_cp_hk_twitter	0.8997493302536188	0.7590149516270889	0.1726	0.04000000000000001	4.3149999999999995
cp_hk_twitter	ss_ukr_rus_suspended	ss_facebook_page_reference	0.9180162167761612	0.6877637130801688	0.163	0.04000000000000001	4.074999999999999
cp_hk_twitter	ss_twibot20	ss_cp_hk_twitter	0.8983458149425844	0.774622892635315	0.1746	0.04000000000000001	4.364999999999999
cp_hk_twitter	ss_twibot20	ss_facebook_page_reference	0.9409442449596119	0.7398869073510221	0.1701	0.04000000000000001	4.2524999999999995
cp_hk_twitter	ss_cp_hk_twitter	ss_facebook_page_reference	0.8715890333278749	0.7211703958691911	0.1676	0.04000000000000001	4.1899999999999995
election2020	ss_ukr_rus_twitter	ss_covid19_twitter	0.9821223680209018	0.8281535648994516	0.1812	0.04000000000000001	4.529999999999999
election2020	ss_ukr_rus_twitter	ss_midterm	0.9284945047096579	0.6778523489932886	0.1616	0.04000000000000001	4.039999999999999
election2020	ss_ukr_rus_twitter	ss_covid_political	0.8764550862176976	0.6096579476861167	0.1515	0.04000000000000001	3.787499999999999
election2020	ss_ukr_rus_twitter	ss_election2020	0.8023324336309523	0.5455950540958269	0.1412	0.04000000000000001	3.529999999999999
election2020	ss_ukr_rus_twitter	ss_ukr_rus_suspended	0.9327077038702694	0.6778523489932886	0.1616	0.04000000000000001	4.039999999999999
election2020	ss_ukr_rus_twitter	ss_twibot20	0.9294602282513327	0.6835016835016835	0.1624	0.04000000000000001	4.059999999999999
election2020	ss_ukr_rus_twitter	ss_cp_hk_twitter	0.9666764466961645	0.7761989342806395	0.1748	0.04000000000000001	4.369999999999999
election2020	ss_ukr_rus_twitter	ss_facebook_page_reference	0.8430501738731475	0.5473887814313346	0.1415	0.04000000000000001	3.537499999999999
election2020	ss_covid19_twitter	ss_midterm	0.9309556365378993	0.6913319238900634	0.1635	0.04000000000000001	4.0874999999999995
election2020	ss_covid19_twitter	ss_covid_political	0.8948339031571305	0.6200891049007695	0.1531	0.04000000000000001	3.8274999999999997
election2020	ss_covid19_twitter	ss_election2020	0.8273907206548003	0.5582391897156214	0.1433	0.04000000000000001	3.5824999999999996
election2020	ss_covid19_twitter	ss_ukr_rus_suspended	0.926041530337084	0.6474464579901154	0.1572	0.04000000000000001	3.9299999999999993
election2020	ss_covid19_twitter	ss_twibot20	0.9475439941321809	0.713796058269066	0.1666	0.04000000000000001	4.164999999999999
election2020	ss_covid19_twitter	ss_cp_hk_twitter	0.9670811310460211	0.7706949977866312	0.1741	0.04000000000000001	4.352499999999999
election2020	ss_covid19_twitter	ss_facebook_page_reference	0.8393696644313233	0.5408320493066255	0.1404	0.04000000000000001	3.5099999999999993
election2020	ss_midterm	ss_covid_political	0.9618867713130672	0.7809439002671416	0.1754	0.04000000000000001	4.384999999999999
election2020	ss_midterm	ss_election2020	0.9228655798072672	0.7308524448290783	0.1689	0.04000000000000001	4.222499999999999
election2020	ss_midterm	ss_ukr_rus_suspended	0.9590171530514339	0.7398869073510221	0.1701	0.04000000000000001	4.2524999999999995
election2020	ss_midterm	ss_twibot20	0.951386077808694	0.7293558149589278	0.1687	0.04000000000000001	4.2174999999999985
election2020	ss_midterm	ss_cp_hk_twitter	0.9245871633640617	0.6743407283382168	0.1611	0.04000000000000001	4.027499999999999
election2020	ss_midterm	ss_facebook_page_reference	0.8102690080697057	0.5273004963726613	0.1381	0.04000000000000001	3.4524999999999992
election2020	ss_covid_political	ss_election2020	0.9644704152471711	0.7785682525566918	0.1751	0.04000000000000001	4.3774999999999995
election2020	ss_covid_political	ss_ukr_rus_suspended	0.9314500883684725	0.6827934371055953	0.1623	0.04000000000000001	4.057499999999999
election2020	ss_covid_political	ss_twibot20	0.9651247190095148	0.7429193899782135	0.1705	0.04000000000000001	4.262499999999999
election2020	ss_covid_political	ss_cp_hk_twitter	0.8687172755454158	0.5936254980079682	0.149	0.04000000000000001	3.724999999999999
election2020	ss_covid_political	ss_facebook_page_reference	0.8184332277270641	0.5255530129672006	0.1378	0.04000000000000001	3.4449999999999994
election2020	ss_election2020	ss_ukr_rus_suspended	0.9045233966840882	0.680672268907563	0.162	0.04000000000000001	4.049999999999999
election2020	ss_election2020	ss_twibot20	0.9039937786582097	0.638001638001638	0.1558	0.04000000000000001	3.894999999999999
election2020	ss_election2020	ss_cp_hk_twitter	0.8227213225900223	0.5729453401494298	0.1457	0.04000000000000001	3.642499999999999
election2020	ss_election2020	ss_facebook_page_reference	0.7512349867676184	0.49086843086097653	0.1317	0.04000000000000001	3.2924999999999995
election2020	ss_ukr_rus_suspended	ss_twibot20	0.932023162855008	0.6427104722792608	0.1565	0.04000000000000001	3.912499999999999
election2020	ss_ukr_rus_suspended	ss_cp_hk_twitter	0.9310913650236734	0.6771488469601677	0.1615	0.04000000000000001	4.0375
election2020	ss_ukr_rus_suspended	ss_facebook_page_reference	0.8273277627236875	0.5209125475285171	0.137	0.04000000000000001	3.425
election2020	ss_twibot20	ss_cp_hk_twitter	0.9074361089761395	0.6326530612244898	0.155	0.04000000000000001	3.874999999999999
election2020	ss_twibot20	ss_facebook_page_reference	0.8703044802633212	0.6044925792218211	0.1507	0.04000000000000001	3.767499999999999
election2020	ss_cp_hk_twitter	ss_facebook_page_reference	0.8107027498560521	0.5100037750094375	0.1351	0.04000000000000001	3.3774999999999995
facebook_page_reference	ss_ukr_rus_twitter	ss_covid19_twitter	0.9824084977780028	0.8407731247123792	0.1827	0.04000000000000001	4.567499999999999
facebook_page_reference	ss_ukr_rus_twitter	ss_midterm	0.9659123295338867	0.7667844522968198	0.1736	0.04000000000000001	4.339999999999999
facebook_page_reference	ss_ukr_rus_twitter	ss_covid_political	0.8948493217592797	0.6273393002441009	0.1542	0.04000000000000001	3.8549999999999995
facebook_page_reference	ss_ukr_rus_twitter	ss_election2020	0.795770514833937	0.5444015444015444	0.141	0.04000000000000001	3.524999999999999
facebook_page_reference	ss_ukr_rus_twitter	ss_ukr_rus_suspended	0.9696501758301178	0.7985611510791367	0.1776	0.04000000000000001	4.4399999999999995
facebook_page_reference	ss_ukr_rus_twitter	ss_twibot20	0.9474754166591682	0.7219113215669393	0.1677	0.04000000000000001	4.192499999999999
facebook_page_reference	ss_ukr_rus_twitter	ss_cp_hk_twitter	0.956292079725724	0.7316017316017316	0.169	0.04000000000000001	4.225
facebook_page_reference	ss_ukr_rus_twitter	ss_facebook_page_reference	0.7758168892601354	0.4689680499449137	0.1277	0.04000000000000001	3.1924999999999994
facebook_page_reference	ss_covid19_twitter	ss_midterm	0.9666363970326748	0.7699115044247787	0.174	0.04000000000000001	4.349999999999999
facebook_page_reference	ss_covid19_twitter	ss_covid_political	0.9074373762268841	0.6474464579901154	0.1572	0.04000000000000001	3.9299999999999993
facebook_page_reference	ss_covid19_twitter	ss_election2020	0.8014731300206032	0.5432098765432098	0.1408	0.04000000000000001	3.5199999999999996
facebook_page_reference	ss_covid19_twitter	ss_ukr_rus_suspended	0.9364482376268513	0.7094017094017094	0.166	0.04000000000000001	4.1499999999999995
facebook_page_reference	ss_covid19_twitter	ss_twibot20	0.9521888553086276	0.7301038062283737	0.1688	0.04000000000000001	4.22
facebook_page_reference	ss_covid19_twitter	ss_cp_hk_twitter	0.9595526745475534	0.7406440382941688	0.1702	0.04000000000000001	4.254999999999999
facebook_page_reference	ss_covid19_twitter	ss_facebook_page_reference	0.7525789707985968	0.45719489981785066	0.1255	0.04000000000000001	3.1374999999999993
facebook_page_reference	ss_midterm	ss_covid_political	0.9453304349649384	0.7094017094017094	0.166	0.04000000000000001	4.1499999999999995
facebook_page_reference	ss_midterm	ss_election2020	0.8616034417487104	0.6161616161616161	0.1525	0.04000000000000001	3.812499999999999
facebook_page_reference	ss_midterm	ss_ukr_rus_suspended	0.9405975448301718	0.7145306472353193	0.1667	0.04000000000000001	4.167499999999999
facebook_page_reference	ss_midterm	ss_twibot20	0.9501797246364582	0.7204301075268817	0.1675	0.04000000000000001	4.187499999999999
facebook_page_reference	ss_midterm	ss_cp_hk_twitter	0.9454177832477516	0.7301038062283737	0.1688	0.04000000000000001	4.22
facebook_page_reference	ss_midterm	ss_facebook_page_reference	0.7442372481497327	0.44770177343467243	0.1237	0.04000000000000001	3.0924999999999994
facebook_page_reference	ss_covid_political	ss_election2020	0.9127496406573894	0.6736401673640168	0.161	0.04000000000000001	4.0249999999999995
facebook_page_reference	ss_covid_political	ss_ukr_rus_suspended	0.8676978734672834	0.5929908403026682	0.1489	0.04000000000000001	3.7224999999999993
facebook_page_reference	ss_covid_political	ss_twibot20	0.9412573013322185	0.7050298380221653	0.1654	0.04000000000000001	4.134999999999999
facebook_page_reference	ss_covid_political	ss_cp_hk_twitter	0.8693365676280367	0.5968063872255489	0.1495	0.04000000000000001	3.737499999999999
facebook_page_reference	ss_covid_political	ss_facebook_page_reference	0.7229603945365963	0.4419610670511896	0.1226	0.04000000000000001	3.0649999999999995
facebook_page_reference	ss_election2020	ss_ukr_rus_suspended	0.7856096936071305	0.5343306482546989	0.1393	0.04000000000000001	3.4824999999999995
facebook_page_reference	ss_election2020	ss_twibot20	0.8158311593266862	0.5594541910331384	0.1435	0.04000000000000001	3.587499999999999
facebook_page_reference	ss_election2020	ss_cp_hk_twitter	0.7871081576089868	0.5420200462606014	0.1406	0.04000000000000001	3.5149999999999992
facebook_page_reference	ss_election2020	ss_facebook_page_reference	0.600990060195795	0.36332651670074984	0.1066	0.04000000000000001	2.6649999999999996
facebook_page_reference	ss_ukr_rus_suspended	ss_twibot20	0.8989443239251678	0.6467682173734047	0.1571	0.04000000000000001	3.927499999999999
facebook_page_reference	ss_ukr_rus_suspended	ss_cp_hk_twitter	0.9301767611585522	0.6792611251049538	0.1618	0.04000000000000001	4.044999999999999
facebook_page_reference	ss_ukr_rus_suspended	ss_facebook_page_reference	0.7559891797669268	0.46038700255567727	0.1261	0.04000000000000001	3.152499999999999
facebook_page_reference	ss_twibot20	ss_cp_hk_twitter	0.9052307570890135	0.6447368421052632	0.1568	0.04000000000000001	3.919999999999999
facebook_page_reference	ss_twibot20	ss_facebook_page_reference	0.8151470799285239	0.49756645451141895	0.1329	0.04000000000000001	3.322499999999999
facebook_page_reference	ss_cp_hk_twitter	ss_facebook_page_reference	0.6879840169812922	0.39518660620858037	0.1133	0.04000000000000001	2.8324999999999996
midterm	ss_ukr_rus_twitter	ss_covid19_twitter	0.9877246563721851	0.9910403185664509	0.1991	0.04000000000000001	4.977499999999999
midterm	ss_ukr_rus_twitter	ss_midterm	0.9588677607414695	0.9920318725099602	0.1992	0.04000000000000001	4.979999999999999
midterm	ss_ukr_rus_twitter	ss_covid_political	0.9337366289519552	0.9860973187686196	0.1986	0.04000000000000001	4.964999999999999
midterm	ss_ukr_rus_twitter	ss_election2020	0.8847430388314667	0.9831432821021319	0.1983	0.04000000000000001	4.9575
midterm	ss_ukr_rus_twitter	ss_ukr_rus_suspended	0.9668498596105943	0.9890601690701144	0.1989	0.04000000000000001	4.972499999999999
midterm	ss_ukr_rus_twitter	ss_twibot20	0.9709286155152307	0.9900497512437811	0.199	0.04000000000000001	4.975
midterm	ss_ukr_rus_twitter	ss_cp_hk_twitter	0.9574574634549677	0.9910403185664509	0.1991	0.04000000000000001	4.977499999999999
midterm	ss_ukr_rus_twitter	ss_facebook_page_reference	0.905196435810411	0.9851116625310173	0.1985	0.04000000000000001	4.9624999999999995
midterm	ss_covid19_twitter	ss_midterm	0.953529547078618	0.9920318725099602	0.1992	0.04000000000000001	4.979999999999999
midterm	ss_covid19_twitter	ss_covid_political	0.9208059847359855	0.9870839542970691	0.1987	0.04000000000000001	4.9674999999999985
midterm	ss_covid19_twitter	ss_election2020	0.8677499011595787	0.9851116625310173	0.1985	0.04000000000000001	4.9624999999999995
midterm	ss_covid19_twitter	ss_ukr_rus_suspended	0.9403434646462246	0.9880715705765407	0.1988	0.04000000000000001	4.969999999999999
midterm	ss_covid19_twitter	ss_twibot20	0.96331838031771	0.9900497512437811	0.199	0.04000000000000001	4.975
midterm	ss_covid19_twitter	ss_cp_hk_twitter	0.9676093885785716	0.9880715705765407	0.1988	0.04000000000000001	4.969999999999999
midterm	ss_covid19_twitter	ss_facebook_page_reference	0.8851953227071232	0.9831432821021319	0.1983	0.04000000000000001	4.9575
midterm	ss_midterm	ss_covid_political	0.9519457065509681	0.9860973187686196	0.1986	0.04000000000000001	4.964999999999999
midterm	ss_midterm	ss_election2020	0.9224349854445846	0.9851116625310173	0.1985	0.04000000000000001	4.9624999999999995
midterm	ss_midterm	ss_ukr_rus_suspended	0.9522388034630666	0.9851116625310173	0.1985	0.04000000000000001	4.9624999999999995
midterm	ss_midterm	ss_twibot20	0.9576483869369671	0.9910403185664509	0.1991	0.04000000000000001	4.977499999999999
midterm	ss_midterm	ss_cp_hk_twitter	0.9416729766896371	0.9890601690701144	0.1989	0.04000000000000001	4.972499999999999
midterm	ss_midterm	ss_facebook_page_reference	0.8882226029530699	0.9831432821021319	0.1983	0.04000000000000001	4.9575
midterm	ss_covid_political	ss_election2020	0.9676258180304796	0.9880715705765407	0.1988	0.04000000000000001	4.969999999999999
midterm	ss_covid_political	ss_ukr_rus_suspended	0.9515574091286549	0.9880715705765407	0.1988	0.04000000000000001	4.969999999999999
midterm	ss_covid_political	ss_twibot20	0.9708642556064176	0.9920318725099602	0.1992	0.04000000000000001	4.979999999999999
midterm	ss_covid_political	ss_cp_hk_twitter	0.8853751406054492	0.9821605550049554	0.1982	0.04000000000000001	4.954999999999998
midterm	ss_covid_political	ss_facebook_page_reference	0.9049863992487422	0.9860973187686196	0.1986	0.04000000000000001	4.964999999999999
