model_id,checkpoint_nm,checkpoint_sha256_nm,checkpoint_step_nm,training_revision_nm,sources_nm,training_seed_nm,checkpoint_cls,checkpoint_sha256_cls,checkpoint_step_cls,training_revision_cls,sources_cls,training_seed_cls
paper_mech_mix_p000_step6000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_6000.ckpt,9b051df55d66263a931eef8d767cb7947c1d61d775ba9f6f6a6d35ac0f15b634,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p000_step6000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_6000.ckpt,8c3db54b411df5875646ea1311a375449c6bfae75b802a941b8a03d54de75564,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_6000.ckpt,8c3db54b411df5875646ea1311a375449c6bfae75b802a941b8a03d54de75564,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p000_step8000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_8000.ckpt,0361bc2840e8992dcf1cc8a1f897e53f32f8742344be1dfcd657975b030ad292,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_8000.ckpt,0361bc2840e8992dcf1cc8a1f897e53f32f8742344be1dfcd657975b030ad292,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p000_step8000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_8000.ckpt,b2c47e44e35a1ac5a09ed67deb00048119704fb3140bc33d8f15b908dfd162ab,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_8000.ckpt,b2c47e44e35a1ac5a09ed67deb00048119704fb3140bc33d8f15b908dfd162ab,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p000_step8000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_8000.ckpt,2bd371646ffee7e04ca2f74d5604661faa8d93e25b5c4a74e592210ee1a8ee2a,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_8000.ckpt,2bd371646ffee7e04ca2f74d5604661faa8d93e25b5c4a74e592210ee1a8ee2a,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p010_step10000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_10000.ckpt,7a2e6b220774963a1e85aef59e97c87bed4988f7754fe5290e3d12ac04925c8e,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p010_step10000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_10000.ckpt,86d645d2b378bbfbdb03a7f99e78ac659ad87b8dca4b89517ea0381e459cd3d6,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p010_step10000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_10000.ckpt,fcca28df6457bc3710f70178f88c2f4b6b593c982a83832ec64b9e5bf63c1451,10000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p010_step2000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_2000.ckpt,e7e1f6edf66bf99ea65600dd69ef2b1fcfff1077d5dc4ec93cb9c56cf57e400b,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_2000.ckpt,e7e1f6edf66bf99ea65600dd69ef2b1fcfff1077d5dc4ec93cb9c56cf57e400b,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p010_step2000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_2000.ckpt,8c6a75ee96d8578f6a7dd457aed88f12b10be29b38793806a01d00170218d102,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_2000.ckpt,8c6a75ee96d8578f6a7dd457aed88f12b10be29b38793806a01d00170218d102,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p010_step2000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_2000.ckpt,b30fcb304420d04049fa9d0dbe375714ff8ab3bafb6cb0cb997ca79650f0e9ed,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_2000.ckpt,b30fcb304420d04049fa9d0dbe375714ff8ab3bafb6cb0cb997ca79650f0e9ed,2000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p010_step4000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_4000.ckpt,61e852fc55adcd0de277d8fbb909fb020c43b29b4a0c7921919064bde6bac2d3,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_4000.ckpt,61e852fc55adcd0de277d8fbb909fb020c43b29b4a0c7921919064bde6bac2d3,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p010_step4000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_4000.ckpt,d046f4386afa1c1f7c4c0e80d1fb52e38dd3964bf03cd76ae4f6e0267b959675,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p010_step4000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_4000.ckpt,246196c2ce65bc1978cc0f9922a5ccd1594a9c2ca075fcb2e82fcc592a0d1399,4000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p010_step6000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_6000.ckpt,0cc9322942cf256f4fc2345effd7070b5b067ea6128ba2d68f95bcd92bb8b25b,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p010_step6000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_6000.ckpt,c21d65a01072b5ed3e818d090491fcb7106b57b5d9d412f794f6422d3b02b268,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
paper_mech_mix_p010_step6000_s2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s2_20260908_081721_013/checkpoint/state_dict_6000.ckpt,985f1c552cf6dc52bea1c82031136a1d0e6acb04329de6d46f91d762317183d9,6000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",2
paper_mech_mix_p010_step8000_s0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s0_20260908_081721_001/checkpoint/state_dict_8000.ckpt,d30a4668cba5148946c57bfa9dd94462650b3d10c64388d7d68a72735e89c050,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",0
paper_mech_mix_p010_step8000_s1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p010_s1_20260908_081721_007/checkpoint/state_dict_8000.ckpt,ce987a015754c819da177c5a82a777b329600959d3a4e66182a4dd28395ba028,8000,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",1
