protocol,model_id,family,arm,seed,dataset,sources,checkpoint,checkpoint_step,checkpoint_sha256,training_revision,training_exp_name,training_config,evaluation_revision,fingerprint,invocation_id,roc_auc,accuracy,loss,episodes,seconds,task,training_seed,cross_graph_prob,emb_dim
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,80ff3be516bcf9fbf3765b171391e11c2774f216c2dc1f9229730bb14c6a9430,1788923250631045979_1909668,0.8560132313048701,0.173828125,2.7585790301673114,512,13.251792669296265,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,cp_hk,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,4278f7c2844ec542d84faf69d80ce4fd71b19ea034cc5f19e587646af6f8c3f1,1788923250631045979_1909668,0.7146759880000148,0.11053059895833334,3.1933172908611596,512,16.40018582344055,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,1788923250631045979_1909668,0.8452364785917875,0.1568359375,2.534778053406626,512,18.403460025787354,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,facebook_page_reference,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,2b2147b016aa8bcdfcced44d992756567bcbe4a0f6a41126e6c9ec72d69b5c60,1788923250631045979_1909668,0.8591737379972965,0.31905924479166664,2.964838258456439,512,6.789687156677246,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,midterm,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d73156bc7f6f84b398accbb21acf038e3e6178e1692c34abb3a03ac1c363ad39,1788923250631045979_1909668,0.8568117215715605,0.234375,2.740038017742336,512,12.096132278442383,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d942b5c2f89723cb8461531e7a9b4e584607bd0b29d424149521619cbdf422f2,1788923250631045979_1909668,0.9005168688708338,0.296435546875,2.222039195941761,512,17.90956211090088,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,ukr_rus,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,7f6d097f7cd770b4fd740f9bdd1f27513c6cfcc14080370c271e1577d84b9991,1788923250631045979_1909668,0.8954299085441677,0.38824869791666666,2.1775436443276703,512,16.881139039993286,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s1,paper_mechanism,mix_p000,1,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s1_20260908_081721_006/checkpoint/state_dict_10000.ckpt,10000,93229f098150ecd1533201641fde3924a49a776e53fd89591263d791bb46a5fe,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s1_20260908_081721_006,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,ce75f3dd7de99f8703ec3c9f26b92a2680172c76f7d488490cac90f3c549b090,1788923250631045979_1909668,0.8901001012188264,0.290087890625,2.335158533649519,512,8.962682247161865,nm,1,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,covid,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,1788923250631045979_1909668,0.9565401789785801,0.546435546875,1.5314201882574707,512,16.83913516998291,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,covid_political,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,80ff3be516bcf9fbf3765b171391e11c2774f216c2dc1f9229730bb14c6a9430,1788923250631045979_1909668,0.8476910907646705,0.17535807291666666,2.7890296326950192,512,8.48149824142456,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,cp_hk,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,4278f7c2844ec542d84faf69d80ce4fd71b19ea034cc5f19e587646af6f8c3f1,1788923250631045979_1909668,0.7144652261131111,0.12024739583333334,3.130354595836252,512,16.86994743347168,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,9e6666da8f62d35b8f64a93892644fac7f3e118ed06f9a35f0f92cb62b165194,1788923250631045979_1909668,0.8446451206316894,0.15771484375,2.529260942246765,512,19.960142374038696,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,facebook_page_reference,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,2b2147b016aa8bcdfcced44d992756567bcbe4a0f6a41126e6c9ec72d69b5c60,1788923250631045979_1909668,0.8653354167938232,0.32685546875,2.8352287989109755,512,6.535887241363525,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,midterm,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d73156bc7f6f84b398accbb21acf038e3e6178e1692c34abb3a03ac1c363ad39,1788923250631045979_1909668,0.8577681503076663,0.23557942708333332,2.6914335454348475,512,12.232374429702759,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,d942b5c2f89723cb8461531e7a9b4e584607bd0b29d424149521619cbdf422f2,1788923250631045979_1909668,0.9051896061020336,0.30231119791666666,2.1378370688762516,512,18.703792095184326,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,ukr_rus,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,7f6d097f7cd770b4fd740f9bdd1f27513c6cfcc14080370c271e1577d84b9991,1788923250631045979_1909668,0.9009854138582601,0.39508463541666666,2.0987817673012614,512,16.76982617378235,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step10000_s2,paper_mechanism,mix_p000,2,ukr_rus_suspended,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s2_20260908_081721_012/checkpoint/state_dict_10000.ckpt,10000,c94c4cd24208ca323ff6310c7e94bec078c44fbc46cc63df9db28bae9c27876d,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s2_20260908_081721_012,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,ce75f3dd7de99f8703ec3c9f26b92a2680172c76f7d488490cac90f3c549b090,1788923250631045979_1909668,0.8896042759391084,0.29270833333333335,2.3230582494288683,512,8.838960886001587,nm,2,0.0,256
paper_mechanism_fixed_nm_v1,paper_mech_mix_p000_step2000_s0,paper_mechanism,mix_p000,0,covid,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk,facebook_page_reference",/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/training/state/paper_mech_mix_p000_s0_20260908_081721_000/checkpoint/state_dict_2000.ckpt,2000,c8d27afedc0fc3727e4a3a52d32d62a52d8971d2a58b7dc12a4742a8674890bc,c86a41a7fd8b15a3c2afaafd05afd1d057c2cd45,paper_mech_mix_p000_s0_20260908_081721_000,/dataMeR1/phil/gfm/prodigy-paper-mechanism/log/paper_mechanism_sweeps/20260908/configs/train_mix_p000.yaml,b499097b4cd533f44bdae88cd69240e15c9633e8,a506c72e8441291488a86de3b57decb68e69aad337455c533fa443d31c991a2d,1788923250631045979_1909668,0.9435960183198425,0.491845703125,1.7417606310918927,512,16.73083806037903,nm,0,0.0,256
