stream,model,decoder,n,accuracy,auc
fresh,ss_facebook_page_reference,S0_conv_center/prototype,3072,0.626953125,0.6724713643391926
fresh,ss_facebook_page_reference,S0_conv_center/ridge,3072,0.6217447916666666,0.6672969394259983
fresh,ss_facebook_page_reference,S0_pool/prototype,3072,0.595703125,0.6251553429497613
fresh,ss_facebook_page_reference,S0_pool/ridge,3072,0.6204427083333334,0.6543515523274739
fresh,ss_facebook_page_reference,U1_pre_meta/prototype,3072,0.625,0.6694507598876953
fresh,ss_facebook_page_reference,U1_pre_meta/ridge,3072,0.6233723958333334,0.6789224412706163
fresh,ss_facebook_page_reference,M2_post_meta/prototype,3072,0.58984375,0.6176122029622395
fresh,ss_facebook_page_reference,M2_post_meta/ridge,3072,0.5791015625,0.5971323649088541
fresh,ss_facebook_page_reference,final_input/prototype,3072,0.58984375,0.6176122029622395
fresh,ss_facebook_page_reference,final_input/ridge,3072,0.5791015625,0.5971323649088541
