model,artifact_order,rung,target_step,dataset,test_accuracy,test_f1,test_roc_auc,evidence_path
nm_ladder_fx10k_h2m_ordA_r2,A,2,20000,election2020,0.1426,0.1424725763245798,0.8390638321839082,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_election2020_nm_3shot_30way_02_08_2026_14_01_58/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r2,A,2,20000,midterm,0.2973166666666667,0.29799918729079883,0.8855703485153257,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_midterm_nm_3shot_30way_02_08_2026_13_47_54/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r2,A,2,20000,twibot20,0.3834388888888889,0.38344185389226293,0.9187527666826311,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_twibot20_nm_3shot_30way_02_08_2026_14_05_15/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r2,A,2,20000,ukr_rus_suspended,0.24306666666666665,0.2431199846156042,0.8126481149425285,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_00/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r2,A,2,20000,ukr_rus_twitter,0.48643888888888887,0.4864438014837547,0.9393843307790549,log/eval_nm_ladder_fx10k_h2m_ordA_r2_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_23_51/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,covid19_twitter,0.6352277777777777,0.6351967619771,0.9775905853448276,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_34_37/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,covid_political,0.1650111111111111,0.1649401725590026,0.8456067858077906,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_covid_political_nm_3shot_30way_02_08_2026_13_55_36/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,cp_hk_twitter,0.15296666666666667,0.1531464143205833,0.7081249866379309,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_12_13/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,election2020,0.13726666666666668,0.1370718560316603,0.8325442252873562,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_election2020_nm_3shot_30way_02_08_2026_14_01_59/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,midterm,0.3615333333333333,0.3614351255060924,0.9113194200989783,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,twibot20,0.37140555555555554,0.3713600631758633,0.9162598501756066,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_twibot20_nm_3shot_30way_02_08_2026_14_05_29/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,ukr_rus_suspended,0.24533333333333332,0.24561891030222577,0.8209096988505746,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_05/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r3,A,3,30000,ukr_rus_twitter,0.4753777777777778,0.47535696888331846,0.9367393613186462,log/eval_nm_ladder_fx10k_h2m_ordA_r3_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_23_51/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,covid19_twitter,0.6340666666666667,0.6340538486540247,0.9769993130906769,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_34_42/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,covid_political,0.2640888888888889,0.2640244310456304,0.9088761788793105,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_covid_political_nm_3shot_30way_02_08_2026_13_57_11/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,cp_hk_twitter,0.1566,0.1565803470966,0.7187991191091954,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_12_25/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,election2020,0.13986666666666667,0.13986870522544162,0.8256297701149425,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_election2020_nm_3shot_30way_02_08_2026_14_02_00/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,midterm,0.3593277777777778,0.3593403894255653,0.9106222283205619,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,twibot20,0.37953888888888887,0.3795641748276192,0.9170381497605364,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_twibot20_nm_3shot_30way_02_08_2026_14_05_35/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,ukr_rus_suspended,0.2278,0.22755955956422508,0.8069271034482759,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_05/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r4,A,4,40000,ukr_rus_twitter,0.4755666666666667,0.4755236198811789,0.9362348061462326,log/eval_nm_ladder_fx10k_h2m_ordA_r4_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_23_50/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,covid19_twitter,0.6321444444444444,0.6321052545933645,0.9770921417784163,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_35_39/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,covid_political,0.2632555555555556,0.2631238363444177,0.9090303801404854,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_covid_political_nm_3shot_30way_02_08_2026_13_57_11/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,cp_hk_twitter,0.15243333333333334,0.1523634206693238,0.7113948649425288,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_12_25/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,election2020,0.3092,0.3090311359144453,0.9289840413793102,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_election2020_nm_3shot_30way_02_08_2026_14_02_29/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,midterm,0.35545,0.3555030622931951,0.9097328298371647,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,twibot20,0.37927777777777777,0.37924755195326443,0.9181982753831418,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_twibot20_nm_3shot_30way_02_08_2026_14_07_00/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,ukr_rus_suspended,0.2222,0.22203442778646756,0.8014711678160918,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_05/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r5,A,5,50000,ukr_rus_twitter,0.47515555555555555,0.475261953573959,0.9362404856481482,log/eval_nm_ladder_fx10k_h2m_ordA_r5_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_29/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,covid19_twitter,0.6299055555555556,0.6298376759174532,0.9768127319604087,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_10/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,covid_political,0.2580722222222222,0.25793573754961346,0.9081136507183909,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_covid_political_nm_3shot_30way_02_08_2026_13_57_11/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,cp_hk_twitter,0.15261666666666668,0.15267468667465448,0.7006717695402299,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_04/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,election2020,0.29793333333333333,0.29756227334433566,0.9270115103448275,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,midterm,0.35984444444444447,0.3597915384070941,0.9103135649106004,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_midterm_nm_3shot_30way_02_08_2026_13_50_31/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,twibot20,0.37275,0.3726951458324735,0.9160741721902939,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_twibot20_nm_3shot_30way_02_08_2026_14_07_00/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,ukr_rus_suspended,0.46553333333333335,0.46559444204364764,0.9492033425287355,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_23/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r6,A,6,60000,ukr_rus_twitter,0.47383888888888887,0.4738524362490513,0.9360529416507024,log/eval_nm_ladder_fx10k_h2m_ordA_r6_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_32/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,covid19_twitter,0.6320333333333333,0.6319639832083024,0.977192558764368,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_10/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,covid_political,0.2573666666666667,0.25733338565830877,0.9078097345785441,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_covid_political_nm_3shot_30way_02_08_2026_13_57_12/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,cp_hk_twitter,0.15783333333333333,0.15783304617214486,0.7190426535919541,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_06/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,election2020,0.29133333333333333,0.29113222907259956,0.9233922643678163,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,midterm,0.35936666666666667,0.35926795229662667,0.9099778065293741,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_midterm_nm_3shot_30way_02_08_2026_13_52_12/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,twibot20,0.4309777777777778,0.43094570064768606,0.9360831296615579,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_twibot20_nm_3shot_30way_02_08_2026_14_07_14/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,ukr_rus_suspended,0.4688,0.46889350249958667,0.9481887126436781,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r7,A,7,70000,ukr_rus_twitter,0.47631666666666667,0.47632734462832776,0.9373450070881226,log/eval_nm_ladder_fx10k_h2m_ordA_r7_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_33/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,covid19_twitter,0.6277722222222222,0.6277240473756549,0.9766509277777778,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_38_19/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,covid_political,0.2591,0.2590785262558969,0.9090427650223497,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_covid_political_nm_3shot_30way_02_08_2026_13_58_47/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,cp_hk_twitter,0.26743333333333336,0.26747908058837117,0.8784721379310345,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_18/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,election2020,0.28053333333333336,0.2805184043860222,0.919308004597701,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_election2020_nm_3shot_30way_02_08_2026_14_02_30/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,midterm,0.3564833333333333,0.35646190977799375,0.9088692462164751,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_midterm_nm_3shot_30way_02_08_2026_13_52_12/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,twibot20,0.42744444444444446,0.42740194621051264,0.9359342233716476,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_twibot20_nm_3shot_30way_02_08_2026_14_07_20/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,ukr_rus_suspended,0.46813333333333335,0.46832111304219404,0.9499892091954024,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordA_r8,A,8,80000,ukr_rus_twitter,0.47168333333333334,0.4716574352217391,0.9356909881385695,log/eval_nm_ladder_fx10k_h2m_ordA_r8_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_26_33/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,covid19_twitter,0.14607777777777778,0.14595066157446268,0.7522720713920817,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_39_23/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,covid_political,0.13013333333333332,0.12991204627291864,0.807651812308429,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_covid_political_nm_3shot_30way_02_08_2026_13_58_47/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,cp_hk_twitter,0.0736,0.0732922659898146,0.606691700862069,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_18/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,election2020,0.3337333333333333,0.3336193439394219,0.934022372413793,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,midterm,0.14505555555555555,0.1450172333584402,0.7442454531768837,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_midterm_nm_3shot_30way_02_08_2026_13_52_15/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,twibot20,0.1415,0.14145797504305332,0.77512250545977,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_twibot20_nm_3shot_30way_02_08_2026_14_08_45/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,ukr_rus_suspended,0.08153333333333333,0.08120164812389351,0.6347142620689655,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_29/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r1,C,1,10000,ukr_rus_twitter,0.11133333333333334,0.11124938261091008,0.6890446683269477,log/eval_nm_ladder_fx10k_h2m_ordC_r1_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,covid19_twitter,0.16152777777777777,0.16149062571189168,0.7619211570561941,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_41_44/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,covid_political,0.26204444444444447,0.26202098427639775,0.9082192445561941,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_covid_political_nm_3shot_30way_02_08_2026_13_58_48/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,cp_hk_twitter,0.07211666666666666,0.07207876653238642,0.6055631727011495,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_58/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,election2020,0.3302,0.33000066001761935,0.9329867586206896,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,midterm,0.15397222222222223,0.15398817469191345,0.7688718019157089,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_midterm_nm_3shot_30way_02_08_2026_13_52_15/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,twibot20,0.14667222222222223,0.146565171526014,0.7835905459610473,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_twibot20_nm_3shot_30way_02_08_2026_14_08_45/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,ukr_rus_suspended,0.06526666666666667,0.06489561055539052,0.5859298850574712,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_46/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r2,C,2,20000,ukr_rus_twitter,0.11466111111111112,0.1145622963689795,0.6859486450670498,log/eval_nm_ladder_fx10k_h2m_ordC_r2_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,covid19_twitter,0.2413722222222222,0.2412763125797434,0.8439399207215836,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_41_44/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,covid_political,0.26163888888888887,0.2615985073700577,0.907748064639208,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_covid_political_nm_3shot_30way_02_08_2026_13_58_48/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,cp_hk_twitter,0.27695,0.27694338664158474,0.8851082464080461,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_13_59/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,election2020,0.3266,0.326400330909516,0.9329700597701149,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,midterm,0.19650555555555554,0.19645841362207148,0.8210547066730524,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_midterm_nm_3shot_30way_02_08_2026_13_53_52/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,twibot20,0.19326666666666667,0.19317363290837095,0.814064254262452,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_twibot20_nm_3shot_30way_02_08_2026_14_08_58/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,ukr_rus_suspended,0.0912,0.09112859471312487,0.6350330551724139,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_51/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r3,C,3,30000,ukr_rus_twitter,0.17325555555555555,0.17311749235373694,0.7569122664272031,log/eval_nm_ladder_fx10k_h2m_ordC_r3_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,covid19_twitter,0.3300666666666667,0.32998390921881815,0.8894735977330779,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_42_09/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,covid_political,0.26235555555555556,0.2622790015015488,0.9097092776021712,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_covid_political_nm_3shot_30way_02_08_2026_14_00_22/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,cp_hk_twitter,0.27486666666666665,0.2747866638197181,0.8834660028735632,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_11/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,election2020,0.3095333333333333,0.3092235003650869,0.9278715517241379,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_election2020_nm_3shot_30way_02_08_2026_14_03_01/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,midterm,0.21887777777777778,0.21883297659410994,0.8307713589559388,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_midterm_nm_3shot_30way_02_08_2026_13_53_52/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,twibot20,0.22400555555555557,0.22390721816514814,0.8315951131864624,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_twibot20_nm_3shot_30way_02_08_2026_14_09_05/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,ukr_rus_suspended,0.4908,0.4907592362154244,0.9545211080459771,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_ukr_rus_suspended_nm_3shot_30way_02_08_2026_14_04_52/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r4,C,4,40000,ukr_rus_twitter,0.24976666666666666,0.24967789382701785,0.8151149537675608,log/eval_nm_ladder_fx10k_h2m_ordC_r4_to_ukr_rus_twitter_nm_3shot_30way_02_08_2026_13_29_26/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,covid19_twitter,0.3935777777777778,0.3935483935924492,0.9188872831896552,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_covid19_twitter_nm_3shot_30way_02_08_2026_13_43_13/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,covid_political,0.2593111111111111,0.2591436765997158,0.9073992922573436,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_covid_political_nm_3shot_30way_02_08_2026_14_00_22/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,cp_hk_twitter,0.2704666666666667,0.27054649439076506,0.8821450971264366,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_cp_hk_twitter_nm_3shot_30way_02_08_2026_14_14_11/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,election2020,0.2996666666666667,0.299405349963009,0.9264113126436779,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_election2020_nm_3shot_30way_02_08_2026_14_03_33/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,midterm,0.35125,0.35119517921231597,0.9115008100574714,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_midterm_nm_3shot_30way_02_08_2026_13_53_55/data/metrics_test_step0.json
nm_ladder_fx10k_h2m_ordC_r5,C,5,50000,twibot20,0.2672,0.2671972574404537,0.8637547000478926,log/eval_nm_ladder_fx10k_h2m_ordC_r5_to_twibot20_nm_3shot_30way_02_08_2026_14_10_30/data/metrics_test_step0.json
