pair,source,total_step,source_updates,positive_examples,selected,auc,bce,delta_to_selected_single_pp,matched_exposure_delta_pp,matched_budget_delta_pp
covid19_twitter + twibot20,twibot20,20000,10000,10238128,False,97.30288343429565,0.14203483147855836,-0.4808724403381315,0.17675545215606325,-0.28231666088105456
covid19_twitter + twibot20,twibot20,22000,11000,11261894,False,97.40949611663817,0.13946607728129215,-0.37425975799560973,,-0.14800369739532693
covid19_twitter + twibot20,twibot20,24000,12000,12285660,False,97.37433240413665,0.1409138074994477,-0.4094234704971278,0.1263072729110748,-0.22947614192961874
covid19_twitter + twibot20,twibot20,26000,13000,13309543,False,97.4661051273346,0.13721298461971296,-0.31765074729918075,,-0.14709985256194935
covid19_twitter + twibot20,twibot20,28000,14000,14333309,False,97.51823818683624,0.13744275767520606,-0.26551768779753404,0.11083822250366193,-0.11167185306548699
covid19_twitter + twibot20,twibot20,30000,15000,15357075,False,97.5188144683838,0.13620498577013457,-0.2649414062499855,,-0.16582679748534668
covid19_twitter + twibot20,twibot20,32000,16000,16380958,False,97.52956440448762,0.13632922128113031,-0.25419147014617005,0.0892967462539751,-0.08000209331512353
covid19_twitter + twibot20,twibot20,34000,17000,17404724,False,97.56928839683535,0.1347451604422229,-0.21446747779844122,,-0.11213762760161616
covid19_twitter + twibot20,twibot20,36000,18000,18428490,False,97.59352898597716,0.1346753117565572,-0.1902268886566194,0.08100724220275746,-0.13991098403930424
covid19_twitter + twibot20,twibot20,38000,19000,19452373,False,97.64110431671142,0.13354946800761672,-0.1426515579223575,,-0.1207364797592203
covid19_twitter + twibot20,twibot20,40000,20000,20476139,False,97.66812365055084,0.13334411103676347,-0.11563222408293994,0.08292355537413698,-0.09576036930085685
covid19_twitter + twibot20,twibot20,42000,21000,21499905,False,97.63932185173034,0.13353073998812184,-0.1444340229034391,,-0.04444420337677002
covid19_twitter + twibot20,twibot20,44000,22000,22523788,False,97.58518991470338,0.13489900336406002,-0.19856595993040793,0.027690100669874873,-0.18845739364624636
covid19_twitter + twibot20,twibot20,46000,23000,23547554,True,97.60903081893922,0.1333123266111419,-0.17472505569456898,,-0.17557094097138126
covid19_twitter + ukr_rus_suspended,covid19_twitter,2000,1000,1023352,False,94.8124435186386,0.20244569255688694,-3.4086135625839398,,-1.1848773002624657
covid19_twitter + ukr_rus_suspended,covid19_twitter,4000,2000,2046704,False,95.72473804950715,0.17148476205102242,-2.4963190317153883,-0.27258276939391424,-1.1945649385452062
covid19_twitter + ukr_rus_suspended,covid19_twitter,6000,3000,3070056,False,96.58452670574188,0.15187207895129298,-1.6365303754806604,,-0.8452011346816835
covid19_twitter + ukr_rus_suspended,covid19_twitter,8000,4000,4093408,False,96.88453302383422,0.14349777412055936,-1.3365240573883108,-0.034769964218128724,-0.80243127346038
covid19_twitter + ukr_rus_suspended,covid19_twitter,10000,5000,5116760,False,97.14863443374634,0.1358253218588221,-1.072422647476201,,-0.6202367067337011
covid19_twitter + ukr_rus_suspended,covid19_twitter,12000,6000,6140112,False,97.28115205764772,0.1322448223081745,-0.9399050235748274,-0.14857578277585048,-0.5862316608428841
covid19_twitter + ukr_rus_suspended,covid19_twitter,14000,7000,7163464,False,97.39450705051422,0.12983113642829966,-0.8265500307083173,,-0.5571988821029605
covid19_twitter + ukr_rus_suspended,covid19_twitter,16000,8000,8186816,False,97.43266878128051,0.12818516830419818,-0.7883882999420222,-0.2542955160140914,-0.5241029500961503
covid19_twitter + ukr_rus_suspended,covid19_twitter,18000,9000,9209520,False,97.45801932811737,0.12867730451283357,-0.7630377531051669,,-0.5483144760131675
covid19_twitter + ukr_rus_suspended,covid19_twitter,20000,10000,10232872,False,97.47839081287384,0.12779032286030864,-0.7426662683487018,-0.2904803276062018,-0.5499583005905251
covid19_twitter + ukr_rus_suspended,covid19_twitter,22000,11000,11256224,False,97.53515088558198,0.1250839964863053,-0.6859061956405621,,-0.5082534551620332
covid19_twitter + ukr_rus_suspended,covid19_twitter,24000,12000,12279576,True,97.59624927043915,0.12418380535608736,-0.6248078107833899,-0.2711344480514466,-0.5117268800735375
covid19_twitter + ukr_rus_suspended,covid19_twitter,26000,13000,13302928,False,97.5884063243866,0.12382992213259572,-0.6326507568359396,,-0.5416372299194228
covid19_twitter + ukr_rus_suspended,covid19_twitter,28000,14000,14326280,False,97.57502219676971,0.12836322063285902,-0.6460348844528285,-0.3766837358474717,-0.5546683073043845
covid19_twitter + ukr_rus_suspended,covid19_twitter,30000,15000,15349632,False,97.60280542373657,0.12368065161422968,-0.6182516574859687,,-0.5402019739150887
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,2000,1000,1012120,False,93.35944402217865,0.22541530895120573,-2.615899205207828,,-0.8808676242828439
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,4000,2000,2024240,False,94.90224831104278,0.1880921398202027,-1.0730949163436976,0.6619366645812863,-0.5520216226577834
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,6000,3000,3036360,False,96.06995835304261,0.16305827229195155,0.09461512565612784,,0.48060450553893963
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,8000,4000,4048480,False,96.41120042800902,0.1538977422627789,0.43585720062254696,0.9569304943084611,0.6723415851592862
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,10000,5000,5060600,False,96.66144618988038,0.14740636720328731,0.6861029624939063,,0.8746933460235695
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,12000,6000,6072720,False,96.85899848937989,0.143377464150809,0.8836552619934102,1.269644641876222,0.9283446311950772
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,14000,7000,7084840,False,96.95865924358368,0.14110187714956576,0.9833160161971999,,0.9833160161971999
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,16000,8000,8096960,False,96.95132517814636,0.1415736531929993,0.9759819507598855,1.2124663352966247,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,18000,9000,9109080,False,96.89618558883667,0.14435643868203366,0.9208423614501915,,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,20000,10000,10121200,False,96.93661880493163,0.14427336050572812,0.9612755775451509,1.149865961074814,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,22000,11000,11133320,False,97.02045295238494,0.1421920373864143,1.045109724998472,,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,24000,12000,12145440,True,97.09172301292419,0.13890653274223916,1.1163797855377133,1.1610691547393803,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,26000,13000,13157560,False,97.03964719772338,0.14107185378420847,1.0643039703369106,,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,28000,14000,14169680,False,96.96722419261931,0.1497370666445841,0.9918809652328386,0.9918809652328386,
covid19_twitter + ukr_rus_suspended,ukr_rus_suspended,30000,15000,15181800,False,97.04752974510194,0.14235331056214934,1.0721865177154566,,
covid_political + cp_hk_twitter,covid_political,2000,1000,1021392,False,97.41085410118103,0.15291682867773596,0.06673347949982533,,0.3650937557220568
covid_political + cp_hk_twitter,covid_political,4000,2000,2042784,False,97.65625967979432,0.11850842741338664,0.3121390581131145,0.610499334335346,0.36555631160736235
covid_political + cp_hk_twitter,covid_political,6000,3000,3064176,False,98.3514959335327,0.0969683527436573,1.0073753118514994,,1.482047247886653
covid_political + cp_hk_twitter,covid_political,8000,4000,4085568,False,98.40143985748291,0.08842331386008614,1.0573192358017125,1.1107364892959604,1.7222772598266656
covid_political + cp_hk_twitter,covid_political,10000,5000,5106960,False,98.25221796035767,0.09010010453621521,0.9080973386764613,,1.297703099250791
covid_political + cp_hk_twitter,covid_political,12000,6000,6128352,False,98.53709979057312,0.08405225731810148,1.1929791688919167,1.6676511049270704,1.4473427534103522
covid_political + cp_hk_twitter,covid_political,14000,7000,7149744,True,98.57245681285858,0.08396298157685199,1.2283361911773705,,1.2283361911773705
covid_political + cp_hk_twitter,covid_political,16000,8000,8170973,False,98.30867924690246,0.09337550314835384,0.9645586252212568,1.6295166492462099,1.6056427240371818
covid_political + cp_hk_twitter,covid_political,18000,9000,9192365,False,98.31594038009644,0.08993613221997054,0.9718197584152266,,1.6717601776123137
covid_political + cp_hk_twitter,covid_political,20000,10000,10213757,False,98.33014464378356,0.09290088924384358,0.9860240221023497,1.3756297826766795,1.4180978298187208
covid_political + cp_hk_twitter,cp_hk_twitter,2000,1000,1023565,False,98.8648392677307,0.12449524488691915,-0.7938063859939448,,-0.2811584234237663
covid_political + cp_hk_twitter,cp_hk_twitter,4000,2000,2047130,False,99.07661488056183,0.08404956250554722,-0.5820307731628227,-0.06938281059264417,-0.3334423065185499
covid_political + cp_hk_twitter,cp_hk_twitter,6000,3000,3070550,False,99.48814179897309,0.062072341846064805,-0.17050385475156915,,-0.012819480895998048
covid_political + cp_hk_twitter,cp_hk_twitter,8000,4000,4094115,False,99.4699325323105,0.05171631475195159,-0.18871312141416352,0.05987534523010929,-0.009265732765206813
covid_political + cp_hk_twitter,cp_hk_twitter,10000,5000,5117535,False,99.47744629383087,0.046181424045726956,-0.1811993598937911,,-0.10197677612304723
covid_political + cp_hk_twitter,cp_hk_twitter,12000,6000,6141100,False,99.5716079711914,0.04221146354289808,-0.08703768253325306,0.07064669132231804,0.014284682273868476
covid_political + cp_hk_twitter,cp_hk_twitter,14000,7000,7164520,True,99.64756112098694,0.03931227511484274,-0.011084532737715147,,0.02955858707427428
covid_political + cp_hk_twitter,cp_hk_twitter,16000,8000,8188085,False,99.59067780971526,0.03957013116395598,-0.06796784400938671,0.11147954463957,-0.06796784400938671
covid_political + cp_hk_twitter,cp_hk_twitter,18000,9000,9211505,False,99.61896667480468,0.03841827356110093,-0.03967897891996586,,-0.0035997629165618328
covid_political + cp_hk_twitter,cp_hk_twitter,20000,10000,10235070,False,99.61129024028777,0.03908605007697508,-0.0473554134368781,0.03186717033386577,-0.0186608314514225
covid_political + facebook_page_reference,covid_political,2000,1000,1021392,False,97.9949494600296,0.15096854796978548,0.650828838348394,,0.9491891145706255
covid_political + facebook_page_reference,covid_political,4000,2000,2042784,False,98.17245030403137,0.11378815577837449,0.8283296823501596,1.126689958572391,0.8817469358444074
covid_political + facebook_page_reference,covid_political,6000,3000,3064176,False,98.27802333831788,0.09923680097723402,0.9339027166366698,,1.4085746526718235
covid_political + facebook_page_reference,covid_political,8000,4000,4085568,True,98.4419243812561,0.09061697501843247,1.0978037595749002,1.151221013069148,1.7627617835998532
covid_political + facebook_page_reference,covid_political,10000,5000,5106960,False,98.30021617412567,0.09000272945952058,0.9560955524444581,,1.3457013130187878
covid_political + facebook_page_reference,covid_political,12000,6000,6128352,False,98.36086699962617,0.08927810806635796,1.0167463779449548,1.4914183139801085,1.2711099624633904
covid_political + facebook_page_reference,covid_political,14000,7000,7149744,False,98.34332475662232,0.08863220785964139,0.9992041349411118,,0.9992041349411118
covid_political + facebook_page_reference,facebook_page_reference,2000,1000,1014089,False,93.8274851322174,0.23500723974285517,-1.5570481777191114,,-1.195283699035643
covid_political + facebook_page_reference,facebook_page_reference,4000,2000,2027595,False,94.8853527545929,0.20072953106218136,-0.4991805553436146,-0.1374160766601462,-0.6490471124649067
covid_political + facebook_page_reference,facebook_page_reference,6000,3000,3041684,False,95.31529626846313,0.18627748299047758,-0.06923704147338006,,-0.06923704147338006
covid_political + facebook_page_reference,facebook_page_reference,8000,4000,4055190,True,95.49892516136168,0.18069162566335628,0.11439185142516628,-0.03547470569612576,0.24274778366086824
covid_political + facebook_page_reference,facebook_page_reference,10000,5000,5069279,False,95.26229388713836,0.18797492569439986,-0.12223942279815381,,0.34325618743896724
covid_political + facebook_page_reference,facebook_page_reference,12000,6000,6082785,False,95.41744997501374,0.18925879256699302,0.032916665077220575,0.032916665077220575,0.7096696376800438
covid_political + facebook_page_reference,facebook_page_reference,14000,7000,7096874,False,95.32688579559327,0.19333232792706834,-0.05764751434325088,,
covid_political + twibot20,covid_political,2000,1000,1021392,False,98.0350618839264,0.14859073156473518,0.6909412622451927,,0.9893015384674242
covid_political + twibot20,covid_political,4000,2000,2042784,False,98.2813223838806,0.1105036412206681,0.9372017621994022,1.2355620384216337,0.9906190156936501
covid_political + twibot20,covid_political,6000,3000,3064176,False,98.28442351818084,0.09715783513686865,0.9403028964996341,,1.4149748325347877
covid_political + twibot20,covid_political,8000,4000,4085568,False,98.50037238597868,0.08928383727796045,1.156251764297478,1.2096690177917258,1.821209788322431
covid_political + twibot20,covid_political,10000,5000,5106960,False,98.70997567176818,0.08300323123609618,1.3658550500869726,,1.7554608106613023
covid_political + twibot20,covid_political,12000,6000,6128352,False,98.64950752258301,0.08231645345278166,1.305386900901806,1.7800588369369597,1.5597504854202415
covid_political + twibot20,covid_political,14000,7000,7149744,False,98.76634583473206,0.07781764288075668,1.422225213050854,,1.422225213050854
covid_political + twibot20,covid_political,16000,8000,8170973,False,98.79543533325194,0.07795635156262645,1.4513147115707392,2.1162727355956923,2.092398810386664
covid_political + twibot20,covid_political,18000,9000,9192365,False,98.76223220825196,0.07745431515738904,1.4181115865707472,,2.1180520057678343
covid_political + twibot20,covid_political,20000,10000,10213757,False,98.66604599952699,0.0816215591889087,1.3219253778457785,1.7115311384201082,1.7539991855621495
covid_political + twibot20,covid_political,22000,11000,11235149,False,98.76760292053223,0.07883565036753161,1.4234822988510198,,
covid_political + twibot20,covid_political,24000,12000,12256541,False,98.7085058450699,0.08126338468509278,1.3643852233886866,1.6187488079071222,
covid_political + twibot20,covid_political,26000,13000,13277933,False,98.77845215797424,0.07796504862496821,1.434331536293032,,
covid_political + twibot20,covid_political,28000,14000,14299325,False,98.66318202018738,0.07992917389795973,1.3190613985061717,1.3190613985061717,
covid_political + twibot20,covid_political,30000,15000,15320717,True,98.76989228725434,0.07891989381925521,1.4257716655731278,,
covid_political + twibot20,covid_political,32000,16000,16341946,False,98.71978948116302,0.08002608240719801,1.3756688594818156,2.0167529582977406,
covid_political + twibot20,covid_political,34000,17000,17363338,False,98.64360773563385,0.08347023160867506,1.2994871139526465,,
covid_political + twibot20,covid_political,36000,18000,18384730,False,98.61587324142455,0.08473945454618757,1.2717526197433493,1.9716930389404363,
covid_political + twibot20,twibot20,2000,1000,1023883,False,94.18601362705232,0.22682318980939128,-3.59774224758147,,-0.7286965847015381
covid_political + twibot20,twibot20,4000,2000,2047649,False,95.47440531253815,0.18848845123030994,-2.3093505620956356,0.5596951007842965,-0.6025949716568002
covid_political + twibot20,twibot20,6000,3000,3071415,False,96.08395061492921,0.17128101297917916,-1.6998052597045787,,-0.5479310035705565
covid_political + twibot20,twibot20,8000,4000,4095298,False,96.48033027648927,0.16101260489893854,-1.3034255981445142,0.4033299922943212,-0.5251050949096503
covid_political + twibot20,twibot20,10000,5000,5119064,False,96.78772096633911,0.15548301617230711,-0.996034908294674,,-0.33840701580047927
covid_political + twibot20,twibot20,12000,6000,6142830,False,96.83250584602357,0.15131614416822173,-0.9512500286102177,0.2006242275238046,-0.4155192852020151
covid_political + twibot20,twibot20,14000,7000,7166713,False,97.03891334533691,0.1469183492810414,-0.7448425292968741,,-0.36848661899567814
covid_political + twibot20,twibot20,16000,8000,8190479,False,97.10912210941315,0.1461798733708138,-0.6746337652206336,0.10368673801423034,-0.3311455488204884
covid_political + twibot20,twibot20,18000,9000,9214245,False,97.16680569648743,0.14316741964230115,-0.6169501781463471,,-0.34571604728697025
covid_political + twibot20,twibot20,20000,10000,10238128,False,97.16737546920777,0.1423086968335921,-0.6163804054260091,0.041247487068185595,-0.4178246259689322
covid_political + twibot20,twibot20,22000,11000,11261894,False,97.24826352596283,0.14144865985858612,-0.5354923486709517,,-0.30923628807066894
covid_political + twibot20,twibot20,24000,12000,12285660,False,97.22778165340422,0.14124510127506143,-0.5559742212295604,-0.020243477821357825,-0.37602689266205136
covid_political + twibot20,twibot20,26000,13000,13309543,False,97.27486481666566,0.1406993026862201,-0.5088910579681305,,-0.3383401632308991
covid_political + twibot20,twibot20,28000,14000,14333309,False,97.28781032562256,0.13995331860398394,-0.495945549011223,-0.11958963871002704,-0.34209971427917596
covid_political + twibot20,twibot20,30000,15000,15357075,True,97.34651379585266,0.13883765260864417,-0.4372420787811304,,-0.33812747001649157
covid_political + twibot20,twibot20,32000,16000,16380958,False,97.30084583759307,0.14010650695261587,-0.4829100370407069,-0.13942182064056174,-0.3087206602096604
covid_political + twibot20,twibot20,34000,17000,17404724,False,97.31220963001252,0.14055149792902044,-0.47154624462126815,,-0.3692163944244431
covid_political + twibot20,twibot20,36000,18000,18428490,False,97.32175948619843,0.13957854210455853,-0.4619963884353484,-0.19076225757597154,-0.41168048381803324
covid_political + ukr_rus_suspended,covid_political,2000,1000,1021392,False,97.5094916343689,0.15230331695162846,0.16537101268768728,,0.46373128890991877
covid_political + ukr_rus_suspended,covid_political,4000,2000,2042784,False,98.16945540904999,0.11448946743583854,0.8253347873687811,1.1236950635910126,0.8787520408630289
covid_political + ukr_rus_suspended,covid_political,6000,3000,3064176,False,98.14486253261566,0.10078222498105402,0.8007419109344549,,1.2754138469696086
covid_political + ukr_rus_suspended,covid_political,8000,4000,4085568,False,98.26917061805725,0.09388133922771805,0.9250499963760372,0.9784672498702851,1.5900080204009903
covid_political + ukr_rus_suspended,covid_political,10000,5000,5106960,False,98.252152967453,0.09146186799349051,0.908032345771792,,1.2976381063461218
covid_political + ukr_rus_suspended,covid_political,12000,6000,6128352,True,98.47156174182892,0.0866772786858304,1.1274411201477097,1.6021130561828634,1.3818047046661452
covid_political + ukr_rus_suspended,covid_political,14000,7000,7149744,False,98.3490671157837,0.08754107693575754,1.0049464941024877,,1.0049464941024877
covid_political + ukr_rus_suspended,covid_political,16000,8000,8170973,False,98.33886926174165,0.08971717503317672,0.9947486400604388,1.659706664085392,1.6358327388763638
covid_political + ukr_rus_suspended,covid_political,18000,9000,9192365,False,98.33597123622894,0.08952089447035405,0.991850614547729,,1.691791033744816
covid_political + ukr_rus_suspended,ukr_rus_suspended,2000,1000,1012120,False,93.88135204315185,0.22077687054481396,-2.0939911842346337,,-0.3589596033096498
covid_political + ukr_rus_suspended,ukr_rus_suspended,4000,2000,2024240,False,95.38938066959382,0.18106165862356466,-0.585962557792663,1.1490690231323208,-0.06488926410674889
covid_political + ukr_rus_suspended,ukr_rus_suspended,6000,3000,3036360,False,95.77525167465208,0.16601945319648154,-0.20009155273439383,,0.18589782714841796
covid_political + ukr_rus_suspended,ukr_rus_suspended,8000,4000,4048480,False,96.01281208992005,0.15933095327789873,0.03746886253356285,0.558542156219477,0.2739532470703021
covid_political + ukr_rus_suspended,ukr_rus_suspended,10000,5000,5060600,False,96.13662045001983,0.15655007185101122,0.1612772226333492,,0.3498676061630124
covid_political + ukr_rus_suspended,ukr_rus_suspended,12000,6000,6072720,True,96.3065728187561,0.15386099277774815,0.3312295913696195,0.7172189712524313,0.3759189605712865
covid_political + ukr_rus_suspended,ukr_rus_suspended,14000,7000,7084840,False,96.35368986129762,0.15332912109698044,0.37834663391114187,,0.37834663391114187
covid_political + ukr_rus_suspended,ukr_rus_suspended,16000,8000,8096960,False,96.2885658979416,0.15706267499914092,0.3132226705551133,0.5497070550918526,
covid_political + ukr_rus_suspended,ukr_rus_suspended,18000,9000,9109080,False,96.37351326942442,0.15379630119153984,0.3981700420379486,,
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,2000,1000,1023565,False,98.80078859329224,0.12397907687175316,-0.8578570604324209,,-0.3452090978622424
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,4000,2000,2047130,False,99.30521945953369,0.0827165641120983,-0.35342619419096444,0.1592217683792141,-0.10483772754669163
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,6000,3000,3070550,False,99.36207444667815,0.06326903771490172,-0.2965712070465032,,-0.1388868331909321
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,8000,4000,4094115,False,99.45106265544891,0.05339847695827977,-0.207582998275746,0.04100546836852681,-0.028135609626789293
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,10000,5000,5117535,False,99.50137507915497,0.046850548242880145,-0.15727057456969007,,-0.0780479907989462
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,12000,6000,6141100,True,99.56602485179901,0.04285394073085877,-0.09262080192563582,0.06506357192993528,0.008701562881485714
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,14000,7000,7164520,False,99.55566473007202,0.041918272259977366,-0.10298092365262912,,-0.062337803840639694
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,16000,8000,8188085,False,99.5534450531006,0.041334443297930186,-0.10520060062405578,0.07424678802490092,-0.10520060062405578
cp_hk_twitter + facebook_page_reference,cp_hk_twitter,18000,9000,9211505,False,99.55740163326264,0.03991392084662471,-0.1012440204620102,,-0.06516480445860617
cp_hk_twitter + facebook_page_reference,facebook_page_reference,2000,1000,1014089,False,93.56672022342683,0.23492868701522285,-1.8178130865096898,,-1.4560486078262214
cp_hk_twitter + facebook_page_reference,facebook_page_reference,4000,2000,2027595,False,95.26372034549713,0.1963904537098219,-0.12081296443937628,0.2409515142440921,-0.2706795215606683
cp_hk_twitter + facebook_page_reference,facebook_page_reference,6000,3000,3041684,False,95.58968815803529,0.18265592645362125,0.20515484809877638,,0.20515484809877638
cp_hk_twitter + facebook_page_reference,facebook_page_reference,8000,4000,4055190,False,95.70544216632844,0.17745451932193743,0.32090885639192157,0.17104229927062953,0.44926478862762353
cp_hk_twitter + facebook_page_reference,facebook_page_reference,10000,5000,5069279,False,95.76893451213837,0.17706155954142228,0.38440120220185614,,0.8498968124389772
cp_hk_twitter + facebook_page_reference,facebook_page_reference,12000,6000,6082785,True,95.77949442863465,0.17803989004365314,0.3949611186981339,0.3949611186981339,1.071714091300957
cp_hk_twitter + facebook_page_reference,facebook_page_reference,14000,7000,7096874,False,95.59948179721832,0.1870470923099193,0.2149484872818075,,
cp_hk_twitter + facebook_page_reference,facebook_page_reference,16000,8000,8110380,False,95.45037758350372,0.1913940654859986,0.06584427356720601,0.19420020580290798,
cp_hk_twitter + facebook_page_reference,facebook_page_reference,18000,9000,9124469,False,95.34089617729187,0.19898237355835877,-0.04363713264464719,,
midterm + covid_political,midterm,2000,1000,1023408,False,96.37621212005615,0.19357998959560158,-2.0276616096496447,,-0.48763020038604665
midterm + covid_political,midterm,4000,2000,2046816,False,97.12694644927979,0.15247894101791842,-1.2769272804260212,0.26310412883757683,-0.6323527336120627
midterm + covid_political,midterm,6000,3000,3070224,False,97.61508584022522,0.13222083051482442,-0.78878788948058,,-0.5044884920120118
midterm + covid_political,midterm,8000,4000,4093632,False,97.88527975082397,0.11940929426146857,-0.5185939788818317,0.12598056793212686,-0.39297087192535773
midterm + covid_political,midterm,10000,5000,5117040,False,97.96799459457398,0.11461627881516878,-0.4358791351318225,,-0.3349453926086432
midterm + covid_political,midterm,12000,6000,6140448,False,98.1827113866806,0.10935775736053041,-0.2211623430252052,0.06313705444336293,-0.17987737655640323
midterm + covid_political,midterm,14000,7000,7163856,False,98.16151344776154,0.10829065737264613,-0.24236028194426495,,-0.2252983093261718
midterm + covid_political,midterm,16000,8000,8187264,False,98.22721257209778,0.10560509472706942,-0.1766611576080268,-0.05103805065155287,-0.06983962059020632
midterm + covid_political,midterm,18000,9000,9210672,True,98.30563428401948,0.10399515102515244,-0.09823944568633225,,-0.09823944568633225
midterm + covid_political,midterm,20000,10000,10234080,False,98.23473439216613,0.10688094031190712,-0.16913933753966992,-0.0682055950164906,-0.08061430454254781
midterm + covid_political,midterm,22000,11000,11257488,False,98.31802148818969,0.10464824889544262,-0.08585224151611559,,0.008367204666137606
midterm + covid_political,midterm,24000,12000,12280896,False,98.17808215618132,0.10996209464930842,-0.22579157352448087,-0.1845066070556789,-0.13268508911132848
midterm + covid_political,covid_political,2000,1000,1021392,False,98.02604639530182,0.15031148179381554,0.6819257736206064,,0.9802860498428378
midterm + covid_political,covid_political,4000,2000,2042784,False,98.19702529907227,0.11196495735302991,0.8529046773910531,1.1512649536132846,0.906321930885301
midterm + covid_political,covid_political,6000,3000,3064176,False,98.29230742454529,0.09773738591770101,0.9481868028640816,,1.4228587388992353
midterm + covid_political,covid_political,8000,4000,4085568,False,98.48897526264192,0.0871333400276964,1.1448546409607019,1.1982718944549497,1.809812664985655
midterm + covid_political,covid_political,10000,5000,5106960,False,98.53796682357788,0.08418444377511625,1.1938462018966645,,1.5834519624709942
midterm + covid_political,covid_political,12000,6000,6128352,False,98.71509997844696,0.08002163417829226,1.3709793567657558,1.8456512928009094,1.6253429412841913
midterm + covid_political,covid_political,14000,7000,7149744,False,98.58702294826507,0.08144800389609358,1.2429023265838612,,1.2429023265838612
midterm + covid_political,covid_political,16000,8000,8170973,False,98.60323231220246,0.08162610368041359,1.259111690521253,1.924069714546206,1.900195789337178
midterm + covid_political,covid_political,18000,9000,9192365,True,98.64810824394226,0.0799358565389478,1.3039876222610491,,2.003928041458136
midterm + covid_political,covid_political,20000,10000,10213757,False,98.65052855014801,0.08146807301214763,1.3064079284668018,1.6960136890411315,1.7384817361831728
midterm + covid_political,covid_political,22000,11000,11235149,False,98.66008355617522,0.08031252850905295,1.3159629344940194,,
midterm + covid_political,covid_political,24000,12000,12256541,False,98.4059075832367,0.08839193157903606,1.0617869615554887,1.3161505460739242,
midterm + cp_hk_twitter,midterm,2000,1000,1023408,False,96.57233216762543,0.19276510299538588,-1.8315415620803743,,-0.2915101528167763
midterm + cp_hk_twitter,midterm,4000,2000,2046816,False,97.63979873657227,0.15024681869799503,-0.7640749931335344,0.7759564161300636,-0.1195004463195759
midterm + cp_hk_twitter,midterm,6000,3000,3070224,False,97.92283380031586,0.12933119711074018,-0.4810399293899481,,-0.19674053192137997
midterm + cp_hk_twitter,midterm,8000,4000,4093632,False,98.0908336162567,0.11778272140732113,-0.31304011344910343,0.3315344333648551,-0.1874170064926295
midterm + cp_hk_twitter,midterm,10000,5000,5117040,False,98.12961888313293,0.11112828178672768,-0.27425484657287447,,-0.17332110404969514
midterm + cp_hk_twitter,midterm,12000,6000,6140448,False,98.32129483222961,0.10581956875396827,-0.08257889747619318,0.20172049999237496,-0.041293931007391205
midterm + cp_hk_twitter,midterm,14000,7000,7163856,False,98.37025210857391,0.10398020509672681,-0.03362162113189626,,-0.016559648513803094
midterm + cp_hk_twitter,midterm,16000,8000,8187264,False,98.38369529247285,0.10315322098950395,-0.020178437232953872,0.10544466972352007,0.08664309978486662
midterm + cp_hk_twitter,midterm,18000,9000,9210672,False,98.4973830461502,0.10103964245845148,0.09350931644439564,,0.09350931644439564
midterm + cp_hk_twitter,midterm,20000,10000,10234080,False,98.44946715831756,0.10067552928280273,0.045593428611756526,0.14652717113493585,0.13411846160887864
midterm + cp_hk_twitter,midterm,22000,11000,11257488,False,98.50686011314393,0.09992438795659303,0.1029863834381195,,0.1972058296203727
midterm + cp_hk_twitter,midterm,24000,12000,12280896,False,98.39318652153017,0.10733214596838252,-0.010687208175641505,0.03059775829316047,0.08241927623751089
midterm + cp_hk_twitter,midterm,26000,13000,13304304,False,98.485831284523,0.09954585478816765,0.08195755481720246,,
midterm + cp_hk_twitter,midterm,28000,14000,14327712,False,98.48680939674375,0.10107337532017811,0.0829356670379533,0.09999763965604647,
midterm + cp_hk_twitter,midterm,30000,15000,15351120,True,98.55807518959044,0.09746422998104597,0.15420145988463974,,
midterm + cp_hk_twitter,midterm,32000,16000,16374380,False,98.5248054265976,0.1025615906646168,0.12093169689179062,0.2277532339096111,
midterm + cp_hk_twitter,midterm,34000,17000,17397788,False,98.36226072311402,0.10166222909677981,-0.04161300659178968,,
midterm + cp_hk_twitter,midterm,36000,18000,18421196,False,98.45098235607146,0.09889752055798913,0.04710862636566615,0.04710862636566615,
