pair,source,total_step,source_updates,positive_examples,selected,auc,bce,delta_to_selected_single_pp,matched_exposure_delta_pp,matched_budget_delta_pp
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,2000,1000,1023565,False,98.86359839439393,0.12147441492880548,-0.7950472593307167,,-0.2823992967605382
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,4000,2000,2047130,False,99.36619017124177,0.08037242059182688,-0.29245548248288955,0.22019248008728898,-0.04386701583861674
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,6000,3000,3070550,False,99.53409538269042,0.05878855607283757,-0.12455027103422944,,0.03313410282134166
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,8000,4000,4094115,False,99.58053841590882,0.049547343220435094,-0.07810723781583873,0.17048122882843408,0.10134015083311798
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,10000,5000,5117535,False,99.66483871936798,0.042501745150121874,0.0061930656433228926,,0.08541564941406676
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,12000,6000,6141100,False,99.6804309129715,0.040207740334528876,0.021785259246842603,0.1794696331024137,0.12310762405396414
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,14000,7000,7164520,False,99.68196122646333,0.037843124983491835,0.023315572738669132,,0.06395869255065856
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,16000,8000,8188085,False,99.74042968749998,0.03522762758252436,0.08178403377533394,0.26123142242429065,0.08178403377533394
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,18000,9000,9211505,False,99.71691460609435,0.03526864438181718,0.05826895236969998,,0.094348168373104
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,20000,10000,10235070,False,99.76004729270936,0.03335214533207616,0.10140163898469945,0.18062422275544332,0.13009622097015505
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,22000,11000,11258490,False,99.7092226266861,0.03649095839334096,0.05057697296144692,,0.09141938686371143
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,24000,12000,12282055,False,99.73087122440339,0.03439507340481771,0.07222557067873003,0.17354793548585157,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,26000,13000,13305475,False,99.74114365577698,0.03281103038030509,0.0824980020523336,,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,28000,14000,14329040,False,99.74195735454559,0.032910405368149466,0.08331170082094275,0.12395482063293217,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,30000,15000,15352460,False,99.77282948493959,0.031828214484312695,0.11418383121494236,,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,32000,16000,16376025,False,99.755543923378,0.03190084577043616,0.09689826965334492,0.09689826965334492,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,34000,17000,17399445,False,99.7628130197525,0.031478039969827856,0.10416736602785193,,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,36000,18000,18423010,True,99.75205099582672,0.032056977616630254,0.09340534210207085,0.12948455810547488,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,38000,19000,19446430,False,99.75054917335511,0.032022900877779724,0.09190351963045407,,
ukr_rus_twitter + cp_hk_twitter,cp_hk_twitter,40000,20000,20469995,False,99.74644596576692,0.03194491154105602,0.08780031204226324,0.11649489402771884,
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,2000,1000,1024000,False,96.11953537464142,0.1739381742588954,-2.854841160774235,,-0.33608865737915217
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,4000,2000,2047089,False,97.34309644699096,0.14930706725774004,-1.6312800884246914,0.8874724149703916,-0.3740025281906312
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,6000,3000,3071089,False,97.65847637653351,0.1252018135042081,-1.315900158882144,,-0.44787206649781197
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,8000,4000,4094178,False,97.90651218891144,0.1170109936656518,-1.0678643465042215,0.18941321372983877,-0.4985921859741227
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,10000,5000,5118178,False,98.03093848228454,0.11031766937927796,-0.9434380531311071,,-0.45165252685546164
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,12000,6000,6141267,False,98.04952178001403,0.10694416191831446,-0.9248547554016273,-0.05682666301729533,-0.6021286249160873
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,14000,7000,7165267,False,98.1188713312149,0.10436579166828085,-0.855505204200746,,-0.6067527770996173
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,16000,8000,8188356,True,98.22041552066804,0.1015503676115845,-0.7539610147476172,-0.18468885421751846,-0.48030633926390287
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,18000,9000,9212356,False,98.26407630443573,0.101574921587431,-0.7103002309799211,,-0.46313025951384423
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,20000,10000,10235445,False,98.33644049167634,0.10005754612534465,-0.6379360437393178,-0.14615051746367236,-0.47664008140563263
ukr_rus_twitter + facebook_page_reference,ukr_rus_twitter,22000,11000,11259445,False,98.38441617488861,0.09981367121029289,-0.589960360527042,,-0.4280422449111865
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,2000,1000,1014089,False,93.83156654834748,0.23223287475281598,-1.5529667615890363,,-1.191202282905568
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,4000,2000,2027595,False,95.32479658126832,0.19832533474618522,-0.05973672866820268,0.3020277500152657,-0.20960328578949472
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,6000,3000,3041684,False,95.70506937503815,0.18069462354839413,0.3205360651016398,,0.3205360651016398
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,8000,4000,4055190,False,95.87567994594575,0.17489167813522866,0.49114663600923203,0.34128007888794,0.619502568244934
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,10000,5000,5069279,False,95.95436587333678,0.17236759235638424,0.5698325634002743,,1.0353281736373954
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,12000,6000,6082785,False,95.78867521286011,0.17910429722508325,0.40414190292359375,0.40414190292359375,1.080894875526417
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,14000,7000,7096874,False,95.82893640995024,0.1789821009425508,0.44440310001373495,,
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,16000,8000,8110380,True,95.87763042449951,0.1792676108270155,0.4930971145630014,0.6214530467987034,
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,18000,9000,9124469,False,95.74607067108154,0.18106857404034093,0.36153736114502566,,
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,20000,10000,10137975,False,95.81796569824219,0.1823617383052834,0.43343238830567676,0.8989279985427978,
ukr_rus_twitter + facebook_page_reference,facebook_page_reference,22000,11000,11152064,False,95.78592987060546,0.18434977283521717,0.4013965606689429,,
ukr_rus_twitter + midterm,ukr_rus_twitter,2000,1000,1024000,False,96.25141589641571,0.1781974475349181,-2.7229606389999494,,-0.2042081356048664
ukr_rus_twitter + midterm,ukr_rus_twitter,4000,2000,2047089,False,97.41427478790284,0.14729082312365105,-1.5601017475128098,0.9586507558822732,-0.3028241872787496
ukr_rus_twitter + midterm,ukr_rus_twitter,6000,3000,3071089,False,97.81766793727874,0.12319702084732763,-1.156708598136913,,-0.288680505752581
ukr_rus_twitter + midterm,ukr_rus_twitter,8000,4000,4094178,False,98.08378484249116,0.11119010648784296,-0.8905916929245028,0.36668586730955743,-0.32131953239440403
ukr_rus_twitter + midterm,ukr_rus_twitter,10000,5000,5118178,False,98.28036122322082,0.105969111053843,-0.6940153121948289,,-0.2022297859191835
ukr_rus_twitter + midterm,ukr_rus_twitter,12000,6000,6141267,False,98.43008453845977,0.0999368292660856,-0.5442919969558813,0.3237360954284507,-0.22156586647034127
ukr_rus_twitter + midterm,ukr_rus_twitter,14000,7000,7165267,False,98.49121663570402,0.09776843274244894,-0.4831598997116271,,-0.23440747261049832
ukr_rus_twitter + midterm,ukr_rus_twitter,16000,8000,8188356,False,98.53731684684756,0.09601482298231127,-0.43705968856809774,0.13221247196200103,-0.16340501308438338
ukr_rus_twitter + midterm,ukr_rus_twitter,18000,9000,9212356,False,98.60372102260588,0.09579334247966569,-0.37065551280976994,,-0.12348554134369305
ukr_rus_twitter + midterm,ukr_rus_twitter,20000,10000,10235445,False,98.62292058467864,0.09255215676313883,-0.35145595073701186,0.14032957553863357,-0.1901599884033267
ukr_rus_twitter + midterm,ukr_rus_twitter,22000,11000,11259445,False,98.6435668706894,0.09372748625579293,-0.3308096647262615,,-0.16889154911040594
ukr_rus_twitter + midterm,ukr_rus_twitter,24000,12000,12282534,False,98.60818660259245,0.0918026227487888,-0.3661899328232021,-0.043463802337662116,-0.20121130943299148
ukr_rus_twitter + midterm,ukr_rus_twitter,26000,13000,13306534,False,98.70695142745973,0.09120136682702351,-0.2674251079559209,,-0.18642315864561
ukr_rus_twitter + midterm,ukr_rus_twitter,28000,14000,14329623,False,98.71061165332794,0.08861015869741035,-0.26376488208771365,-0.015012454986584878,-0.19181268215179292
ukr_rus_twitter + midterm,ukr_rus_twitter,30000,15000,15353623,False,98.72098815441132,0.08908179777751024,-0.253388381004338,,-0.1638952970504759
ukr_rus_twitter + midterm,ukr_rus_twitter,32000,16000,16376712,False,98.7089791059494,0.08879860533868439,-0.265397429466252,0.00825724601746236,-0.20489249229430628
ukr_rus_twitter + midterm,ukr_rus_twitter,34000,17000,17400712,False,98.76270349025725,0.09026848402137487,-0.21167304515840035,,-0.16815893650056202
ukr_rus_twitter + midterm,ukr_rus_twitter,36000,18000,18423801,False,98.73564484119413,0.0888701937749702,-0.23873169422152785,0.008438277244549042,-0.20026438236239175
ukr_rus_twitter + midterm,ukr_rus_twitter,38000,19000,19447801,False,98.67980332374572,0.08986252018806438,-0.2945732116699351,,-0.2863175630569481
ukr_rus_twitter + midterm,ukr_rus_twitter,40000,20000,20470890,False,98.7319721698761,0.08667924040617221,-0.24240436553955025,-0.0811084032058651,-0.2554072141647268
ukr_rus_twitter + midterm,ukr_rus_twitter,42000,21000,21494890,False,98.71937143802644,0.08601364022169285,-0.25500509738921595,,-0.24550039768219678
ukr_rus_twitter + midterm,ukr_rus_twitter,44000,22000,22517979,True,98.76099534034729,0.08597983723279543,-0.21338119506836284,-0.05146307945250728,-0.21338119506836284
ukr_rus_twitter + midterm,ukr_rus_twitter,46000,23000,23541979,False,98.79873175621032,0.08856595642073305,-0.17564477920533061,,-0.16276948451996454
ukr_rus_twitter + midterm,ukr_rus_twitter,48000,24000,24565068,False,98.77674019336702,0.08549306687766879,-0.1976363420486349,-0.03265771865842426,-0.2128735542297311
ukr_rus_twitter + midterm,ukr_rus_twitter,50000,25000,25588157,False,98.80178954601288,0.08916944575541572,-0.17258698940276762,,
ukr_rus_twitter + midterm,midterm,2000,1000,1023408,False,95.63435850143432,0.1987010341886866,-2.7695152282714797,,-1.2294838190078816
ukr_rus_twitter + midterm,midterm,4000,2000,2046816,False,97.29822092056276,0.15751516852334685,-1.105652809143054,0.4343786001205441,-0.46107826232909543
ukr_rus_twitter + midterm,midterm,6000,3000,3070224,False,97.83999943733215,0.13009140220411347,-0.5638742923736451,,-0.2795748949050769
ukr_rus_twitter + midterm,midterm,8000,4000,4093632,False,98.03026168346405,0.11824124355811083,-0.3736120462417558,0.2709625005722027,-0.24798893928528187
ukr_rus_twitter + midterm,midterm,10000,5000,5117040,False,98.19041373729706,0.11090588562718748,-0.2134599924087377,,-0.11252624988555837
ukr_rus_twitter + midterm,midterm,12000,6000,6140448,False,98.29636101722717,0.10676933615070458,-0.10751271247863015,0.176786684989938,-0.06622774600982817
ukr_rus_twitter + midterm,midterm,14000,7000,7163856,False,98.35770461559298,0.10429211941260473,-0.046169114112826204,,-0.029107141494733035
ukr_rus_twitter + midterm,midterm,16000,8000,8187264,False,98.3982141017914,0.10221492061960971,-0.005659627914411658,0.11996347904206228,0.10116190910340883
ukr_rus_twitter + midterm,midterm,18000,9000,9210672,False,98.48549838066101,0.1000274967900223,0.08162465095520322,,0.08162465095520322
ukr_rus_twitter + midterm,midterm,20000,10000,10234080,False,98.4717130422592,0.10008225596301765,0.06783931255339715,0.16877305507657647,0.15636434555051926
ukr_rus_twitter + midterm,midterm,22000,11000,11257488,False,98.53459646701813,0.09930186667919418,0.13072273731232764,,0.22494218349458084
ukr_rus_twitter + midterm,midterm,24000,12000,12280896,False,98.49118943214415,0.10069361493061116,0.08731570243835085,0.12860066890715283,0.18042218685150324
ukr_rus_twitter + midterm,midterm,26000,13000,13304304,False,98.5528787136078,0.09726891032677473,0.14900498390199024,,
ukr_rus_twitter + midterm,midterm,28000,14000,14327712,False,98.5159574985504,0.09792952243304581,0.11208376884460636,0.12914574146269953,
ukr_rus_twitter + midterm,midterm,30000,15000,15351120,False,98.55360820293427,0.0971257490386163,0.1497344732284689,,
ukr_rus_twitter + midterm,midterm,32000,16000,16374380,False,98.53758387565613,0.09683952027094453,0.1337101459503276,0.2405316829681481,
ukr_rus_twitter + midterm,midterm,34000,17000,17397788,False,98.60295386314391,0.09747104582936403,0.19908013343811204,,
ukr_rus_twitter + midterm,midterm,36000,18000,18421196,False,98.58540053367614,0.09654206563426827,0.18152680397033327,0.18152680397033327,
ukr_rus_twitter + midterm,midterm,38000,19000,19444604,False,98.48580396175383,0.1001756468591145,0.08193023204802197,,
ukr_rus_twitter + midterm,midterm,40000,20000,20468012,False,98.50710401535035,0.09861349474260542,0.10323028564453995,0.19175531864166206,
ukr_rus_twitter + midterm,midterm,42000,21000,21491420,False,98.53594624996185,0.09698940762626856,0.13207252025605465,,
ukr_rus_twitter + midterm,midterm,44000,22000,22514828,True,98.57665662765504,0.09583846977990865,0.17278289794923074,0.26700234413148394,
ukr_rus_twitter + midterm,midterm,46000,23000,23538236,False,98.61982786655426,0.09528872092768507,0.21595413684845077,,
ukr_rus_twitter + midterm,midterm,48000,24000,24561644,False,98.56888065338136,0.09760492510371982,0.16500692367554803,0.2581134080887004,
ukr_rus_twitter + midterm,midterm,50000,25000,25585052,False,98.60310506820679,0.09684012566784864,0.1992313385009825,,
ukr_rus_twitter + twibot20,ukr_rus_twitter,2000,1000,1024000,False,96.03515584468842,0.17307799699777762,-2.939220690727229,,-0.42046818733214586
ukr_rus_twitter + twibot20,ukr_rus_twitter,4000,2000,2047089,False,97.37563796043396,0.13828265482904592,-1.5987385749816951,0.9200139284133879,-0.3414610147476349
ukr_rus_twitter + twibot20,ukr_rus_twitter,6000,3000,3071089,False,97.90977461338043,0.11992543589005797,-1.0646019220352132,,-0.19657382965088122
ukr_rus_twitter + twibot20,ukr_rus_twitter,8000,4000,4094178,False,98.09663105010986,0.11070506119967943,-0.877745485305792,0.37953207492826824,-0.3084733247756932
ukr_rus_twitter + twibot20,ukr_rus_twitter,10000,5000,5118178,False,98.30907995700836,0.10397630011481755,-0.6652965784072928,,-0.17351105213164741
ukr_rus_twitter + twibot20,ukr_rus_twitter,12000,6000,6141267,False,98.36234240531921,0.1011802960902958,-0.6120341300964394,0.2559939622878926,-0.28930799961089937
ukr_rus_twitter + twibot20,ukr_rus_twitter,14000,7000,7165267,False,98.45907201766968,0.09705433887057904,-0.5153045177459736,,-0.26655209064484486
ukr_rus_twitter + twibot20,ukr_rus_twitter,16000,8000,8188356,False,98.50737338066101,0.09596819843426545,-0.4670031547546416,0.10226900577545717,-0.19334847927092724
ukr_rus_twitter + twibot20,ukr_rus_twitter,18000,9000,9212356,False,98.61064620018006,0.09484838358049477,-0.3637303352356014,,-0.1165603637695245
ukr_rus_twitter + twibot20,ukr_rus_twitter,20000,10000,10235445,False,98.63961052894592,0.09212265272862978,-0.3347660064697333,0.1570195198059121,-0.17347004413604816
ukr_rus_twitter + twibot20,ukr_rus_twitter,22000,11000,11259445,False,98.67261929512023,0.09090447052493825,-0.3017572402954194,,-0.13983912467956383
ukr_rus_twitter + twibot20,ukr_rus_twitter,24000,12000,12282534,False,98.5857404947281,0.09762600121975543,-0.3886360406875511,-0.06590991020201109,-0.22365741729734046
ukr_rus_twitter + twibot20,ukr_rus_twitter,26000,13000,13306534,False,98.67419371604919,0.08982661434856924,-0.30018281936646796,,-0.21918087005615705
ukr_rus_twitter + twibot20,ukr_rus_twitter,28000,14000,14329623,False,98.72945506572724,0.08888533882398583,-0.24492146968841944,0.003830957412709335,-0.1729692697524987
ukr_rus_twitter + twibot20,ukr_rus_twitter,30000,15000,15353623,False,98.69511110782622,0.08885589558389446,-0.27926542758942574,,-0.1897723436355636
ukr_rus_twitter + twibot20,ukr_rus_twitter,32000,16000,16376712,False,98.71361939907074,0.08849165449948732,-0.2607571363449135,0.012897539138800873,-0.20025219917296777
ukr_rus_twitter + twibot20,ukr_rus_twitter,34000,17000,17400712,False,98.74634039402008,0.08730381656920548,-0.22803614139557116,,-0.18452203273773282
ukr_rus_twitter + twibot20,ukr_rus_twitter,36000,18000,18423801,False,98.76244597434999,0.08746127431567018,-0.2119305610656652,0.035239410400411675,-0.1734632492065291
ukr_rus_twitter + twibot20,ukr_rus_twitter,38000,19000,19447801,True,98.7658645629883,0.08705059306624088,-0.20851197242736097,,-0.20025632381437397
ukr_rus_twitter + twibot20,ukr_rus_twitter,40000,20000,20470890,False,98.79356172084809,0.08856842697043263,-0.18081481456756476,-0.019518852233879613,-0.1938176631927413
ukr_rus_twitter + twibot20,twibot20,2000,1000,1023883,False,94.03693201541901,0.22603378879882138,-3.7468238592147762,,-0.8777781963348441
ukr_rus_twitter + twibot20,twibot20,4000,2000,2047649,False,95.52020270824431,0.1889531950228591,-2.263553166389465,0.6054924964904673,-0.5567975759506294
ukr_rus_twitter + twibot20,twibot20,6000,3000,3071415,False,96.31425211429595,0.16947003994241078,-1.4695037603378314,,-0.3176295042038091
ukr_rus_twitter + twibot20,twibot20,8000,4000,4095298,False,96.5783077955246,0.16069460607309333,-1.2054480791091837,0.5013075113296517,-0.4271275758743198
ukr_rus_twitter + twibot20,twibot20,10000,5000,5119064,False,96.90875110626223,0.15195346963615522,-0.8750047683715567,,-0.21737687587736199
ukr_rus_twitter + twibot20,twibot20,12000,6000,6142830,False,97.090087556839,0.1475500646824956,-0.6936683177947933,0.45820593833922896,-0.15793757438659073
ukr_rus_twitter + twibot20,twibot20,14000,7000,7166713,False,97.21761171817779,0.1434442191953002,-0.5661441564559833,,-0.1897882461547873
ukr_rus_twitter + twibot20,twibot20,16000,8000,8190479,False,97.27571794986724,0.1423857548706897,-0.5080379247665356,0.27028257846832826,-0.1645497083663905
ukr_rus_twitter + twibot20,twibot20,18000,9000,9214245,False,97.37925095558167,0.1411451967395597,-0.4045049190521177,,-0.13327078819274085
ukr_rus_twitter + twibot20,twibot20,20000,10000,10238128,False,97.40732142925262,0.13925541685661058,-0.37643444538115745,0.2811934471130373,-0.17787866592408053
ukr_rus_twitter + twibot20,twibot20,22000,11000,11261894,False,97.44450223445892,0.1379707426893008,-0.3392536401748525,,-0.11299757957456968
ukr_rus_twitter + twibot20,twibot20,24000,12000,12285660,False,97.35721530914306,0.14379069119453594,-0.4265405654907184,0.1091901779174842,-0.24659323692320934
ukr_rus_twitter + twibot20,twibot20,26000,13000,13309543,False,97.48657579421997,0.13630604383999512,-0.29718008041380584,,-0.12662918567657444
ukr_rus_twitter + twibot20,twibot20,28000,14000,14333309,False,97.53456137180329,0.1353462101976469,-0.2491945028304965,0.12716140747069948,-0.09534866809844944
ukr_rus_twitter + twibot20,twibot20,30000,15000,15357075,False,97.52833886146544,0.1349898118077367,-0.2554170131683353,,-0.15630240440369647
ukr_rus_twitter + twibot20,twibot20,32000,16000,16380958,False,97.57274467945098,0.1342949835468637,-0.21101119518279754,0.1324770212173476,-0.03682181835175102
ukr_rus_twitter + twibot20,twibot20,34000,17000,17404724,False,97.61092991828919,0.13298962429658487,-0.17282595634459108,,-0.07049610614776602
ukr_rus_twitter + twibot20,twibot20,36000,18000,18428490,False,97.61868932247162,0.1332193654607992,-0.16506655216216304,0.10616757869721383,-0.11475064754484787
ukr_rus_twitter + twibot20,twibot20,38000,19000,19452373,True,97.63784234523773,0.13309372723343194,-0.14591352939604674,,-0.12399845123290953
ukr_rus_twitter + twibot20,twibot20,40000,20000,20476139,False,97.7019181728363,0.13494441948694913,-0.08183770179748251,0.11671807765959441,-0.06196584701539942
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,2000,1000,1024000,False,96.27072958946228,0.17445515494366964,-2.703646945953375,,-0.18489444255829213
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,4000,2000,2047089,False,96.98970789909363,0.1404416061056661,-1.984668636322029,0.5340838670730541,-0.7273910760879687
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,6000,3000,3071089,False,97.52068700790404,0.12524928150398726,-1.4536895275116146,,-0.5856614351272826
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,8000,4000,4094178,False,97.79552924633026,0.11573113116865687,-1.178847289085394,0.07843027114866619,-0.6095751285552953
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,10000,5000,5118178,False,97.97554728984834,0.1105592070245149,-0.9988292455673231,,-0.5070437192916777
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,12000,6000,6141267,False,98.17540171146393,0.10579843995900923,-0.7989748239517258,0.06905326843260617,-0.4762486934661858
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,14000,7000,7165267,False,98.21615731716156,0.10408318366404098,-0.758219218254097,,-0.5094667911529682
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,16000,8000,8188356,False,98.24359507560729,0.101159516085307,-0.7307814598083606,-0.16150929927826185,-0.45712678432464626
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,18000,9000,9212356,False,98.2221143245697,0.10300598001806861,-0.7522622108459553,,-0.5050922393798785
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,20000,10000,10235445,False,98.29114415645599,0.09930235073543207,-0.6832323789596639,-0.1914468526840185,-0.5219364166259788
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,22000,11000,11259445,False,98.388795876503,0.09729937871521468,-0.5855806589126544,,-0.42366254329679887
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,24000,12000,12282534,False,98.34021441936494,0.09766652478977937,-0.6341621160507183,-0.31143598556517826,-0.46918349266050763
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,26000,13000,13306534,False,98.38910984992981,0.0960918134219632,-0.5852666854858413,,-0.5042647361755304
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,28000,14000,14329623,False,98.38188505172728,0.09722904464872101,-0.5924914836883732,-0.34373905658724446,-0.5205392837524525
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,30000,15000,15353623,False,98.39038808345794,0.09767054558324156,-0.5839884519577176,,-0.4944953680038555
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,32000,16000,16376712,True,98.46219856739044,0.09476676544692246,-0.512177968025207,-0.23852329254149263,-0.45167303085326127
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,34000,17000,17400712,False,98.45369853973388,0.09425580197231319,-0.5206779956817731,,-0.47716388702393475
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,36000,18000,18423801,False,98.50465223789216,0.09504769926281442,-0.4697242975234994,-0.22255432605742254,-0.4312569856643633
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_twitter,38000,19000,19447801,False,98.43853199481964,0.09800983736896846,-0.5358445405960088,,-0.5275888919830218
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,2000,1000,1012120,False,93.68529782295228,0.22599806368802927,-2.2900454044342045,,-0.5550138235092206
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,4000,2000,2024240,False,94.97116332054138,0.18568701975318247,-1.004179906845093,0.7308516740798909,-0.4831066131591788
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,6000,3000,3036360,False,95.84816417694091,0.16635872348414313,-0.12717905044556943,,0.25881032943724236
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,8000,4000,4048480,False,96.26118750572203,0.1552814304140689,0.28584427833555637,0.8069175720214705,0.5223286628722956
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,10000,5000,5060600,False,96.54761514663697,0.14972797759627646,0.5722719192504888,,0.760862302780152
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,12000,6000,6072720,False,96.84837460517883,0.14386206281363081,0.8730313777923548,1.2590207576751666,0.9177207469940218
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,14000,7000,7084840,False,96.88424632549285,0.1428732850907576,0.9089030981063728,,0.9089030981063728
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,16000,8000,8096960,False,96.90134596824646,0.14311924668849182,0.926002740859988,1.1624871253967273,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,18000,9000,9109080,False,96.89525351524352,0.14603880693062568,0.9199102878570509,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,20000,10000,10121200,False,96.99404966831207,0.14252428556042612,1.0187064409255875,1.2072968244552507,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,22000,11000,11133320,False,97.06494913101197,0.13916058883532742,1.0896059036254901,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,24000,12000,12145440,False,97.02499451637267,0.1417060155090985,1.0496512889861975,1.0943406581878645,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,26000,13000,13157560,False,97.04649193286896,0.1394809631869242,1.071148705482483,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,28000,14000,14169680,False,97.0140450000763,0.14439647316198193,1.0387017726898096,1.0387017726898096,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,30000,15000,15181800,False,97.0578639984131,0.14231359950338549,1.0825207710266183,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,32000,16000,16193920,True,97.11088125705717,0.13823352027600116,1.1355380296707018,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,34000,17000,17206040,False,97.07080960273743,0.13983422025526349,1.0954663753509508,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,36000,18000,18218160,False,97.13886406421662,0.13828808000823756,1.1635208368301342,,
ukr_rus_twitter + ukr_rus_suspended,ukr_rus_suspended,38000,19000,19230280,False,97.00211849212647,0.14739234340100107,1.0267752647399875,,
