architecture	protocol	model_id	sources	dataset	checkpoint_step	roc_auc	accuracy	f1	seed	training_seed	eval_episode_seed_offset	episodes	queries	n_way	n_shot	n_query	episode_fingerprint	baseline	result_file
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	twibot20	20	0.6656822628445096	0.6451822916666666	0.720942140296979	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step20.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	ukr_rus_suspended	20	0.4715576171875	0.4765625	0.33663366336633666	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step20.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	ukr_rus_suspended	20	0.484619140625	0.47265625	0.5054945054945055	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step20.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	ukr_rus_suspended	20	0.4903564453125	0.484375	0.42105263157894735	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step20.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	ukr_rus_suspended	20	0.48577880859375	0.484375	0.4107142857142857	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step20.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	ukr_rus_suspended	20	0.487060546875	0.5	0.4336283185840708	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step20.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	covid_political	60	0.5929438273111979	0.65234375	0.3511543134872418	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	covid_political	60	0.6090263084129052	0.6474609375	0.3822019395322305	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	covid_political	60	0.5977415861906828	0.6689453125	0.341747572815534	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	covid_political	60	0.5341655589916088	0.6949869791666666	0.17152961980548187	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	covid_political	60	0.5400277596932871	0.6165364583333334	0.3070588235294118	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	election2020	60	0.50823974609375	0.5	0.5038759689922481	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	election2020	60	0.50830078125	0.51171875	0.5210727969348659	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	election2020	60	0.5177001953125	0.51171875	0.5136186770428015	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	election2020	60	0.53802490234375	0.5546875	0.5746268656716418	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	election2020	60	0.49554443359375	0.4921875	0.5357142857142857	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	facebook_page_reference	60	0.5124969482421875	0.5087890625	0.5083088954056696	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	facebook_page_reference	60	0.5148658752441406	0.515625	0.5311909262759924	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	facebook_page_reference	60	0.5219268798828125	0.515625	0.5285171102661597	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	facebook_page_reference	60	0.5014266967773438	0.4990234375	0.5210084033613446	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	facebook_page_reference	60	0.5122528076171875	0.513671875	0.5220729366602687	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	twibot20	60	0.6903663211398654	0.6630859375	0.7240735803785657	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	twibot20	60	0.7037461598714192	0.6751302083333334	0.730561555075594	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	twibot20	60	0.683550304836697	0.662109375	0.7258320126782885	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	twibot20	60	0.6192872789171007	0.5055338541666666	0.6647539174575149	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	twibot20	60	0.6840727064344618	0.6422526041666666	0.7215606789967064	0	0	0	128	3072	2	10	12	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	ukr_rus_suspended	60	0.4796142578125	0.484375	0.46774193548387094	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	ukr_rus_suspended	60	0.47528076171875	0.5	0.452991452991453	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	ukr_rus_suspended	60	0.4832763671875	0.48046875	0.46586345381526106	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	ukr_rus_suspended	60	0.49505615234375	0.5078125	0.45217391304347826	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	ukr_rus_suspended	60	0.4930419921875	0.48828125	0.46530612244897956	0	0	0	128	256	2	10	1	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step60.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	covid_political	100	0.8517574734157987	0.69140625	0.6020151133501259	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	covid_political	100	0.6212593361183449	0.6490885416666666	0.4128540305010893	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	covid_political	100	0.5587296662507235	0.5042317708333334	0.3934687375547591	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	covid_political	100	0.7023671468098959	0.7483723958333334	0.5219542362399505	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	covid_political	100	0.5696416784215856	0.6373697916666666	0.3416075650118203	0	0	0	128	3072	2	10	12	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	election2020	100	0.989013671875	0.9296875	0.9343065693430657	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_election2020	['election2020']	election2020	100	0.50262451171875	0.5078125	0.5190839694656488	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_election2020_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_facebook_page_reference	['facebook_page_reference']	election2020	100	0.49627685546875	0.5	0.5038759689922481	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_facebook_page_reference_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_twibot20	['twibot20']	election2020	100	0.66302490234375	0.49609375	0.656	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_twibot20_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_ukr_rus_suspended	['ukr_rus_suspended']	election2020	100	0.51629638671875	0.48828125	0.4177777777777778	0	0	0	128	256	2	10	1	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_ukr_rus_suspended_s0_o0_step100.jsonl
prodigy	native_neighbor_matching	ss_covid_political	['covid_political']	facebook_page_reference	100	0.5478839874267578	0.53515625	0.5296442687747036	0	0	0	128	1024	2	10	4	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	pretrained	/dataMeR1/phil/gfm/prodigy-archsat900/log/icl_arch_saturation_900_seed0_eval/results/cls_prodigy_ss_covid_political_s0_o0_step100.jsonl
