stream,model,decoder,n,accuracy,auc
fresh,ss_facebook_page_reference,raw_context/ridge,3072,0.68359375,0.7688733070187932
fresh,ss_facebook_page_reference,raw_joint/prototype,3072,0.6927083333333334,0.7603346456692914
fresh,ss_facebook_page_reference,raw_joint/ridge,3072,0.73828125,0.8250973231059296
fresh,ss_facebook_page_reference,S0_conv_center/prototype,3072,0.7027994791666666,0.7731324645465828
fresh,ss_facebook_page_reference,S0_conv_center/ridge,3072,0.7014973958333334,0.7697490454197101
fresh,ss_facebook_page_reference,S0_pool/prototype,3072,0.7613932291666666,0.8222494777784559
fresh,ss_facebook_page_reference,S0_pool/ridge,3072,0.8795572916666666,0.9229786804750182
fresh,ss_facebook_page_reference,U1_pre_meta/prototype,3072,0.7096354166666666,0.7840033198369585
fresh,ss_facebook_page_reference,U1_pre_meta/ridge,3072,0.7825520833333334,0.8556930625919822
fresh,ss_facebook_page_reference,M2_post_meta/prototype,3072,0.7213541666666666,0.7891182933528658
fresh,ss_facebook_page_reference,M2_post_meta/ridge,3072,0.7952473958333334,0.8673917577163321
fresh,ss_facebook_page_reference,final_input/prototype,3072,0.7213541666666666,0.7891182933528658
fresh,ss_facebook_page_reference,final_input/ridge,3072,0.7952473958333334,0.8673917577163321
