run_id	sources	mixture_size	best_step	final_step	best_validation_loss	elapsed_seconds
pair_cp_hk_twitter__facebook_page_reference	cp_hk_twitter,facebook_page_reference	2	3750	3750	0.20128949619829656	40.737987059983425
loo_ukr_rus_twitter	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	3500	3500	0.18650583988196695	113.99137356696883
loo_covid19_twitter	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	2750	3250	0.19048930509086473	23.87965979403816
loo_midterm	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	3000	3500	0.1912191696429738	123.65169017901644
loo_covid_political	ukr_rus_twitter,covid19_twitter,midterm,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	3500	3500	0.21552735386543315	55.13698915200075
loo_election2020	ukr_rus_twitter,covid19_twitter,midterm,covid_political,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	3750	3750	0.21775512758811766	106.76283556298586
loo_ukr_rus_suspended	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,twibot20,cp_hk_twitter,facebook_page_reference	8	3250	3250	0.1941370327025652	74.12855864298763
loo_twibot20	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,cp_hk_twitter,facebook_page_reference	8	3750	3750	0.20046894041129926	84.24746543396031
loo_cp_hk_twitter	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,facebook_page_reference	8	3500	3500	0.1866911443888746	26.501803849008866
loo_facebook_page_reference	ukr_rus_twitter,covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter	8	3750	4000	0.21070880809319065	126.62302021397045
