experiment,run_id,kind,seed,mixture_size,sources,best_step,final_step,step,train_loss,validation_loss,elapsed_seconds
primary_s0,loo_cora_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",3250,4500,3250,0.6605004668235779,0.6668929361161732,293.57808502716944
primary_s0,loo_cora_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",3250,4500,3500,0.6786632537841797,0.6691481134011631,316.0041100080125
primary_s0,loo_cora_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",3250,4500,3750,0.6278969645500183,0.6671394765377044,338.81487466813996
primary_s0,loo_cora_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",3250,4500,4000,0.6607416868209839,0.6674219286157972,361.5653285551816
primary_s0,loo_cora_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",3250,4500,4250,0.67613285779953,0.6666746853362947,384.152391273994
primary_s0,loo_cora_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,pubmed",3250,4500,4500,0.6329580545425415,0.6711118058079765,407.0855419430882
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,250,0.6761245131492615,0.6834301780377116,23.756854231934994
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,500,0.6905739307403564,0.6797534336646397,45.719468391966075
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,750,0.6549164056777954,0.6739848245467459,67.81603748188354
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,1000,0.6496070623397827,0.6713779457977839,91.1165122310631
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,1250,0.6831418871879578,0.6695965834316754,113.27669674810022
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,1500,0.6374562978744507,0.6677274532261349,135.41124503104948
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,1750,0.6407909393310547,0.6786268093756268,157.39913617796265
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,2000,0.6850718259811401,0.6689933739957356,179.58473984804004
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,2250,0.6349701285362244,0.6663949825224423,201.35851442092098
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,2500,0.6341884136199951,0.6736853183734985,223.22296103206463
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,2750,0.6729166507720947,0.6644761224587759,244.9193471649196
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,3000,0.6460696458816528,0.6652756522099176,266.52055929997005
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,3250,0.6305424571037292,0.6680368859143485,288.27467611595057
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,3500,0.6727640628814697,0.6631712657355128,311.2875817150343
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,3750,0.6361278295516968,0.6654679476505234,333.0941513609141
primary_s0,loo_covid_political_s0,leave_one_out,0,6,"ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora,pubmed",2750,4000,4000,0.6345176100730896,0.6651724482576052,354.912923529977
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,250,0.6745734214782715,0.6777083336597398,15.553198521956801
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,500,0.6916243433952332,0.6767944868831407,30.552872848929837
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,750,0.6552774906158447,0.6743662562398683,46.171259046997875
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,1000,0.6501125693321228,0.669395378444876,62.33641167986207
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,1250,0.682189404964447,0.6694043133940016,77.70134512893856
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,1500,0.6396633982658386,0.6651812554115341,93.55941231292672
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,1750,0.635473906993866,0.6633394099417188,110.10602960688993
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,2000,0.6836928725242615,0.6662617872158686,125.53718350082636
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,2250,0.6339837312698364,0.6660304425018174,140.96586846583523
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,2500,0.6250036954879761,0.6618368009726207,156.5911941837985
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,2750,0.6799435615539551,0.6643795569028172,171.6207317279186
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,3000,0.6282145380973816,0.6618406123348645,186.98154289484955
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,3250,0.628341794013977,0.6617415639616194,204.29696216387674
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,3500,0.6738756895065308,0.6607212495236169,221.56571968784556
primary_s0,loo_election2020_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,twibot20,facebook_page_reference,cora,pubmed",2500,3750,3750,0.6433628797531128,0.6615846282669476,239.53941101999953
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,250,0.6888518333435059,0.6814633001174246,22.083873595111072
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,500,0.6830725073814392,0.6764480987475032,43.28584858006798
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,750,0.6515697240829468,0.6731158128096943,64.80595007212833
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,1000,0.6727409362792969,0.6706091990783101,85.55369648803025
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,1250,0.6849028468132019,0.6717234439083507,105.86652733501978
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,1500,0.6535673141479492,0.6714234597626186,126.38050593808293
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,1750,0.6664963960647583,0.6759471097162791,146.94307405292057
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,2000,0.6790758967399597,0.6725888629044806,167.2009138581343
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,2250,0.6395595669746399,0.6667565928328605,187.64376883907244
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,2500,0.6644586324691772,0.672754837288743,208.27877688291483
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,2750,0.6749855875968933,0.6679356008058502,228.62080702092499
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,3000,0.6285901069641113,0.6653112774803526,249.2593154120259
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,3250,0.6639840006828308,0.6659839490339869,269.89629591605626
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,3500,0.6779741644859314,0.6660872086882591,290.29687553690746
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,3750,0.6425101161003113,0.6862329888201896,310.85489847604185
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,4000,0.6607453227043152,0.6648477035618964,331.4671889881138
primary_s0,loo_facebook_page_reference_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,cora,pubmed",3000,4250,4250,0.687670886516571,0.672098407078357,351.91493342700414
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,250,0.6849976778030396,0.6827871645490329,28.018514062976465
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,500,0.6808602213859558,0.6803364490469296,57.115336674964055
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,750,0.6524379849433899,0.6747569878896078,86.91735825897194
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,1000,0.6707944869995117,0.6726746171712875,116.5374690790195
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,1250,0.6802703142166138,0.6715927451848985,149.4338996161241
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,1500,0.6380385756492615,0.6704946632186571,183.65546610509045
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,1750,0.6705026626586914,0.683820656935374,215.2646698569879
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,2000,0.6810927391052246,0.6692346125841141,241.476444699103
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,2250,0.6854998469352722,0.6762205421924591,270.86237853602506
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,2500,0.6629753708839417,0.6687839915355047,293.9238247941248
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,2750,0.6772665977478027,0.6675675054391226,316.94277081801556
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,3000,0.658215343952179,0.6704419473807017,340.0901638530195
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,3250,0.664690375328064,0.6675083359082539,363.1865319979843
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,3500,0.676043689250946,0.6670245468616486,386.70095405890606
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,3750,0.6387850642204285,0.6680622910459836,410.2419614959508
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,4000,0.6562523245811462,0.6666661823789278,433.2201120550744
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,4250,0.6786212921142578,0.6717290466030438,455.57813843502663
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,4500,0.6386919021606445,0.6673299630482991,478.55367059400305
primary_s0,loo_pubmed_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,twibot20,facebook_page_reference,cora",3500,4750,4750,0.660352349281311,0.6685740927855175,501.49123236793093
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,250,0.6766965389251709,0.6810167391385352,22.43575159809552
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,500,0.6836138963699341,0.6775248824840502,44.50404642499052
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,750,0.6415106058120728,0.6725632730694043,66.42331426497549
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,1000,0.6450775861740112,0.6702924876695587,89.21251136390492
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,1250,0.6863000392913818,0.6797018173195067,111.81473143794574
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,1500,0.6451055407524109,0.6714045521758852,136.1779740289785
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,1750,0.6339985728263855,0.6675560492844809,161.12543648201972
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,2000,0.6863306760787964,0.6727767625025339,185.4184751571156
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,2250,0.6478002071380615,0.66957131141708,208.35450061503798
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,2500,0.631997287273407,0.6665179290941783,227.13790331990458
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,2750,0.6742827296257019,0.6653340600076176,253.48671348998323
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,3000,0.6325540542602539,0.6657677275084314,270.25221355608664
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,3250,0.6337487101554871,0.6641260344357717,286.90761121502146
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,3500,0.6766659617424011,0.6650327622180893,303.2931117999833
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,3750,0.6824768781661987,0.669507432480653,319.67135276505724
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,4000,0.6216382384300232,0.6639284240347999,336.2267472650856
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,4250,0.6827594637870789,0.6735864725850877,352.5055439679418
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,4500,0.6310474872589111,0.6653901307355791,368.82312851492316
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,4750,0.6302026510238647,0.6630804394682248,385.2205969430506
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,5000,0.6740479469299316,0.6634182130297025,401.54057707008906
primary_s0,loo_twibot20_s0,leave_one_out,0,6,"covid_political,ukr_rus_suspended,election2020,facebook_page_reference,cora,pubmed",4000,5250,5250,0.6283122897148132,0.6636005031211035,418.16295036207885
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,250,0.6795913577079773,0.6867979449175653,21.591862895991653
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,500,0.6889854669570923,0.6743171455604688,42.17753460910171
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,750,0.647193193435669,0.671479288169316,62.73179859993979
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,1000,0.6478135585784912,0.6683736576920464,83.55382971302606
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,1250,0.6842927932739258,0.6672587689899263,104.30834579910152
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,1500,0.6398317217826843,0.6662332864034743,124.93278013914824
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,1750,0.6368429064750671,0.6640058890694663,145.65752482507378
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,2000,0.6835005283355713,0.6646379814971062,166.24905712110922
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,2250,0.6295570135116577,0.662895146934759,186.80670260894112
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,2500,0.6386442184448242,0.6644222200626418,207.4137622299604
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,2750,0.6789092421531677,0.6629480940955026,227.97008555103093
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,3000,0.628875732421875,0.6613333822715851,248.5891081020236
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,3250,0.6257699131965637,0.6636687043167296,269.35198275512084
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,3500,0.671851634979248,0.6609600233180183,289.5372132251505
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,3750,0.6380691528320312,0.6623008430713699,310.03759666811675
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,4000,0.6319586634635925,0.6605345122870944,331.25682152993977
primary_s0,loo_ukr_rus_suspended_s0,leave_one_out,0,6,"covid_political,election2020,twibot20,facebook_page_reference,cora,pubmed",3000,4250,4250,0.6855944395065308,0.6635092748062951,352.3086463310756
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,250,0.6350874304771423,0.6557515263557434,1.5856473059393466
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,500,0.6269733905792236,0.650879979133606,2.8994279250036925
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,750,0.6259195804595947,0.6480376124382019,4.2731579458341
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,1000,0.6225829720497131,0.6482760310173035,5.585650615859777
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,1250,0.6272029876708984,0.6478894948959351,6.777791550848633
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,1500,0.6195011138916016,0.6472088098526001,8.083586484892294
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,1750,0.622012734413147,0.6464020609855652,9.329492068849504
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,2000,0.6177155375480652,0.6480078101158142,10.617172728059813
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,2250,0.6165267825126648,0.6454497575759888,11.991496502887458
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,2500,0.6114964485168457,0.6458485722541809,13.445535684935749
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,2750,0.6064422130584717,0.6457855105400085,14.776904223952442
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,3000,0.6085028648376465,0.644874095916748,16.081977762980387
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,3250,0.6081901788711548,0.6452679634094238,17.539390597958118
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,3500,0.6150608062744141,0.6449596881866455,18.851096411934122
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,3750,0.6117300391197205,0.6445484161376953,20.412111168028787
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,4000,0.6132929921150208,0.6446695327758789,21.840531762922183
primary_s0,specialist_cora_s0,specialist,0,1,cora,3000,4250,4250,0.6126552820205688,0.6437258124351501,23.09393274690956
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,250,0.6368494033813477,0.655455082654953,7.099549647886306
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,500,0.626173198223114,0.6535130500793457,14.155017878860235
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,750,0.6252771019935608,0.6523944288492203,21.529485397972167
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,1000,0.6264941692352295,0.6528572857379913,29.17220918997191
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,1250,0.6249589920043945,0.6525304228067398,37.09222768805921
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,1500,0.6245568990707397,0.6532239973545074,44.672298250952736
primary_s0,specialist_covid_political_s0,specialist,0,1,covid_political,500,2500,1750,0.6277073621749878,0.6526102125644684,52.04561486491002
