arm,source,step,loss
MT,covid_political,597,0.2326
MT,covid_political,599,0.3561
MT,covid_political,601,0.3341
MT,covid_political,603,0.2326
MT,covid_political,605,0.2369
MT,covid_political,607,0.1822
MT,covid_political,609,0.1565
MT,covid_political,611,0.1529
MT,covid_political,613,0.3183
MT,covid_political,615,0.2695
MT,covid_political,617,0.2072
MT,covid_political,619,0.1509
MT,covid_political,621,0.3504
MT,covid_political,623,0.2725
MT,covid_political,625,0.2384
MT,covid_political,627,0.2279
MT,covid_political,629,0.1521
MT,covid_political,631,0.1382
MT,covid_political,633,0.1954
MT,covid_political,635,0.2845
MT,covid_political,637,0.2879
MT,covid_political,639,0.2621
MT,covid_political,641,0.3187
MT,covid_political,643,0.3339
MT,covid_political,645,0.2372
MT,covid_political,647,0.1859
MT,covid_political,649,0.1306
MT,covid_political,651,0.1639
MT,covid_political,653,0.2083
MT,covid_political,655,0.1918
MT,covid_political,657,0.1714
MT,covid_political,659,0.1894
MT,covid_political,661,0.2697
MT,covid_political,663,0.2098
MT,covid_political,665,0.1876
MT,covid_political,667,0.3003
MT,covid_political,669,0.2957
MT,covid_political,671,0.2165
MT,covid_political,673,0.1815
MT,covid_political,675,0.3074
MT,covid_political,677,0.3048
MT,covid_political,679,0.3053
MT,covid_political,681,0.2685
MT,covid_political,683,0.2056
MT,covid_political,685,0.3164
MT,covid_political,687,0.3933
MT,covid_political,689,0.2653
MT,covid_political,691,0.1089
MT,covid_political,693,0.131
MT,covid_political,695,0.1516
MT,covid_political,697,0.2778
MT,covid_political,699,0.1952
MT,covid_political,701,0.2643
MT,covid_political,703,0.2867
MT,covid_political,705,0.2162
MT,covid_political,707,0.2811
MT,covid_political,709,0.2807
MT,covid_political,711,0.1523
MT,covid_political,713,0.1784
MT,covid_political,715,0.1699
MT,covid_political,717,0.3071
MT,covid_political,719,0.2464
MT,covid_political,721,0.2093
MT,covid_political,723,0.121
MT,covid_political,725,0.3027
MT,covid_political,727,0.3325
MT,covid_political,729,0.1592
MT,covid_political,731,0.284
MT,covid_political,733,0.2332
MT,covid_political,735,0.2827
MT,covid_political,737,0.2404
MT,covid_political,739,0.2717
MT,covid_political,741,0.2474
MT,covid_political,743,0.2862
MT,covid_political,745,0.1935
MT,covid_political,747,0.1436
MT,covid_political,749,0.368
MT,covid_political,751,0.1558
MT,covid_political,753,0.3007
MT,covid_political,755,0.2468
MT,covid_political,757,0.218
MT,covid_political,759,0.2964
MT,covid_political,761,0.1662
MT,covid_political,763,0.2029
MT,covid_political,765,0.2299
MT,covid_political,767,0.2826
MT,covid_political,769,0.1775
MT,covid_political,771,0.4068
MT,covid_political,773,0.3431
MT,covid_political,775,0.262
MT,covid_political,777,0.1294
MT,covid_political,779,0.2479
MT,covid_political,781,0.2531
MT,covid_political,783,0.1957
MT,covid_political,785,0.288
MT,covid_political,787,0.1829
MT,covid_political,789,0.1478
MT,covid_political,791,0.2215
MT,covid_political,793,0.1561
MT,covid_political,795,0.1089
MT,covid_political,797,0.2199
MT,covid_political,799,0.1977
MT,covid_political,801,0.1741
MT,covid_political,803,0.2194
MT,covid_political,805,0.1393
MT,covid_political,807,0.1776
MT,covid_political,809,0.1674
MT,covid_political,811,0.4572
MT,covid_political,813,0.2937
MT,covid_political,815,0.1905
MT,covid_political,817,0.226
MT,covid_political,819,0.4481
MT,covid_political,821,0.3238
MT,covid_political,823,0.1951
MT,covid_political,825,0.1553
MT,covid_political,827,0.3278
MT,covid_political,829,0.2565
MT,covid_political,831,0.1757
MT,covid_political,833,0.221
MT,covid_political,835,0.123
MT,covid_political,837,0.2408
MT,covid_political,839,0.1631
MT,covid_political,841,0.1662
MT,covid_political,843,0.103
MT,covid_political,845,0.1302
MT,covid_political,847,0.243
MT,covid_political,849,0.3061
MT,covid_political,851,0.1625
MT,covid_political,853,0.0886
MT,covid_political,855,0.1375
MT,covid_political,857,0.2343
MT,covid_political,859,0.2042
MT,covid_political,861,0.1452
MT,covid_political,863,0.2871
MT,covid_political,865,0.1847
MT,covid_political,867,0.2007
MT,covid_political,869,0.2892
MT,covid_political,871,0.107
MT,covid_political,873,0.2838
MT,covid_political,875,0.2578
MT,covid_political,877,0.1466
MT,covid_political,879,0.2006
MT,covid_political,881,0.248
MT,covid_political,883,0.1207
MT,covid_political,885,0.2236
MT,covid_political,887,0.0917
MT,covid_political,889,0.1604
MT,covid_political,891,0.2174
MT,covid_political,893,0.3141
MT,covid_political,895,0.1603
MT,covid_political,897,0.1977
MT,covid_political,899,0.2882
MT,covid_political,900,0.2882
MT,ukr_rus_suspended,0,0.809
MT,ukr_rus_suspended,1,0.9459
MT,ukr_rus_suspended,4,0.7032
MT,ukr_rus_suspended,9,0.7047
MT,ukr_rus_suspended,13,0.732
MT,ukr_rus_suspended,17,0.7265
MT,ukr_rus_suspended,21,0.6861
MT,ukr_rus_suspended,25,0.7298
MT,ukr_rus_suspended,29,0.7735
MT,ukr_rus_suspended,33,0.6968
MT,ukr_rus_suspended,37,0.6964
MT,ukr_rus_suspended,41,0.6823
MT,ukr_rus_suspended,44,0.7303
MT,ukr_rus_suspended,47,0.7093
MT,ukr_rus_suspended,50,0.7025
MT,ukr_rus_suspended,53,0.6899
MT,ukr_rus_suspended,56,0.6707
MT,ukr_rus_suspended,59,0.6967
MT,ukr_rus_suspended,62,0.6843
MT,ukr_rus_suspended,64,0.6722
MT,ukr_rus_suspended,66,0.7229
MT,ukr_rus_suspended,68,0.6786
MT,ukr_rus_suspended,70,0.6777
MT,ukr_rus_suspended,72,0.7017
MT,ukr_rus_suspended,74,0.6862
MT,ukr_rus_suspended,76,0.6888
MT,ukr_rus_suspended,78,0.664
MT,ukr_rus_suspended,80,0.6978
MT,ukr_rus_suspended,82,0.6728
MT,ukr_rus_suspended,84,0.6655
MT,ukr_rus_suspended,86,0.6993
MT,ukr_rus_suspended,88,0.6966
MT,ukr_rus_suspended,90,0.7076
MT,ukr_rus_suspended,92,0.6972
MT,ukr_rus_suspended,94,0.6986
MT,ukr_rus_suspended,96,0.6826
MT,ukr_rus_suspended,98,0.6769
MT,ukr_rus_suspended,100,0.6986
MT,ukr_rus_suspended,102,0.6933
MT,ukr_rus_suspended,104,0.7006
MT,ukr_rus_suspended,106,0.6776
MT,ukr_rus_suspended,108,0.6514
MT,ukr_rus_suspended,110,0.6595
MT,ukr_rus_suspended,112,0.6863
MT,ukr_rus_suspended,114,0.6762
MT,ukr_rus_suspended,116,0.6502
MT,ukr_rus_suspended,118,0.6668
MT,ukr_rus_suspended,120,0.7023
MT,ukr_rus_suspended,122,0.6654
MT,ukr_rus_suspended,124,0.6843
MT,ukr_rus_suspended,126,0.6891
MT,ukr_rus_suspended,128,0.6951
MT,ukr_rus_suspended,130,0.6437
MT,ukr_rus_suspended,132,0.6945
MT,ukr_rus_suspended,134,0.7282
MT,ukr_rus_suspended,136,0.7119
MT,ukr_rus_suspended,138,0.6909
MT,ukr_rus_suspended,140,0.67
MT,ukr_rus_suspended,142,0.6661
MT,ukr_rus_suspended,144,0.6695
MT,ukr_rus_suspended,146,0.6749
MT,ukr_rus_suspended,148,0.676
MT,ukr_rus_suspended,150,0.7028
MT,ukr_rus_suspended,152,0.6644
MT,ukr_rus_suspended,154,0.68
MT,ukr_rus_suspended,156,0.6974
MT,ukr_rus_suspended,158,0.6276
MT,ukr_rus_suspended,160,0.6978
MT,ukr_rus_suspended,162,0.6605
MT,ukr_rus_suspended,164,0.691
MT,ukr_rus_suspended,166,0.6913
MT,ukr_rus_suspended,168,0.6707
MT,ukr_rus_suspended,170,0.6987
MT,ukr_rus_suspended,172,0.6396
MT,ukr_rus_suspended,174,0.6607
MT,ukr_rus_suspended,176,0.6509
MT,ukr_rus_suspended,178,0.7188
MT,ukr_rus_suspended,180,0.6824
MT,ukr_rus_suspended,182,0.6784
MT,ukr_rus_suspended,184,0.6711
MT,ukr_rus_suspended,186,0.6983
MT,ukr_rus_suspended,188,0.6369
MT,ukr_rus_suspended,190,0.6612
MT,ukr_rus_suspended,192,0.6656
MT,ukr_rus_suspended,194,0.669
MT,ukr_rus_suspended,196,0.6477
MT,ukr_rus_suspended,198,0.697
MT,ukr_rus_suspended,200,0.6597
MT,ukr_rus_suspended,202,0.6489
MT,ukr_rus_suspended,204,0.6395
MT,ukr_rus_suspended,206,0.665
MT,ukr_rus_suspended,208,0.6649
MT,ukr_rus_suspended,210,0.6338
MT,ukr_rus_suspended,212,0.7576
MT,ukr_rus_suspended,214,0.6925
MT,ukr_rus_suspended,216,0.6607
MT,ukr_rus_suspended,218,0.6648
MT,ukr_rus_suspended,220,0.689
MT,ukr_rus_suspended,222,0.7015
MT,ukr_rus_suspended,224,0.6603
MT,ukr_rus_suspended,226,0.6636
MT,ukr_rus_suspended,228,0.707
MT,ukr_rus_suspended,230,0.6655
MT,ukr_rus_suspended,232,0.6969
MT,ukr_rus_suspended,234,0.7256
MT,ukr_rus_suspended,236,0.6535
MT,ukr_rus_suspended,238,0.6949
MT,ukr_rus_suspended,240,0.6907
MT,ukr_rus_suspended,242,0.6805
MT,ukr_rus_suspended,244,0.7008
MT,ukr_rus_suspended,246,0.6886
MT,ukr_rus_suspended,248,0.7029
MT,ukr_rus_suspended,250,0.6663
MT,ukr_rus_suspended,252,0.665
MT,ukr_rus_suspended,254,0.6805
MT,ukr_rus_suspended,256,0.648
MT,ukr_rus_suspended,258,0.6341
MT,ukr_rus_suspended,260,0.6641
MT,ukr_rus_suspended,262,0.6671
MT,ukr_rus_suspended,264,0.7015
MT,ukr_rus_suspended,266,0.6971
MT,ukr_rus_suspended,268,0.7207
MT,ukr_rus_suspended,270,0.6851
MT,ukr_rus_suspended,272,0.6658
MT,ukr_rus_suspended,274,0.7018
MT,ukr_rus_suspended,276,0.6592
MT,ukr_rus_suspended,278,0.6967
MT,ukr_rus_suspended,280,0.6834
MT,ukr_rus_suspended,282,0.667
MT,ukr_rus_suspended,284,0.7263
MT,ukr_rus_suspended,286,0.6489
MT,ukr_rus_suspended,288,0.6861
MT,ukr_rus_suspended,290,0.6724
MT,ukr_rus_suspended,292,0.6687
MT,ukr_rus_suspended,294,0.6746
MT,ukr_rus_suspended,296,0.6601
MT,ukr_rus_suspended,298,0.6103
MT,ukr_rus_suspended,300,0.6443
MT,ukr_rus_suspended,302,0.6792
MT,ukr_rus_suspended,304,0.6386
MT,ukr_rus_suspended,306,0.7181
MT,ukr_rus_suspended,308,0.691
MT,ukr_rus_suspended,310,0.6931
MT,ukr_rus_suspended,312,0.6461
MT,ukr_rus_suspended,314,0.6632
MT,ukr_rus_suspended,316,0.6194
MT,ukr_rus_suspended,318,0.593
MT,ukr_rus_suspended,320,0.6589
MT,ukr_rus_suspended,322,0.6445
MT,ukr_rus_suspended,324,0.6751
MT,ukr_rus_suspended,326,0.6416
MT,ukr_rus_suspended,328,0.6978
MT,ukr_rus_suspended,330,0.6922
MT,ukr_rus_suspended,332,0.6798
MT,ukr_rus_suspended,334,0.734
MT,ukr_rus_suspended,336,0.687
MT,ukr_rus_suspended,338,0.7129
MT,ukr_rus_suspended,340,0.6713
MT,ukr_rus_suspended,342,0.6785
MT,ukr_rus_suspended,344,0.6522
MT,ukr_rus_suspended,346,0.6852
MT,ukr_rus_suspended,348,0.6318
MT,ukr_rus_suspended,350,0.6605
MT,ukr_rus_suspended,352,0.7124
MT,ukr_rus_suspended,354,0.6419
MT,ukr_rus_suspended,356,0.7032
MT,ukr_rus_suspended,358,0.6923
MT,ukr_rus_suspended,360,0.6612
MT,ukr_rus_suspended,362,0.6934
MT,ukr_rus_suspended,364,0.6967
MT,ukr_rus_suspended,366,0.6451
MT,ukr_rus_suspended,368,0.6452
MT,ukr_rus_suspended,370,0.6491
MT,ukr_rus_suspended,372,0.6756
MT,ukr_rus_suspended,374,0.8139
MT,ukr_rus_suspended,376,0.6655
MT,ukr_rus_suspended,378,0.6765
MT,ukr_rus_suspended,380,0.6681
MT,ukr_rus_suspended,382,0.6805
MT,ukr_rus_suspended,384,0.6622
MT,ukr_rus_suspended,386,0.6902
MT,ukr_rus_suspended,388,0.6715
MT,ukr_rus_suspended,390,0.6868
MT,ukr_rus_suspended,392,0.6402
MT,ukr_rus_suspended,394,0.6773
MT,ukr_rus_suspended,396,0.6261
MT,ukr_rus_suspended,398,0.6217
MT,ukr_rus_suspended,400,0.5996
MT,ukr_rus_suspended,402,0.6594
MT,ukr_rus_suspended,404,0.7658
MT,ukr_rus_suspended,406,0.6613
MT,ukr_rus_suspended,408,0.6999
MT,ukr_rus_suspended,410,0.6908
MT,ukr_rus_suspended,412,0.6184
MT,ukr_rus_suspended,414,0.6704
MT,ukr_rus_suspended,416,0.6589
MT,ukr_rus_suspended,418,0.6993
MT,ukr_rus_suspended,420,0.6604
MT,ukr_rus_suspended,422,0.678
MT,ukr_rus_suspended,424,0.6412
MT,ukr_rus_suspended,426,0.653
MT,ukr_rus_suspended,428,0.6699
MT,ukr_rus_suspended,430,0.6494
MT,ukr_rus_suspended,432,0.6435
MT,ukr_rus_suspended,434,0.6388
MT,ukr_rus_suspended,436,0.6699
MT,ukr_rus_suspended,438,0.6933
MT,ukr_rus_suspended,440,0.778
MT,ukr_rus_suspended,442,0.7007
MT,ukr_rus_suspended,444,0.6835
MT,ukr_rus_suspended,446,0.6472
MT,ukr_rus_suspended,448,0.6818
MT,ukr_rus_suspended,450,0.6789
MT,ukr_rus_suspended,452,0.6483
MT,ukr_rus_suspended,454,0.6552
MT,ukr_rus_suspended,456,0.6398
MT,ukr_rus_suspended,458,0.718
MT,ukr_rus_suspended,460,0.6948
MT,ukr_rus_suspended,462,0.6665
MT,ukr_rus_suspended,464,0.6639
MT,ukr_rus_suspended,466,0.6182
MT,ukr_rus_suspended,468,0.6968
MT,ukr_rus_suspended,470,0.7041
MT,ukr_rus_suspended,472,0.6703
MT,ukr_rus_suspended,474,0.715
MT,ukr_rus_suspended,476,0.6954
MT,ukr_rus_suspended,478,0.6331
MT,ukr_rus_suspended,480,0.6203
MT,ukr_rus_suspended,482,0.6524
MT,ukr_rus_suspended,484,0.6646
MT,ukr_rus_suspended,486,0.6786
MT,ukr_rus_suspended,488,0.6894
MT,ukr_rus_suspended,490,0.6614
MT,ukr_rus_suspended,492,0.6789
MT,ukr_rus_suspended,494,0.6785
MT,ukr_rus_suspended,496,0.688
MT,ukr_rus_suspended,498,0.6997
MT,ukr_rus_suspended,500,0.6539
MT,ukr_rus_suspended,502,0.6824
MT,ukr_rus_suspended,504,0.6404
MT,ukr_rus_suspended,506,0.6672
MT,ukr_rus_suspended,508,0.6446
MT,ukr_rus_suspended,510,0.7223
MT,ukr_rus_suspended,512,0.6917
MT,ukr_rus_suspended,514,0.678
MT,ukr_rus_suspended,516,0.6764
MT,ukr_rus_suspended,518,0.6386
MT,ukr_rus_suspended,520,0.6669
MT,ukr_rus_suspended,522,0.6858
MT,ukr_rus_suspended,524,0.6519
MT,ukr_rus_suspended,526,0.6837
MT,ukr_rus_suspended,528,0.657
MT,ukr_rus_suspended,530,0.6604
MT,ukr_rus_suspended,532,0.6145
MT,ukr_rus_suspended,534,0.6246
MT,ukr_rus_suspended,536,0.6046
MT,ukr_rus_suspended,538,0.6613
MT,ukr_rus_suspended,540,0.6633
MT,ukr_rus_suspended,542,0.6445
MT,ukr_rus_suspended,544,0.6767
MT,ukr_rus_suspended,546,0.7125
MT,ukr_rus_suspended,548,0.6411
MT,ukr_rus_suspended,550,0.6133
MT,ukr_rus_suspended,552,0.6139
MT,ukr_rus_suspended,554,0.6331
MT,ukr_rus_suspended,556,0.5807
MT,ukr_rus_suspended,558,0.5989
MT,ukr_rus_suspended,560,0.726
MT,ukr_rus_suspended,562,0.6977
MT,ukr_rus_suspended,564,0.6719
MT,ukr_rus_suspended,566,0.6918
MT,ukr_rus_suspended,568,0.6776
MT,ukr_rus_suspended,570,0.6493
MT,ukr_rus_suspended,572,0.6921
MT,ukr_rus_suspended,574,0.6644
MT,ukr_rus_suspended,576,0.6517
MT,ukr_rus_suspended,578,0.6462
MT,ukr_rus_suspended,580,0.6749
MT,ukr_rus_suspended,582,0.6371
MT,ukr_rus_suspended,584,0.6628
MT,ukr_rus_suspended,586,0.6917
MT,ukr_rus_suspended,588,0.6294
MT,ukr_rus_suspended,590,0.6864
MT,ukr_rus_suspended,592,0.6767
MT,ukr_rus_suspended,594,0.6529
MT,ukr_rus_suspended,596,0.7012
MT,ukr_rus_suspended,598,0.6612
MT,ukr_rus_suspended,600,0.6844
MT,ukr_rus_suspended,602,0.6599
MT,ukr_rus_suspended,604,0.6206
MT,ukr_rus_suspended,606,0.6812
MT,ukr_rus_suspended,608,0.6368
MT,ukr_rus_suspended,610,0.5954
MT,ukr_rus_suspended,612,0.6388
MT,ukr_rus_suspended,614,0.6776
MT,ukr_rus_suspended,616,0.6184
MT,ukr_rus_suspended,618,0.6668
MT,ukr_rus_suspended,620,0.7114
MT,ukr_rus_suspended,622,0.6625
MT,ukr_rus_suspended,624,0.7084
MT,ukr_rus_suspended,626,0.6312
MT,ukr_rus_suspended,628,0.6411
MT,ukr_rus_suspended,630,0.6473
MT,ukr_rus_suspended,632,0.6608
MT,ukr_rus_suspended,634,0.718
MT,ukr_rus_suspended,636,0.635
MT,ukr_rus_suspended,638,0.6378
MT,ukr_rus_suspended,640,0.6298
MT,ukr_rus_suspended,642,0.6564
MT,ukr_rus_suspended,644,0.6594
MT,ukr_rus_suspended,646,0.7158
MT,ukr_rus_suspended,648,0.6501
MT,ukr_rus_suspended,650,0.6873
MT,ukr_rus_suspended,652,0.6253
MT,ukr_rus_suspended,654,0.6739
MT,ukr_rus_suspended,656,0.6606
MT,ukr_rus_suspended,658,0.6313
MT,ukr_rus_suspended,660,0.6649
MT,ukr_rus_suspended,662,0.6851
MT,ukr_rus_suspended,664,0.6774
MT,ukr_rus_suspended,666,0.6115
MT,ukr_rus_suspended,668,0.6449
MT,ukr_rus_suspended,670,0.6459
MT,ukr_rus_suspended,672,0.6122
MT,ukr_rus_suspended,674,0.6425
MT,ukr_rus_suspended,676,0.6972
MT,ukr_rus_suspended,678,0.633
MT,ukr_rus_suspended,680,0.6894
MT,ukr_rus_suspended,682,0.652
MT,ukr_rus_suspended,684,0.6866
MT,ukr_rus_suspended,686,0.6509
MT,ukr_rus_suspended,688,0.6181
MT,ukr_rus_suspended,690,0.6588
MT,ukr_rus_suspended,692,0.7011
MT,ukr_rus_suspended,694,0.6339
MT,ukr_rus_suspended,696,0.6946
MT,ukr_rus_suspended,698,0.6892
MT,ukr_rus_suspended,700,0.6512
MT,ukr_rus_suspended,702,0.6188
MT,ukr_rus_suspended,704,0.6335
MT,ukr_rus_suspended,706,0.6686
MT,ukr_rus_suspended,708,0.6705
MT,ukr_rus_suspended,710,0.6403
MT,ukr_rus_suspended,712,0.6458
MT,ukr_rus_suspended,714,0.6566
MT,ukr_rus_suspended,716,0.6599
MT,ukr_rus_suspended,718,0.7055
MT,ukr_rus_suspended,720,0.6713
MT,ukr_rus_suspended,722,0.6407
MT,ukr_rus_suspended,724,0.6841
