physical_result_id	seed	model_id	target	accuracy_logged	f1_macro_logged	roc_auc_ovr_macro_logged	printed_decimal_places	source_log
prodigy|seed=1|model=ordA_r6|target=cp_hk|checkpoint=2500	1	ordA_r6	cp_hk	0.1171	0.1171	0.7260	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=election2020|checkpoint=2500	1	ordA_r6	election2020	0.1850	0.1850	0.8620	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=facebook_page_reference|checkpoint=2500	1	ordA_r6	facebook_page_reference	0.2703	0.2703	0.8401	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=midterm|checkpoint=2500	1	ordA_r6	midterm	0.2326	0.2325	0.8604	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=twibot20|checkpoint=2500	1	ordA_r6	twibot20	0.2869	0.2867	0.8978	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=ukr_rus|checkpoint=2500	1	ordA_r6	ukr_rus	0.3851	0.3851	0.9032	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r6	ukr_rus_suspended	0.3155	0.3154	0.9087	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r7|target=covid|checkpoint=2500	1	ordA_r7	covid	0.5391	0.5392	0.9562	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=covid_political|checkpoint=2500	1	ordA_r7	covid_political	0.1761	0.1761	0.8584	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=cp_hk|checkpoint=2500	1	ordA_r7	cp_hk	0.1181	0.1181	0.7231	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=election2020|checkpoint=2500	1	ordA_r7	election2020	0.1828	0.1828	0.8609	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=facebook_page_reference|checkpoint=2500	1	ordA_r7	facebook_page_reference	0.2830	0.2831	0.8478	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=midterm|checkpoint=2500	1	ordA_r7	midterm	0.2331	0.2331	0.8646	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=twibot20|checkpoint=2500	1	ordA_r7	twibot20	0.3091	0.3090	0.9074	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=ukr_rus|checkpoint=2500	1	ordA_r7	ukr_rus	0.3934	0.3934	0.9064	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r7|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r7	ukr_rus_suspended	0.3123	0.3122	0.9040	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordA_r8|target=covid|checkpoint=2500	1	ordA_r8	covid	0.5374	0.5374	0.9581	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ordA_r8|target=covid_political|checkpoint=2500	1	ordA_r8	covid_political	0.1736	0.1735	0.8618	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordA_r8|target=cp_hk|checkpoint=2500	1	ordA_r8	cp_hk	0.1331	0.1331	0.7472	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordA_r8|target=election2020|checkpoint=2500	1	ordA_r8	election2020	0.1774	0.1773	0.8563	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordA_r8|target=facebook_page_reference|checkpoint=2500	1	ordA_r8	facebook_page_reference	0.2591	0.2590	0.8326	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordA_r8|target=midterm|checkpoint=2500	1	ordA_r8	midterm	0.2347	0.2348	0.8672	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ordA_r8|target=twibot20|checkpoint=2500	1	ordA_r8	twibot20	0.3082	0.3081	0.9080	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordA_r8|target=ukr_rus|checkpoint=2500	1	ordA_r8	ukr_rus	0.3843	0.3843	0.9045	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ordA_r8|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r8	ukr_rus_suspended	0.3133	0.3132	0.9086	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordB_r2|target=covid|checkpoint=2500	1	ordB_r2	covid	0.3263	0.3263	0.8878	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=covid_political|checkpoint=2500	1	ordB_r2	covid_political	0.1255	0.1255	0.8155	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=cp_hk|checkpoint=2500	1	ordB_r2	cp_hk	0.0980	0.0979	0.7073	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=election2020|checkpoint=2500	1	ordB_r2	election2020	0.2207	0.2207	0.8813	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=facebook_page_reference|checkpoint=2500	1	ordB_r2	facebook_page_reference	0.1872	0.1872	0.7608	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=midterm|checkpoint=2500	1	ordB_r2	midterm	0.1676	0.1676	0.8172	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=twibot20|checkpoint=2500	1	ordB_r2	twibot20	0.1909	0.1910	0.8221	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r2|target=ukr_rus|checkpoint=2500	1	ordB_r2	ukr_rus	0.2561	0.2561	0.8319	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ordB_r2|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r2	ukr_rus_suspended	0.3581	0.3581	0.9235	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordB_r3|target=covid|checkpoint=2500	1	ordB_r3	covid	0.4962	0.4962	0.9495	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=covid_political|checkpoint=2500	1	ordB_r3	covid_political	0.1287	0.1287	0.8160	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=cp_hk|checkpoint=2500	1	ordB_r3	cp_hk	0.1159	0.1158	0.7204	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=election2020|checkpoint=2500	1	ordB_r3	election2020	0.2117	0.2116	0.8766	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=facebook_page_reference|checkpoint=2500	1	ordB_r3	facebook_page_reference	0.2683	0.2682	0.8417	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=midterm|checkpoint=2500	1	ordB_r3	midterm	0.2031	0.2031	0.8466	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=twibot20|checkpoint=2500	1	ordB_r3	twibot20	0.2742	0.2741	0.8902	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=ukr_rus|checkpoint=2500	1	ordB_r3	ukr_rus	0.3931	0.3931	0.9104	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r3|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r3	ukr_rus_suspended	0.3405	0.3404	0.9188	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordB_r4|target=covid|checkpoint=2500	1	ordB_r4	covid	0.5047	0.5047	0.9509	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=covid_political|checkpoint=2500	1	ordB_r4	covid_political	0.1305	0.1304	0.8156	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=cp_hk|checkpoint=2500	1	ordB_r4	cp_hk	0.1164	0.1163	0.7207	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=election2020|checkpoint=2500	1	ordB_r4	election2020	0.2023	0.2022	0.8713	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=facebook_page_reference|checkpoint=2500	1	ordB_r4	facebook_page_reference	0.3315	0.3315	0.8765	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=midterm|checkpoint=2500	1	ordB_r4	midterm	0.2039	0.2038	0.8413	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=twibot20|checkpoint=2500	1	ordB_r4	twibot20	0.2828	0.2827	0.8928	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=ukr_rus|checkpoint=2500	1	ordB_r4	ukr_rus	0.3914	0.3913	0.9086	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r4|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r4	ukr_rus_suspended	0.3314	0.3314	0.9154	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordB_r5|target=covid|checkpoint=2500	1	ordB_r5	covid	0.4842	0.4842	0.9445	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=covid_political|checkpoint=2500	1	ordB_r5	covid_political	0.1373	0.1373	0.8185	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=cp_hk|checkpoint=2500	1	ordB_r5	cp_hk	0.1482	0.1481	0.7664	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=election2020|checkpoint=2500	1	ordB_r5	election2020	0.1902	0.1902	0.8626	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=facebook_page_reference|checkpoint=2500	1	ordB_r5	facebook_page_reference	0.3116	0.3116	0.8595	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=midterm|checkpoint=2500	1	ordB_r5	midterm	0.1916	0.1915	0.8344	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=twibot20|checkpoint=2500	1	ordB_r5	twibot20	0.2765	0.2765	0.8903	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=ukr_rus|checkpoint=2500	1	ordB_r5	ukr_rus	0.3821	0.3821	0.9031	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r5|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r5	ukr_rus_suspended	0.3172	0.3172	0.9081	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordB_r6|target=covid|checkpoint=2500	1	ordB_r6	covid	0.4870	0.4870	0.9435	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=covid_political|checkpoint=2500	1	ordB_r6	covid_political	0.1630	0.1630	0.8476	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=cp_hk|checkpoint=2500	1	ordB_r6	cp_hk	0.1452	0.1452	0.7675	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=election2020|checkpoint=2500	1	ordB_r6	election2020	0.1829	0.1829	0.8638	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=facebook_page_reference|checkpoint=2500	1	ordB_r6	facebook_page_reference	0.3227	0.3226	0.8709	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=midterm|checkpoint=2500	1	ordB_r6	midterm	0.1945	0.1944	0.8393	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=twibot20|checkpoint=2500	1	ordB_r6	twibot20	0.2736	0.2734	0.8909	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=ukr_rus|checkpoint=2500	1	ordB_r6	ukr_rus	0.3822	0.3822	0.9035	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r6|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r6	ukr_rus_suspended	0.3203	0.3202	0.9073	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordB_r7|target=covid|checkpoint=2500	1	ordB_r7	covid	0.5359	0.5359	0.9559	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=covid_political|checkpoint=2500	1	ordB_r7	covid_political	0.1750	0.1750	0.8560	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=cp_hk|checkpoint=2500	1	ordB_r7	cp_hk	0.1431	0.1430	0.7611	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=election2020|checkpoint=2500	1	ordB_r7	election2020	0.1838	0.1837	0.8604	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=facebook_page_reference|checkpoint=2500	1	ordB_r7	facebook_page_reference	0.3250	0.3250	0.8743	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=midterm|checkpoint=2500	1	ordB_r7	midterm	0.2107	0.2106	0.8515	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=twibot20|checkpoint=2500	1	ordB_r7	twibot20	0.2919	0.2918	0.9004	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=ukr_rus|checkpoint=2500	1	ordB_r7	ukr_rus	0.3860	0.3860	0.8996	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r7|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r7	ukr_rus_suspended	0.3092	0.3091	0.9027	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker3.log
prodigy|seed=1|model=ordB_r8|target=covid|checkpoint=2500	1	ordB_r8	covid	0.5372	0.5372	0.9574	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ordB_r8|target=covid_political|checkpoint=2500	1	ordB_r8	covid_political	0.1730	0.1730	0.8601	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordB_r8|target=cp_hk|checkpoint=2500	1	ordB_r8	cp_hk	0.1313	0.1311	0.7435	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordB_r8|target=election2020|checkpoint=2500	1	ordB_r8	election2020	0.1776	0.1776	0.8566	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordB_r8|target=facebook_page_reference|checkpoint=2500	1	ordB_r8	facebook_page_reference	0.3189	0.3189	0.8675	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordB_r8|target=midterm|checkpoint=2500	1	ordB_r8	midterm	0.2290	0.2290	0.8590	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ordB_r8|target=twibot20|checkpoint=2500	1	ordB_r8	twibot20	0.2919	0.2919	0.9008	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordB_r8|target=ukr_rus|checkpoint=2500	1	ordB_r8	ukr_rus	0.3884	0.3883	0.9060	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker6.log
prodigy|seed=1|model=ordB_r8|target=ukr_rus_suspended|checkpoint=2500	1	ordB_r8	ukr_rus_suspended	0.3037	0.3035	0.9032	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker6.log
prodigy|seed=1|model=ordC_r2|target=covid|checkpoint=2500	1	ordC_r2	covid	0.4591	0.4590	0.9270	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r2|target=covid_political|checkpoint=2500	1	ordC_r2	covid_political	0.1481	0.1480	0.8207	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r2|target=cp_hk|checkpoint=2500	1	ordC_r2	cp_hk	0.1112	0.1112	0.7158	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r2|target=election2020|checkpoint=2500	1	ordC_r2	election2020	0.1491	0.1491	0.8400	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r2|target=facebook_page_reference|checkpoint=2500	1	ordC_r2	facebook_page_reference	0.2313	0.2312	0.7974	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r2|target=midterm|checkpoint=2500	1	ordC_r2	midterm	0.2417	0.2416	0.8590	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordC_r2|target=twibot20|checkpoint=2500	1	ordC_r2	twibot20	0.3214	0.3213	0.9082	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
