physical_result_id	seed	model_id	target	accuracy_logged	f1_macro_logged	roc_auc_ovr_macro_logged	printed_decimal_places	source_log
prodigy|seed=0|model=ss_covid_political|target=twibot20|checkpoint=2500	0	ss_covid_political	twibot20	0.1260	0.1259	0.7484	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_covid_political|target=ukr_rus|checkpoint=2500	0	ss_covid_political	ukr_rus	0.1068	0.1067	0.6742	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_covid_political|target=ukr_rus_suspended|checkpoint=2500	0	ss_covid_political	ukr_rus_suspended	0.0802	0.0802	0.6546	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=0|model=ss_cp_hk|target=covid|checkpoint=2500	0	ss_cp_hk	covid	0.2654	0.2653	0.8580	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=covid_political|checkpoint=2500	0	ss_cp_hk	covid_political	0.1014	0.1013	0.7232	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=cp_hk|checkpoint=2500	0	ss_cp_hk	cp_hk	0.1786	0.1787	0.8084	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=election2020|checkpoint=2500	0	ss_cp_hk	election2020	0.1031	0.1030	0.7165	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=facebook_page_reference|checkpoint=2500	0	ss_cp_hk	facebook_page_reference	0.1676	0.1675	0.7537	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=midterm|checkpoint=2500	0	ss_cp_hk	midterm	0.1634	0.1633	0.8198	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=twibot20|checkpoint=2500	0	ss_cp_hk	twibot20	0.1573	0.1573	0.7739	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=ukr_rus|checkpoint=2500	0	ss_cp_hk	ukr_rus	0.1815	0.1815	0.7725	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_cp_hk|target=ukr_rus_suspended|checkpoint=2500	0	ss_cp_hk	ukr_rus_suspended	0.1048	0.1048	0.7177	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=0|model=ss_election2020|target=covid|checkpoint=2500	0	ss_election2020	covid	0.1552	0.1551	0.7693	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=covid_political|checkpoint=2500	0	ss_election2020	covid_political	0.1327	0.1326	0.8249	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=cp_hk|checkpoint=2500	0	ss_election2020	cp_hk	0.0668	0.0666	0.6498	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=election2020|checkpoint=2500	0	ss_election2020	election2020	0.2356	0.2356	0.8899	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=facebook_page_reference|checkpoint=2500	0	ss_election2020	facebook_page_reference	0.1009	0.1008	0.6704	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=midterm|checkpoint=2500	0	ss_election2020	midterm	0.1301	0.1301	0.7703	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=twibot20|checkpoint=2500	0	ss_election2020	twibot20	0.1510	0.1509	0.8081	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_election2020|target=ukr_rus|checkpoint=2500	0	ss_election2020	ukr_rus	0.1127	0.1125	0.7085	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker4.log
prodigy|seed=0|model=ss_election2020|target=ukr_rus_suspended|checkpoint=2500	0	ss_election2020	ukr_rus_suspended	0.0957	0.0956	0.7450	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=0|model=ss_facebook_page_reference|target=covid|checkpoint=2500	0	ss_facebook_page_reference	covid	0.3162	0.3162	0.8533	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=covid_political|checkpoint=2500	0	ss_facebook_page_reference	covid_political	0.1141	0.1141	0.7571	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=cp_hk|checkpoint=2500	0	ss_facebook_page_reference	cp_hk	0.0778	0.0778	0.6646	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=election2020|checkpoint=2500	0	ss_facebook_page_reference	election2020	0.1185	0.1185	0.7959	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=facebook_page_reference|checkpoint=2500	0	ss_facebook_page_reference	facebook_page_reference	0.2721	0.2721	0.8162	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=midterm|checkpoint=2500	0	ss_facebook_page_reference	midterm	0.1348	0.1347	0.7382	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=twibot20|checkpoint=2500	0	ss_facebook_page_reference	twibot20	0.1810	0.1810	0.7910	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=ukr_rus|checkpoint=2500	0	ss_facebook_page_reference	ukr_rus	0.2353	0.2353	0.7928	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_facebook_page_reference|target=ukr_rus_suspended|checkpoint=2500	0	ss_facebook_page_reference	ukr_rus_suspended	0.1152	0.1151	0.7060	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_midterm|target=covid|checkpoint=2500	0	ss_midterm	covid	0.3381	0.3380	0.8838	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=covid_political|checkpoint=2500	0	ss_midterm	covid_political	0.1386	0.1386	0.8187	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=cp_hk|checkpoint=2500	0	ss_midterm	cp_hk	0.1021	0.1021	0.7036	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=election2020|checkpoint=2500	0	ss_midterm	election2020	0.1401	0.1400	0.8315	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=facebook_page_reference|checkpoint=2500	0	ss_midterm	facebook_page_reference	0.1866	0.1866	0.7498	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=midterm|checkpoint=2500	0	ss_midterm	midterm	0.2586	0.2585	0.8641	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=twibot20|checkpoint=2500	0	ss_midterm	twibot20	0.2299	0.2298	0.8579	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=ukr_rus|checkpoint=2500	0	ss_midterm	ukr_rus	0.2200	0.2199	0.7980	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_midterm|target=ukr_rus_suspended|checkpoint=2500	0	ss_midterm	ukr_rus_suspended	0.1284	0.1283	0.7651	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker6.log
prodigy|seed=0|model=ss_twibot20|target=covid|checkpoint=2500	0	ss_twibot20	covid	0.4880	0.4880	0.9409	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=covid_political|checkpoint=2500	0	ss_twibot20	covid_political	0.1493	0.1492	0.8292	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=cp_hk|checkpoint=2500	0	ss_twibot20	cp_hk	0.1085	0.1085	0.7193	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=election2020|checkpoint=2500	0	ss_twibot20	election2020	0.1496	0.1495	0.8411	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=facebook_page_reference|checkpoint=2500	0	ss_twibot20	facebook_page_reference	0.2501	0.2501	0.8080	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=midterm|checkpoint=2500	0	ss_twibot20	midterm	0.2091	0.2090	0.8490	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=twibot20|checkpoint=2500	0	ss_twibot20	twibot20	0.3325	0.3325	0.9131	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=ukr_rus|checkpoint=2500	0	ss_twibot20	ukr_rus	0.3179	0.3179	0.8557	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_twibot20|target=ukr_rus_suspended|checkpoint=2500	0	ss_twibot20	ukr_rus_suspended	0.1516	0.1516	0.7983	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=0|model=ss_ukr_rus|target=covid|checkpoint=2500	0	ss_ukr_rus	covid	0.5533	0.5533	0.9599	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=covid_political|checkpoint=2500	0	ss_ukr_rus	covid_political	0.1407	0.1407	0.8324	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=cp_hk|checkpoint=2500	0	ss_ukr_rus	cp_hk	0.1168	0.1168	0.7142	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=election2020|checkpoint=2500	0	ss_ukr_rus	election2020	0.1482	0.1481	0.8333	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=facebook_page_reference|checkpoint=2500	0	ss_ukr_rus	facebook_page_reference	0.3132	0.3132	0.8652	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=midterm|checkpoint=2500	0	ss_ukr_rus	midterm	0.2119	0.2119	0.8465	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=twibot20|checkpoint=2500	0	ss_ukr_rus	twibot20	0.2998	0.2996	0.8969	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=ukr_rus|checkpoint=2500	0	ss_ukr_rus	ukr_rus	0.4415	0.4414	0.9263	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus|target=ukr_rus_suspended|checkpoint=2500	0	ss_ukr_rus	ukr_rus_suspended	0.2009	0.2008	0.8301	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker0.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=covid|checkpoint=2500	0	ss_ukr_rus_suspended	covid	0.3075	0.3074	0.8798	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=covid_political|checkpoint=2500	0	ss_ukr_rus_suspended	covid_political	0.1089	0.1089	0.7528	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=cp_hk|checkpoint=2500	0	ss_ukr_rus_suspended	cp_hk	0.1028	0.1027	0.6835	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=election2020|checkpoint=2500	0	ss_ukr_rus_suspended	election2020	0.1020	0.1020	0.7535	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=facebook_page_reference|checkpoint=2500	0	ss_ukr_rus_suspended	facebook_page_reference	0.1754	0.1753	0.7572	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=midterm|checkpoint=2500	0	ss_ukr_rus_suspended	midterm	0.1339	0.1339	0.7668	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=twibot20|checkpoint=2500	0	ss_ukr_rus_suspended	twibot20	0.1633	0.1634	0.7696	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=ukr_rus|checkpoint=2500	0	ss_ukr_rus_suspended	ukr_rus	0.2326	0.2326	0.8129	4	/dataMeR1/phil/gfm/prodigy-final-core-fixed-test/log/final_core_fixed_test/queue/production_bs32_worker7.log
prodigy|seed=0|model=ss_ukr_rus_suspended|target=ukr_rus_suspended|checkpoint=2500	0	ss_ukr_rus_suspended	ukr_rus_suspended	0.3663	0.3663	0.9243	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=all9|target=covid|checkpoint=2500	1	all9	covid	0.5297	0.5297	0.9541	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=covid_political|checkpoint=2500	1	all9	covid_political	0.1688	0.1688	0.8605	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=cp_hk|checkpoint=2500	1	all9	cp_hk	0.1251	0.1250	0.7345	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=election2020|checkpoint=2500	1	all9	election2020	0.1807	0.1807	0.8560	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=facebook_page_reference|checkpoint=2500	1	all9	facebook_page_reference	0.3206	0.3205	0.8656	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=midterm|checkpoint=2500	1	all9	midterm	0.2286	0.2285	0.8575	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=twibot20|checkpoint=2500	1	all9	twibot20	0.3041	0.3040	0.9059	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=ukr_rus|checkpoint=2500	1	all9	ukr_rus	0.3839	0.3839	0.9038	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=all9|target=ukr_rus_suspended|checkpoint=2500	1	all9	ukr_rus_suspended	0.2955	0.2954	0.9009	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker1.log
prodigy|seed=1|model=ordA_r2|target=covid|checkpoint=2500	1	ordA_r2	covid	0.5723	0.5724	0.9637	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=covid_political|checkpoint=2500	1	ordA_r2	covid_political	0.1454	0.1454	0.8335	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=cp_hk|checkpoint=2500	1	ordA_r2	cp_hk	0.1167	0.1166	0.7134	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=election2020|checkpoint=2500	1	ordA_r2	election2020	0.1459	0.1459	0.8370	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=facebook_page_reference|checkpoint=2500	1	ordA_r2	facebook_page_reference	0.3008	0.3008	0.8563	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=midterm|checkpoint=2500	1	ordA_r2	midterm	0.2092	0.2092	0.8431	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=twibot20|checkpoint=2500	1	ordA_r2	twibot20	0.3062	0.3061	0.9038	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r2|target=ukr_rus|checkpoint=2500	1	ordA_r2	ukr_rus	0.4161	0.4160	0.9163	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker4.log
prodigy|seed=1|model=ordA_r2|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r2	ukr_rus_suspended	0.1980	0.1979	0.8290	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/recovery/worker4.log
prodigy|seed=1|model=ordA_r3|target=covid|checkpoint=2500	1	ordA_r3	covid	0.5603	0.5603	0.9628	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=covid_political|checkpoint=2500	1	ordA_r3	covid_political	0.1492	0.1491	0.8399	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=cp_hk|checkpoint=2500	1	ordA_r3	cp_hk	0.1177	0.1176	0.7137	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=election2020|checkpoint=2500	1	ordA_r3	election2020	0.1472	0.1471	0.8383	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=facebook_page_reference|checkpoint=2500	1	ordA_r3	facebook_page_reference	0.2893	0.2893	0.8528	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=midterm|checkpoint=2500	1	ordA_r3	midterm	0.2473	0.2473	0.8697	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=twibot20|checkpoint=2500	1	ordA_r3	twibot20	0.2966	0.2965	0.9014	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=ukr_rus|checkpoint=2500	1	ordA_r3	ukr_rus	0.4031	0.4030	0.9135	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r3|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r3	ukr_rus_suspended	0.1913	0.1912	0.8253	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker7.log
prodigy|seed=1|model=ordA_r4|target=covid|checkpoint=2500	1	ordA_r4	covid	0.5498	0.5498	0.9573	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=covid_political|checkpoint=2500	1	ordA_r4	covid_political	0.1863	0.1863	0.8629	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=cp_hk|checkpoint=2500	1	ordA_r4	cp_hk	0.1157	0.1157	0.7134	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=election2020|checkpoint=2500	1	ordA_r4	election2020	0.1473	0.1473	0.8306	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=facebook_page_reference|checkpoint=2500	1	ordA_r4	facebook_page_reference	0.2833	0.2832	0.8512	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=midterm|checkpoint=2500	1	ordA_r4	midterm	0.2382	0.2382	0.8630	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=twibot20|checkpoint=2500	1	ordA_r4	twibot20	0.2949	0.2948	0.9001	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=ukr_rus|checkpoint=2500	1	ordA_r4	ukr_rus	0.3993	0.3993	0.9062	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r4|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r4	ukr_rus_suspended	0.1936	0.1936	0.8180	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker2.log
prodigy|seed=1|model=ordA_r5|target=covid|checkpoint=2500	1	ordA_r5	covid	0.5414	0.5414	0.9563	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=covid_political|checkpoint=2500	1	ordA_r5	covid_political	0.1879	0.1879	0.8674	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=cp_hk|checkpoint=2500	1	ordA_r5	cp_hk	0.1193	0.1192	0.7139	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=election2020|checkpoint=2500	1	ordA_r5	election2020	0.1968	0.1968	0.8672	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=facebook_page_reference|checkpoint=2500	1	ordA_r5	facebook_page_reference	0.2795	0.2794	0.8484	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=midterm|checkpoint=2500	1	ordA_r5	midterm	0.2363	0.2363	0.8639	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=twibot20|checkpoint=2500	1	ordA_r5	twibot20	0.2968	0.2967	0.9025	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=ukr_rus|checkpoint=2500	1	ordA_r5	ukr_rus	0.3912	0.3912	0.9026	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r5|target=ukr_rus_suspended|checkpoint=2500	1	ordA_r5	ukr_rus_suspended	0.1704	0.1704	0.8096	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker5.log
prodigy|seed=1|model=ordA_r6|target=covid|checkpoint=2500	1	ordA_r6	covid	0.5365	0.5365	0.9533	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
prodigy|seed=1|model=ordA_r6|target=covid_political|checkpoint=2500	1	ordA_r6	covid_political	0.1734	0.1734	0.8623	4	/dataMeR1/phil/gfm/prodigy-final-core-cache/log/final_core_cached_test/queue/production_bs32_worker0.log
