training_seed	model_id	sources	checkpoint_step	dataset	episodes	queries	episode_fingerprint	roc_auc	accuracy	f1
0	ordA_r5	ukr_rus,covid,midterm,covid_political,election2020	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.99176025390625	0.98046875	0.9808429118773946
0	ordA_r5	ukr_rus,covid,midterm,covid_political,election2020	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7251205444335938	0.66015625	0.6526946107784432
0	ordA_r5	ukr_rus,covid,midterm,covid_political,election2020	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.5957183837890625	0.5696614583333334	0.5699414443721535
0	ordA_r5	ukr_rus,covid,midterm,covid_political,election2020	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.51611328125	0.51953125	0.5099601593625498
0	ordA_r6	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9318791142216435	0.8636067708333334	0.7701590784421284
0	ordA_r6	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.986572265625	0.98046875	0.9808429118773946
0	ordA_r6	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7669105529785156	0.69140625	0.6795131845841785
0	ordA_r6	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.5829156239827473	0.5559895833333334	0.5761342448725917
0	ordA_r6	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.45697021484375	0.46875	0.43333333333333335
0	ordA_r7	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9325541743525751	0.8723958333333334	0.7770193401592719
0	ordA_r7	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.993408203125	0.98046875	0.9808429118773946
0	ordA_r7	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7761688232421875	0.7041015625	0.704390243902439
0	ordA_r7	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6445257398817275	0.609375	0.6175908221797323
0	ordA_r7	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4803466796875	0.4765625	0.46825396825396826
0	ordA_r8	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9289030852141203	0.8701171875	0.770293609671848
0	ordA_r8	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98931884765625	0.98046875	0.9808429118773946
0	ordA_r8	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7462615966796875	0.6767578125	0.6738916256157635
0	ordA_r8	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6213552686903212	0.5888671875	0.6049421332499219
0	ordA_r8	ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.45001220703125	0.44921875	0.4100418410041841
0	ordB_r2	ukr_rus_suspended,election2020	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.8767779314959491	0.8723958333333334	0.7655502392344498
0	ordB_r2	ukr_rus_suspended,election2020	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98260498046875	0.98046875	0.9808429118773946
0	ordB_r2	ukr_rus_suspended,election2020	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.623687744140625	0.587890625	0.5728744939271255
0	ordB_r2	ukr_rus_suspended,election2020	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.5689883761935763	0.5504557291666666	0.574946137273007
0	ordB_r2	ukr_rus_suspended,election2020	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4700927734375	0.46484375	0.4790874524714829
0	ordB_r3	ukr_rus_suspended,election2020,ukr_rus	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.930259422019676	0.8746744791666666	0.7835862844294548
0	ordB_r3	ukr_rus_suspended,election2020,ukr_rus	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.99212646484375	0.97265625	0.973384030418251
0	ordB_r3	ukr_rus_suspended,election2020,ukr_rus	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7022590637207031	0.646484375	0.6415841584158416
0	ordB_r3	ukr_rus_suspended,election2020,ukr_rus	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6236563788519965	0.583984375	0.6185074626865672
0	ordB_r3	ukr_rus_suspended,election2020,ukr_rus	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.5126953125	0.50390625	0.5134099616858238
0	ordB_r4	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9268456918221935	0.8733723958333334	0.7813378302417088
0	ordB_r4	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.984619140625	0.98046875	0.9808429118773946
0	ordB_r4	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7918853759765625	0.7080078125	0.7030784508440914
0	ordB_r4	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.628115971883138	0.5891927083333334	0.5931656995486783
0	ordB_r4	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4737548828125	0.48828125	0.4609053497942387
0	ordB_r5	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9313459043149596	0.87109375	0.7767756482525366
0	ordB_r5	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9830322265625	0.98046875	0.9808429118773946
0	ordB_r5	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7464389801025391	0.68359375	0.6817288801571709
0	ordB_r5	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6294939253065321	0.5882161458333334	0.6101694915254238
0	ordB_r5	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.46630859375	0.4453125	0.432
0	ordB_r6	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9349286114728009	0.8841145833333334	0.7932636469221835
0	ordB_r6	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.988037109375	0.98046875	0.9808429118773946
0	ordB_r6	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7765312194824219	0.697265625	0.6912350597609562
0	ordB_r6	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6379525926378038	0.6009114583333334	0.6011711125569291
0	ordB_r6	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.48345947265625	0.4921875	0.4921875
0	ordB_r7	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9209436487268517	0.8450520833333334	0.7457264957264957
0	ordB_r7	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.99029541015625	0.98046875	0.9808429118773946
0	ordB_r7	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7864475250244141	0.7109375	0.704
0	ordB_r7	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6310766008165148	0.59765625	0.6142322097378277
0	ordB_r7	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.5194091796875	0.5078125	0.5190839694656488
0	ordB_r8	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9313272546838832	0.8834635416666666	0.7925840092699884
0	ordB_r8	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98980712890625	0.98046875	0.9808429118773946
0	ordB_r8	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7796707153320312	0.7138671875	0.7141463414634146
0	ordB_r8	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6255414750840929	0.5966796875	0.6012230447376891
0	ordB_r8	ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.48126220703125	0.46484375	0.47509578544061304
0	ordC_r2	twibot20,midterm	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.8995816266095197	0.7724609375	0.6611730489578284
0	ordC_r2	twibot20,midterm	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9864501953125	0.98046875	0.9808429118773946
0	ordC_r2	twibot20,midterm	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7679634094238281	0.6982421875	0.6991236611489776
0	ordC_r2	twibot20,midterm	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6030815972222223	0.580078125	0.5825242718446602
0	ordC_r2	twibot20,midterm	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.51763916015625	0.515625	0.5118110236220472
0	ordC_r3	twibot20,midterm,covid	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9372600979275174	0.8610026041666666	0.7634349030470914
0	ordC_r3	twibot20,midterm,covid	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9871826171875	0.984375	0.9846153846153847
0	ordC_r3	twibot20,midterm,covid	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7840995788574219	0.712890625	0.7077534791252486
0	ordC_r3	twibot20,midterm,covid	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6005107031928169	0.5647786458333334	0.5460101867572156
0	ordC_r3	twibot20,midterm,covid	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.49957275390625	0.5078125	0.5039370078740157
0	ordC_r4	twibot20,midterm,covid,covid_political	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9352959526909721	0.8499348958333334	0.7533440342429106
0	ordC_r4	twibot20,midterm,covid,covid_political	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.984375	0.984375	0.9846153846153847
0	ordC_r4	twibot20,midterm,covid,covid_political	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7816619873046875	0.7060546875	0.7051909892262488
0	ordC_r4	twibot20,midterm,covid,covid_political	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6102812025282118	0.58203125	0.5809399477806788
0	ordC_r4	twibot20,midterm,covid,covid_political	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.5316162109375	0.51953125	0.5214007782101168
0	ordC_r5	twibot20,midterm,covid,covid_political,cp_hk	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9271876017252605	0.869140625	0.7728813559322034
0	ordC_r5	twibot20,midterm,covid,covid_political,cp_hk	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98883056640625	0.98046875	0.9808429118773946
0	ordC_r5	twibot20,midterm,covid,covid_political,cp_hk	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7547969818115234	0.6875	0.6806387225548902
0	ordC_r5	twibot20,midterm,covid,covid_political,cp_hk	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6027969784206815	0.5758463541666666	0.5754317367220593
0	ordC_r5	twibot20,midterm,covid,covid_political,cp_hk	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.5029296875	0.51171875	0.5136186770428015
0	ordC_r6	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9172529997649015	0.8115234375	0.7065382665990877
0	ordC_r6	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.984375	0.984375	0.9846153846153847
0	ordC_r6	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7622909545898438	0.6865234375	0.6874391431353457
0	ordC_r6	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.5858991410997179	0.5732421875	0.5799423261775072
0	ordC_r6	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.490966796875	0.50390625	0.4816326530612245
0	ordC_r7	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9100827817563658	0.7975260416666666	0.6899302093718843
0	ordC_r7	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98748779296875	0.984375	0.9846153846153847
0	ordC_r7	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7669296264648438	0.68359375	0.6817288801571709
0	ordC_r7	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.5772857666015625	0.5543619791666666	0.5712496085186345
0	ordC_r7	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.47698974609375	0.50390625	0.4940239043824701
0	ordC_r8	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9336327446831598	0.8795572916666666	0.7907239819004525
0	ordC_r8	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.9931640625	0.98046875	0.9808429118773946
0	ordC_r8	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7633075714111328	0.6875	0.6793587174348698
0	ordC_r8	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.5950226253933377	0.5673828125	0.5855940130963517
0	ordC_r8	twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.4935302734375	0.484375	0.5074626865671642
0	ss_twibot20	twibot20	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9185067635995372	0.8271484375	0.7203791469194313
0	ss_twibot20	twibot20	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.99090576171875	0.984375	0.9846153846153847
0	ss_twibot20	twibot20	2500	facebook_page_reference	128	1024	df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe	0.7738265991210938	0.6943359375	0.6879361914257228
0	ss_twibot20	twibot20	2500	twibot20	128	3072	c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d	0.6227542029486762	0.5859375	0.5912596401028277
0	ss_twibot20	twibot20	2500	ukr_rus_suspended	128	256	c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347	0.51171875	0.52734375	0.5363984674329502
0	ss_ukr_rus	ukr_rus	2500	covid_political	128	3072	db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750	0.9464057639793114	0.8857421875	0.801358234295416
0	ss_ukr_rus	ukr_rus	2500	election2020	128	256	4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef	0.98736572265625	0.984375	0.9846153846153847
