arm,weight,additional_step,logical_step,checkpoint,ukraine_validation_auc_pct,ukraine_validation_bce,ukraine_delta_singleton_pp,ukraine_hard_label_training_bce,retains_ukraine,ukraine_supervised_updates,ukraine_kd_updates,ukraine_positive_examples,ukraine_negative_examples,ukraine_supervised_positive_examples,ukraine_supervised_negative_examples,ukraine_kd_positive_examples,ukraine_kd_negative_examples,facebook_validation_auc_pct,facebook_validation_bce,facebook_delta_singleton_pp,facebook_hard_label_training_bce,retains_facebook,facebook_supervised_updates,facebook_kd_updates,facebook_positive_examples,facebook_negative_examples,facebook_supervised_positive_examples,facebook_supervised_negative_examples,facebook_kd_positive_examples,facebook_kd_negative_examples,retains_both
kd_w010,0.1,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_046000.pt,98.94990117549897,0.08202766031026841,-0.024475359916686923,0.07807052507996559,False,43000,0,44011958,220059790,44011958,220059790,0,0,95.6518644809723,0.18035416007041935,0.2673311710357895,0.15212036147713662,True,5000,38000,43592418,217962090,5069279,25346395,38523139,192615695,False
kd_w010,0.1,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_048000.pt,98.9227650642395,0.08058437071740628,-0.051611471176160606,0.07537222653627397,False,44000,0,45035958,225179790,45035958,225179790,0,0,95.63849463462829,0.17903127670288083,0.253961324691776,0.14770042970776562,True,5000,39000,44606507,223032535,5069279,25346395,39537228,197686140,False
kd_w010,0.1,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_050000.pt,98.95032706260682,0.0785415567457676,-0.02404947280884029,0.07344492897391316,False,45000,0,46059047,230295235,46059047,230295235,0,0,95.77536542415619,0.17664497271180152,0.3908321142196747,0.14534621089696884,True,5000,40000,45620013,228100065,5069279,25346395,40550734,202753670,False
kd_w010,0.1,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_052000.pt,98.93555982112885,0.07883312031626702,-0.038816714286804554,0.07350322790443896,False,46000,0,47083047,235415235,47083047,235415235,0,0,95.73234419822694,0.17763731852173806,0.34781088829042295,0.14646485745906831,True,5000,41000,46633519,233167595,5069279,25346395,41564240,207821200,False
kd_w010,0.1,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_054000.pt,98.95293138027192,0.07824484705924989,-0.02144515514372891,0.07330321110785008,False,47000,0,48106136,240530680,48106136,240530680,0,0,95.5498877286911,0.18060174807906149,0.165354418754593,0.15059032216668128,True,5000,42000,47647608,238238040,5069279,25346395,42578329,212891645,False
kd_w010,0.1,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_056000.pt,98.93927106857299,0.07791793942451476,-0.035105466842655364,0.07248495034873487,False,48000,0,49130136,245650680,49130136,245650680,0,0,95.62347619533539,0.1793165251612663,0.23894288539887398,0.14904680401086806,True,5000,43000,48661114,243305570,5069279,25346395,43591835,217959175,False
kd_w010,0.1,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_058000.pt,98.92106082439423,0.08279233351349831,-0.05331571102142885,0.07697809338569642,False,49000,0,50153225,250766125,50153225,250766125,0,0,95.65670111179351,0.1833626687526703,0.27216780185699285,0.14846076667308808,True,5000,44000,49675203,248376015,5069279,25346395,44605924,223029620,False
kd_w010,0.1,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w010/checkpoints/additional_060000.pt,98.94985709190368,0.07906905189156534,-0.024519443511972216,0.07409958988428118,False,50000,0,51176314,255881570,51176314,255881570,0,0,95.5010495662689,0.1815231628715992,0.11651625633238849,0.14950849711894987,True,5000,45000,50688709,253443545,5069279,25346395,45619430,228097150,False
kd_w030,0.3,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_000000.pt,98.74585928916932,0.08812026716768742,-0.2285172462463403,0.08655679523944854,False,20000,0,20470890,102354450,20470890,102354450,0,0,96.10667834281921,0.1697579078376293,0.7221450328826928,0.12690456099808214,True,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355,False
kd_w030,0.3,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_002000.pt,98.77220892906188,0.08774573653936386,-0.20216760635377584,0.08593226373195649,False,21000,0,21494890,107474450,21494890,107474450,0,0,96.05591435432433,0.17190631479024887,0.6713810443878199,0.13392246663570406,True,5000,16000,21289456,106447280,5069279,25346395,16220177,81100885,False
kd_w030,0.3,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_004000.pt,98.7214614391327,0.08607144542038439,-0.2529150962829574,0.08354657441377641,False,22000,0,22517979,112589895,22517979,112589895,0,0,95.97016670703889,0.1728427156805992,0.5856333971023697,0.13089161105453964,True,5000,17000,22303545,111517725,5069279,25346395,17234266,86171330,False
kd_w030,0.3,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_006000.pt,98.74586398601531,0.08634905815124509,-0.22851254940033927,0.08353988826274872,False,23000,0,23541979,117709895,23541979,117709895,0,0,95.89925122261047,0.17458789572119715,0.5147179126739565,0.13257824406027796,True,5000,18000,23317051,116585255,5069279,25346395,18247772,91238860,False
kd_w030,0.3,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_008000.pt,98.76622910499572,0.08718922436237336,-0.208147430419936,0.0845218650996685,False,24000,0,24565068,122825340,24565068,122825340,0,0,95.94466979503632,0.17496396005153655,0.5601364850998047,0.13226975947618486,True,5000,19000,24330557,121652785,5069279,25346395,19261278,96306390,False
kd_w030,0.3,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_010000.pt,98.74553871154785,0.0873280730098486,-0.22883782386780016,0.08427155688405039,False,25000,0,25588157,127940785,25588157,127940785,0,0,95.89026000499726,0.17531551197171213,0.5057266950607375,0.13764232769608498,True,5000,20000,25344646,126723230,5069279,25346395,20275367,101376835,False
kd_w030,0.3,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_012000.pt,98.83855733871461,0.08899442590773106,-0.13581919670104803,0.08701116554439066,False,26000,0,26612157,133060785,26612157,133060785,0,0,95.96078515052795,0.17547845318913458,0.5762518405914352,0.14076188430190084,True,5000,21000,26358152,131790760,5069279,25346395,21288873,106444365,False
kd_w030,0.3,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_014000.pt,98.81355807781219,0.08578518889844416,-0.16081845760346214,0.08271202258765699,False,27000,0,27635246,138176230,27635246,138176230,0,0,95.91324799060821,0.17542495429515836,0.5287146806716936,0.1332286335527897,True,5000,22000,27372241,136861205,5069279,25346395,22302962,111514810,False
kd_w030,0.3,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_016000.pt,98.79940717220308,0.084329554438591,-0.17496936321257373,0.08107260130345821,False,28000,0,28659246,143296230,28659246,143296230,0,0,95.89645824432374,0.17427959889173505,0.5119249343872201,0.13341978415846825,True,5000,23000,28385747,141928735,5069279,25346395,23316468,116582340,False
kd_w030,0.3,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_018000.pt,98.81840908527376,0.08340360186994077,-0.15596745014190283,0.07992241121828557,False,29000,0,29682335,148411675,29682335,148411675,0,0,95.95033538341522,0.17283495068550112,0.565802073478705,0.13313471004366872,True,5000,24000,29399836,146999180,5069279,25346395,24330557,121652785,False
kd_w030,0.3,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_020000.pt,98.79001386165619,0.08992153033614157,-0.1843626737594639,0.08631038628518581,False,30000,0,30706335,153531675,30706335,153531675,0,0,95.76460323333741,0.18103455007076266,0.3800699234008942,0.13732749596238136,True,5000,25000,30413342,152066710,5069279,25346395,25344063,126720315,False
kd_w030,0.3,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_022000.pt,98.85448968410492,0.08195924051105978,-0.1198868513107354,0.07888598889112472,False,31000,0,31729424,158647120,31729424,158647120,0,0,95.91795890331268,0.17293586283922197,0.5334255933761689,0.13482670560479162,True,5000,26000,31427431,157137155,5069279,25346395,26358152,131790760,False
kd_w030,0.3,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_024000.pt,98.86877698898313,0.08168093003332615,-0.10559954643252212,0.078599151968956,False,32000,0,32753424,163767120,32753424,163767120,0,0,95.96663057804108,0.17273687198758123,0.5820972681045644,0.1354009605944157,True,5000,27000,32440937,162204685,5069279,25346395,27371658,136858290,False
kd_w030,0.3,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_026000.pt,98.8792343854904,0.08178240172564985,-0.0951421499252425,0.07841684035956858,False,33000,0,33776513,168882565,33776513,168882565,0,0,95.997172498703,0.17170071229338643,0.6126391887664839,0.133785630017519,True,5000,28000,33455026,167275130,5069279,25346395,28385747,141928735,False
kd_w030,0.3,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_028000.pt,98.84284806251526,0.08237328752875328,-0.1315284729003885,0.07860791720449925,False,34000,0,34800513,174002565,34800513,174002565,0,0,95.9446207523346,0.1732211545109749,0.5600874423980828,0.13237124085426327,True,5000,29000,34468532,172342660,5069279,25346395,29399253,146996265,False
kd_w030,0.3,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_030000.pt,98.8566333770752,0.08141762241721152,-0.11774315834045535,0.07778199091553688,False,35000,0,35823602,179118010,35823602,179118010,0,0,95.92584714889527,0.17300562411546708,0.5413138389587568,0.13393178209662437,True,5000,30000,35482038,177410190,5069279,25346395,30412759,152063795,False
kd_w030,0.3,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_032000.pt,98.86494579315186,0.08119816705584523,-0.10943074226379412,0.07742255739867689,False,36000,0,36847602,184238010,36847602,184238010,0,0,95.93862395286563,0.17261910215020182,0.5540906429291059,0.13478372767567637,True,5000,31000,36496127,182480635,5069279,25346395,31426848,157134240,False
kd_w030,0.3,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_034000.pt,98.8933636188507,0.08052224144339562,-0.08101291656495979,0.07697767615318298,False,37000,0,37870691,189353455,37870691,189353455,0,0,96.0191082239151,0.17164412289857867,0.6345749139785806,0.13424507454037668,True,5000,32000,37509633,187548165,5069279,25346395,32440354,162201770,False
kd_w030,0.3,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_036000.pt,98.913570022583,0.08021147102117539,-0.060806512832645154,0.07674553021788595,False,38000,0,38894691,194473455,38894691,194473455,0,0,95.97463746070862,0.1715913526713848,0.5901041507721083,0.13386355042457582,True,5000,33000,38523722,192618610,5069279,25346395,33454443,167272215,False
kd_w030,0.3,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_038000.pt,98.88773450851443,0.08081839233636856,-0.08664202690122913,0.07654087245464322,False,39000,0,39917780,199588900,39917780,199588900,0,0,95.88386123180389,0.174038777500391,0.4993279218673763,0.13501488715410234,True,5000,34000,39537228,197686140,5069279,25346395,34467949,172339745,False
kd_w030,0.3,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_040000.pt,98.88229632377625,0.08069454915821551,-0.09208021163941149,0.07672472000122069,False,40000,0,40941780,204708900,40941780,204708900,0,0,95.95222835540771,0.17423494011163712,0.5676950454711949,0.13387145102024078,True,5000,35000,40551317,202756585,5069279,25346395,35482038,177410190,False
kd_w030,0.3,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_042000.pt,98.8896458864212,0.08040332570672035,-0.0847306489944466,0.0764121625572443,False,41000,0,41964869,209824345,41964869,209824345,0,0,95.97333965301515,0.1721447214484215,0.5888063430786294,0.13423507437109947,True,5000,36000,41564823,207824115,5069279,25346395,36495544,182477720,False
kd_w030,0.3,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_044000.pt,98.89083244800567,0.08195232450962064,-0.08354408740999242,0.07791448533535004,False,42000,0,42988869,214944345,42988869,214944345,0,0,95.8824346780777,0.17825333625078202,0.4979013681411848,0.1356251910328865,True,5000,37000,42578912,212894560,5069279,25346395,37509633,187548165,False
kd_w030,0.3,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_046000.pt,98.92079322338104,0.07993684820830822,-0.05358331203461075,0.07635431848466397,False,43000,0,44011958,220059790,44011958,220059790,0,0,95.95874195098875,0.1725507974624634,0.5742086410522429,0.1348445251584053,True,5000,38000,43592418,217962090,5069279,25346395,38523139,192615695,False
kd_w030,0.3,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_048000.pt,98.87779970169068,0.0824706856161356,-0.09657683372497061,0.07813051566481588,False,44000,0,45035958,225179790,45035958,225179790,0,0,95.89010157585143,0.17544379085302356,0.5055682659149241,0.13440417200326918,True,5000,39000,44606507,223032535,5069279,25346395,39537228,197686140,False
kd_w030,0.3,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_050000.pt,98.93949916362762,0.08024482503533363,-0.03487737178803352,0.07647511772811412,False,45000,0,46059047,230295235,46059047,230295235,0,0,96.08275005817413,0.17053709775209425,0.6982167482376123,0.1327059917151928,True,5000,40000,45620013,228100065,5069279,25346395,40550734,202753670,False
kd_w030,0.3,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_052000.pt,98.93655223846436,0.0795316331088543,-0.0378242969512943,0.07558767274022102,False,46000,0,47083047,235415235,47083047,235415235,0,0,96.02059159278869,0.17124244570732117,0.636058282852181,0.1345352590084076,True,5000,41000,46633519,233167595,5069279,25346395,41564240,207821200,False
kd_w030,0.3,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_054000.pt,98.94221577644348,0.08075604401528837,-0.032160758972177295,0.07704379595816135,False,47000,0,48106136,240530680,48106136,240530680,0,0,95.96386954784393,0.173363771289587,0.579336237907413,0.13810174018144608,True,5000,42000,47647608,238238040,5069279,25346395,42578329,212891645,False
kd_w030,0.3,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_056000.pt,98.92831749916076,0.07864384762942793,-0.04605903625489738,0.07441090419888495,False,48000,0,49130136,245650680,49130136,245650680,0,0,95.98262810707094,0.17154209241271023,0.5980947971344186,0.13363512456417087,True,5000,43000,48661114,243305570,5069279,25346395,43591835,217959175,False
kd_w030,0.3,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_058000.pt,98.87763240337371,0.08548142798244952,-0.0967441320419371,0.08047926649451256,False,49000,0,50153225,250766125,50153225,250766125,0,0,95.83740925788878,0.17829935401678085,0.45287594795226926,0.13513242155313493,True,5000,44000,49675203,248376015,5069279,25346395,44605924,223029620,False
kd_w030,0.3,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_kd_weights_s0/node_neighbors/lp/kd_w030/checkpoints/additional_060000.pt,98.9245285987854,0.08040838167071342,-0.049847936630254,0.07661672234535219,False,50000,0,51176314,255881570,51176314,255881570,0,0,95.78988111019136,0.1750827305018902,0.4053478002548405,0.13735706955194474,True,5000,45000,50688709,253443545,5069279,25346395,45619430,228097150,False
