source,target,auc,bce,balanced_bce,calibrated_bce,average_precision,checkpoint_step
covid_political,election2020,0.6786919387755102,0.7065013361341533,0.654693757340973,0.41664391946043106,0.36890165726897395,10000
covid_political,ukr_rus_suspended,0.5540100000000001,0.7004851953583001,0.6888246375024026,0.44867417916111224,0.21799163523651927,10000
covid_political,twibot20,0.6155908163265306,0.7056303311994705,0.6852177454779766,0.43667427082652627,0.34903310531767484,10000
covid_political,cp_hk_twitter,0.47554132653061226,0.7099086472167221,0.6988570281533631,0.4505968021319671,0.17315318579919078,10000
covid_political,facebook_page_reference,0.5500492346938776,0.7254949641201972,0.696450302586792,0.4488523004718801,0.20468790492499095,10000
election2020,ukr_rus_twitter,0.5032330612244897,0.7462433697277095,0.751697094320962,0.45097674555556627,0.2013519843763375,46000
election2020,covid19_twitter,0.5282122448979591,0.7388237967428309,0.7258299264566599,0.4495295942150893,0.22655628495623403,46000
election2020,midterm,0.54989,0.7268846394287656,0.7093015555215425,0.4496364407630467,0.21172481742332327,46000
election2020,covid_political,0.6396483673469389,0.7283570419813155,0.7271259025307913,0.43034014127352843,0.4259868816339517,46000
election2020,election2020,0.9580344897959183,0.6288651946327468,0.4638880668547509,0.18313087623052576,0.8927773251585724,46000
election2020,ukr_rus_suspended,0.5232844897959184,0.7289486353702047,0.7188614153471578,0.45037793784362096,0.1976808560127497,46000
election2020,twibot20,0.5483967857142857,0.7555952552055811,0.7377896923749516,0.4469964431047165,0.25441418673515526,46000
election2020,cp_hk_twitter,0.5112919387755103,0.7334386938441628,0.7208634482332025,0.45081359888681427,0.18460044359717354,46000
election2020,facebook_page_reference,0.5409707653061224,0.7734059885868739,0.7527303270152231,0.4498907906469392,0.19733635169929614,46000
ukr_rus_suspended,ukr_rus_twitter,0.6613620408163265,0.6884279431288362,0.6542190887087438,0.4163259042972363,0.4034347172398722,50000
ukr_rus_suspended,covid19_twitter,0.6520739795918367,0.692413158024524,0.661435900820552,0.42600758176590214,0.34459573065450505,50000
ukr_rus_suspended,midterm,0.678240918367347,0.709659424412702,0.6521423311820774,0.4246809679594986,0.337880606059065,50000
ukr_rus_suspended,covid_political,0.5919613775510204,0.7422993084939792,0.6835968858557769,0.4397316612516524,0.26818191749704373,50000
ukr_rus_suspended,election2020,0.5969045918367346,0.8117869017171929,0.7099791029278207,0.44481457463819607,0.22808797969430344,50000
ukr_rus_suspended,ukr_rus_suspended,0.9246719387755101,0.6313596534780416,0.4721410799522248,0.20323448644508654,0.8719720387454717,50000
ukr_rus_suspended,twibot20,0.617790612244898,0.7072109570393805,0.6755586290554709,0.4368911741246133,0.29259115554072274,50000
ukr_rus_suspended,cp_hk_twitter,0.6354364285714286,0.7224189282570084,0.6724998939157557,0.4377238185145156,0.28330150808246946,50000
ukr_rus_suspended,facebook_page_reference,0.6737511734693878,0.7030392220211957,0.6521717024977277,0.42102283560465287,0.3413653523245285,50000
twibot20,ukr_rus_twitter,0.6709748979591836,0.6900702062226174,0.6485260990194328,0.4098563707295676,0.43697534037202335,56000
twibot20,covid19_twitter,0.7159080612244898,0.6835813335527381,0.6251054821223552,0.38411517521383703,0.5168437944486566,56000
twibot20,midterm,0.7512606122448979,0.7093080816806009,0.6308374725156444,0.3990604814502909,0.4322582026314828,56000
twibot20,covid_political,0.8067906122448979,0.723780235425797,0.564623237466303,0.3104575069922648,0.6822284860344462,56000
twibot20,election2020,0.7247863265306123,0.8492072598425139,0.6626165993898482,0.40031932631697437,0.4110870997236042,56000
twibot20,ukr_rus_suspended,0.6571841836734693,0.7094208632593235,0.6596157698831289,0.4258579707420965,0.32501633853166584,56000
twibot20,twibot20,0.9022122448979593,0.6351664305365521,0.49410305012043726,0.2361229783714356,0.8132184464055761,56000
twibot20,cp_hk_twitter,0.7046166326530612,0.6975549627834747,0.633118560343148,0.39174177397294857,0.4588164349768164,56000
twibot20,facebook_page_reference,0.7087342346938775,0.7256582140936082,0.650415289759063,0.4071569895224264,0.3990752650016392,56000
cp_hk_twitter,ukr_rus_twitter,0.702778469387755,0.6971553866109802,0.6619004450621093,0.41660139017214654,0.41774526579157445,26000
cp_hk_twitter,covid19_twitter,0.7147460204081632,0.6956522239268619,0.6669991730825134,0.4181128347516808,0.4125923629184091,26000
cp_hk_twitter,midterm,0.6651940816326531,0.7103053492290509,0.6781570013655762,0.4334087754762212,0.29559610006494014,26000
cp_hk_twitter,covid_political,0.6748577551020408,0.7386618119303409,0.6723996388876923,0.4244970665253172,0.32495615495011454,26000
cp_hk_twitter,election2020,0.5872930102040816,0.7515711361722831,0.6898551273797977,0.4472087974482373,0.22486962249899795,26000
cp_hk_twitter,ukr_rus_suspended,0.6206355102040817,0.7132195232062212,0.6798918333915283,0.4379096234688178,0.2779303145243499,26000
cp_hk_twitter,twibot20,0.672303163265306,0.7106156581957497,0.6753688358794313,0.43248395939058526,0.3301205932952094,26000
cp_hk_twitter,cp_hk_twitter,0.9690350000000001,0.601342174974558,0.396858885269629,0.0968015528989817,0.9596735778380934,26000
cp_hk_twitter,facebook_page_reference,0.6346557142857143,0.7218552580526588,0.6714016577553549,0.43427255540839943,0.2967648763354545,26000
facebook_page_reference,ukr_rus_twitter,0.6950044897959183,0.7308833252606396,0.6425796908961736,0.40826813722327393,0.4015496150897277,44000
facebook_page_reference,covid19_twitter,0.7344797959183673,0.7241109662622482,0.6239276733830519,0.3897465814077085,0.45345932896105356,44000
facebook_page_reference,midterm,0.6955873469387756,0.8543079694151618,0.6903252541570425,0.4212448201527945,0.31027166135156387,44000
facebook_page_reference,covid_political,0.6850044387755102,1.0039064499272017,0.7313030249700823,0.41761406158211656,0.3301607501824488,44000
facebook_page_reference,election2020,0.5838738265306123,1.199808912962753,0.8436941025066274,0.44449511225979804,0.217909751053842,44000
facebook_page_reference,ukr_rus_suspended,0.682370918367347,0.7897398191023911,0.6672240344935989,0.42301294820880775,0.3205124201844398,44000
facebook_page_reference,twibot20,0.7478470408163267,0.7564208235320388,0.6267292836265608,0.39037385774530853,0.4384649702928173,44000
facebook_page_reference,cp_hk_twitter,0.6605526530612245,0.8033933345227301,0.6482390688040238,0.4037147587025017,0.4122572666628434,44000
facebook_page_reference,facebook_page_reference,0.9284473979591835,0.6369134545101711,0.4859871684465464,0.22984760640756016,0.8283808588999386,44000
