model,dataset,shots,target,task,split,run,spearman,rmse,mae,r2,mse
MIX,ukr_rus_twitter,10,account_age_days,regression,test,eval_MIX_to_ukr_rus_twitter_reg_10shot_account_age_days_09_07_2026_17_10_19,0.07703031346775366,7.1966152606427976,7.0680694580078125,-27.207157135009766,51.7912712097168
MIX,ukr_rus_twitter,10,statuses_count,regression,test,eval_MIX_to_ukr_rus_twitter_reg_10shot_statuses_count_09_07_2026_17_10_19,0.14012089746936793,7.902268202416312,7.4989519119262695,-8.894180297851562,62.44584274291992
NM,covid19_twitter,10,statuses_count,regression,test,eval_NM_to_covid19_twitter_reg_10shot_statuses_count_09_07_2026_17_12_10,-0.02848686181695186,8.191415098200991,7.889354228973389,-13.006561279296875,67.09928131103516
NM,covid19_twitter,10,followers_count,regression,test,eval_NM_to_covid19_twitter_reg_10shot_followers_count_09_07_2026_17_12_10,-0.0765577187841977,5.5561859642089075,5.172481060028076,-6.668301105499268,30.87120246887207
NM,covid19_twitter,10,account_age_days,regression,test,eval_NM_to_covid19_twitter_reg_10shot_account_age_days_09_07_2026_17_12_10,0.044100561455812926,7.460839076166901,7.375690937042236,-44.133182525634766,55.664119720458984
CL,covid19_twitter,10,followers_count,regression,test,eval_CL_to_covid19_twitter_reg_10shot_followers_count_09_07_2026_17_12_13,-0.16855012181300458,5.59294011737066,5.1996870040893555,-6.770088195800781,31.28097915649414
CL,covid19_twitter,10,statuses_count,regression,test,eval_CL_to_covid19_twitter_reg_10shot_statuses_count_09_07_2026_17_16_13,-0.21571955538082513,8.245818494488159,7.9295806884765625,-13.193229675292969,67.99352264404297
CL,covid19_twitter,10,account_age_days,regression,test,eval_CL_to_covid19_twitter_reg_10shot_account_age_days_09_07_2026_17_16_13,-0.0885545605857191,7.505862932603892,7.415299415588379,-44.67955780029297,56.33797836303711
FP,covid19_twitter,10,followers_count,regression,test,eval_FP_to_covid19_twitter_reg_10shot_followers_count_09_07_2026_17_16_14,0.2403043542668442,5.3252127734733445,4.939977645874023,-6.044003009796143,28.357891082763672
FP,covid19_twitter,10,statuses_count,regression,test,eval_FP_to_covid19_twitter_reg_10shot_statuses_count_09_07_2026_17_16_14,0.2305739948085812,7.961909930105177,7.658311367034912,-12.232691764831543,63.39200973510742
FP,covid19_twitter,10,account_age_days,regression,test,eval_FP_to_covid19_twitter_reg_10shot_account_age_days_09_07_2026_17_20_28,0.05878688358840294,7.2312213128921305,7.1456217765808105,-41.39786148071289,52.29056167602539
MIX,covid19_twitter,10,followers_count,regression,test,eval_MIX_to_covid19_twitter_reg_10shot_followers_count_09_07_2026_17_20_34,0.16076890208788133,5.331860795981971,4.950477123260498,-6.061601638793945,28.428739547729492
MIX,covid19_twitter,10,account_age_days,regression,test,eval_MIX_to_covid19_twitter_reg_10shot_account_age_days_09_07_2026_17_20_35,0.07518974943342481,7.222926925447974,7.136369705200195,-41.30065155029297,52.17067337036133
MIX,covid19_twitter,10,statuses_count,regression,test,eval_MIX_to_covid19_twitter_reg_10shot_statuses_count_09_07_2026_17_20_35,0.12029137046097495,7.949625200757551,7.647272109985352,-12.191888809204102,63.19654083251953
NM,twibot20,10,statuses_count,regression,test,eval_NM_to_twibot20_reg_10shot_statuses_count_09_07_2026_17_25_27,0.06259008073215844,8.449133870354977,8.105243682861328,-11.486600875854492,71.38786315917969
NM,twibot20,10,followers_count,regression,test,eval_NM_to_twibot20_reg_10shot_followers_count_09_07_2026_17_25_27,0.14131149537512006,8.317230026133531,7.75342321395874,-6.533519744873047,69.17631530761719
NM,twibot20,10,account_age_days,regression,test,eval_NM_to_twibot20_reg_10shot_account_age_days_09_07_2026_17_25_28,0.056471171182373756,7.772332040978731,7.68785285949707,-45.90118408203125,60.40914535522461
CL,twibot20,10,followers_count,regression,test,eval_CL_to_twibot20_reg_10shot_followers_count_09_07_2026_17_25_28,-0.06590133623730586,8.385390483428324,7.81448221206665,-6.657500743865967,70.31477355957031
CL,twibot20,10,statuses_count,regression,test,eval_CL_to_twibot20_reg_10shot_statuses_count_09_07_2026_17_25_41,-0.05816875177586175,8.52563604851499,8.169377326965332,-11.71374225616455,72.68647003173828
CL,twibot20,10,account_age_days,regression,test,eval_CL_to_twibot20_reg_10shot_account_age_days_09_07_2026_17_25_41,-0.07570675745125917,7.846535237566642,7.753562927246094,-46.80099868774414,61.568115234375
FP,twibot20,10,statuses_count,regression,test,eval_FP_to_twibot20_reg_10shot_statuses_count_09_07_2026_17_25_42,0.15155429060590714,8.228838512460927,7.876864433288574,-10.843958854675293,67.71378326416016
FP,twibot20,10,followers_count,regression,test,eval_FP_to_twibot20_reg_10shot_followers_count_09_07_2026_17_25_42,0.10440040247750866,8.106635834652009,7.5231146812438965,-6.156847953796387,65.71754455566406
FP,twibot20,10,account_age_days,regression,test,eval_FP_to_twibot20_reg_10shot_account_age_days_09_07_2026_17_25_55,0.05774584604707877,7.546795641242951,7.461183071136475,-43.21873474121094,56.954124450683594
MIX,twibot20,10,statuses_count,regression,test,eval_MIX_to_twibot20_reg_10shot_statuses_count_09_07_2026_17_25_56,0.022287321473649625,8.151193973633603,7.793371200561523,-10.621502876281738,66.44196319580078
MIX,twibot20,10,followers_count,regression,test,eval_MIX_to_twibot20_reg_10shot_followers_count_09_07_2026_17_25_56,-0.1053002475786942,8.047293109586699,7.443381309509277,-6.0524516105651855,64.75892639160156
MIX,twibot20,10,account_age_days,regression,test,eval_MIX_to_twibot20_reg_10shot_account_age_days_09_07_2026_17_25_56,-0.03517145990771501,7.464907882949912,7.375756740570068,-42.26433181762695,55.724849700927734
