objective	task	run_id	sources	mixture_size	target	auc	checkpoint_step
lp	cls	ss_cp_hk_twitter	cp_hk_twitter	1	twibot20	0.6608597576981772	3250
lp	cls	ss_cp_hk_twitter	cp_hk_twitter	1	ukr_rus_suspended	0.5148136229150067	3250
lp	cls	ss_facebook_page_reference	facebook_page_reference	1	covid_political	0.896615630532612	4250
lp	cls	ss_facebook_page_reference	facebook_page_reference	1	election2020	0.962812320753227	4250
lp	cls	ss_facebook_page_reference	facebook_page_reference	1	facebook_page_reference	0.7761974667338939	4250
lp	cls	ss_facebook_page_reference	facebook_page_reference	1	twibot20	0.6117983916277895	4250
lp	cls	ss_facebook_page_reference	facebook_page_reference	1	ukr_rus_suspended	0.5177015001586351	4250
lp	cls	pair_ukr_rus_twitter__covid19_twitter	ukr_rus_twitter,covid19_twitter	2	covid_political	0.9055423514516727	4250
lp	cls	pair_ukr_rus_twitter__covid19_twitter	ukr_rus_twitter,covid19_twitter	2	election2020	0.9703153991763243	4250
lp	cls	pair_ukr_rus_twitter__covid19_twitter	ukr_rus_twitter,covid19_twitter	2	facebook_page_reference	0.8114612030137546	4250
lp	cls	pair_ukr_rus_twitter__covid19_twitter	ukr_rus_twitter,covid19_twitter	2	twibot20	0.5797213266449215	4250
lp	cls	pair_ukr_rus_twitter__covid19_twitter	ukr_rus_twitter,covid19_twitter	2	ukr_rus_suspended	0.5428365662300716	4250
lp	cls	pair_ukr_rus_twitter__midterm	ukr_rus_twitter,midterm	2	covid_political	0.9252206148772026	4250
lp	cls	pair_ukr_rus_twitter__midterm	ukr_rus_twitter,midterm	2	election2020	0.9808263207504099	4250
lp	cls	pair_ukr_rus_twitter__midterm	ukr_rus_twitter,midterm	2	facebook_page_reference	0.8107773764367366	4250
lp	cls	pair_ukr_rus_twitter__midterm	ukr_rus_twitter,midterm	2	twibot20	0.6147174254785032	4250
lp	cls	pair_ukr_rus_twitter__midterm	ukr_rus_twitter,midterm	2	ukr_rus_suspended	0.5344278136804543	4250
lp	cls	pair_ukr_rus_twitter__covid_political	ukr_rus_twitter,covid_political	2	covid_political	0.9045356693043853	4000
lp	cls	pair_ukr_rus_twitter__covid_political	ukr_rus_twitter,covid_political	2	election2020	0.9814337327276813	4000
lp	cls	pair_ukr_rus_twitter__covid_political	ukr_rus_twitter,covid_political	2	facebook_page_reference	0.7965167322729159	4000
lp	cls	pair_ukr_rus_twitter__covid_political	ukr_rus_twitter,covid_political	2	twibot20	0.6151188831430614	4000
lp	cls	pair_ukr_rus_twitter__covid_political	ukr_rus_twitter,covid_political	2	ukr_rus_suspended	0.5313298655616813	4000
lp	cls	pair_ukr_rus_twitter__election2020	ukr_rus_twitter,election2020	2	covid_political	0.7817250237646192	4500
lp	cls	pair_ukr_rus_twitter__election2020	ukr_rus_twitter,election2020	2	election2020	0.9696365181867547	4500
lp	cls	pair_ukr_rus_twitter__election2020	ukr_rus_twitter,election2020	2	facebook_page_reference	0.7911647023269311	4500
lp	cls	pair_ukr_rus_twitter__election2020	ukr_rus_twitter,election2020	2	twibot20	0.584737839028606	4500
lp	cls	pair_ukr_rus_twitter__election2020	ukr_rus_twitter,election2020	2	ukr_rus_suspended	0.5367380751840536	4500
lp	cls	pair_ukr_rus_twitter__ukr_rus_suspended	ukr_rus_twitter,ukr_rus_suspended	2	covid_political	0.8771501010040053	3000
lp	cls	pair_ukr_rus_twitter__ukr_rus_suspended	ukr_rus_twitter,ukr_rus_suspended	2	election2020	0.9692267692790038	3000
lp	cls	pair_ukr_rus_twitter__ukr_rus_suspended	ukr_rus_twitter,ukr_rus_suspended	2	facebook_page_reference	0.8006687568772468	3000
lp	cls	pair_ukr_rus_twitter__ukr_rus_suspended	ukr_rus_twitter,ukr_rus_suspended	2	twibot20	0.5984415311974233	3000
lp	cls	pair_ukr_rus_twitter__ukr_rus_suspended	ukr_rus_twitter,ukr_rus_suspended	2	ukr_rus_suspended	0.5132035373751148	3000
lp	cls	pair_ukr_rus_twitter__twibot20	ukr_rus_twitter,twibot20	2	covid_political	0.9342888086487126	4250
lp	cls	pair_ukr_rus_twitter__twibot20	ukr_rus_twitter,twibot20	2	election2020	0.9831701146767121	4250
lp	cls	pair_ukr_rus_twitter__twibot20	ukr_rus_twitter,twibot20	2	facebook_page_reference	0.8054570121959341	4250
lp	cls	pair_ukr_rus_twitter__twibot20	ukr_rus_twitter,twibot20	2	twibot20	0.565207027607219	4250
lp	cls	pair_ukr_rus_twitter__twibot20	ukr_rus_twitter,twibot20	2	ukr_rus_suspended	0.5433493966435881	4250
lp	cls	pair_ukr_rus_twitter__cp_hk_twitter	ukr_rus_twitter,cp_hk_twitter	2	covid_political	0.8708395958086509	3000
lp	cls	pair_ukr_rus_twitter__cp_hk_twitter	ukr_rus_twitter,cp_hk_twitter	2	election2020	0.9227884207096693	3000
lp	cls	pair_ukr_rus_twitter__cp_hk_twitter	ukr_rus_twitter,cp_hk_twitter	2	facebook_page_reference	0.8005141474497568	3000
lp	cls	pair_ukr_rus_twitter__cp_hk_twitter	ukr_rus_twitter,cp_hk_twitter	2	twibot20	0.5976389793626246	3000
lp	cls	pair_ukr_rus_twitter__cp_hk_twitter	ukr_rus_twitter,cp_hk_twitter	2	ukr_rus_suspended	0.5428788154591584	3000
lp	cls	pair_ukr_rus_twitter__facebook_page_reference	ukr_rus_twitter,facebook_page_reference	2	covid_political	0.8858004458051392	4500
lp	cls	pair_ukr_rus_twitter__facebook_page_reference	ukr_rus_twitter,facebook_page_reference	2	election2020	0.9585211535728685	4500
lp	cls	pair_ukr_rus_twitter__facebook_page_reference	ukr_rus_twitter,facebook_page_reference	2	facebook_page_reference	0.7774357076304709	4500
lp	cls	pair_ukr_rus_twitter__facebook_page_reference	ukr_rus_twitter,facebook_page_reference	2	twibot20	0.5778217634982088	4500
lp	cls	pair_ukr_rus_twitter__facebook_page_reference	ukr_rus_twitter,facebook_page_reference	2	ukr_rus_suspended	0.5390947476350797	4500
lp	cls	pair_covid19_twitter__midterm	covid19_twitter,midterm	2	covid_political	0.9281877416771139	3500
lp	cls	pair_covid19_twitter__midterm	covid19_twitter,midterm	2	election2020	0.9818524585522438	3500
lp	cls	pair_covid19_twitter__midterm	covid19_twitter,midterm	2	facebook_page_reference	0.8154018638713932	3500
lp	cls	pair_covid19_twitter__midterm	covid19_twitter,midterm	2	twibot20	0.6242351897802381	3500
lp	cls	pair_covid19_twitter__midterm	covid19_twitter,midterm	2	ukr_rus_suspended	0.5287483109978921	3500
lp	cls	pair_covid19_twitter__covid_political	covid19_twitter,covid_political	2	covid_political	0.9102765844333676	4000
lp	cls	pair_covid19_twitter__covid_political	covid19_twitter,covid_political	2	election2020	0.9814867994966492	4000
lp	cls	pair_covid19_twitter__covid_political	covid19_twitter,covid_political	2	facebook_page_reference	0.8027707980415533	4000
lp	cls	pair_covid19_twitter__covid_political	covid19_twitter,covid_political	2	twibot20	0.6122537918491372	4000
lp	cls	pair_covid19_twitter__covid_political	covid19_twitter,covid_political	2	ukr_rus_suspended	0.5233948692284409	4000
lp	cls	pair_covid19_twitter__election2020	covid19_twitter,election2020	2	covid_political	0.8157447003356015	4750
lp	cls	pair_covid19_twitter__election2020	covid19_twitter,election2020	2	election2020	0.969251007632825	4750
lp	cls	pair_covid19_twitter__election2020	covid19_twitter,election2020	2	facebook_page_reference	0.8021263017526857	4750
lp	cls	pair_covid19_twitter__election2020	covid19_twitter,election2020	2	twibot20	0.597747664163703	4750
lp	cls	pair_covid19_twitter__election2020	covid19_twitter,election2020	2	ukr_rus_suspended	0.528469863335001	4750
lp	cls	pair_covid19_twitter__ukr_rus_suspended	covid19_twitter,ukr_rus_suspended	2	covid_political	0.9020731961029127	3250
lp	cls	pair_covid19_twitter__ukr_rus_suspended	covid19_twitter,ukr_rus_suspended	2	election2020	0.976306971503253	3250
lp	cls	pair_covid19_twitter__ukr_rus_suspended	covid19_twitter,ukr_rus_suspended	2	facebook_page_reference	0.8119511144283071	3250
lp	cls	pair_covid19_twitter__ukr_rus_suspended	covid19_twitter,ukr_rus_suspended	2	twibot20	0.5898004424918112	3250
lp	cls	pair_covid19_twitter__ukr_rus_suspended	covid19_twitter,ukr_rus_suspended	2	ukr_rus_suspended	0.5152131330721333	3250
lp	cls	pair_covid19_twitter__twibot20	covid19_twitter,twibot20	2	covid_political	0.9354994643732534	4000
lp	cls	pair_covid19_twitter__twibot20	covid19_twitter,twibot20	2	election2020	0.9830132326609173	4000
lp	cls	pair_covid19_twitter__twibot20	covid19_twitter,twibot20	2	facebook_page_reference	0.8099142348818622	4000
lp	cls	pair_covid19_twitter__twibot20	covid19_twitter,twibot20	2	twibot20	0.5716854705185316	4000
lp	cls	pair_covid19_twitter__twibot20	covid19_twitter,twibot20	2	ukr_rus_suspended	0.5344898693677033	4000
lp	cls	pair_covid19_twitter__cp_hk_twitter	covid19_twitter,cp_hk_twitter	2	covid_political	0.90051191217389	4250
lp	cls	pair_covid19_twitter__cp_hk_twitter	covid19_twitter,cp_hk_twitter	2	election2020	0.968856661986191	4250
lp	cls	pair_covid19_twitter__cp_hk_twitter	covid19_twitter,cp_hk_twitter	2	facebook_page_reference	0.8128990043313261	4250
lp	cls	pair_covid19_twitter__cp_hk_twitter	covid19_twitter,cp_hk_twitter	2	twibot20	0.5864625177890485	4250
lp	cls	pair_covid19_twitter__cp_hk_twitter	covid19_twitter,cp_hk_twitter	2	ukr_rus_suspended	0.5291584018057754	4250
lp	cls	pair_covid19_twitter__facebook_page_reference	covid19_twitter,facebook_page_reference	2	covid_political	0.9032134698612573	4250
lp	cls	pair_covid19_twitter__facebook_page_reference	covid19_twitter,facebook_page_reference	2	election2020	0.9695222357392694	4250
lp	cls	pair_covid19_twitter__facebook_page_reference	covid19_twitter,facebook_page_reference	2	facebook_page_reference	0.7748154735529789	4250
lp	cls	pair_covid19_twitter__facebook_page_reference	covid19_twitter,facebook_page_reference	2	twibot20	0.5781151034128249	4250
lp	cls	pair_covid19_twitter__facebook_page_reference	covid19_twitter,facebook_page_reference	2	ukr_rus_suspended	0.5367652377014346	4250
lp	cls	pair_midterm__covid_political	midterm,covid_political	2	covid_political	0.909055703984006	3000
lp	cls	pair_midterm__covid_political	midterm,covid_political	2	election2020	0.9817226155125697	3000
lp	cls	pair_midterm__covid_political	midterm,covid_political	2	facebook_page_reference	0.8052396783874247	3000
lp	cls	pair_midterm__covid_political	midterm,covid_political	2	twibot20	0.6316169596910682	3000
lp	cls	pair_midterm__covid_political	midterm,covid_political	2	ukr_rus_suspended	0.5232270334225	3000
lp	cls	pair_midterm__election2020	midterm,election2020	2	covid_political	0.829033818050829	3250
lp	cls	pair_midterm__election2020	midterm,election2020	2	election2020	0.9705510274933689	3250
lp	cls	pair_midterm__election2020	midterm,election2020	2	facebook_page_reference	0.8067070501843846	3250
lp	cls	pair_midterm__election2020	midterm,election2020	2	twibot20	0.6026981368996953	3250
lp	cls	pair_midterm__election2020	midterm,election2020	2	ukr_rus_suspended	0.5263768221601994	3250
lp	cls	pair_midterm__ukr_rus_suspended	midterm,ukr_rus_suspended	2	covid_political	0.9231983388177896	2250
lp	cls	pair_midterm__ukr_rus_suspended	midterm,ukr_rus_suspended	2	election2020	0.9803821092306146	2250
lp	cls	pair_midterm__ukr_rus_suspended	midterm,ukr_rus_suspended	2	facebook_page_reference	0.8134231811097458	2250
lp	cls	pair_midterm__ukr_rus_suspended	midterm,ukr_rus_suspended	2	twibot20	0.6086172347544885	2250
lp	cls	pair_midterm__ukr_rus_suspended	midterm,ukr_rus_suspended	2	ukr_rus_suspended	0.5193862604160534	2250
lp	cls	pair_midterm__twibot20	midterm,twibot20	2	covid_political	0.9283775063901243	3500
lp	cls	pair_midterm__twibot20	midterm,twibot20	2	election2020	0.9835558378052724	3500
lp	cls	pair_midterm__twibot20	midterm,twibot20	2	facebook_page_reference	0.810224255647599	3500
lp	cls	pair_midterm__twibot20	midterm,twibot20	2	twibot20	0.5907060376958729	3500
lp	cls	pair_midterm__twibot20	midterm,twibot20	2	ukr_rus_suspended	0.5308203511353111	3500
lp	cls	pair_midterm__cp_hk_twitter	midterm,cp_hk_twitter	2	covid_political	0.9225748412343722	4000
lp	cls	pair_midterm__cp_hk_twitter	midterm,cp_hk_twitter	2	election2020	0.9803969319497693	4000
lp	cls	pair_midterm__cp_hk_twitter	midterm,cp_hk_twitter	2	facebook_page_reference	0.8145259614765373	4000
lp	cls	pair_midterm__cp_hk_twitter	midterm,cp_hk_twitter	2	twibot20	0.632363984133851	4000
lp	cls	pair_midterm__cp_hk_twitter	midterm,cp_hk_twitter	2	ukr_rus_suspended	0.5284389368632663	4000
lp	cls	pair_midterm__facebook_page_reference	midterm,facebook_page_reference	2	covid_political	0.9230937528732153	4000
lp	cls	pair_midterm__facebook_page_reference	midterm,facebook_page_reference	2	election2020	0.9819035972886953	4000
lp	cls	pair_midterm__facebook_page_reference	midterm,facebook_page_reference	2	facebook_page_reference	0.7742575942042891	4000
lp	cls	pair_midterm__facebook_page_reference	midterm,facebook_page_reference	2	twibot20	0.6033705432288816	4000
lp	cls	pair_midterm__facebook_page_reference	midterm,facebook_page_reference	2	ukr_rus_suspended	0.521853777074837	4000
lp	cls	pair_covid_political__election2020	covid_political,election2020	2	covid_political	0.8744467477339773	3500
lp	cls	pair_covid_political__election2020	covid_political,election2020	2	election2020	0.9714516189767868	3500
lp	cls	pair_covid_political__election2020	covid_political,election2020	2	facebook_page_reference	0.7828594391722437	3500
lp	cls	pair_covid_political__election2020	covid_political,election2020	2	twibot20	0.6779837423822133	3500
lp	cls	pair_covid_political__election2020	covid_political,election2020	2	ukr_rus_suspended	0.5153965042006188	3500
lp	cls	pair_covid_political__ukr_rus_suspended	covid_political,ukr_rus_suspended	2	covid_political	0.9030158182494207	3250
lp	cls	pair_covid_political__ukr_rus_suspended	covid_political,ukr_rus_suspended	2	election2020	0.9810308236832744	3250
lp	cls	pair_covid_political__ukr_rus_suspended	covid_political,ukr_rus_suspended	2	facebook_page_reference	0.7961330465358246	3250
lp	cls	pair_covid_political__ukr_rus_suspended	covid_political,ukr_rus_suspended	2	twibot20	0.6416792530209212	3250
lp	cls	pair_covid_political__ukr_rus_suspended	covid_political,ukr_rus_suspended	2	ukr_rus_suspended	0.5207158991750267	3250
lp	cls	pair_covid_political__twibot20	covid_political,twibot20	2	covid_political	0.9082917758216423	4250
lp	cls	pair_covid_political__twibot20	covid_political,twibot20	2	election2020	0.9814209204217889	4250
lp	cls	pair_covid_political__twibot20	covid_political,twibot20	2	facebook_page_reference	0.8035303452970176	4250
lp	cls	pair_covid_political__twibot20	covid_political,twibot20	2	twibot20	0.5926242553709848	4250
lp	cls	pair_covid_political__twibot20	covid_political,twibot20	2	ukr_rus_suspended	0.5237634632119295	4250
lp	cls	pair_covid_political__cp_hk_twitter	covid_political,cp_hk_twitter	2	covid_political	0.9016583521006101	3000
lp	cls	pair_covid_political__cp_hk_twitter	covid_political,cp_hk_twitter	2	election2020	0.9807477405028988	3000
lp	cls	pair_covid_political__cp_hk_twitter	covid_political,cp_hk_twitter	2	facebook_page_reference	0.8000333452431801	3000
lp	cls	pair_covid_political__cp_hk_twitter	covid_political,cp_hk_twitter	2	twibot20	0.6668497805642961	3000
lp	cls	pair_covid_political__cp_hk_twitter	covid_political,cp_hk_twitter	2	ukr_rus_suspended	0.5238877502977028	3000
lp	cls	pair_covid_political__facebook_page_reference	covid_political,facebook_page_reference	2	covid_political	0.9101282826223364	4250
lp	cls	pair_covid_political__facebook_page_reference	covid_political,facebook_page_reference	2	election2020	0.9812947089192321	4250
lp	cls	pair_covid_political__facebook_page_reference	covid_political,facebook_page_reference	2	facebook_page_reference	0.7763953514379353	4250
lp	cls	pair_covid_political__facebook_page_reference	covid_political,facebook_page_reference	2	twibot20	0.6643654132190321	4250
lp	cls	pair_covid_political__facebook_page_reference	covid_political,facebook_page_reference	2	ukr_rus_suspended	0.5255432111826692	4250
lp	cls	pair_election2020__ukr_rus_suspended	election2020,ukr_rus_suspended	2	covid_political	0.8372199842804092	3250
lp	cls	pair_election2020__ukr_rus_suspended	election2020,ukr_rus_suspended	2	election2020	0.9709930790223122	3250
lp	cls	pair_election2020__ukr_rus_suspended	election2020,ukr_rus_suspended	2	facebook_page_reference	0.778055750169237	3250
lp	cls	pair_election2020__ukr_rus_suspended	election2020,ukr_rus_suspended	2	twibot20	0.6241636686382308	3250
lp	cls	pair_election2020__ukr_rus_suspended	election2020,ukr_rus_suspended	2	ukr_rus_suspended	0.5220539180102123	3250
lp	cls	pair_election2020__twibot20	election2020,twibot20	2	covid_political	0.8109091805639977	4000
lp	cls	pair_election2020__twibot20	election2020,twibot20	2	election2020	0.9706382674110545	4000
lp	cls	pair_election2020__twibot20	election2020,twibot20	2	facebook_page_reference	0.7944779191163434	4000
lp	cls	pair_election2020__twibot20	election2020,twibot20	2	twibot20	0.576811249294203	4000
lp	cls	pair_election2020__twibot20	election2020,twibot20	2	ukr_rus_suspended	0.5301433594054925	4000
lp	cls	pair_election2020__cp_hk_twitter	election2020,cp_hk_twitter	2	covid_political	0.7665605744519263	4000
lp	cls	pair_election2020__cp_hk_twitter	election2020,cp_hk_twitter	2	election2020	0.9676286519433127	4000
lp	cls	pair_election2020__cp_hk_twitter	election2020,cp_hk_twitter	2	facebook_page_reference	0.7916502105817099	4000
lp	cls	pair_election2020__cp_hk_twitter	election2020,cp_hk_twitter	2	twibot20	0.6774314491154627	4000
lp	cls	pair_election2020__cp_hk_twitter	election2020,cp_hk_twitter	2	ukr_rus_suspended	0.5318968980764297	4000
lp	cls	pair_election2020__facebook_page_reference	election2020,facebook_page_reference	2	covid_political	0.8450292561428658	4000
lp	cls	pair_election2020__facebook_page_reference	election2020,facebook_page_reference	2	election2020	0.9716659937075067	4000
lp	cls	pair_election2020__facebook_page_reference	election2020,facebook_page_reference	2	facebook_page_reference	0.7835951898724319	4000
lp	cls	pair_election2020__facebook_page_reference	election2020,facebook_page_reference	2	twibot20	0.6394790800732328	4000
lp	cls	pair_election2020__facebook_page_reference	election2020,facebook_page_reference	2	ukr_rus_suspended	0.5217180661816376	4000
lp	cls	pair_ukr_rus_suspended__twibot20	ukr_rus_suspended,twibot20	2	covid_political	0.929134150823213	4250
lp	cls	pair_ukr_rus_suspended__twibot20	ukr_rus_suspended,twibot20	2	election2020	0.9830746418534222	4250
lp	cls	pair_ukr_rus_suspended__twibot20	ukr_rus_suspended,twibot20	2	facebook_page_reference	0.8018280936432672	4250
lp	cls	pair_ukr_rus_suspended__twibot20	ukr_rus_suspended,twibot20	2	twibot20	0.5958483772726719	4250
lp	cls	pair_ukr_rus_suspended__twibot20	ukr_rus_suspended,twibot20	2	ukr_rus_suspended	0.5235676603498008	4250
lp	cls	pair_ukr_rus_suspended__cp_hk_twitter	ukr_rus_suspended,cp_hk_twitter	2	covid_political	0.8773329144708119	2500
lp	cls	pair_ukr_rus_suspended__cp_hk_twitter	ukr_rus_suspended,cp_hk_twitter	2	election2020	0.9481880455083387	2500
lp	cls	pair_ukr_rus_suspended__cp_hk_twitter	ukr_rus_suspended,cp_hk_twitter	2	facebook_page_reference	0.8052050383697542	2500
lp	cls	pair_ukr_rus_suspended__cp_hk_twitter	ukr_rus_suspended,cp_hk_twitter	2	twibot20	0.6157492840688612	2500
lp	cls	pair_ukr_rus_suspended__cp_hk_twitter	ukr_rus_suspended,cp_hk_twitter	2	ukr_rus_suspended	0.5157875454604491	2500
lp	cls	pair_ukr_rus_suspended__facebook_page_reference	ukr_rus_suspended,facebook_page_reference	2	covid_political	0.8966112734377022	3750
lp	cls	pair_ukr_rus_suspended__facebook_page_reference	ukr_rus_suspended,facebook_page_reference	2	election2020	0.9691775485601545	3750
lp	cls	pair_ukr_rus_suspended__facebook_page_reference	ukr_rus_suspended,facebook_page_reference	2	facebook_page_reference	0.7731954838106315	3750
lp	cls	pair_ukr_rus_suspended__facebook_page_reference	ukr_rus_suspended,facebook_page_reference	2	twibot20	0.6172233116873921	3750
lp	cls	pair_ukr_rus_suspended__facebook_page_reference	ukr_rus_suspended,facebook_page_reference	2	ukr_rus_suspended	0.5132107260902616	3750
lp	cls	pair_twibot20__cp_hk_twitter	twibot20,cp_hk_twitter	2	covid_political	0.9300261641721541	4500
lp	cls	pair_twibot20__cp_hk_twitter	twibot20,cp_hk_twitter	2	election2020	0.9829671207652759	4500
lp	cls	pair_twibot20__cp_hk_twitter	twibot20,cp_hk_twitter	2	facebook_page_reference	0.8039574071318322	4500
lp	cls	pair_twibot20__cp_hk_twitter	twibot20,cp_hk_twitter	2	twibot20	0.6039118880467743	4500
lp	cls	pair_twibot20__cp_hk_twitter	twibot20,cp_hk_twitter	2	ukr_rus_suspended	0.5298024660149387	4500
lp	cls	pair_twibot20__facebook_page_reference	twibot20,facebook_page_reference	2	covid_political	0.9268212153646074	5500
lp	cls	pair_twibot20__facebook_page_reference	twibot20,facebook_page_reference	2	election2020	0.9833711889552372	5500
lp	cls	pair_twibot20__facebook_page_reference	twibot20,facebook_page_reference	2	facebook_page_reference	0.7743342655592979	5500
lp	cls	pair_twibot20__facebook_page_reference	twibot20,facebook_page_reference	2	twibot20	0.5635229438922094	5500
lp	cls	pair_twibot20__facebook_page_reference	twibot20,facebook_page_reference	2	ukr_rus_suspended	0.5296466294225787	5500
lp	cls	pair_cp_hk_twitter__facebook_page_reference	cp_hk_twitter,facebook_page_reference	2	covid_political	0.8952765775922237	4500
lp	cls	pair_cp_hk_twitter__facebook_page_reference	cp_hk_twitter,facebook_page_reference	2	election2020	0.9567665364034313	4500
lp	cls	pair_cp_hk_twitter__facebook_page_reference	cp_hk_twitter,facebook_page_reference	2	facebook_page_reference	0.7786282690697971	4500
lp	cls	pair_cp_hk_twitter__facebook_page_reference	cp_hk_twitter,facebook_page_reference	2	twibot20	0.640136408658109	4500
lp	cls	pair_cp_hk_twitter__facebook_page_reference	cp_hk_twitter,facebook_page_reference	2	ukr_rus_suspended	0.5208959665453559	4500
lp	cls	loo_ukr_rus_twitter	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	covid_political	0.8896410408838278	4500
lp	cls	loo_ukr_rus_twitter	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	election2020	0.978225301183038	4500
lp	cls	loo_ukr_rus_twitter	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	facebook_page_reference	0.7903001402578913	4500
lp	cls	loo_ukr_rus_twitter	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	twibot20	0.6201428980494692	4500
lp	cls	loo_ukr_rus_twitter	covid19_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	ukr_rus_suspended	0.518014072495926	4500
lp	cls	loo_covid19_twitter	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	covid_political	0.8782553935395141	3500
lp	cls	loo_covid19_twitter	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	election2020	0.9782433845644225	3500
lp	cls	loo_covid19_twitter	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	facebook_page_reference	0.7922807502954715	3500
lp	cls	loo_covid19_twitter	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	twibot20	0.6147965800011882	3500
lp	cls	loo_covid19_twitter	ukr_rus_twitter,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	ukr_rus_suspended	0.5172340476647175	3500
lp	cls	loo_midterm	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	covid_political	0.8801976125494276	5500
lp	cls	loo_midterm	ukr_rus_twitter,covid19_twitter,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk_twitter,facebook_page_reference	8	election2020	0.977723353036697	5500
