task,arm,rung,training_seed,target,roc_auc,baseline_roc_auc,rung1_roc_auc,delta_vs_baseline,delta_vs_rung1
NM,baseline,5,0,ukr_rus_suspended,0.8173632324427024,0.8173632324427024,0.8228014391044092,0.0,-0.0054382066617068014
NM,baseline,6,0,covid,0.953063919489411,0.953063919489411,0.9596192777841941,0.0,-0.0065553582947830424
NM,baseline,6,0,covid_political,0.8409244811397859,0.8409244811397859,0.8353252941164477,0.0,0.00559918702333817
NM,baseline,6,0,cp_hk,0.7175349694558942,0.7175349694558942,0.7146705894634643,0.0,0.002864379992429944
NM,baseline,6,0,election2020,0.8360367383079967,0.8360367383079967,0.8347588746027015,0.0,0.0012778637052952568
NM,baseline,6,0,facebook_page_reference,0.8444273181345273,0.8444273181345273,0.8804908581163692,0.0,-0.03606353998184186
NM,baseline,6,0,midterm,0.858283816260853,0.858283816260853,0.8602815358118078,0.0,-0.001997719550954735
NM,baseline,6,0,twibot20,0.898582883675893,0.898582883675893,0.9021455705850973,0.0,-0.003562686909204249
NM,baseline,6,0,ukr_rus,0.8984729376332514,0.8984729376332514,0.913072216784817,0.0,-0.014599279151565558
NM,baseline,6,0,ukr_rus_suspended,0.8854176086940984,0.8854176086940984,0.8228014391044092,0.0,0.06261616958968919
NM,baseline,7,0,covid,0.9524236746218012,0.9524236746218012,0.9596192777841941,0.0,-0.007195603162392872
NM,baseline,7,0,covid_political,0.8446954274999686,0.8446954274999686,0.8353252941164477,0.0,0.009370133383520884
NM,baseline,7,0,cp_hk,0.7185269659963147,0.7185269659963147,0.7146705894634643,0.0,0.003856376532850425
NM,baseline,7,0,election2020,0.8383261011934827,0.8383261011934827,0.8347588746027015,0.0,0.003567226590781236
NM,baseline,7,0,facebook_page_reference,0.8459402821529871,0.8459402821529871,0.8804908581163692,0.0,-0.03455057596338207
NM,baseline,7,0,midterm,0.8605382043739845,0.8605382043739845,0.8602815358118078,0.0,0.00025666856217676504
NM,baseline,7,0,twibot20,0.9019428166849861,0.9019428166849861,0.9021455705850973,0.0,-0.00020275390011115224
NM,baseline,7,0,ukr_rus,0.902986845476874,0.902986845476874,0.913072216784817,0.0,-0.010085371307942959
NM,baseline,7,0,ukr_rus_suspended,0.8857108364160032,0.8857108364160032,0.8228014391044092,0.0,0.06290939731159406
NM,baseline,8,0,covid,0.951812512162088,0.951812512162088,0.9596192777841941,0.0,-0.007806765622106138
NM,baseline,8,0,covid_political,0.8417763925146783,0.8417763925146783,0.8353252941164477,0.0,0.006451098398230548
NM,baseline,8,0,cp_hk,0.7127153084195893,0.7127153084195893,0.7146705894634643,0.0,-0.00195528104387499
NM,baseline,8,0,election2020,0.8398378187212452,0.8398378187212452,0.8347588746027015,0.0,0.0050789441185437045
NM,baseline,8,0,facebook_page_reference,0.8740265699638717,0.8740265699638717,0.8804908581163692,0.0,-0.006464288152497444
NM,baseline,8,0,midterm,0.8555233864948667,0.8555233864948667,0.8602815358118078,0.0,-0.004758149316941074
NM,baseline,8,0,twibot20,0.9008236502778941,0.9008236502778941,0.9021455705850973,0.0,-0.0013219203072031283
NM,baseline,8,0,ukr_rus,0.8982843955357869,0.8982843955357869,0.913072216784817,0.0,-0.014787821249030109
NM,baseline,8,0,ukr_rus_suspended,0.8760314176822531,0.8760314176822531,0.8228014391044092,0.0,0.05322997857784395
NM,composition,1,0,covid,0.9574139422383803,0.9596192777841941,0.9574139422383803,-0.0022053355458138135,0.0
NM,composition,1,0,covid_political,0.8398919768717099,0.8353252941164477,0.8398919768717099,0.004566682755262175,0.0
NM,composition,1,0,cp_hk,0.7141802352050255,0.7146705894634643,0.7141802352050255,-0.0004903542584387965,0.0
NM,composition,1,0,election2020,0.8365640384027329,0.8347588746027015,0.8365640384027329,0.001805163800031373,0.0
NM,composition,1,0,facebook_page_reference,0.8787101856593428,0.8804908581163692,0.8787101856593428,-0.0017806724570263999,0.0
NM,composition,1,0,midterm,0.8539057428809418,0.8602815358118078,0.8539057428809418,-0.006375792930865987,0.0
NM,composition,1,0,twibot20,0.8993735460029251,0.9021455705850973,0.8993735460029251,-0.0027720245821721834,0.0
NM,composition,1,0,ukr_rus,0.9131565609197508,0.913072216784817,0.9131565609197508,8.434413493385584e-05,0.0
NM,composition,1,0,ukr_rus_suspended,0.8224348542334019,0.8228014391044092,0.8224348542334019,-0.00036658487100726944,0.0
NM,composition,2,0,covid,0.9586567786918289,0.96164721058703,0.9574139422383803,-0.0029904318952010955,0.0012428364534485814
NM,composition,2,0,covid_political,0.8255385598917118,0.8351834904188398,0.8398919768717099,-0.009644930527128004,-0.014353416979998146
NM,composition,2,0,cp_hk,0.7094942817742795,0.7088868745442093,0.7141802352050255,0.0006074072300702449,-0.004685953430745959
NM,composition,2,0,election2020,0.8281690061777489,0.837047560324614,0.8365640384027329,-0.008878554146865114,-0.008395032224983945
NM,composition,2,0,facebook_page_reference,0.8617177519304998,0.8622426726352208,0.8787101856593428,-0.0005249207047209881,-0.01699243372884296
NM,composition,2,0,midterm,0.8416753396220591,0.8505515975513678,0.8539057428809418,-0.008876257929308684,-0.012230403258882694
NM,composition,2,0,twibot20,0.8983637256183844,0.9058495542098738,0.8993735460029251,-0.007485828591489385,-0.0010098203845406717
NM,composition,2,0,ukr_rus,0.9095735688319153,0.9106665868868774,0.9131565609197508,-0.0010930180549620916,-0.0035829920878355237
NM,composition,2,0,ukr_rus_suspended,0.8149164064177151,0.8153442824023893,0.8224348542334019,-0.0004278759846741975,-0.0075184478156867796
NM,composition,3,0,covid,0.9539177376648474,0.9618831929119156,0.9574139422383803,-0.007965455247068154,-0.003496204573532835
NM,composition,3,0,covid_political,0.8314753598180311,0.8366456559334677,0.8398919768717099,-0.005170296115436623,-0.008416617053678799
NM,composition,3,0,cp_hk,0.7112171462212484,0.7093764448988026,0.7141802352050255,0.001840701322445848,-0.0029630889837770624
NM,composition,3,0,election2020,0.8316756059383524,0.8384934265038062,0.8365640384027329,-0.006817820565453769,-0.004888432464380421
NM,composition,3,0,facebook_page_reference,0.8477259523567111,0.8620769955646033,0.8787101856593428,-0.014351043207892156,-0.03098423330263167
NM,composition,3,0,midterm,0.8689446038213269,0.8668231233783152,0.8539057428809418,0.0021214804430116363,0.01503886094038509
NM,composition,3,0,twibot20,0.898878197560365,0.9053212575528814,0.8993735460029251,-0.006443059992516376,-0.0004953484425600507
NM,composition,3,0,ukr_rus,0.9063467453266013,0.907358186272369,0.9131565609197508,-0.001011440945767661,-0.006809815593149526
NM,composition,3,0,ukr_rus_suspended,0.8224658526223281,0.8234232484609231,0.8224348542334019,-0.0009573958385949988,3.099838892617335e-05
NM,composition,4,0,covid,0.9519650216760307,0.9540062946834784,0.9574139422383803,-0.0020412730074477192,-0.0054489205623495796
NM,composition,4,0,covid_political,0.8393765190552023,0.8426472225408445,0.8398919768717099,-0.003270703485642179,-0.0005154578165076362
NM,composition,4,0,cp_hk,0.7153907537460326,0.7095548235136887,0.7141802352050255,0.0058359302323438556,0.0012105185410070662
NM,composition,4,0,election2020,0.8274661155952804,0.8367903136658944,0.8365640384027329,-0.00932419807061402,-0.009097922807452474
NM,composition,4,0,facebook_page_reference,0.8534170332996324,0.8445398325207589,0.8787101856593428,0.00887720077887344,-0.025293152359710414
NM,composition,4,0,midterm,0.8727453715499792,0.8542478331204119,0.8539057428809418,0.01849753842956736,0.018839628669037434
NM,composition,4,0,twibot20,0.8999339169469374,0.9030056846552881,0.8993735460029251,-0.0030717677083507144,0.0005603709440122895
NM,composition,4,0,ukr_rus,0.9062115095127589,0.8974535563896443,0.9131565609197508,0.008757953123114559,-0.0069450514069919755
NM,composition,4,0,ukr_rus_suspended,0.8200716569505888,0.8099504292696372,0.8224348542334019,0.010121227680951583,-0.00236319728281309
NM,composition,5,0,covid,0.9485296295977187,0.9566210090428934,0.9574139422383803,-0.008091379445174685,-0.008884312640661585
NM,composition,5,0,covid_political,0.8486841558039875,0.8503927361006024,0.8398919768717099,-0.0017085802966149144,0.008792178932277572
NM,composition,5,0,cp_hk,0.713164545886818,0.7036843177915989,0.7141802352050255,0.00948022809521909,-0.0010156893182075022
NM,composition,5,0,election2020,0.8247253487850058,0.8374872104874973,0.8365640384027329,-0.012761861702491495,-0.01183868961772705
NM,composition,5,0,facebook_page_reference,0.848751649089243,0.8485969344774882,0.8787101856593428,0.00015471461175486922,-0.029958536570099725
NM,composition,5,0,midterm,0.8679029381138156,0.8642492331307509,0.8539057428809418,0.0036537049830647206,0.013997195232873794
NM,composition,5,0,twibot20,0.9013976384853495,0.9046348037390872,0.8993735460029251,-0.0032371652537377393,0.002024092482424411
NM,composition,5,0,ukr_rus,0.9009790147858101,0.8984138429849996,0.9131565609197508,0.0025651718008105062,-0.012177546133940731
NM,composition,5,0,ukr_rus_suspended,0.8064159518000724,0.8173632324427024,0.8224348542334019,-0.010947280642629953,-0.016018902433329485
NM,composition,6,0,covid,0.9500454976640901,0.953063919489411,0.9574139422383803,-0.0030184218253209716,-0.0073684445742902005
NM,composition,6,0,covid_political,0.8445859817252762,0.8409244811397859,0.8398919768717099,0.003661500585490307,0.004694004853566303
NM,composition,6,0,cp_hk,0.7099110185414896,0.7175349694558942,0.7141802352050255,-0.007623950914404598,-0.0042692166635358575
NM,composition,6,0,election2020,0.8197795587024469,0.8360367383079967,0.8365640384027329,-0.016257179605549843,-0.01678447970028596
NM,composition,6,0,facebook_page_reference,0.8366245265664726,0.8444273181345273,0.8787101856593428,-0.0078027915680547455,-0.04208565909287021
NM,composition,6,0,midterm,0.8655963009801404,0.858283816260853,0.8539057428809418,0.00731248471928736,0.011690558099198611
NM,composition,6,0,twibot20,0.8972436814472594,0.898582883675893,0.8993735460029251,-0.0013392022286335958,-0.0021298645556656615
NM,composition,6,0,ukr_rus,0.9003461940535185,0.8984729376332514,0.9131565609197508,0.0018732564202670332,-0.012810366866232381
NM,composition,6,0,ukr_rus_suspended,0.8948707306522063,0.8854176086940984,0.8224348542334019,0.00945312195810799,0.07243587641880445
NM,composition,7,0,covid,0.9484570403208676,0.9524236746218012,0.9574139422383803,-0.00396663430093358,-0.008956901917512639
NM,composition,7,0,covid_political,0.8446760055662571,0.8446954274999686,0.8398919768717099,-1.942193371151646e-05,0.004784028694547193
NM,composition,7,0,cp_hk,0.7008974297293302,0.7185269659963147,0.7141802352050255,-0.01762953626698449,-0.01328280547569527
NM,composition,7,0,election2020,0.8184371920837753,0.8383261011934827,0.8365640384027329,-0.01988890910970742,-0.018126846318957557
NM,composition,7,0,facebook_page_reference,0.845339022285637,0.8459402821529871,0.8787101856593428,-0.0006012598673501568,-0.033371163373705826
NM,composition,7,0,midterm,0.8632392796976814,0.8605382043739845,0.8539057428809418,0.0027010753236969,0.009333536816739652
NM,composition,7,0,twibot20,0.8940883184301442,0.9019428166849861,0.8993735460029251,-0.007854498254841857,-0.005285227572780826
NM,composition,7,0,ukr_rus,0.8982161268420604,0.902986845476874,0.9131565609197508,-0.004770718634813598,-0.014940434077690412
NM,composition,7,0,ukr_rus_suspended,0.8953461223635181,0.8857108364160032,0.8224348542334019,0.009635285947514838,0.07291126813011617
NM,composition,8,0,covid,0.9470052388892777,0.951812512162088,0.9574139422383803,-0.004807273272810275,-0.0104087033491026
NM,composition,8,0,covid_political,0.8506688493421707,0.8417763925146783,0.8398919768717099,0.008892456827492401,0.010776872470460774
NM,composition,8,0,cp_hk,0.7248695120044139,0.7127153084195893,0.7141802352050255,0.012154203584824552,0.010689276799388359
NM,composition,8,0,election2020,0.8344673830887366,0.8398378187212452,0.8365640384027329,-0.005370435632508608,-0.0020966553139962762
NM,composition,8,0,facebook_page_reference,0.8521930779533825,0.8740265699638717,0.8787101856593428,-0.02183349201048923,-0.026517107705960274
NM,composition,8,0,midterm,0.8683037222116842,0.8555233864948667,0.8539057428809418,0.01278033571681747,0.014397979330742383
NM,composition,8,0,twibot20,0.8979299752191565,0.9008236502778941,0.8993735460029251,-0.0028936750587376103,-0.0014435707837685552
NM,composition,8,0,ukr_rus,0.8987018239909205,0.8982843955357869,0.9131565609197508,0.00041742845513359494,-0.01445473692883037
NM,composition,8,0,ukr_rus_suspended,0.8857583539239292,0.8760314176822531,0.8224348542334019,0.009726936241676087,0.06332349969052731
NM,exposure,1,0,covid,0.9574133174172764,0.9596192777841941,0.9574133174172764,-0.0022059603669176697,0.0
NM,exposure,1,0,covid_political,0.8320805220768369,0.8353252941164477,0.8320805220768369,-0.0032447720396108215,0.0
NM,exposure,1,0,cp_hk,0.7147665170417435,0.7146705894634643,0.7147665170417435,9.592757827925347e-05,0.0
NM,exposure,1,0,election2020,0.837723307362918,0.8347588746027015,0.837723307362918,0.0029644327602165177,0.0
NM,exposure,1,0,facebook_page_reference,0.8759575583468908,0.8804908581163692,0.8759575583468908,-0.0045332997694783606,0.0
NM,exposure,1,0,midterm,0.8587412262785026,0.8602815358118078,0.8587412262785026,-0.0015403095333051953,0.0
NM,exposure,1,0,twibot20,0.9011315095013586,0.9021455705850973,0.9011315095013586,-0.0010140610837386932,0.0
NM,exposure,1,0,ukr_rus,0.9120979859911162,0.913072216784817,0.9120979859911162,-0.0009742307937007366,0.0
NM,exposure,1,0,ukr_rus_suspended,0.8197125710290052,0.8228014391044092,0.8197125710290052,-0.0030888680754039832,0.0
NM,exposure,2,0,covid,0.963509065666418,0.96164721058703,0.9574133174172764,0.001861855079388075,0.006095748249141608
NM,exposure,2,0,covid_political,0.8324310896040379,0.8351834904188398,0.8320805220768369,-0.002752400814801881,0.0003505675272009734
NM,exposure,2,0,cp_hk,0.7051912411876111,0.7088868745442093,0.7147665170417435,-0.0036956333565981714,-0.009575275854132426
NM,exposure,2,0,election2020,0.8343808560535826,0.837047560324614,0.837723307362918,-0.0026667042710314393,-0.0033424513093354147
NM,exposure,2,0,facebook_page_reference,0.8574659727085595,0.8622426726352208,0.8759575583468908,-0.004776699926661299,-0.01849158563833131
NM,exposure,2,0,midterm,0.8427029808362326,0.8505515975513678,0.8587412262785026,-0.007848616715135148,-0.01603824544226995
NM,exposure,2,0,twibot20,0.9048927663386552,0.9058495542098738,0.9011315095013586,-0.0009567878712185562,0.003761256837296667
NM,exposure,2,0,ukr_rus,0.9098051343841114,0.9106665868868774,0.9120979859911162,-0.0008614525027660358,-0.0022928516070048754
NM,exposure,2,0,ukr_rus_suspended,0.817506995283324,0.8153442824023893,0.8197125710290052,0.002162712880934725,-0.002205575745681143
NM,exposure,3,0,covid,0.9625683273392162,0.9618831929119156,0.9574133174172764,0.00068513442730056,0.005155009921939735
NM,exposure,3,0,covid_political,0.8382954665984231,0.8366456559334677,0.8320805220768369,0.0016498106649553979,0.006214944521586219
NM,exposure,3,0,cp_hk,0.709864185185268,0.7093764448988026,0.7147665170417435,0.0004877402864653657,-0.004902331856475595
NM,exposure,3,0,election2020,0.8359975353054616,0.8384934265038062,0.837723307362918,-0.002495891198344591,-0.0017257720574563873
NM,exposure,3,0,facebook_page_reference,0.8607803454344299,0.8620769955646033,0.8759575583468908,-0.0012966501301733269,-0.01517721291246088
NM,exposure,3,0,midterm,0.8512204140082175,0.8668231233783152,0.8587412262785026,-0.015602709370097778,-0.0075208122702851155
NM,exposure,3,0,twibot20,0.9058391742322637,0.9053212575528814,0.9011315095013586,0.0005179166793822798,0.0047076647309051145
NM,exposure,3,0,ukr_rus,0.9121489878358512,0.907358186272369,0.9120979859911162,0.0047908015634822165,5.1001844734943624e-05
NM,exposure,3,0,ukr_rus_suspended,0.827437649513113,0.8234232484609231,0.8197125710290052,0.004014401052189975,0.007725078484107861
NM,exposure,4,0,covid,0.9626717808602869,0.9540062946834784,0.9574133174172764,0.008665486176808512,0.005258463443010508
NM,exposure,4,0,covid_political,0.8364099772497156,0.8426472225408445,0.8320805220768369,-0.006237245291128901,0.004329455172878638
NM,exposure,4,0,cp_hk,0.7087798594058246,0.7095548235136887,0.7147665170417435,-0.0007749641078641512,-0.0059866576359189905
NM,exposure,4,0,election2020,0.8392364192283017,0.8367903136658944,0.837723307362918,0.002446105562407319,0.0015131118653837206
NM,exposure,4,0,facebook_page_reference,0.854428690877454,0.8445398325207589,0.8759575583468908,0.009888858356695063,-0.02152886746943683
NM,exposure,4,0,midterm,0.8520835011854939,0.8542478331204119,0.8587412262785026,-0.00216433193491794,-0.0066577250930086596
NM,exposure,4,0,twibot20,0.9076226800337605,0.9030056846552881,0.9011315095013586,0.004616995378472377,0.006491170532401891
NM,exposure,4,0,ukr_rus,0.9066335945293821,0.8974535563896443,0.9120979859911162,0.009180038139737778,-0.005464391461734164
NM,exposure,4,0,ukr_rus_suspended,0.817304661630214,0.8099504292696372,0.8197125710290052,0.007354232360576751,-0.002407909398791208
NM,exposure,5,0,covid,0.9634878710768688,0.9566210090428934,0.9574133174172764,0.006866862033975463,0.006074553659592419
NM,exposure,5,0,covid_political,0.8324800291280637,0.8503927361006024,0.8320805220768369,-0.01791270697253866,0.00039950705122682173
NM,exposure,5,0,cp_hk,0.7134315142686339,0.7036843177915989,0.7147665170417435,0.009747196477035036,-0.001335002773109606
NM,exposure,5,0,election2020,0.8371987425047774,0.8374872104874973,0.837723307362918,-0.0002884679827198644,-0.0005245648581405638
NM,exposure,5,0,facebook_page_reference,0.8723622731778813,0.8485969344774882,0.8759575583468908,0.0237653387003931,-0.003595285169009532
NM,exposure,5,0,midterm,0.8503741638413792,0.8642492331307509,0.8587412262785026,-0.013875069289371655,-0.008367062437123374
NM,exposure,5,0,twibot20,0.9062017121534236,0.9046348037390872,0.9011315095013586,0.0015669084143363765,0.005070202652065037
NM,exposure,5,0,ukr_rus,0.9108646320200516,0.8984138429849996,0.9120979859911162,0.012450789035052034,-0.0012333539710646102
NM,exposure,5,0,ukr_rus_suspended,0.8173108383156787,0.8173632324427024,0.8197125710290052,-5.2394127023625003e-05,-0.0024017327133264432
NM,exposure,6,0,covid,0.9631539490031099,0.953063919489411,0.9574133174172764,0.010090029513698862,0.005740631585833489
NM,exposure,6,0,covid_political,0.8351755094254154,0.8409244811397859,0.8320805220768369,-0.005748971714370499,0.003094987348578493
NM,exposure,6,0,cp_hk,0.7075797864760475,0.7175349694558942,0.7147665170417435,-0.009955182979846766,-0.007186730565696076
NM,exposure,6,0,election2020,0.8344459245944845,0.8360367383079967,0.837723307362918,-0.001590813713512218,-0.003277382768433479
NM,exposure,6,0,facebook_page_reference,0.8606006213988381,0.8444273181345273,0.8759575583468908,0.016173303264310768,-0.015356936948052735
NM,exposure,6,0,midterm,0.8537871926680378,0.858283816260853,0.8587412262785026,-0.004496623592815219,-0.004954033610464759
NM,exposure,6,0,twibot20,0.9063885331153869,0.898582883675893,0.9011315095013586,0.007805649439493911,0.0052570236140283555
NM,exposure,6,0,ukr_rus,0.9074224174707783,0.8984729376332514,0.9120979859911162,0.008949479837526919,-0.004675568520337903
NM,exposure,6,0,ukr_rus_suspended,0.8265383007882655,0.8854176086940984,0.8197125710290052,-0.058879307905832845,0.006825729759260324
NM,exposure,7,0,covid,0.9648031932184066,0.9524236746218012,0.9574133174172764,0.012379518596605354,0.007389875801130152
NM,exposure,7,0,covid_political,0.8405154309053532,0.8446954274999686,0.8320805220768369,-0.004179996594615432,0.008434908828516274
NM,exposure,7,0,cp_hk,0.7166697563796208,0.7185269659963147,0.7147665170417435,-0.001857209616693889,0.0019032393378772827
NM,exposure,7,0,election2020,0.83656901655526,0.8383261011934827,0.837723307362918,-0.0017570846382227723,-0.0011542908076580538
NM,exposure,7,0,facebook_page_reference,0.8645362264808567,0.8459402821529871,0.8759575583468908,0.018595944327869596,-0.011421331866034112
NM,exposure,7,0,midterm,0.8490433333934038,0.8605382043739845,0.8587412262785026,-0.011494870980580774,-0.009697892885098813
NM,exposure,7,0,twibot20,0.9062955402779853,0.9019428166849861,0.9011315095013586,0.004352723592999208,0.005164030776626749
NM,exposure,7,0,ukr_rus,0.9104977947542036,0.902986845476874,0.9120979859911162,0.007510949277329537,-0.0016001912369126847
NM,exposure,7,0,ukr_rus_suspended,0.82098667018715,0.8857108364160032,0.8197125710290052,-0.06472416622885324,0.0012740991581448036
NM,exposure,8,0,covid,0.9622629172500522,0.951812512162088,0.9574133174172764,0.010450405087964243,0.004849599832775775
NM,exposure,8,0,covid_political,0.8387273534961129,0.8417763925146783,0.8320805220768369,-0.003049039018565347,0.0066468314192760225
NM,exposure,8,0,cp_hk,0.7072732127946001,0.7127153084195893,0.7147665170417435,-0.005442095624989207,-0.007493304247143451
NM,exposure,8,0,election2020,0.8382738775220411,0.8398378187212452,0.837723307362918,-0.0015639411992041108,0.000550570159123076
NM,exposure,8,0,facebook_page_reference,0.8620869074744741,0.8740265699638717,0.8759575583468908,-0.011939662489397596,-0.013870650872416679
NM,exposure,8,0,midterm,0.8567680937120287,0.8555233864948667,0.8587412262785026,0.0012447072171619666,-0.001973132566473912
NM,exposure,8,0,twibot20,0.907737267428431,0.9008236502778941,0.9011315095013586,0.006913617150536844,0.006605757927072409
NM,exposure,8,0,ukr_rus,0.9097174907552785,0.8982843955357869,0.9120979859911162,0.011433095219491651,-0.0023804952358377207
NM,exposure,8,0,ukr_rus_suspended,0.8219664562707663,0.8760314176822531,0.8197125710290052,-0.05406496141148687,0.0022538852417610666
NM,objective,1,0,covid,0.9586371243685139,0.9596192777841941,0.9586371243685139,-0.000982153415680198,0.0
NM,objective,1,0,covid_political,0.8312079247386976,0.8353252941164477,0.8312079247386976,-0.004117369377750091,0.0
NM,objective,1,0,cp_hk,0.7148072589402913,0.7146705894634643,0.7148072589402913,0.00013666947682700048,0.0
NM,objective,1,0,election2020,0.8341146129301227,0.8347588746027015,0.8341146129301227,-0.0006442616725788053,0.0
NM,objective,1,0,facebook_page_reference,0.8653367180933896,0.8804908581163692,0.8653367180933896,-0.015154140022979545,0.0
NM,objective,1,0,midterm,0.8521074785583321,0.8602815358118078,0.8521074785583321,-0.008174057253475642,0.0
NM,objective,1,0,twibot20,0.9017279742778033,0.9021455705850973,0.9017279742778033,-0.0004175963072939881,0.0
NM,objective,1,0,ukr_rus,0.9165671810336495,0.913072216784817,0.9165671810336495,0.003494964248832555,0.0
NM,objective,1,0,ukr_rus_suspended,0.8256940822491701,0.8228014391044092,0.8256940822491701,0.002892643144760898,0.0
NM,objective,2,0,covid,0.9655207618899729,0.96164721058703,0.9586371243685139,0.003873551302942979,0.006883637521459041
NM,objective,2,0,covid_political,0.8326462022189437,0.8351834904188398,0.8312079247386976,-0.0025372881998960706,0.001438277480246053
NM,objective,2,0,cp_hk,0.7110954561452757,0.7088868745442093,0.7148072589402913,0.002208581601066406,-0.003711802795015595
NM,objective,2,0,election2020,0.8338102590078594,0.837047560324614,0.8341146129301227,-0.0032373013167545928,-0.0003043539222632452
