model,order,rung,training_seed,target,roc_auc,fingerprint
PRODIGY,C,9,0,facebook_page_reference,0.7694511413574219,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
PRODIGY,C,9,0,twibot20,0.6129188537597656,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
PRODIGY,C,9,0,ukr_rus_suspended,0.4967041015625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
PRODIGY,C,9,1,covid_political,0.9403062043366608,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
PRODIGY,C,9,1,election2020,0.9896240234375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
PRODIGY,C,9,1,facebook_page_reference,0.7831001281738281,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
PRODIGY,C,9,1,twibot20,0.6322689056396484,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
PRODIGY,C,9,1,ukr_rus_suspended,0.47894287109375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
PRODIGY,C,9,2,covid_political,0.918902079264323,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
PRODIGY,C,9,2,election2020,0.992919921875,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
PRODIGY,C,9,2,facebook_page_reference,0.7877769470214844,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
PRODIGY,C,9,2,twibot20,0.6237157185872395,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
PRODIGY,C,9,2,ukr_rus_suspended,0.4776611328125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,1,0,covid_political,0.8877462074871543,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,1,1,covid_political,0.8912738646249625,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,1,2,covid_political,0.882988150096512,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,1,0,election2020,0.95953369140625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,1,1,election2020,0.9541015625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,1,2,election2020,0.96075439453125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,1,0,facebook_page_reference,0.8796062469482422,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,1,1,facebook_page_reference,0.8759365081787109,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,1,2,facebook_page_reference,0.8706932067871094,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,1,0,twibot20,0.5852430131700304,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,1,1,twibot20,0.5876081254747179,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,1,2,twibot20,0.5849715338812933,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,1,0,ukr_rus_suspended,0.48284912109375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,1,1,ukr_rus_suspended,0.52105712890625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,1,2,ukr_rus_suspended,0.49945068359375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,3,0,covid_political,0.9093885507571432,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,3,1,covid_political,0.905683756762635,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,3,2,covid_political,0.9081339375526736,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,3,0,election2020,0.97064208984375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,3,1,election2020,0.978515625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,3,2,election2020,0.9761962890625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,3,0,facebook_page_reference,0.8781623840332031,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,3,1,facebook_page_reference,0.8762054443359375,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,3,2,facebook_page_reference,0.8787670135498047,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,3,0,twibot20,0.5801160600450304,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,3,1,twibot20,0.5756153530544704,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,3,2,twibot20,0.5794402228461372,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,3,0,ukr_rus_suspended,0.510223388671875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,3,1,ukr_rus_suspended,0.52435302734375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,3,2,ukr_rus_suspended,0.531402587890625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,5,0,covid_political,0.8265460606802055,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,5,1,covid_political,0.8327078320827556,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,5,2,covid_political,0.8313351276404862,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,5,0,election2020,0.91455078125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,5,1,election2020,0.930908203125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,5,2,election2020,0.93048095703125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,5,0,facebook_page_reference,0.8930931091308594,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,5,1,facebook_page_reference,0.8838119506835938,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,5,2,facebook_page_reference,0.8899383544921875,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,5,0,twibot20,0.577782948811849,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,5,1,twibot20,0.5844660864935981,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,5,2,twibot20,0.5772927602132161,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,5,0,ukr_rus_suspended,0.5390625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,5,1,ukr_rus_suspended,0.541595458984375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,5,2,ukr_rus_suspended,0.5338134765625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,7,0,covid_political,0.827070674632303,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,7,1,covid_political,0.837492863551097,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,7,2,covid_political,0.8307786545415001,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,7,0,election2020,0.9349365234375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,7,1,election2020,0.9320068359375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,7,2,election2020,0.9283447265625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,7,0,facebook_page_reference,0.8875923156738281,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,7,1,facebook_page_reference,0.8830604553222656,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,7,2,facebook_page_reference,0.8813362121582031,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,7,0,twibot20,0.5798348320855035,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,7,1,twibot20,0.5833335452609592,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,7,2,twibot20,0.577093972100152,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,7,0,ukr_rus_suspended,0.55657958984375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,7,1,ukr_rus_suspended,0.575439453125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,7,2,ukr_rus_suspended,0.5565185546875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,9,0,covid_political,0.8363852272109398,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,9,1,covid_political,0.8423235597966452,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,9,2,covid_political,0.84900973275698,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,A,9,0,election2020,0.9468994140625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,9,1,election2020,0.93792724609375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,9,2,election2020,0.947509765625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,A,9,0,facebook_page_reference,0.8885040283203125,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,9,1,facebook_page_reference,0.8862152099609375,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,9,2,facebook_page_reference,0.8867530822753906,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,A,9,0,twibot20,0.5838883717854817,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,9,1,twibot20,0.5838644239637587,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,9,2,twibot20,0.5831309424506294,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,A,9,0,ukr_rus_suspended,0.534912109375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,9,1,ukr_rus_suspended,0.560546875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,A,9,2,ukr_rus_suspended,0.5623779296875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,1,0,covid_political,0.9035702209580512,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,1,1,covid_political,0.90559561312291,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,1,2,covid_political,0.9060407916020988,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,1,0,election2020,0.941162109375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,1,1,election2020,0.9337158203125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,1,2,election2020,0.933837890625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,1,0,facebook_page_reference,0.8466262817382812,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,1,1,facebook_page_reference,0.8431663513183594,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,1,2,facebook_page_reference,0.8484077453613281,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,1,0,twibot20,0.5972798665364583,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,1,1,twibot20,0.5877111223008897,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,1,2,twibot20,0.5968890719943576,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,1,0,ukr_rus_suspended,0.53729248046875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,1,1,ukr_rus_suspended,0.55169677734375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,1,2,ukr_rus_suspended,0.53680419921875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,3,0,covid_political,0.8666955947720415,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,3,1,covid_political,0.8573202974200039,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,3,2,covid_political,0.8669281665443275,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,3,0,election2020,0.92095947265625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,3,1,election2020,0.90802001953125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,3,2,election2020,0.9150390625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,3,0,facebook_page_reference,0.8671226501464844,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,3,1,facebook_page_reference,0.8618049621582031,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,3,2,facebook_page_reference,0.8676986694335938,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,3,0,twibot20,0.5815836588541666,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,3,1,twibot20,0.5804140302870009,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,3,2,twibot20,0.5794514550103083,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,3,0,ukr_rus_suspended,0.5611572265625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,3,1,ukr_rus_suspended,0.5802001953125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,3,2,ukr_rus_suspended,0.5557861328125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,5,0,covid_political,0.8774508179729766,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,5,1,covid_political,0.8684667509447299,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,5,2,covid_political,0.8730914247070658,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,5,0,election2020,0.93927001953125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,5,1,election2020,0.93115234375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,5,2,election2020,0.9439697265625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,5,0,facebook_page_reference,0.8865432739257812,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,5,1,facebook_page_reference,0.8802375793457031,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,5,2,facebook_page_reference,0.8848609924316406,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,5,0,twibot20,0.5857563018798828,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,5,1,twibot20,0.5820244683159722,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,5,2,twibot20,0.580889383951823,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,5,0,ukr_rus_suspended,0.55108642578125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,5,1,ukr_rus_suspended,0.56756591796875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,5,2,ukr_rus_suspended,0.5628662109375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,7,0,covid_political,0.8379110679525867,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,7,1,covid_political,0.8363935105891309,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,7,2,covid_political,0.82597896786559,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,7,0,election2020,0.92529296875,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,7,1,election2020,0.935546875,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,7,2,election2020,0.9156494140625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,7,0,facebook_page_reference,0.8884353637695312,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,7,1,facebook_page_reference,0.8870353698730469,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,7,2,facebook_page_reference,0.8881435394287109,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,7,0,twibot20,0.5819339752197266,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,7,1,twibot20,0.5839447445339627,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,7,2,twibot20,0.5788699256049262,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,7,0,ukr_rus_suspended,0.5665283203125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,7,1,ukr_rus_suspended,0.56646728515625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,7,2,ukr_rus_suspended,0.55523681640625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,9,0,covid_political,0.8363852272109398,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,9,1,covid_political,0.8423235597966452,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,9,2,covid_political,0.84900973275698,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,B,9,0,election2020,0.9468994140625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,9,1,election2020,0.93792724609375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,9,2,election2020,0.947509765625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,B,9,0,facebook_page_reference,0.8885040283203125,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,9,1,facebook_page_reference,0.8862152099609375,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,9,2,facebook_page_reference,0.8867530822753906,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,B,9,0,twibot20,0.5838883717854817,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,9,1,twibot20,0.5838644239637587,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,9,2,twibot20,0.5831309424506294,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,B,9,0,ukr_rus_suspended,0.534912109375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,9,1,ukr_rus_suspended,0.560546875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,B,9,2,ukr_rus_suspended,0.5623779296875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,1,0,covid_political,0.8817770777261236,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,1,1,covid_political,0.8741587061278306,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,1,2,covid_political,0.8693825952206181,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,1,0,election2020,0.9840087890625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,1,1,election2020,0.9815673828125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,1,2,election2020,0.985107421875,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,1,0,facebook_page_reference,0.8711585998535156,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,1,1,facebook_page_reference,0.8778972625732422,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,1,2,facebook_page_reference,0.8711776733398438,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,1,0,twibot20,0.5856535169813368,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,1,1,twibot20,0.5810722774929471,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,1,2,twibot20,0.5889576805962456,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,1,0,ukr_rus_suspended,0.531494140625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,1,1,ukr_rus_suspended,0.515625,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,1,2,ukr_rus_suspended,0.53045654296875,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,3,0,covid_political,0.903806615827964,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,3,1,covid_political,0.9108895413642172,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,3,2,covid_political,0.906965556439116,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,3,0,election2020,0.9820556640625,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,3,1,election2020,0.984130859375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,3,2,election2020,0.98480224609375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,3,0,facebook_page_reference,0.8881683349609375,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,3,1,facebook_page_reference,0.8789024353027344,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,3,2,facebook_page_reference,0.8844528198242188,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,3,0,twibot20,0.5753909216986761,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,3,1,twibot20,0.5836444430881076,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,3,2,twibot20,0.581110848320855,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,3,0,ukr_rus_suspended,0.52191162109375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,3,1,ukr_rus_suspended,0.5413818359375,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,3,2,ukr_rus_suspended,0.52813720703125,c4b969d4c4f558104e8052335698b2ea62a3f94fa5af7e021a7bf0d46e2e3347
VISION,C,5,0,covid_political,0.8350828252861375,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,5,1,covid_political,0.8371226602642525,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,5,2,covid_political,0.8385329584998504,db497c203ef6c4249fb91b34083c59d3c400dc84b821c0835e3d5426fbbe2750
VISION,C,5,0,election2020,0.96380615234375,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,5,1,election2020,0.9630126953125,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,5,2,election2020,0.96697998046875,4b5288ebc0896afebadb04ad14ebc9ec53fb1a88beeae490bd1d31ace91f14ef
VISION,C,5,0,facebook_page_reference,0.8942527770996094,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,5,1,facebook_page_reference,0.8924560546875,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,5,2,facebook_page_reference,0.89483642578125,df2330ab1920415c5c98c8ec00ef3e640a961ff90514a04bf5074d09529a0afe
VISION,C,5,0,twibot20,0.5806034935845269,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,5,1,twibot20,0.5790634155273438,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
VISION,C,5,2,twibot20,0.5821054246690539,c52eedbda4ef0539387be507588f0477560fc57987270d62405daeda5fe6d92d
