seed,checkpoint_update,target,roc_auc,accuracy,roc_auc_episode_std,accuracy_episode_std,episode_fingerprint,checkpoint_sha256,source_file
40,20,pubmed,0.8185673466435185,0.6555989583333333,0.05832512090805261,0.07920971598559064,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,twibot20,0.6939832899305556,0.6311848958333334,0.1328338718757227,0.11056032275151062,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
40,20,ukr_rus_suspended,0.5103624131944445,0.5100911458333333,0.13392328023738936,0.10545412950329588,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,adb975e8fff1a36b6dab6eb17175a553074521a21f5dfcefb5ce24d4f4904f68,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_40/all9/metrics.json
41,20,cora,0.903961666046627,0.6715959821428572,0.02075378998590443,0.05036441522056066,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,covid_political,0.8414713541666667,0.763671875,0.08620520470474384,0.09281807514311041,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,election2020,0.9371744791666667,0.8912760416666667,0.06874019199173445,0.10629188678237292,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,facebook_admin_country_top30,0.7613025260915549,0.22402343750000003,0.014866330677435789,0.027175424099659506,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,facebook_page_category_top30,0.7440325233975894,0.19264322916666668,0.014382408137225798,0.019705440729678687,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,facebook_verified,0.5380316840277778,0.5247395833333333,0.12394128801051074,0.10835572905999243,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,pubmed,0.8373887803819445,0.6762152777777778,0.05213239604972956,0.07290690160834501,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,twibot20,0.6654459635416666,0.6168619791666667,0.12411712325922261,0.10300315998298669,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
41,20,ukr_rus_suspended,0.5124240451388888,0.5120442708333334,0.12406664744686566,0.10261672926610653,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,c504c6b365c827fbb046301146b02777459e41a56d6741ce4b02d00855fe6ade,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_20/seed_41/all9/metrics.json
39,500,cora,0.8900540467923279,0.6533668154761905,0.021714095788482313,0.04835439662478617,6a5978a16a6f645fba85eda93a4f752cad8b31ac37675eb96b205edfdb2110ea,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,covid_political,0.7742513020833333,0.69140625,0.11652583133107382,0.1146094279520802,54248881fa59ff989afaca729296290e733f342abb0f762cf14485a83b9c8f6c,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,election2020,0.7389322916666667,0.6598307291666667,0.12396111711463774,0.12869403239434735,7d1a1602c76fd6e40196190da4abc390c70e8bb570ac5531e7f97921a712563d,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,facebook_admin_country_top30,0.7535823817149585,0.21440972222222224,0.014982047693091218,0.025215967134770954,236ea2a921973c62a81291ab9530bdf3f0387d557c687fe066f027009ededc0a,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,facebook_page_category_top30,0.7255870288054758,0.1796440972222222,0.013485486313327672,0.01911865992326848,91f8db404ad7e12ff81855bb655f207e71bb4fbe44843382dfacaf453aa79972,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,facebook_verified,0.540283203125,0.5146484375,0.12621404508285186,0.10373464792629083,c05d74c7e846fa494470b952777ca592d1bc0848834db62ebb683e4788ba1468,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,pubmed,0.791164822048611,0.6223958333333334,0.06418588013370621,0.08281682304140933,0fe1a91129de7c478bbb72f1d57f4e4d7baddf824edc783496ff5a1c96abd413,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,twibot20,0.7025010850694444,0.6253255208333334,0.11840638455711633,0.10398555038629367,bc0781c86ffc58325b09def4f0d97b20aea574fb2ebf26ce208fc3dec982d17a,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
39,500,ukr_rus_suspended,0.5209418402777779,0.5035807291666667,0.11859224662239505,0.09191795426832808,19b9aa6c56890d8c9d263c2df35eb4df08220a1d37bdf3b5e9504a9ea5a13a77,e8b047d691200347eff5151a920b00dc67e8e136ba5707d77c53ca534b7b4c3e,/Users/philipp/projects/gfm/prodigy/scripts/experiments/analysis/synthesis/cross_experiment/native_model_result_matrix/data/samgpt_all9_saturation_raw/update_500/seed_39/all9/metrics.json
