auxiliary_loss_active,auxiliary_parameters,frozen_label_parameters,initialization_seconds,job_seconds,loop_seconds,model_id,model_parameters,optimizer_parameter_slots,peak_allocated_bytes,physical_gpu,selected_step,stop_reason,training_and_cache_seconds,training_steps,validation_inference_seconds
False,263168,256000,1.210129976272583,549.5914270877838,539.2470726966858,nmi_centers_r2_s0,1640514,1647682,487530496,3,10000,cap,548.3812971115112,10000,6.944947957992554
False,263168,256000,1.2932143211364746,513.1865949630737,502.0346887111664,nmi_eligibility_r2_s0,1640514,1647682,464134144,2,8000,cap,511.89338064193726,10000,8.035934925079346
False,263168,256000,1.2319769859313965,531.1763129234314,520.9848630428314,nmi_positives_r2_s0,1640514,1647682,477421056,2,10000,cap,529.9443359375,10000,8.016685724258423
False,263168,256000,1.1829428672790527,532.0125043392181,521.8674812316895,nmi_negatives_r2_s0,1640514,1647682,488933888,2,8000,validation_plateau,530.8295614719391,10000,8.319832801818848
False,263168,256000,1.2251503467559814,552.732054233551,542.4844655990601,nmi_context_r2_s0,1640514,1647682,505808896,3,10000,cap,551.506903886795,10000,6.851384401321411
False,263168,256000,1.3149700164794922,546.7455666065216,536.3910248279572,nmi_optimization_r2_s0,1640514,1647682,481974784,3,10000,cap,545.4305965900421,10000,6.8028318881988525
False,263168,256000,1.2817533016204834,530.6846268177032,520.173618555069,nmi_alignment_r2_s0,1640514,1647682,477747200,3,8000,cap,529.4028735160828,10000,6.646331548690796
False,263168,256000,1.2176084518432617,632.2769029140472,622.2947134971619,nmi_sharing_r2_s0,1654338,1661506,534554624,1,4000,validation_plateau,631.059294462204,8000,5.945261716842651
False,656640,512000,1.2866978645324707,626.5118234157562,616.3972697257996,nmi_capacity_r2_s0,4860034,5004674,785071616,1,4000,validation_plateau,625.2251255512238,8000,8.444211483001709
True,263168,256000,1.6537647247314453,732.8946907520294,722.1994206905365,nmi_objective_r2_s0,1640514,1647682,536156672,1,8000,cap,731.240926027298,10000,9.565577268600464
False,263168,256000,1.3179495334625244,734.9762327671051,724.1074521541595,nmi_region_adaptive_r2_s0,1640514,1647682,486359552,1,10000,cap,733.6582832336426,10000,10.05085039138794
False,263168,256000,1.2493579387664795,523.5387337207794,513.1450459957123,nmi_coverage_r2_s0,1640514,1647682,481906688,2,10000,cap,522.2893757820129,10000,6.622341871261597
False,263168,256000,1.3018019199371338,145.51198863983154,135.49845504760742,nmi_budget_r2_s0,1640514,1647682,477747200,2,2500,cap,144.2101867198944,2500,4.295252561569214
False,263168,256000,1.2535886764526367,523.5097482204437,511.27814054489136,nmi_baseline_r3_s0,1640514,1647682,475589632,3,10000,cap,522.2561595439911,10000,8.99044394493103
False,263168,256000,1.2983922958374023,423.6738452911377,410.7474629878998,nmi_exposure_r3_s0,1640514,1647682,476337664,2,6000,validation_plateau,422.3754529953003,8000,7.36966872215271
False,263168,256000,2.129395008087158,555.8067133426666,542.6640343666077,nmi_schedule_r3_s0,1640514,1647682,478590464,2,6000,validation_plateau,553.6773183345795,10000,8.874977350234985
False,263168,256000,1.3004984855651855,560.9576449394226,547.7911603450775,nmi_composition_r3_s0,1640514,1647682,457053184,2,8000,cap,559.6571464538574,10000,11.176263332366943
False,263168,256000,1.5222909450531006,326.5544228553772,314.25010418891907,nmi_centers_r3_s0,1640514,1647682,486422528,3,6000,validation_plateau,325.0321319103241,6000,5.594449281692505
