protocol,model,comparison,order,source_count,model_id,checkpoint_step,stream,metric,scope,targets,mean_gain,fraction_targets_improved,worst_gain,worst_target
prodigy_ladder,PRODIGY,adjacent_rung,B,4,ordB_r4,2500,original,accuracy,unseen,2,-0.00043402777777775314,0.5,-0.0020616319444444198,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,B,4,ordB_r4,2500,original,roc_auc,all,5,0.015231257309148361,0.6,-0.0028279622395833335,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,4,ordB_r4,2500,original,roc_auc,in_mix,3,0.024392022026909724,0.6666666666666666,-0.0028279622395833335,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,4,ordB_r4,2500,original,roc_auc,unseen,2,0.0014901102325063178,0.5,-0.001063735396773735,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,5,ordB_r5,2500,original,accuracy,all,5,-0.013042534722222224,0.2,-0.024739583333333332,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,5,ordB_r5,2500,original,accuracy,in_mix,3,-0.013888888888888888,0.0,-0.024739583333333332,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,5,ordB_r5,2500,original,accuracy,unseen,2,-0.011773003472222229,0.5,-0.024631076388888878,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,B,5,ordB_r5,2500,original,roc_auc,all,5,-0.010220393428096095,0.2,-0.020711263020833332,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,5,ordB_r5,2500,original,roc_auc,in_mix,3,-0.013146082560221354,0.0,-0.020711263020833332,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,5,ordB_r5,2500,original,roc_auc,unseen,2,-0.0058318597299082025,0.5,-0.013560259783709597,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,B,6,ordB_r6,2500,original,accuracy,all,5,0.004405381944444441,0.6,-0.0078125,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,6,ordB_r6,2500,original,accuracy,in_mix,4,0.004557291666666666,0.5,-0.0078125,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,6,ordB_r6,2500,original,accuracy,unseen,1,0.0037977430555555434,1.0,0.0037977430555555434,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,6,ordB_r6,2500,original,roc_auc,all,5,0.0015159371458453846,0.8,-0.009419759114583334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,6,ordB_r6,2500,original,roc_auc,in_mix,4,0.001436610280731563,0.75,-0.009419759114583334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,6,ordB_r6,2500,original,roc_auc,unseen,1,0.0018332446063006695,1.0,0.0018332446063006695,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,7,ordB_r7,2500,original,accuracy,all,5,0.0018012152777777755,0.6,-0.006184895833333333,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,7,ordB_r7,2500,original,accuracy,in_mix,4,0.0037977430555555525,0.75,-0.0022786458333333335,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,B,7,ordB_r7,2500,original,accuracy,unseen,1,-0.006184895833333333,0.0,-0.006184895833333333,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,7,ordB_r7,2500,original,roc_auc,all,5,0.005365042038905754,0.8,-0.003797954983181399,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,7,ordB_r7,2500,original,roc_auc,in_mix,4,0.007655791294427542,1.0,0.0007527669270833334,election2020
prodigy_ladder,PRODIGY,adjacent_rung,B,7,ordB_r7,2500,original,roc_auc,unseen,1,-0.003797954983181399,0.0,-0.003797954983181399,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,8,ordB_r8,2500,original,accuracy,all,5,0.0070312499999999915,0.8,-0.005208333333333333,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,8,ordB_r8,2500,original,accuracy,in_mix,4,0.004177517361111105,0.75,-0.005208333333333333,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,8,ordB_r8,2500,original,accuracy,unseen,1,0.018446180555555542,1.0,0.018446180555555542,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,8,ordB_r8,2500,original,roc_auc,all,5,0.0017168021496431595,0.6,-0.0106201171875,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,8,ordB_r8,2500,original,roc_auc,in_mix,4,-0.0026874483367542723,0.5,-0.0106201171875,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,B,8,ordB_r8,2500,original,roc_auc,unseen,1,0.019333804095232887,1.0,0.019333804095232887,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,9,all9,2500,original,accuracy,all,5,-0.003884548611111094,0.4,-0.01432291666666663,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,9,all9,2500,original,accuracy,in_mix,5,-0.003884548611111094,0.4,-0.01432291666666663,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,9,all9,2500,original,accuracy,unseen,0,,,,
prodigy_ladder,PRODIGY,adjacent_rung,B,9,all9,2500,original,roc_auc,all,5,-0.001398731749734779,0.6,-0.01650916205512154,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,9,all9,2500,original,roc_auc,in_mix,5,-0.001398731749734779,0.6,-0.01650916205512154,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,B,9,all9,2500,original,roc_auc,unseen,0,,,,
prodigy_ladder,PRODIGY,adjacent_rung,C,2,ordC_r2,2500,original,accuracy,all,5,-0.005403645833333325,0.2,-0.017578124999999962,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,2,ordC_r2,2500,original,accuracy,in_mix,1,-0.005208333333333333,0.0,-0.005208333333333333,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,2,ordC_r2,2500,original,accuracy,unseen,4,-0.0054524739583333235,0.25,-0.017578124999999962,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,2,ordC_r2,2500,original,roc_auc,all,5,-0.00557831658257375,0.2,-0.017743993688512576,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,2,ordC_r2,2500,original,roc_auc,in_mix,1,-0.015643296418366592,0.0,-0.015643296418366592,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,2,ordC_r2,2500,original,roc_auc,unseen,4,-0.0030620716236255396,0.25,-0.017743993688512576,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,3,ordC_r3,2500,original,accuracy,all,5,0.017534722222222215,0.6,-0.010416666666666666,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,3,ordC_r3,2500,original,accuracy,in_mix,1,0.0027126736111111236,1.0,0.0027126736111111236,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,3,ordC_r3,2500,original,accuracy,unseen,4,0.02124023437499999,0.5,-0.010416666666666666,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,3,ordC_r3,2500,original,roc_auc,all,5,0.003379840615354924,0.6,-0.026041666666666668,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,3,ordC_r3,2500,original,roc_auc,in_mix,1,0.007728859230324033,1.0,0.007728859230324033,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,3,ordC_r3,2500,original,roc_auc,unseen,4,0.002292585961612646,0.5,-0.026041666666666668,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,4,ordC_r4,2500,original,accuracy,all,5,-0.004361979166666667,0.2,-0.012044270833333296,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,4,ordC_r4,2500,original,accuracy,in_mix,2,-0.011555989583333332,0.0,-0.012044270833333296,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,4,ordC_r4,2500,original,accuracy,unseen,3,0.00043402777777777797,0.3333333333333333,-0.005208333333333333,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,C,4,ordC_r4,2500,original,roc_auc,all,5,-0.005422559196566386,0.2,-0.015793341177481213,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,4,ordC_r4,2500,original,roc_auc,in_mix,2,-0.013331012961305289,0.0,-0.015793341177481213,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,4,ordC_r4,2500,original,roc_auc,unseen,3,-0.00015025668674045149,0.3333333333333333,-0.0054149627685546875,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,C,5,ordC_r5,2500,original,accuracy,all,5,0.005251736111111101,0.8,-0.00390625,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,5,ordC_r5,2500,original,accuracy,in_mix,2,0.009060329861111086,1.0,0.005859374999999963,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,5,ordC_r5,2500,original,accuracy,unseen,3,0.0027126736111111114,0.6666666666666666,-0.00390625,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,5,ordC_r5,2500,original,roc_auc,all,5,0.004370253763081118,0.8,-0.00213623046875,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,5,ordC_r5,2500,original,roc_auc,in_mix,2,0.0072298285401897755,1.0,0.004237328046633904,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,5,ordC_r5,2500,original,roc_auc,unseen,3,0.0024638705783420144,0.6666666666666666,-0.00213623046875,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,6,ordC_r6,2500,original,accuracy,all,5,-0.0122829861111111,0.2,-0.054904513888888874,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,6,ordC_r6,2500,original,accuracy,in_mix,3,-0.0204716435185185,0.0,-0.054904513888888874,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,6,ordC_r6,2500,original,accuracy,unseen,2,0.0,0.5,-0.00390625,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,6,ordC_r6,2500,original,roc_auc,all,5,-0.005743521231192121,0.2,-0.012394092701099516,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,6,ordC_r6,2500,original,roc_auc,in_mix,3,-0.005903644326292423,0.3333333333333333,-0.012394092701099516,covid_political
prodigy_ladder,PRODIGY,adjacent_rung,C,6,ordC_r6,2500,original,roc_auc,unseen,2,-0.005503336588541666,0.0,-0.008097330729166666,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,7,ordC_r7,2500,original,accuracy,all,5,0.003342013888888883,0.2,-0.0078125,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,7,ordC_r7,2500,original,accuracy,in_mix,3,0.008608217592592584,0.3333333333333333,-0.0048828125,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,C,7,ordC_r7,2500,original,accuracy,unseen,2,-0.004557291666666667,0.0,-0.0078125,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,7,ordC_r7,2500,original,roc_auc,all,5,0.002003841635621654,0.6,-0.002787907918294271,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,7,ordC_r7,2500,original,roc_auc,in_mix,3,0.0008983298093694233,0.3333333333333333,-0.002787907918294271,twibot20
prodigy_ladder,PRODIGY,adjacent_rung,C,7,ordC_r7,2500,original,roc_auc,unseen,2,0.003662109375,1.0,0.0028483072916666665,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,8,ordC_r8,2500,original,accuracy,all,5,-0.0033203124999999925,0.2,-0.013020833333333334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,8,ordC_r8,2500,original,accuracy,in_mix,4,-0.0008951822916666572,0.25,-0.0048828125,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,C,8,ordC_r8,2500,original,accuracy,unseen,1,-0.013020833333333334,0.0,-0.013020833333333334,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,8,ordC_r8,2500,original,roc_auc,all,5,-0.0029378019733193724,0.4,-0.015625,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,8,ordC_r8,2500,original,roc_auc,in_mix,4,0.00023399753335078444,0.5,-0.0049559275309244795,facebook_page_reference
prodigy_ladder,PRODIGY,adjacent_rung,C,8,ordC_r8,2500,original,roc_auc,unseen,1,-0.015625,0.0,-0.015625,ukr_rus_suspended
prodigy_ladder,PRODIGY,adjacent_rung,C,9,all9,2500,original,accuracy,all,5,0.009852430555555559,1.0,0.0013020833333333333,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,9,all9,2500,original,accuracy,in_mix,5,0.009852430555555559,1.0,0.0013020833333333333,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,9,all9,2500,original,accuracy,unseen,0,,,,
prodigy_ladder,PRODIGY,adjacent_rung,C,9,all9,2500,original,roc_auc,all,5,0.008442899915907114,1.0,0.0003763834635416667,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,9,all9,2500,original,roc_auc,in_mix,5,0.008442899915907114,1.0,0.0003763834635416667,election2020
prodigy_ladder,PRODIGY,adjacent_rung,C,9,all9,2500,original,roc_auc,unseen,0,,,,
prodigy_ladder,PRODIGY,versus_first_source,A,2,ordA_r2,2500,original,accuracy,all,5,-0.006271701388888891,0.4,-0.01942274305555558,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,2,ordA_r2,2500,original,accuracy,in_mix,0,,,,
prodigy_ladder,PRODIGY,versus_first_source,A,2,ordA_r2,2500,original,accuracy,unseen,5,-0.006271701388888891,0.4,-0.01942274305555558,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,2,ordA_r2,2500,original,roc_auc,all,5,-0.007585869306399498,0.2,-0.020467122395833332,ukr_rus_suspended
prodigy_ladder,PRODIGY,versus_first_source,A,2,ordA_r2,2500,original,roc_auc,in_mix,0,,,,
prodigy_ladder,PRODIGY,versus_first_source,A,2,ordA_r2,2500,original,roc_auc,unseen,5,-0.007585869306399498,0.2,-0.020467122395833332,ukr_rus_suspended
prodigy_ladder,PRODIGY,versus_first_source,A,3,ordA_r3,2500,original,accuracy,all,5,-0.013237847222222224,0.2,-0.031032986111111088,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,3,ordA_r3,2500,original,accuracy,in_mix,0,,,,
prodigy_ladder,PRODIGY,versus_first_source,A,3,ordA_r3,2500,original,accuracy,unseen,5,-0.013237847222222224,0.2,-0.031032986111111088,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,3,ordA_r3,2500,original,roc_auc,all,5,-0.01944895614812405,0.0,-0.03556618867097072,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,3,ordA_r3,2500,original,roc_auc,in_mix,0,,,,
prodigy_ladder,PRODIGY,versus_first_source,A,3,ordA_r3,2500,original,roc_auc,unseen,5,-0.01944895614812405,0.0,-0.03556618867097072,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,4,ordA_r4,2500,original,accuracy,all,5,-0.014192708333333335,0.2,-0.031358506944444454,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,4,ordA_r4,2500,original,accuracy,in_mix,1,-0.031358506944444454,0.0,-0.031358506944444454,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,4,ordA_r4,2500,original,accuracy,unseen,4,-0.009901258680555552,0.25,-0.028211805555555542,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,4,ordA_r4,2500,original,roc_auc,all,5,-0.01811133019718122,0.0,-0.030667905454282402,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,4,ordA_r4,2500,original,roc_auc,in_mix,1,-0.015131538296923189,0.0,-0.015131538296923189,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,4,ordA_r4,2500,original,roc_auc,unseen,4,-0.018856278172245732,0.0,-0.030667905454282402,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,5,ordA_r5,2500,original,accuracy,all,5,-0.002799479166666667,0.2,-0.027126736111111088,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,5,ordA_r5,2500,original,accuracy,in_mix,2,-0.002712673611111123,0.0,-0.0028211805555555802,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,5,ordA_r5,2500,original,accuracy,unseen,3,-0.00285734953703703,0.3333333333333333,-0.027126736111111088,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,5,ordA_r5,2500,original,roc_auc,all,5,-0.010257843394338335,0.2,-0.02663358052571611,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,5,ordA_r5,2500,original,roc_auc,in_mix,2,-0.002299932785976066,0.5,-0.0091571572386188,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,5,ordA_r5,2500,original,roc_auc,unseen,3,-0.015563117133246518,0.0,-0.02663358052571611,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,6,ordA_r6,2500,original,accuracy,all,5,-0.005815972222222218,0.4,-0.024197048611111088,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,6,ordA_r6,2500,original,accuracy,in_mix,3,-0.002387152777777778,0.3333333333333333,-0.014973958333333334,covid_political
prodigy_ladder,PRODIGY,versus_first_source,A,6,ordA_r6,2500,original,accuracy,unseen,2,-0.010959201388888878,0.5,-0.024197048611111088,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,6,ordA_r6,2500,original,roc_auc,all,5,-0.011031492256823885,0.2,-0.02209444399233218,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,6,ordA_r6,2500,original,roc_auc,in_mix,3,-0.00991855825416346,0.3333333333333333,-0.020060221354166668,ukr_rus_suspended
prodigy_ladder,PRODIGY,versus_first_source,A,6,ordA_r6,2500,original,roc_auc,unseen,2,-0.012700893260814528,0.0,-0.02209444399233218,twibot20
prodigy_ladder,PRODIGY,versus_first_source,A,7,ordA_r7,2500,original,accuracy,all,5,-0.005642361111111109,0.4,-0.026584201388888878,covid_political
