protocol,model,model_id,source_count,target,target_seen,stream,schedule,roc_auc,accuracy
prodigy_ladder,PRODIGY,ordB_r7,7,ukr_rus_suspended,True,original,native_mixture,0.4870402018229167,0.4830729166666667
prodigy_ladder,PRODIGY,ordB_r8,8,covid_political,True,original,native_mixture,0.9312390927915221,0.8792317708333334
prodigy_ladder,PRODIGY,ordB_r8,8,election2020,True,original,native_mixture,0.9888102213541666,0.9817708333333334
prodigy_ladder,PRODIGY,ordB_r8,8,facebook_page_reference,True,original,native_mixture,0.776947021484375,0.7054036458333334
prodigy_ladder,PRODIGY,ordB_r8,8,twibot20,False,original,native_mixture,0.6394769880506727,0.6027560763888888
prodigy_ladder,PRODIGY,ordB_r8,8,ukr_rus_suspended,True,original,native_mixture,0.4764200846354167,0.4778645833333333
prodigy_ladder,PRODIGY,ordC_r2,2,covid_political,False,original,native_mixture,0.8961635636694639,0.775607638888889
prodigy_ladder,PRODIGY,ordC_r2,2,election2020,False,original,native_mixture,0.9866536458333334,0.9817708333333334
prodigy_ladder,PRODIGY,ordC_r2,2,facebook_page_reference,False,original,native_mixture,0.7804730733235677,0.7047526041666666
prodigy_ladder,PRODIGY,ordC_r2,2,twibot20,True,original,native_mixture,0.6010061899820963,0.5762803819444445
prodigy_ladder,PRODIGY,ordC_r2,2,ukr_rus_suspended,False,original,native_mixture,0.5211385091145834,0.5091145833333334
prodigy_ladder,PRODIGY,ordC_r3,3,covid_political,False,original,native_mixture,0.935012252242477,0.8690321180555555
prodigy_ladder,PRODIGY,ordC_r3,3,election2020,False,original,native_mixture,0.9866739908854166,0.984375
prodigy_ladder,PRODIGY,ordC_r3,3,facebook_page_reference,False,original,native_mixture,0.7768160502115885,0.7041015625
prodigy_ladder,PRODIGY,ordC_r3,3,twibot20,True,original,native_mixture,0.6087350492124205,0.5789930555555556
prodigy_ladder,PRODIGY,ordC_r3,3,ukr_rus_suspended,False,original,native_mixture,0.4950968424479167,0.4986979166666667
prodigy_ladder,PRODIGY,ordC_r4,4,covid_political,True,original,native_mixture,0.9241435674973476,0.8569878472222223
prodigy_ladder,PRODIGY,ordC_r4,4,election2020,False,original,native_mixture,0.98504638671875,0.984375
prodigy_ladder,PRODIGY,ordC_r4,4,facebook_page_reference,False,original,native_mixture,0.7714010874430338,0.6988932291666666
prodigy_ladder,PRODIGY,ordC_r4,4,twibot20,True,original,native_mixture,0.5929417080349392,0.5679253472222222
prodigy_ladder,PRODIGY,ordC_r4,4,ukr_rus_suspended,False,original,native_mixture,0.5016886393229166,0.5052083333333334
prodigy_ladder,PRODIGY,ordC_r5,5,covid_political,True,original,native_mixture,0.9283808955439814,0.8628472222222222
prodigy_ladder,PRODIGY,ordC_r5,5,election2020,False,original,native_mixture,0.98681640625,0.98046875
prodigy_ladder,PRODIGY,ordC_r5,5,facebook_page_reference,False,original,native_mixture,0.7791589101155599,0.70703125
prodigy_ladder,PRODIGY,ordC_r5,5,twibot20,True,original,native_mixture,0.6031640370686849,0.5801866319444444
prodigy_ladder,PRODIGY,ordC_r5,5,ukr_rus_suspended,False,original,native_mixture,0.4995524088541667,0.5091145833333334
prodigy_ladder,PRODIGY,ordC_r6,6,covid_political,True,original,native_mixture,0.9159868028428818,0.8079427083333334
prodigy_ladder,PRODIGY,ordC_r6,6,election2020,False,original,native_mixture,0.9839070638020834,0.984375
prodigy_ladder,PRODIGY,ordC_r6,6,facebook_page_reference,True,original,native_mixture,0.7738215128580729,0.7018229166666666
prodigy_ladder,PRODIGY,ordC_r6,6,twibot20,True,original,native_mixture,0.6031845940483941,0.5788845486111112
prodigy_ladder,PRODIGY,ordC_r6,6,ukr_rus_suspended,False,original,native_mixture,0.491455078125,0.5052083333333334
prodigy_ladder,PRODIGY,ordC_r7,7,covid_political,True,original,native_mixture,0.9217774191020448,0.8422309027777777
prodigy_ladder,PRODIGY,ordC_r7,7,election2020,False,original,native_mixture,0.98675537109375,0.9830729166666666
prodigy_ladder,PRODIGY,ordC_r7,7,facebook_page_reference,True,original,native_mixture,0.7735137939453125,0.6969401041666666
prodigy_ladder,PRODIGY,ordC_r7,7,twibot20,True,original,native_mixture,0.6003966861300998,0.5753038194444445
prodigy_ladder,PRODIGY,ordC_r7,7,ukr_rus_suspended,False,original,native_mixture,0.4959309895833333,0.4973958333333333
prodigy_ladder,PRODIGY,ordC_r8,8,covid_political,True,original,native_mixture,0.9257262430073302,0.8509114583333334
prodigy_ladder,PRODIGY,ordC_r8,8,election2020,True,original,native_mixture,0.9912007649739584,0.98046875
prodigy_ladder,PRODIGY,ordC_r8,8,facebook_page_reference,True,original,native_mixture,0.7685578664143881,0.6920572916666666
prodigy_ladder,PRODIGY,ordC_r8,8,twibot20,True,original,native_mixture,0.5978943860089337,0.570529513888889
prodigy_ladder,PRODIGY,ordC_r8,8,ukr_rus_suspended,False,original,native_mixture,0.4803059895833333,0.484375
prodigy_ladder,PRODIGY,ss_twibot20,1,covid_political,False,original,native_mixture,0.9139075573579764,0.7931857638888888
prodigy_ladder,PRODIGY,ss_twibot20,1,election2020,False,original,native_mixture,0.9879964192708334,0.9739583333333334
prodigy_ladder,PRODIGY,ss_twibot20,1,facebook_page_reference,False,original,native_mixture,0.7841326395670573,0.708984375
prodigy_ladder,PRODIGY,ss_twibot20,1,twibot20,True,original,native_mixture,0.6166494864004629,0.5814887152777778
prodigy_ladder,PRODIGY,ss_twibot20,1,ukr_rus_suspended,False,original,native_mixture,0.5106404622395834,0.5169270833333334
prodigy_ladder,PRODIGY,ss_ukr_rus,1,covid_political,False,original,native_mixture,0.9401669914339795,0.8868272569444445
prodigy_ladder,PRODIGY,ss_ukr_rus,1,election2020,False,original,native_mixture,0.9870198567708334,0.9830729166666666
prodigy_ladder,PRODIGY,ss_ukr_rus,1,facebook_page_reference,False,original,native_mixture,0.7611382802327474,0.6878255208333334
prodigy_ladder,PRODIGY,ss_ukr_rus,1,twibot20,False,original,native_mixture,0.6224274811921297,0.5949435763888888
prodigy_ladder,PRODIGY,ss_ukr_rus,1,ukr_rus_suspended,False,original,native_mixture,0.50469970703125,0.48828125
prodigy_ladder,PRODIGY,ss_ukr_rus_suspended,1,covid_political,False,original,native_mixture,0.7224180433485242,0.6733940972222222
prodigy_ladder,PRODIGY,ss_ukr_rus_suspended,1,election2020,False,original,native_mixture,0.9720865885416666,0.9309895833333334
prodigy_ladder,PRODIGY,ss_ukr_rus_suspended,1,facebook_page_reference,False,original,native_mixture,0.6450792948404948,0.6028645833333334
prodigy_ladder,PRODIGY,ss_ukr_rus_suspended,1,twibot20,False,original,native_mixture,0.6177006474247686,0.5814887152777778
prodigy_ladder,PRODIGY,ss_ukr_rus_suspended,1,ukr_rus_suspended,True,original,native_mixture,0.47723388671875,0.4791666666666667
prodigy_lattice,PRODIGY,nmloo_without_covid,8,covid_political,True,original,native_mixture,0.9101613362630208,0.8505859375
prodigy_lattice,PRODIGY,nmloo_without_covid,8,election2020,True,original,native_mixture,0.98492431640625,0.98046875
prodigy_lattice,PRODIGY,nmloo_without_covid,8,facebook_page_reference,True,original,native_mixture,0.7492198944091797,0.693359375
prodigy_lattice,PRODIGY,nmloo_without_covid,8,twibot20,True,original,native_mixture,0.6496431562635634,0.6097005208333334
prodigy_lattice,PRODIGY,nmloo_without_covid,8,ukr_rus_suspended,True,original,native_mixture,0.465087890625,0.4765625
prodigy_lattice,PRODIGY,nmloo_without_covid_political,8,covid_political,False,original,native_mixture,0.9315736558702256,0.8606770833333334
prodigy_lattice,PRODIGY,nmloo_without_covid_political,8,election2020,True,original,native_mixture,0.99407958984375,0.98046875
prodigy_lattice,PRODIGY,nmloo_without_covid_political,8,facebook_page_reference,True,original,native_mixture,0.7565479278564453,0.6904296875
prodigy_lattice,PRODIGY,nmloo_without_covid_political,8,twibot20,True,original,native_mixture,0.6136754353841146,0.5807291666666666
prodigy_lattice,PRODIGY,nmloo_without_covid_political,8,ukr_rus_suspended,True,original,native_mixture,0.49505615234375,0.5
prodigy_lattice,PRODIGY,nmloo_without_cp_hk,8,covid_political,True,original,native_mixture,0.9282483701352722,0.8623046875
prodigy_lattice,PRODIGY,nmloo_without_cp_hk,8,election2020,True,original,native_mixture,0.9901123046875,0.98046875
prodigy_lattice,PRODIGY,nmloo_without_cp_hk,8,facebook_page_reference,True,original,native_mixture,0.8032989501953125,0.7197265625
prodigy_lattice,PRODIGY,nmloo_without_cp_hk,8,twibot20,True,original,native_mixture,0.6189185248480903,0.5865885416666666
prodigy_lattice,PRODIGY,nmloo_without_cp_hk,8,ukr_rus_suspended,True,original,native_mixture,0.5087890625,0.53125
prodigy_lattice,PRODIGY,nmloo_without_election2020,8,covid_political,True,original,native_mixture,0.9348461009837964,0.8821614583333334
prodigy_lattice,PRODIGY,nmloo_without_election2020,8,election2020,False,original,native_mixture,0.98956298828125,0.984375
prodigy_lattice,PRODIGY,nmloo_without_election2020,8,facebook_page_reference,True,original,native_mixture,0.7974491119384766,0.7353515625
prodigy_lattice,PRODIGY,nmloo_without_election2020,8,twibot20,True,original,native_mixture,0.6115061442057292,0.5830078125
prodigy_lattice,PRODIGY,nmloo_without_election2020,8,ukr_rus_suspended,True,original,native_mixture,0.4803466796875,0.48828125
prodigy_lattice,PRODIGY,nmloo_without_facebook_page_reference,8,covid_political,True,original,native_mixture,0.9220795808015048,0.8701171875
prodigy_lattice,PRODIGY,nmloo_without_facebook_page_reference,8,election2020,True,original,native_mixture,0.9852294921875,0.984375
prodigy_lattice,PRODIGY,nmloo_without_facebook_page_reference,8,facebook_page_reference,False,original,native_mixture,0.7650985717773438,0.69921875
prodigy_lattice,PRODIGY,nmloo_without_facebook_page_reference,8,twibot20,True,original,native_mixture,0.6349355909559462,0.6022135416666666
prodigy_lattice,PRODIGY,nmloo_without_facebook_page_reference,8,ukr_rus_suspended,True,original,native_mixture,0.45867919921875,0.45703125
prodigy_lattice,PRODIGY,nmloo_without_midterm,8,covid_political,True,original,native_mixture,0.9273981165002894,0.8580729166666666
prodigy_lattice,PRODIGY,nmloo_without_midterm,8,election2020,True,original,native_mixture,0.99090576171875,0.98046875
prodigy_lattice,PRODIGY,nmloo_without_midterm,8,facebook_page_reference,True,original,native_mixture,0.7747802734375,0.69921875
prodigy_lattice,PRODIGY,nmloo_without_midterm,8,twibot20,True,original,native_mixture,0.6225687662760416,0.595703125
prodigy_lattice,PRODIGY,nmloo_without_midterm,8,ukr_rus_suspended,True,original,native_mixture,0.48382568359375,0.48828125
prodigy_lattice,PRODIGY,nmloo_without_twibot20,8,covid_political,True,original,native_mixture,0.9335756655092592,0.8834635416666666
prodigy_lattice,PRODIGY,nmloo_without_twibot20,8,election2020,True,original,native_mixture,0.98846435546875,0.98046875
prodigy_lattice,PRODIGY,nmloo_without_twibot20,8,facebook_page_reference,True,original,native_mixture,0.7817459106445312,0.7138671875
prodigy_lattice,PRODIGY,nmloo_without_twibot20,8,twibot20,False,original,native_mixture,0.6248601277669271,0.5934244791666666
prodigy_lattice,PRODIGY,nmloo_without_twibot20,8,ukr_rus_suspended,True,original,native_mixture,0.49810791015625,0.50390625
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus,8,covid_political,True,original,native_mixture,0.9372064095956308,0.8763020833333334
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus,8,election2020,True,original,native_mixture,0.989013671875,0.984375
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus,8,facebook_page_reference,True,original,native_mixture,0.7260036468505859,0.654296875
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus,8,twibot20,True,original,native_mixture,0.6411586337619357,0.6061197916666666
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus,8,ukr_rus_suspended,True,original,native_mixture,0.49365234375,0.48828125
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus_suspended,8,covid_political,True,original,native_mixture,0.9221589830186632,0.8597005208333334
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus_suspended,8,election2020,True,original,native_mixture,0.98760986328125,0.9765625
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus_suspended,8,facebook_page_reference,True,original,native_mixture,0.8023662567138672,0.734375
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus_suspended,8,twibot20,True,original,native_mixture,0.5999340481228299,0.578125
prodigy_lattice,PRODIGY,nmloo_without_ukr_rus_suspended,8,ukr_rus_suspended,False,original,native_mixture,0.51263427734375,0.515625
prodigy_lattice,PRODIGY,nmpair_covid__covid_political,2,covid_political,True,original,native_mixture,0.940198262532552,0.8707682291666666
prodigy_lattice,PRODIGY,nmpair_covid__covid_political,2,election2020,False,original,native_mixture,0.9794921875,0.9765625
prodigy_lattice,PRODIGY,nmpair_covid__covid_political,2,facebook_page_reference,False,original,native_mixture,0.7571144104003906,0.689453125
prodigy_lattice,PRODIGY,nmpair_covid__covid_political,2,twibot20,False,original,native_mixture,0.625830332438151,0.59375
prodigy_lattice,PRODIGY,nmpair_covid__covid_political,2,ukr_rus_suspended,False,original,native_mixture,0.5089111328125,0.5
prodigy_lattice,PRODIGY,nmpair_covid__cp_hk,2,covid_political,False,original,native_mixture,0.9267094930013022,0.8805338541666666
prodigy_lattice,PRODIGY,nmpair_covid__cp_hk,2,election2020,False,original,native_mixture,0.98846435546875,0.984375
prodigy_lattice,PRODIGY,nmpair_covid__cp_hk,2,facebook_page_reference,False,original,native_mixture,0.7352638244628906,0.66015625
prodigy_lattice,PRODIGY,nmpair_covid__cp_hk,2,twibot20,False,original,native_mixture,0.5755447811550564,0.5569661458333334
prodigy_lattice,PRODIGY,nmpair_covid__cp_hk,2,ukr_rus_suspended,False,original,native_mixture,0.49896240234375,0.50390625
prodigy_lattice,PRODIGY,nmpair_covid__election2020,2,covid_political,False,original,native_mixture,0.924997400354456,0.8427734375
prodigy_lattice,PRODIGY,nmpair_covid__election2020,2,election2020,True,original,native_mixture,0.9893798828125,0.9765625
prodigy_lattice,PRODIGY,nmpair_covid__election2020,2,facebook_page_reference,False,original,native_mixture,0.7477455139160156,0.6884765625
prodigy_lattice,PRODIGY,nmpair_covid__election2020,2,twibot20,False,original,native_mixture,0.6093667348225912,0.5810546875
prodigy_lattice,PRODIGY,nmpair_covid__election2020,2,ukr_rus_suspended,False,original,native_mixture,0.47979736328125,0.4921875
prodigy_lattice,PRODIGY,nmpair_covid__facebook_page_reference,2,covid_political,False,original,native_mixture,0.9163849442093462,0.8395182291666666
prodigy_lattice,PRODIGY,nmpair_covid__facebook_page_reference,2,election2020,False,original,native_mixture,0.98077392578125,0.98046875
prodigy_lattice,PRODIGY,nmpair_covid__facebook_page_reference,2,facebook_page_reference,True,original,native_mixture,0.7712383270263672,0.701171875
prodigy_lattice,PRODIGY,nmpair_covid__facebook_page_reference,2,twibot20,False,original,native_mixture,0.5730368296305339,0.5576171875
prodigy_lattice,PRODIGY,nmpair_covid__facebook_page_reference,2,ukr_rus_suspended,False,original,native_mixture,0.50439453125,0.5234375
prodigy_lattice,PRODIGY,nmpair_covid__midterm,2,covid_political,False,original,native_mixture,0.9292613841869212,0.8909505208333334
prodigy_lattice,PRODIGY,nmpair_covid__midterm,2,election2020,False,original,native_mixture,0.98492431640625,0.984375
prodigy_lattice,PRODIGY,nmpair_covid__midterm,2,facebook_page_reference,False,original,native_mixture,0.7893638610839844,0.7119140625
prodigy_lattice,PRODIGY,nmpair_covid__midterm,2,twibot20,False,original,native_mixture,0.5836571587456597,0.5657552083333334
prodigy_lattice,PRODIGY,nmpair_covid__midterm,2,ukr_rus_suspended,False,original,native_mixture,0.4808349609375,0.4921875
prodigy_lattice,PRODIGY,nmpair_covid__twibot20,2,covid_political,False,original,native_mixture,0.92804604989511,0.8610026041666666
prodigy_lattice,PRODIGY,nmpair_covid__twibot20,2,election2020,False,original,native_mixture,0.987548828125,0.984375
prodigy_lattice,PRODIGY,nmpair_covid__twibot20,2,facebook_page_reference,False,original,native_mixture,0.7785263061523438,0.728515625
prodigy_lattice,PRODIGY,nmpair_covid__twibot20,2,twibot20,True,original,native_mixture,0.6263224283854167,0.58984375
prodigy_lattice,PRODIGY,nmpair_covid__twibot20,2,ukr_rus_suspended,False,original,native_mixture,0.4930419921875,0.48046875
prodigy_lattice,PRODIGY,nmpair_covid__ukr_rus_suspended,2,covid_political,False,original,native_mixture,0.9188339798538774,0.8639322916666666
prodigy_lattice,PRODIGY,nmpair_covid__ukr_rus_suspended,2,election2020,False,original,native_mixture,0.988525390625,0.984375
prodigy_lattice,PRODIGY,nmpair_covid__ukr_rus_suspended,2,facebook_page_reference,False,original,native_mixture,0.7390899658203125,0.6796875
prodigy_lattice,PRODIGY,nmpair_covid__ukr_rus_suspended,2,twibot20,False,original,native_mixture,0.6215481228298612,0.587890625
prodigy_lattice,PRODIGY,nmpair_covid__ukr_rus_suspended,2,ukr_rus_suspended,True,original,native_mixture,0.49591064453125,0.484375
prodigy_lattice,PRODIGY,nmpair_covid_political__cp_hk,2,covid_political,True,original,native_mixture,0.9217902289496528,0.8382161458333334
prodigy_lattice,PRODIGY,nmpair_covid_political__cp_hk,2,election2020,False,original,native_mixture,0.99053955078125,0.984375
prodigy_lattice,PRODIGY,nmpair_covid_political__cp_hk,2,facebook_page_reference,False,original,native_mixture,0.6806411743164062,0.6455078125
prodigy_lattice,PRODIGY,nmpair_covid_political__cp_hk,2,twibot20,False,original,native_mixture,0.5832646687825521,0.5651041666666666
prodigy_lattice,PRODIGY,nmpair_covid_political__cp_hk,2,ukr_rus_suspended,False,original,native_mixture,0.46826171875,0.48828125
prodigy_lattice,PRODIGY,nmpair_covid_political__election2020,2,covid_political,True,original,native_mixture,0.9107389096860532,0.861328125
prodigy_lattice,PRODIGY,nmpair_covid_political__election2020,2,election2020,True,original,native_mixture,0.99102783203125,0.97265625
prodigy_lattice,PRODIGY,nmpair_covid_political__election2020,2,facebook_page_reference,False,original,native_mixture,0.6930198669433594,0.6298828125
prodigy_lattice,PRODIGY,nmpair_covid_political__election2020,2,twibot20,False,original,native_mixture,0.5125397576226128,0.5113932291666666
prodigy_lattice,PRODIGY,nmpair_covid_political__election2020,2,ukr_rus_suspended,False,original,native_mixture,0.49139404296875,0.46875
prodigy_lattice,PRODIGY,nmpair_covid_political__facebook_page_reference,2,covid_political,True,original,native_mixture,0.8485915572554977,0.7421875
prodigy_lattice,PRODIGY,nmpair_covid_political__facebook_page_reference,2,election2020,False,original,native_mixture,0.9744873046875,0.95703125
prodigy_lattice,PRODIGY,nmpair_covid_political__facebook_page_reference,2,facebook_page_reference,True,original,native_mixture,0.7354927062988281,0.66015625
prodigy_lattice,PRODIGY,nmpair_covid_political__facebook_page_reference,2,twibot20,False,original,native_mixture,0.540183597140842,0.5341796875
prodigy_lattice,PRODIGY,nmpair_covid_political__facebook_page_reference,2,ukr_rus_suspended,False,original,native_mixture,0.489166259765625,0.46875
prodigy_lattice,PRODIGY,nmpair_covid_political__twibot20,2,covid_political,True,original,native_mixture,0.9121678670247396,0.7744140625
prodigy_lattice,PRODIGY,nmpair_covid_political__twibot20,2,election2020,False,original,native_mixture,0.98760986328125,0.984375
prodigy_lattice,PRODIGY,nmpair_covid_political__twibot20,2,facebook_page_reference,False,original,native_mixture,0.7686080932617188,0.6982421875
prodigy_lattice,PRODIGY,nmpair_covid_political__twibot20,2,twibot20,True,original,native_mixture,0.6370364295111761,0.5950520833333334
prodigy_lattice,PRODIGY,nmpair_covid_political__twibot20,2,ukr_rus_suspended,False,original,native_mixture,0.5089111328125,0.50390625
prodigy_lattice,PRODIGY,nmpair_covid_political__ukr_rus_suspended,2,covid_political,True,original,native_mixture,0.9206859447337964,0.8346354166666666
