protocol,model,source_count,stream,schedule,scope,target_comparisons,mean_roc_auc,mean_accuracy,minimum_roc_auc
prodigy_schedule,PRODIGY,2,fresh,interleaved,in_mix,0,,,
prodigy_schedule,PRODIGY,2,fresh,interleaved,unseen,5,0.7616796988028066,0.7294270833333334,0.5048014322916666
prodigy_schedule,PRODIGY,2,fresh,interleaved,common4_all,4,0.7678987008553964,0.7428385416666667,0.5048014322916666
prodigy_schedule,PRODIGY,2,fresh,replay100,all,5,0.7646402476746359,0.7332682291666666,0.5236612955729166
prodigy_schedule,PRODIGY,2,fresh,replay100,in_mix,0,,,
prodigy_schedule,PRODIGY,2,fresh,replay100,unseen,5,0.7646402476746359,0.7332682291666666,0.5236612955729166
prodigy_schedule,PRODIGY,2,fresh,replay100,common4_all,4,0.7679464964219082,0.7450358072916666,0.5236612955729166
prodigy_schedule,PRODIGY,2,original,blocked,all,5,0.761175979802638,0.7316840277777776,0.50677490234375
prodigy_schedule,PRODIGY,2,original,blocked,in_mix,0,,,
prodigy_schedule,PRODIGY,2,original,blocked,unseen,5,0.761175979802638,0.7316840277777776,0.50677490234375
prodigy_schedule,PRODIGY,2,original,blocked,common4_all,4,0.766266581452923,0.7457411024305555,0.50677490234375
prodigy_schedule,PRODIGY,2,original,interleaved,all,5,0.7564164620858651,0.7222439236111111,0.4757080078125
prodigy_schedule,PRODIGY,2,original,interleaved,in_mix,0,,,
prodigy_schedule,PRODIGY,2,original,interleaved,unseen,5,0.7564164620858651,0.7222439236111111,0.4757080078125
prodigy_schedule,PRODIGY,2,original,interleaved,common4_all,4,0.7606597123322664,0.7349175347222222,0.4757080078125
prodigy_schedule,PRODIGY,2,original,replay100,all,5,0.7586550912739318,0.7280164930555555,0.4927266438802083
prodigy_schedule,PRODIGY,2,original,replay100,in_mix,0,,,
prodigy_schedule,PRODIGY,2,original,replay100,unseen,5,0.7586550912739318,0.7280164930555555,0.4927266438802083
prodigy_schedule,PRODIGY,2,original,replay100,common4_all,4,0.7619751942010574,0.741482204861111,0.4927266438802083
prodigy_schedule,PRODIGY,3,fresh,blocked,all,5,0.7565358338532625,0.7181640625000001,0.5104777018229166
prodigy_schedule,PRODIGY,3,fresh,blocked,in_mix,0,,,
prodigy_schedule,PRODIGY,3,fresh,blocked,unseen,5,0.7565358338532625,0.7181640625000001,0.5104777018229166
prodigy_schedule,PRODIGY,3,fresh,blocked,common4_all,4,0.7631740393462004,0.7314453125000001,0.5104777018229166
prodigy_schedule,PRODIGY,3,fresh,interleaved,all,5,0.7623836658619069,0.7262152777777777,0.5188395182291666
prodigy_schedule,PRODIGY,3,fresh,interleaved,in_mix,0,,,
prodigy_schedule,PRODIGY,3,fresh,interleaved,unseen,5,0.7623836658619069,0.7262152777777777,0.5188395182291666
prodigy_schedule,PRODIGY,3,fresh,interleaved,common4_all,4,0.7687494136669017,0.7403700086805556,0.5188395182291666
prodigy_schedule,PRODIGY,3,fresh,replay100,all,5,0.7602281546887056,0.726953125,0.5169474283854166
prodigy_schedule,PRODIGY,3,fresh,replay100,in_mix,0,,,
prodigy_schedule,PRODIGY,3,fresh,replay100,unseen,5,0.7602281546887056,0.726953125,0.5169474283854166
prodigy_schedule,PRODIGY,3,fresh,replay100,common4_all,4,0.7680275410781672,0.7415364583333334,0.5169474283854166
prodigy_schedule,PRODIGY,3,original,blocked,all,5,0.7503603899920428,0.7202907986111111,0.4715372721354167
prodigy_schedule,PRODIGY,3,original,blocked,in_mix,0,,,
prodigy_schedule,PRODIGY,3,original,blocked,unseen,5,0.7503603899920428,0.7202907986111111,0.4715372721354167
prodigy_schedule,PRODIGY,3,original,blocked,common4_all,4,0.7525434847231264,0.7312554253472222,0.4715372721354167
prodigy_schedule,PRODIGY,3,original,interleaved,all,5,0.7590758335443191,0.7231770833333334,0.4891357421875
prodigy_schedule,PRODIGY,3,original,interleaved,in_mix,0,,,
prodigy_schedule,PRODIGY,3,original,interleaved,unseen,5,0.7590758335443191,0.7231770833333334,0.4891357421875
prodigy_schedule,PRODIGY,3,original,interleaved,common4_all,4,0.7620632265820915,0.733642578125,0.4891357421875
prodigy_schedule,PRODIGY,3,original,replay100,all,5,0.7602284184208623,0.7271267361111111,0.5039876302083334
prodigy_schedule,PRODIGY,3,original,replay100,in_mix,0,,,
prodigy_schedule,PRODIGY,3,original,replay100,unseen,5,0.7602284184208623,0.7271267361111111,0.5039876302083334
prodigy_schedule,PRODIGY,3,original,replay100,common4_all,4,0.7640154450028032,0.7396375868055555,0.5039876302083334
prodigy_schedule,PRODIGY,4,fresh,blocked,all,5,0.7549086299943336,0.7189453125,0.4980672200520833
prodigy_schedule,PRODIGY,4,fresh,blocked,in_mix,1,0.9547128559630594,0.8982204861111112,0.9547128559630594
prodigy_schedule,PRODIGY,4,fresh,blocked,unseen,4,0.7049575735021522,0.6741265190972222,0.4980672200520833
prodigy_schedule,PRODIGY,4,fresh,blocked,common4_all,4,0.7615876256683727,0.73486328125,0.4980672200520833
prodigy_schedule,PRODIGY,4,fresh,interleaved,all,5,0.7573452090039664,0.7209418402777776,0.5044352213541666
prodigy_schedule,PRODIGY,4,fresh,interleaved,in_mix,1,0.953646812909915,0.8812934027777778,0.953646812909915
prodigy_schedule,PRODIGY,4,fresh,interleaved,unseen,4,0.7082698080274793,0.6808539496527777,0.5044352213541666
prodigy_schedule,PRODIGY,4,fresh,interleaved,common4_all,4,0.7678039986410258,0.7364637586805555,0.5044352213541666
prodigy_schedule,PRODIGY,4,fresh,replay100,all,5,0.7562562448007089,0.7174913194444444,0.4958699544270833
prodigy_schedule,PRODIGY,4,fresh,replay100,in_mix,1,0.9556720874927661,0.8870442708333334,0.9556720874927661
prodigy_schedule,PRODIGY,4,fresh,replay100,unseen,4,0.7064022841276946,0.6751030815972222,0.4958699544270833
prodigy_schedule,PRODIGY,4,fresh,replay100,common4_all,4,0.7659203388072826,0.7332899305555556,0.4958699544270833
prodigy_schedule,PRODIGY,4,original,blocked,all,5,0.7569010416666667,0.7259548611111112,0.4995320638020833
prodigy_schedule,PRODIGY,4,original,blocked,in_mix,1,0.9349043104383682,0.8802083333333334,0.9349043104383682
prodigy_schedule,PRODIGY,4,original,blocked,unseen,4,0.7124002244737413,0.6873914930555556,0.4995320638020833
prodigy_schedule,PRODIGY,4,original,blocked,common4_all,4,0.7622133890787761,0.7401258680555556,0.4995320638020833
prodigy_schedule,PRODIGY,4,original,interleaved,all,5,0.7537922188087746,0.7205946180555556,0.4675699869791667
prodigy_schedule,PRODIGY,4,original,interleaved,in_mix,1,0.9310427065248842,0.8685980902777777,0.9310427065248842
prodigy_schedule,PRODIGY,4,original,interleaved,unseen,4,0.7094795968797472,0.68359375,0.4675699869791667
prodigy_schedule,PRODIGY,4,original,interleaved,common4_all,4,0.7584834452028627,0.7345648871527778,0.4675699869791667
prodigy_schedule,PRODIGY,4,original,replay100,all,5,0.7583209520504799,0.7251302083333334,0.472412109375
prodigy_schedule,PRODIGY,4,original,replay100,in_mix,1,0.9343393584828318,0.8747829861111112,0.9343393584828318
prodigy_schedule,PRODIGY,4,original,replay100,unseen,4,0.7143163504423918,0.687717013888889,0.472412109375
prodigy_schedule,PRODIGY,4,original,replay100,common4_all,4,0.7615119027502742,0.7390136718750001,0.472412109375
samgpt_ladder,SAMGPT,1,original,native_mixture,all,36,0.6596295392071758,0.6011345003858026,0.5156702112268519
samgpt_ladder,SAMGPT,1,original,native_mixture,in_mix,4,0.6562454788773148,0.5951063368055556,0.5287181712962963
samgpt_ladder,SAMGPT,1,original,native_mixture,unseen,32,0.6600525467484086,0.6018880208333334,0.5156702112268519
samgpt_ladder,SAMGPT,1,original,native_mixture,common4_all,36,0.6596295392071758,0.6011345003858026,0.5156702112268519
samgpt_ladder,SAMGPT,2,original,native_mixture,all,12,0.6597877785011574,0.6036331741898148,0.5162850839120371
samgpt_ladder,SAMGPT,2,original,native_mixture,in_mix,3,0.6600507571373457,0.599754050925926,0.5326063368055556
samgpt_ladder,SAMGPT,2,original,native_mixture,unseen,9,0.6597001189557612,0.6049262152777778,0.5162850839120371
samgpt_ladder,SAMGPT,2,original,native_mixture,common4_all,12,0.6597877785011574,0.6036331741898148,0.5162850839120371
samgpt_ladder,SAMGPT,3,original,native_mixture,all,12,0.6541378821855711,0.5977466724537037,0.5175419560185185
samgpt_ladder,SAMGPT,3,original,native_mixture,in_mix,3,0.6470781491126543,0.5877459490740741,0.5300745081018517
samgpt_ladder,SAMGPT,3,original,native_mixture,unseen,9,0.6564911265432098,0.6010802469135803,0.5175419560185185
samgpt_ladder,SAMGPT,3,original,native_mixture,common4_all,12,0.6541378821855711,0.5977466724537037,0.5175419560185185
samgpt_ladder,SAMGPT,4,original,native_mixture,all,12,0.657967273099923,0.602982132523148,0.5162217881944445
samgpt_ladder,SAMGPT,4,original,native_mixture,in_mix,5,0.6857476128472222,0.6243923611111111,0.5239076967592592
samgpt_ladder,SAMGPT,4,original,native_mixture,unseen,7,0.6381241732804234,0.5876891121031746,0.5162217881944445
samgpt_ladder,SAMGPT,4,original,native_mixture,common4_all,12,0.657967273099923,0.602982132523148,0.5162217881944445
samgpt_ladder,SAMGPT,5,original,native_mixture,all,12,0.6535154742959105,0.5984790943287037,0.5154803240740741
samgpt_ladder,SAMGPT,5,original,native_mixture,in_mix,6,0.6708939163773149,0.6111653645833334,0.5234555844907407
samgpt_ladder,SAMGPT,5,original,native_mixture,unseen,6,0.6361370322145061,0.5857928240740741,0.5154803240740741
samgpt_ladder,SAMGPT,5,original,native_mixture,common4_all,12,0.6535154742959105,0.5984790943287037,0.5154803240740741
samgpt_ladder,SAMGPT,6,original,native_mixture,all,12,0.6645673586998456,0.608109085648148,0.5212492766203703
samgpt_ladder,SAMGPT,6,original,native_mixture,in_mix,8,0.6759813096788194,0.6193576388888888,0.52294921875
samgpt_ladder,SAMGPT,6,original,native_mixture,unseen,4,0.6417394567418981,0.5856119791666665,0.5212492766203703
samgpt_ladder,SAMGPT,6,original,native_mixture,common4_all,12,0.6645673586998456,0.608109085648148,0.5212492766203703
samgpt_ladder,SAMGPT,7,original,native_mixture,all,12,0.6618403682002315,0.6066804108796297,0.5215567129629629
samgpt_ladder,SAMGPT,7,original,native_mixture,in_mix,9,0.6749141991383745,0.6174527391975309,0.5247034143518517
samgpt_ladder,SAMGPT,7,original,native_mixture,unseen,3,0.6226188753858025,0.5743634259259259,0.5215567129629629
samgpt_ladder,SAMGPT,7,original,native_mixture,common4_all,12,0.6618403682002315,0.6066804108796297,0.5215567129629629
samgpt_ladder,SAMGPT,8,original,native_mixture,all,12,0.6631756064332562,0.6060384114583334,0.5192780671296297
samgpt_ladder,SAMGPT,8,original,native_mixture,in_mix,10,0.6743200231481482,0.6141818576388889,0.5250108506944445
samgpt_ladder,SAMGPT,8,original,native_mixture,unseen,2,0.6074535228587963,0.5653211805555556,0.5192780671296297
samgpt_ladder,SAMGPT,8,original,native_mixture,common4_all,12,0.6631756064332562,0.6060384114583334,0.5192780671296297
samgpt_ladder,SAMGPT,9,original,native_mixture,all,4,0.6743977864583333,0.614501953125,0.5232837818287037
samgpt_ladder,SAMGPT,9,original,native_mixture,in_mix,4,0.6743977864583333,0.614501953125,0.5232837818287037
samgpt_ladder,SAMGPT,9,original,native_mixture,unseen,0,,,
samgpt_ladder,SAMGPT,9,original,native_mixture,common4_all,4,0.6743977864583333,0.614501953125,0.5232837818287037
vision_ladder,VISION,1,original,native_mixture,all,15,0.765000090895363,0.7182291666666667,0.48284912109375
vision_ladder,VISION,1,original,native_mixture,in_mix,2,0.5614729987250434,0.5380859375,0.53729248046875
vision_ladder,VISION,1,original,native_mixture,unseen,13,0.7963119512292582,0.7459435096153846,0.48284912109375
vision_ladder,VISION,1,original,native_mixture,common4_all,12,0.7398008529075337,0.70263671875,0.48284912109375
vision_ladder,VISION,3,original,native_mixture,all,15,0.7678256155990847,0.7225260416666667,0.510223388671875
vision_ladder,VISION,3,original,native_mixture,in_mix,3,0.685835873639142,0.6622178819444445,0.5611572265625
vision_ladder,VISION,3,original,native_mixture,unseen,12,0.7883230510890704,0.7376030815972223,0.510223388671875
vision_ladder,VISION,3,original,native_mixture,common4_all,12,0.7403275720704704,0.705810546875,0.510223388671875
vision_ladder,VISION,5,original,native_mixture,all,15,0.7606763370424969,0.7102864583333334,0.5390625
vision_ladder,VISION,5,original,native_mixture,in_mix,7,0.7905261257198787,0.7371186755952381,0.55108642578125
vision_ladder,VISION,5,original,native_mixture,unseen,8,0.7345577719497878,0.6868082682291666,0.5390625
vision_ladder,VISION,5,original,native_mixture,common4_all,12,0.7280213246234336,0.6859537760416666,0.5390625
vision_ladder,VISION,7,original,native_mixture,all,15,0.7614707206508494,0.7101128472222222,0.54010009765625
vision_ladder,VISION,7,original,native_mixture,in_mix,11,0.7671693312608352,0.7119732481060607,0.55657958984375
vision_ladder,VISION,7,original,native_mixture,unseen,4,0.7457995414733887,0.7049967447916666,0.54010009765625
vision_ladder,VISION,7,original,native_mixture,common4_all,12,0.7295224535987995,0.6860622829861112,0.54010009765625
vision_ladder,VISION,9,original,native_mixture,all,5,0.7581178301508468,0.7100911458333333,0.534912109375
vision_ladder,VISION,9,original,native_mixture,in_mix,5,0.7581178301508468,0.7100911458333333,0.534912109375
vision_ladder,VISION,9,original,native_mixture,unseen,0,,,
vision_ladder,VISION,9,original,native_mixture,common4_all,4,0.7255212806084803,0.6849772135416666,0.534912109375
