protocol,model,comparison,order,source_count,previous_source_count,model_id,target,target_seen,role,checkpoint_step,stream,metric,gain,training_seeds,seed_min_gain,seed_max_gain
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,election2020,False,unseen,2500,original,accuracy,-0.0026041666666666665,3,-0.00390625,0.0
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,election2020,False,unseen,2500,original,roc_auc,-0.001617431640625,3,-0.003173828125,0.000701904296875
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,facebook_page_reference,False,unseen,2500,original,accuracy,0.0009765625,3,-0.009765625,0.0126953125
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,facebook_page_reference,False,unseen,2500,original,roc_auc,-0.013894399007161459,3,-0.022594451904296875,-0.003116607666015625
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,twibot20,False,unseen,2500,original,accuracy,0.0028211805555555434,3,-0.01595052083333337,0.03255208333333337
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,twibot20,False,unseen,2500,original,roc_auc,0.004898283216688319,3,-0.01285468207465279,0.040129343668619755
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,ukr_rus_suspended,False,unseen,2500,original,accuracy,0.015625,3,0.00390625,0.03125
prodigy_ladder,PRODIGY,adjacent_rung,A,4,3.0,ordA_r4,ukr_rus_suspended,False,unseen,2500,original,roc_auc,0.0191650390625,3,0.01007080078125,0.02593994140625
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,covid_political,True,incumbent,2500,original,accuracy,0.028537326388888878,3,0.01009114583333326,0.052734375
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,covid_political,True,incumbent,2500,original,roc_auc,0.00597438105830439,3,0.0037951999240452006,0.007346541793258221
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,election2020,True,newcomer,2500,original,accuracy,-0.0013020833333333333,3,-0.00390625,0.0
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,election2020,True,newcomer,2500,original,roc_auc,0.008880615234375,3,0.00823974609375,0.0093994140625
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,facebook_page_reference,False,unseen,2500,original,accuracy,0.009114583333333334,3,-0.0146484375,0.0302734375
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,facebook_page_reference,False,unseen,2500,original,roc_auc,0.016817728678385418,3,-0.00104522705078125,0.034458160400390625
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,twibot20,False,unseen,2500,original,accuracy,0.0010850694444444569,3,-0.02180989583333337,0.013671875
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,twibot20,False,unseen,2500,original,roc_auc,0.004034324928566295,3,-0.024645911322699554,0.026745054456922768
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,ukr_rus_suspended,False,unseen,2500,original,accuracy,0.01953125,3,-0.03515625,0.05078125
prodigy_ladder,PRODIGY,adjacent_rung,A,5,4.0,ordA_r5,ukr_rus_suspended,False,unseen,2500,original,roc_auc,0.0035603841145833335,3,-0.0469970703125,0.0452880859375
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,covid_political,True,incumbent,2500,original,accuracy,-0.012152777777777754,3,-0.03287760416666663,0.00423177083333337
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,covid_political,True,incumbent,2500,original,roc_auc,-0.003610399034288244,3,-0.01133275915075238,0.0047333328812207975
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,election2020,True,incumbent,2500,original,accuracy,0.0,3,0.0,0.0
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,election2020,True,incumbent,2500,original,roc_auc,-0.0014851888020833333,3,-0.00518798828125,0.00103759765625
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,facebook_page_reference,False,unseen,2500,original,accuracy,0.007161458333333333,3,-0.009765625,0.03125
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,facebook_page_reference,False,unseen,2500,original,roc_auc,0.0061690012613932295,3,-0.016056060791015625,0.041790008544921875
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,twibot20,False,unseen,2500,original,accuracy,0.0029296875,3,-0.013671875,0.03255208333333337
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,twibot20,False,unseen,2500,original,roc_auc,0.004539136533383929,3,-0.012802759806315178,0.039030710856119755
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,ukr_rus_suspended,True,newcomer,2500,original,accuracy,-0.013020833333333334,3,-0.05078125,0.046875
prodigy_ladder,PRODIGY,adjacent_rung,A,6,5.0,ordA_r6,ukr_rus_suspended,True,newcomer,2500,original,roc_auc,-0.009480794270833334,3,-0.05914306640625,0.0548095703125
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,covid_political,True,incumbent,2500,original,accuracy,-0.011610243055555544,3,-0.02506510416666663,0.0087890625
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,covid_political,True,incumbent,2500,original,roc_auc,-0.0010317578727816838,3,-0.005005165382667598,0.001234831633390998
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,election2020,True,incumbent,2500,original,accuracy,0.0,3,0.0,0.0
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,election2020,True,incumbent,2500,original,roc_auc,0.00054931640625,3,-0.0028076171875,0.0068359375
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,facebook_page_reference,False,unseen,2500,original,accuracy,0.0029296875,3,-0.005859375,0.0126953125
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,facebook_page_reference,False,unseen,2500,original,roc_auc,0.010867436726888021,3,0.00514984130859375,0.018194198608398438
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,twibot20,True,newcomer,2500,original,accuracy,0.017361111111111088,3,-0.01334635416666674,0.05338541666666663
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,twibot20,True,newcomer,2500,original,roc_auc,0.01711979618778936,3,-0.01704661051432299,0.06161011589898013
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.0078125,3,-0.046875,0.015625
prodigy_ladder,PRODIGY,adjacent_rung,A,7,6.0,ordA_r7,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,0.0164794921875,3,-0.01861572265625,0.044677734375
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,covid_political,True,incumbent,2500,original,accuracy,0.0026041666666666297,3,-0.0022786458333333703,0.0107421875
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,covid_political,True,incumbent,2500,original,roc_auc,-0.0010247878086420508,3,-0.007215429235387871,0.007792154947916519
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,election2020,True,incumbent,2500,original,accuracy,0.0,3,0.0,0.0
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,election2020,True,incumbent,2500,original,roc_auc,0.00014241536458333334,3,-0.00408935546875,0.00262451171875
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,facebook_page_reference,False,unseen,2500,original,accuracy,-0.013671875,3,-0.02734375,0.0078125
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,facebook_page_reference,False,unseen,2500,original,roc_auc,-0.030826568603515625,3,-0.04801177978515625,-0.014560699462890625
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,twibot20,True,incumbent,2500,original,accuracy,0.00672743055555558,3,-0.0205078125,0.02083333333333337
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,twibot20,True,incumbent,2500,original,roc_auc,0.015244589911566889,3,-0.02317047119140625,0.040075090196397656
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.00390625,3,-0.02734375,0.0078125
prodigy_ladder,PRODIGY,adjacent_rung,A,8,7.0,ordA_r8,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,-0.026611328125,3,-0.03369140625,-0.01580810546875
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,covid_political,True,incumbent,2500,original,accuracy,0.0024956597222222467,3,-0.0078125,0.01139322916666674
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,covid_political,True,incumbent,2500,original,roc_auc,0.0014664449809510909,3,-0.00768336543330439,0.01202025236906823
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,election2020,True,incumbent,2500,original,accuracy,0.0013020833333333333,3,0.0,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,election2020,True,incumbent,2500,original,roc_auc,0.00079345703125,3,-0.0030517578125,0.00286865234375
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,facebook_page_reference,True,newcomer,2500,original,accuracy,0.027018229166666668,3,0.0224609375,0.03125
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,facebook_page_reference,True,newcomer,2500,original,roc_auc,0.04223759969075521,3,0.023189544677734375,0.057018280029296875
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,twibot20,True,incumbent,2500,original,accuracy,-0.00640190972222221,3,-0.00846354166666663,-0.0035807291666666297
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,twibot20,True,incumbent,2500,original,roc_auc,-0.009729597303602492,3,-0.014542473687066071,-0.006209903293185826
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.0013020833333333333,3,-0.046875,0.0546875
prodigy_ladder,PRODIGY,adjacent_rung,A,9,8.0,all9,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,0.009928385416666666,3,-0.00860595703125,0.04669189453125
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,covid_political,False,unseen,2500,original,accuracy,0.18804253472222224,3,0.15690104166666674,0.22493489583333337
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,covid_political,False,unseen,2500,original,roc_auc,0.1652420420705537,3,0.1341911598488139,0.192331384729456
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,election2020,True,newcomer,2500,original,accuracy,0.048177083333333336,3,0.04296875,0.05078125
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,election2020,True,newcomer,2500,original,roc_auc,0.013326009114583334,3,0.01025390625,0.01837158203125
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,facebook_page_reference,False,unseen,2500,original,accuracy,-0.0048828125,3,-0.0087890625,-0.0009765625
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,facebook_page_reference,False,unseen,2500,original,roc_auc,-0.007249196370442708,3,-0.009670257568359375,-0.0049896240234375
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,twibot20,False,unseen,2500,original,accuracy,-0.0006510416666666666,3,-0.04036458333333337,0.03515625
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,twibot20,False,unseen,2500,original,roc_auc,-0.006409256546585714,3,-0.053106943766276116,0.0354569753011067
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.006510416666666667,3,-0.03125,0.015625
prodigy_ladder,PRODIGY,adjacent_rung,B,2,1.0,ordB_r2,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,-0.01519775390625,3,-0.0399169921875,-0.0010986328125
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,covid_political,False,unseen,2500,original,accuracy,0.01584201388888884,3,0.0022786458333332593,0.03255208333333326
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,covid_political,False,unseen,2500,original,roc_auc,0.03942758065682872,3,0.02425243236400476,0.05348149052372697
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,election2020,True,incumbent,2500,original,accuracy,-0.005208333333333333,3,-0.01171875,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,election2020,True,incumbent,2500,original,roc_auc,0.004679361979166667,3,0.000244140625,0.009521484375
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,facebook_page_reference,False,unseen,2500,original,accuracy,0.048502604166666664,3,0.025390625,0.0615234375
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,facebook_page_reference,False,unseen,2500,original,roc_auc,0.06583913167317708,3,0.04692840576171875,0.07857131958007812
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,twibot20,False,unseen,2500,original,accuracy,0.0035807291666666665,3,-0.02864583333333337,0.03352864583333337
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,twibot20,False,unseen,2500,original,roc_auc,0.009983698527018267,3,-0.036295996771918415,0.0546680026584202
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,ukr_rus_suspended,True,incumbent,2500,original,accuracy,0.036458333333333336,3,0.01171875,0.05859375
prodigy_ladder,PRODIGY,adjacent_rung,B,3,2.0,ordB_r3,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,0.040690104166666664,3,0.01727294921875,0.06219482421875
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,covid_political,False,unseen,2500,original,accuracy,-0.0020616319444444198,3,-0.0087890625,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,covid_political,False,unseen,2500,original,roc_auc,0.004043955861786371,3,-0.0034137301974824785,0.00982863814742474
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,election2020,True,incumbent,2500,original,accuracy,0.006510416666666667,3,0.0,0.01171875
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,election2020,True,incumbent,2500,original,roc_auc,-0.0028279622395833335,3,-0.00750732421875,-0.0003662109375
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,facebook_page_reference,True,newcomer,2500,original,accuracy,0.058268229166666664,3,0.0439453125,0.0693359375
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,facebook_page_reference,True,newcomer,2500,original,roc_auc,0.0713653564453125,3,0.05543327331542969,0.08962631225585938
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,twibot20,False,unseen,2500,original,accuracy,0.0011935763888889135,3,-0.0107421875,0.00911458333333337
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,twibot20,False,unseen,2500,original,roc_auc,-0.001063735396773735,3,-0.01566314697265625,0.008012347751193638
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.009114583333333334,3,-0.015625,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,4,3.0,ordB_r4,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,0.004638671875,3,-0.0389404296875,0.03173828125
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,covid_political,False,unseen,2500,original,accuracy,-0.024631076388888878,3,-0.05859375,-0.0022786458333333703
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,covid_political,False,unseen,2500,original,roc_auc,-0.013560259783709597,3,-0.02330243145978006,0.004500212492765998
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,election2020,True,incumbent,2500,original,accuracy,0.0,3,-0.00390625,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,election2020,True,incumbent,2500,original,roc_auc,-0.0015869140625,3,-0.00286865234375,-0.00030517578125
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,facebook_page_reference,True,incumbent,2500,original,accuracy,-0.016927083333333332,3,-0.0244140625,-0.0068359375
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,facebook_page_reference,True,incumbent,2500,original,roc_auc,-0.01714007059733073,3,-0.04544639587402344,0.0007839202880859375
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,twibot20,False,unseen,2500,original,accuracy,0.0010850694444444198,3,-0.0009765625,0.005208333333333259
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,twibot20,False,unseen,2500,original,roc_auc,0.0018965403238931922,3,-0.006251441107856026,0.010563108656141407
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.024739583333333332,3,-0.04296875,-0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,5,4.0,ordB_r5,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,-0.020711263020833332,3,-0.03857421875,-0.0074462890625
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,covid_political,True,newcomer,2500,original,accuracy,0.0146484375,3,0.00813802083333326,0.02278645833333337
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,covid_political,True,newcomer,2500,original,roc_auc,0.008813457724488752,3,0.0035827071578412584,0.01380327012803817
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,election2020,True,incumbent,2500,original,accuracy,-0.0013020833333333333,3,-0.00390625,0.0
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,election2020,True,incumbent,2500,original,roc_auc,0.0011189778645833333,3,-0.00469970703125,0.0050048828125
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,facebook_page_reference,True,incumbent,2500,original,accuracy,0.0126953125,3,0.00390625,0.0205078125
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,facebook_page_reference,True,incumbent,2500,original,roc_auc,0.0052337646484375,3,-0.014291763305664062,0.030092239379882812
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,twibot20,False,unseen,2500,original,accuracy,0.0037977430555555434,3,-0.00748697916666663,0.0126953125
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,twibot20,False,unseen,2500,original,roc_auc,0.0018332446063006695,3,-0.008633719550238728,0.008458667331271652
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.0078125,3,-0.05078125,0.046875
prodigy_ladder,PRODIGY,adjacent_rung,B,6,5.0,ordB_r6,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,-0.009419759114583334,3,-0.0294189453125,0.01715087890625
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,covid_political,True,incumbent,2500,original,accuracy,0.0005425347222222099,3,-0.0390625,0.02506510416666663
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,covid_political,True,incumbent,2500,original,roc_auc,0.0077400678469810025,3,-0.013984962745949181,0.01888585973668966
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,election2020,True,incumbent,2500,original,accuracy,0.0013020833333333333,3,0.0,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,election2020,True,incumbent,2500,original,roc_auc,0.0007527669270833334,3,-0.000244140625,0.00225830078125
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,facebook_page_reference,True,incumbent,2500,original,accuracy,-0.0022786458333333335,3,-0.01171875,0.013671875
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,facebook_page_reference,True,incumbent,2500,original,roc_auc,0.012324015299479166,3,0.009235382080078125,0.017820358276367188
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,twibot20,False,unseen,2500,original,accuracy,-0.006184895833333333,3,-0.017578125,0.0022786458333333703
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,twibot20,False,unseen,2500,original,roc_auc,-0.003797954983181399,3,-0.0068759918212889515,-0.0005219777425130578
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,ukr_rus_suspended,True,incumbent,2500,original,accuracy,0.015625,3,0.00390625,0.02734375
prodigy_ladder,PRODIGY,adjacent_rung,B,7,6.0,ordB_r7,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,0.009806315104166666,3,-0.00396728515625,0.03594970703125
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,covid_political,True,incumbent,2500,original,accuracy,0.013454861111111086,3,-0.0068359375,0.03841145833333326
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,covid_political,True,incumbent,2500,original,roc_auc,-0.0028857949339311517,3,-0.014944853606047359,0.010383605957031583
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,election2020,True,incumbent,2500,original,accuracy,0.0013020833333333333,3,0.0,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,election2020,True,incumbent,2500,original,roc_auc,0.0012613932291666667,3,-0.00048828125,0.003662109375
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,facebook_page_reference,True,incumbent,2500,original,accuracy,0.007161458333333333,3,0.0009765625,0.017578125
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,facebook_page_reference,True,incumbent,2500,original,roc_auc,0.0014947255452473958,3,-0.0067768096923828125,0.017902374267578125
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,twibot20,False,unseen,2500,original,accuracy,0.018446180555555542,3,-0.0009765625,0.03743489583333337
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,twibot20,False,unseen,2500,original,roc_auc,0.019333804095232887,3,-0.005535125732421986,0.03407986958821618
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,ukr_rus_suspended,True,incumbent,2500,original,accuracy,-0.005208333333333333,3,-0.04296875,0.02734375
prodigy_ladder,PRODIGY,adjacent_rung,B,8,7.0,ordB_r8,ukr_rus_suspended,True,incumbent,2500,original,roc_auc,-0.0106201171875,3,-0.03814697265625,0.01202392578125
prodigy_ladder,PRODIGY,adjacent_rung,B,9,8.0,all9,covid_political,True,incumbent,2500,original,accuracy,-0.01388888888888884,3,-0.02376302083333326,0.0032552083333333703
prodigy_ladder,PRODIGY,adjacent_rung,B,9,8.0,all9,covid_political,True,incumbent,2500,original,roc_auc,-0.004429758330922147,3,-0.01884290907118058,0.0156611689814814
prodigy_ladder,PRODIGY,adjacent_rung,B,9,8.0,all9,election2020,True,incumbent,2500,original,accuracy,0.0,3,-0.00390625,0.00390625
prodigy_ladder,PRODIGY,adjacent_rung,B,9,8.0,all9,election2020,True,incumbent,2500,original,roc_auc,0.0027669270833333335,3,0.00201416015625,0.00390625
