seed,arm,target,checkpoint_step,roc_auc,bce,average_precision
2,kd_w010_selected,twibot20,88000,0.9492557653061224,0.20416933010442495,0.8240057777117817
2,kd_w010_selected,cp_hk_twitter,88000,0.9741100510204082,0.1571256108984484,0.9150766104618488
2,kd_w010_selected,facebook_page_reference,88000,0.9522570408163266,0.18305573335359684,0.868511060622381
2,kd_w100_fixed,ukr_rus_twitter,92000,0.9914857142857143,0.07628948385570364,0.9719133087114296
2,kd_w100_fixed,covid19_twitter,92000,0.967715306122449,0.1642791796579706,0.9095175224007761
2,kd_w100_fixed,midterm,92000,0.945570051020408,0.2395948504932534,0.8034027634534132
2,kd_w100_fixed,covid_political,92000,0.9592430612244899,0.17350916603517036,0.8726311818129693
2,kd_w100_fixed,ukr_rus_suspended,92000,0.9501326020408163,0.20389038007147448,0.8517400049159791
2,kd_w100_fixed,twibot20,92000,0.9468859183673469,0.21633862850364105,0.8236950839550106
2,kd_w100_fixed,cp_hk_twitter,92000,0.9728919387755104,0.15189325554397073,0.913664591288009
2,kd_w100_fixed,facebook_page_reference,92000,0.9560760204081633,0.1782327747156142,0.8749035744195233
2,kd_w100_selected,ukr_rus_twitter,88000,0.9910895918367347,0.07755676456070175,0.9708564906070635
2,kd_w100_selected,covid19_twitter,88000,0.9680491836734695,0.16420255902355776,0.9079485315574036
2,kd_w100_selected,midterm,88000,0.9464365306122449,0.22966851241066596,0.8163200639988664
2,kd_w100_selected,covid_political,88000,0.9563445918367346,0.1797618893248111,0.8652679170546854
2,kd_w100_selected,ukr_rus_suspended,88000,0.9491101530612245,0.21075814358167042,0.8469158860314129
2,kd_w100_selected,twibot20,88000,0.9471379591836733,0.21789617055039842,0.8208458753304536
2,kd_w100_selected,cp_hk_twitter,88000,0.973130612244898,0.15177394319882723,0.9156577079246833
2,kd_w100_selected,facebook_page_reference,88000,0.9569180612244897,0.17662615498609985,0.8760854125471674
