setting,task,order,rung,target,sources,n_sources,total_updates,log_n_sources,log_total_updates,target_in_sources,observed_auc,constituent_scores,best,second_best,mean,median,mean_rest,score_std,score_range,profile_diversity,trajectory
fixed_compute_classification,classification,A,6,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",6,2500,1.791759469228055,7.824046010856292,1,0.9900919596354166,0.984972;0.984552;0.982676;0.980246;0.976084;0.885064,0.984972,0.984552,0.965599,0.9814609999999999,0.9617243999999999,0.036139796453033106,0.09990799999999989,0.062195798538268655,election2020|A
fixed_compute_classification,classification,A,7,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",7,2500,1.9459101490553132,7.824046010856292,1,0.9906412760416666,0.984972;0.984552;0.982676;0.980246;0.979368;0.976084;0.885064,0.984972,0.984552,0.9675659999999999,0.980246,0.964665,0.0338040806158918,0.09990799999999989,0.05855409449839891,election2020|A
fixed_compute_classification,classification,A,8,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",8,2500,2.0794415416798357,7.824046010856292,1,0.99078369140625,0.984972;0.984552;0.982676;0.980246;0.979368;0.976084;0.885064;0.798974,0.984972,0.984552,0.946492,0.979807,0.9409948571428571,0.06409891352433358,0.18599799999999989,0.07271680283038202,election2020|A
fixed_compute_classification,classification,A,9,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.9915771484375,0.984972;0.984552;0.982676;0.981140136719;0.980246;0.979368;0.976084;0.885064;0.798974,0.984972,0.984552,0.9503417929687777,0.980246,0.9460130170898751,0.06140618042091748,0.18599799999999989,0.07894124754958988,election2020|A
fixed_compute_classification,classification,B,2,election2020,"ukr_rus_suspended,election2020",2,2500,0.6931471805599453,7.824046010856292,1,0.98541259765625,0.984972;0.885064,0.984972,0.8850640000000001,0.935018,0.935018,0.8850640000000001,0.04995399999999994,0.09990799999999989,0.09705649806229867,election2020|B
fixed_compute_classification,classification,B,3,election2020,"ukr_rus_suspended,election2020,ukr_rus",3,2500,1.0986122886681098,7.824046010856292,1,0.9900919596354166,0.984972;0.984552;0.885064,0.984972,0.984552,0.9515293333333332,0.984552,0.9348080000000001,0.04699840069146557,0.09990799999999989,0.08682626636941489,election2020|B
fixed_compute_classification,classification,B,4,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",4,2500,1.3862943611198906,7.824046010856292,1,0.9872639973958334,0.984972;0.984552;0.981140136719;0.885064,0.984972,0.984552,0.95893203417975,0.9828460683595,0.950252045573,0.0426736123398439,0.09990799999999989,0.09059649885672967,election2020|B
fixed_compute_classification,classification,B,5,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",5,2500,1.6094379124341003,7.824046010856292,1,0.9856770833333334,0.984972;0.984552;0.981140136719;0.885064;0.798974,0.984972,0.984552,0.9269404273438001,0.981140136719,0.9124325341797501,0.07450289513763227,0.18599799999999989,0.09465210759966904,election2020|B
fixed_compute_classification,classification,B,6,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",6,2500,1.791759469228055,7.824046010856292,1,0.9867960611979166,0.984972;0.984552;0.981140136719;0.980246;0.885064;0.798974,0.984972,0.984552,0.9358246894531667,0.9806930683595,0.9259952273437999,0.07085349946225074,0.18599799999999989,0.09314591185115559,election2020|B
fixed_compute_classification,classification,B,7,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",7,2500,1.9459101490553132,7.824046010856292,1,0.987548828125,0.984972;0.984552;0.982676;0.981140136719;0.980246;0.885064;0.798974,0.984972,0.984552,0.942517733817,0.981140136719,0.9354420227865,0.06761527481298155,0.18599799999999989,0.08809241153298075,election2020|B
fixed_compute_classification,classification,B,8,election2020,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",8,2500,2.0794415416798357,7.824046010856292,1,0.9888102213541666,0.984972;0.984552;0.982676;0.981140136719;0.980246;0.976084;0.885064;0.798974,0.984972,0.984552,0.9467135170898751,0.9806930683595,0.9412480195312858,0.06421510254948755,0.18599799999999989,0.08229526087784497,election2020|B
fixed_compute_classification,classification,B,9,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.9915771484375,0.984972;0.984552;0.982676;0.981140136719;0.980246;0.979368;0.976084;0.885064;0.798974,0.984972,0.984552,0.9503417929687777,0.980246,0.9460130170898751,0.06140618042091748,0.18599799999999989,0.07894124754958988,election2020|B
fixed_compute_classification,classification,C,2,election2020,"twibot20,midterm",2,2500,0.6931471805599453,7.824046010856292,0,0.9866536458333334,0.979368;0.976084,0.979368,0.976084,0.977726,0.977726,0.976084,0.0016420000000000323,0.0032840000000000646,0.06233956713911249,election2020|C
fixed_compute_classification,classification,C,3,election2020,"twibot20,midterm,covid",3,2500,1.0986122886681098,7.824046010856292,0,0.9866739908854166,0.982676;0.979368;0.976084,0.982676,0.979368,0.9793759999999999,0.979368,0.977726,0.0026911786760946883,0.006592000000000042,0.045617300956551095,election2020|C
fixed_compute_classification,classification,C,4,election2020,"twibot20,midterm,covid,covid_political",4,2500,1.3862943611198906,7.824046010856292,0,0.98504638671875,0.982676;0.980246;0.979368;0.976084,0.982676,0.980246,0.9795935,0.979807,0.9785659999999999,0.0023608792324047536,0.006592000000000042,0.047201944489420146,election2020|C
fixed_compute_classification,classification,C,5,election2020,"twibot20,midterm,covid,covid_political,cp_hk",5,2500,1.6094379124341003,7.824046010856292,0,0.98681640625,0.982676;0.980246;0.979368;0.976084;0.798974,0.982676,0.980246,0.9434696,0.979368,0.9336679999999999,0.07227865248771587,0.18370199999999992,0.07829912391187467,election2020|C
fixed_compute_classification,classification,C,6,election2020,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",6,2500,1.791759469228055,7.824046010856292,0,0.9839070638020834,0.982676;0.981140136719;0.980246;0.979368;0.976084;0.798974,0.982676,0.981140136719,0.9497480227865002,0.979807,0.9431624273438001,0.06745810527997018,0.18370199999999992,0.0870470318414102,election2020|C
fixed_compute_classification,classification,C,7,election2020,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",7,2500,1.9459101490553132,7.824046010856292,0,0.98675537109375,0.984552;0.982676;0.981140136719;0.980246;0.979368;0.976084;0.798974,0.984552,0.982676,0.9547200195312858,0.980246,0.9497480227865002,0.06363045921148136,0.1855779999999999,0.0812441008517718,election2020|C
fixed_compute_classification,classification,C,8,election2020,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",8,2500,2.0794415416798357,7.824046010856292,1,0.9912007649739584,0.984972;0.984552;0.982676;0.981140136719;0.980246;0.979368;0.976084;0.798974,0.984972,0.984552,0.958501517089875,0.9806930683595,0.9547200195312858,0.0603558529765781,0.18599799999999989,0.07693875247357033,election2020|C
fixed_compute_classification,classification,C,9,election2020,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.9915771484375,0.984972;0.984552;0.982676;0.981140136719;0.980246;0.979368;0.976084;0.885064;0.798974,0.984972,0.984552,0.9503417929687777,0.980246,0.9460130170898751,0.06140618042091748,0.18599799999999989,0.07894124754958988,election2020|C
fixed_compute_classification,classification,A,2,twibot20,"ukr_rus,covid",2,2500,0.6931471805599453,7.824046010856292,0,0.6030635127314815,0.630633625;0.60161275,0.630633625,0.6016127499999999,0.6161231875,0.6161231875,0.6016127499999999,0.014510437500000029,0.029020875000000057,0.014613060867100215,twibot20|A
fixed_compute_classification,classification,A,3,twibot20,"ukr_rus,covid,midterm",3,2500,1.0986122886681098,7.824046010856292,0,0.5868612925211588,0.630633625;0.60161275;0.525239486111,0.630633625,0.6016127499999999,0.5858286203703703,0.6016127499999999,0.5634261180555555,0.04445098565953522,0.10539413888888882,0.04671000970640866,twibot20|A
fixed_compute_classification,classification,A,4,twibot20,"ukr_rus,covid,midterm,covid_political",4,2500,1.3862943611198906,7.824046010856292,0,0.5917595757378472,0.630633625;0.60161275;0.525239486111;0.522752680556,0.630633625,0.6016127499999999,0.5700596354166667,0.5634261180555555,0.5498683055555555,0.04720063827946138,0.1078809444444444,0.04763063936357864,twibot20|A
fixed_compute_classification,classification,A,5,twibot20,"ukr_rus,covid,midterm,covid_political,election2020",5,2500,1.6094379124341003,7.824046010856292,0,0.5957939006664135,0.630633625;0.60161275;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6016127499999999,0.5604006333333333,0.5252394861111112,0.5428423854166666,0.046427421726542115,0.108869,0.04493088555548444,twibot20|A
fixed_compute_classification,classification,A,6,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended",6,2500,1.791759469228055,7.824046010856292,0,0.6003330371997975,0.630633625;0.60161275;0.567225722222;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6016127499999999,0.5615381481481482,0.5462326041666666,0.5477190527777778,0.04245850060056421,0.108869,0.062195798538268655,twibot20|A
fixed_compute_classification,classification,A,7,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",7,2500,1.9459101490553132,7.824046010856292,1,0.6174528333875867,0.630633625;0.628981916667;0.60161275;0.567225722222;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6289819166666667,0.5711729722222222,0.5672257222222221,0.5612628634259259,0.04584944104177075,0.108869,0.05855409449839891,twibot20|A
fixed_compute_classification,classification,A,8,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",8,2500,2.0794415416798357,7.824046010856292,1,0.6326974232991537,0.630633625;0.628981916667;0.60161275;0.578678513889;0.567225722222;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6289819166666667,0.5721111649305555,0.5729521180555555,0.5637508134920635,0.04295999624381093,0.108869,0.07271680283038202,twibot20|A
fixed_compute_classification,classification,A,9,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.6229678259955512,0.630633625;0.628981916667;0.60161275;0.578678513889;0.567225722222;0.536100811428;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6289819166666667,0.5681100145413827,0.5672257222222221,0.5602945632340555,0.04205439987232675,0.108869,0.07894124754958988,twibot20|A
fixed_compute_classification,classification,B,2,twibot20,"ukr_rus_suspended,election2020",2,2500,0.6931471805599453,7.824046010856292,0,0.6112913908781828,0.567225722222;0.521764625,0.5672257222222221,0.521764625,0.544495173611111,0.544495173611111,0.521764625,0.022730548611111068,0.045461097222222135,0.09705649806229867,twibot20|B
fixed_compute_classification,classification,B,3,twibot20,"ukr_rus_suspended,election2020,ukr_rus",3,2500,1.0986122886681098,7.824046010856292,0,0.6212750894052012,0.630633625;0.567225722222;0.521764625,0.630633625,0.5672257222222221,0.5732079907407407,0.5672257222222221,0.544495173611111,0.04464642906751329,0.108869,0.08682626636941489,twibot20|B
fixed_compute_classification,classification,B,4,twibot20,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference",4,2500,1.3862943611198906,7.824046010856292,0,0.6202113540084274,0.630633625;0.567225722222;0.536100811428;0.521764625,0.630633625,0.5672257222222221,0.5639311959125555,0.5516632668251111,0.5416970528834074,0.04187068769692111,0.108869,0.09059649885672967,twibot20|B
fixed_compute_classification,classification,B,5,twibot20,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk",5,2500,1.6094379124341003,7.824046010856292,0,0.6221078943323205,0.630633625;0.578678513889;0.567225722222;0.536100811428;0.521764625,0.630633625,0.5786785138888889,0.5668806595078222,0.5672257222222221,0.5509424181347777,0.03791201567537256,0.108869,0.09465210759966904,twibot20|B
fixed_compute_classification,classification,B,6,twibot20,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political",6,2500,1.791759469228055,7.824046010856292,0,0.6239411389386212,0.630633625;0.578678513889;0.567225722222;0.536100811428;0.522752680556;0.521764625,0.630633625,0.5786785138888889,0.5595259963491112,0.5516632668251111,0.5453044706189333,0.03831739545818049,0.108869,0.09314591185115559,twibot20|B
fixed_compute_classification,classification,B,7,twibot20,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid",7,2500,1.9459101490553132,7.824046010856292,0,0.6201431839554399,0.630633625;0.60161275;0.578678513889;0.567225722222;0.536100811428;0.522752680556;0.521764625,0.630633625,0.6016127499999999,0.5655383897278095,0.5672257222222221,0.5546891838491111,0.038410544463877615,0.108869,0.08809241153298075,twibot20|B
fixed_compute_classification,classification,B,8,twibot20,"ukr_rus_suspended,election2020,ukr_rus,facebook_page_reference,cp_hk,covid_political,covid,midterm",8,2500,2.0794415416798357,7.824046010856292,0,0.6394769880506727,0.630633625;0.60161275;0.578678513889;0.567225722222;0.536100811428;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6016127499999999,0.5605010267757222,0.5516632668251111,0.550482084172254,0.03832197625172155,0.108869,0.08229526087784497,twibot20|B
fixed_compute_classification,classification,B,9,twibot20,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk,facebook_page_reference",9,2500,2.1972245773362196,7.824046010856292,1,0.6229678259955512,0.630633625;0.628981916667;0.60161275;0.578678513889;0.567225722222;0.536100811428;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6289819166666667,0.5681100145413827,0.5672257222222221,0.5602945632340555,0.04205439987232675,0.108869,0.07894124754958988,twibot20|B
fixed_compute_classification,classification,C,2,twibot20,"twibot20,midterm",2,2500,0.6931471805599453,7.824046010856292,1,0.6010061899820963,0.628981916667;0.525239486111,0.6289819166666667,0.5252394861111112,0.577110701388889,0.577110701388889,0.5252394861111112,0.05187121527777777,0.10374243055555554,0.06233956713911249,twibot20|C
fixed_compute_classification,classification,C,3,twibot20,"twibot20,midterm,covid",3,2500,1.0986122886681098,7.824046010856292,1,0.6087350492124205,0.628981916667;0.60161275;0.525239486111,0.6289819166666667,0.6016127499999999,0.585278050925926,0.6016127499999999,0.5634261180555555,0.043899428772092096,0.10374243055555554,0.045617300956551095,twibot20|C
fixed_compute_classification,classification,C,4,twibot20,"twibot20,midterm,covid,covid_political",4,2500,1.3862943611198906,7.824046010856292,1,0.5929417080349392,0.628981916667;0.60161275;0.525239486111;0.522752680556,0.6289819166666667,0.6016127499999999,0.5696467083333334,0.5634261180555555,0.5498683055555555,0.04667318822009043,0.10622923611111112,0.047201944489420146,twibot20|C
fixed_compute_classification,classification,C,5,twibot20,"twibot20,midterm,covid,covid_political,cp_hk",5,2500,1.6094379124341003,7.824046010856292,1,0.6031640370686849,0.628981916667;0.60161275;0.578678513889;0.525239486111;0.522752680556,0.6289819166666667,0.6016127499999999,0.5714530694444445,0.5786785138888889,0.557070857638889,0.04190180140229449,0.10622923611111112,0.07829912391187467,twibot20|C
fixed_compute_classification,classification,C,6,twibot20,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference",6,2500,1.791759469228055,7.824046010856292,1,0.6031845940483941,0.628981916667;0.60161275;0.578678513889;0.536100811428;0.525239486111;0.522752680556,0.6289819166666667,0.6016127499999999,0.5655610264417037,0.5573896626584445,0.5528768483967111,0.04045633433339174,0.10622923611111112,0.0870470318414102,twibot20|C
fixed_compute_classification,classification,C,7,twibot20,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus",7,2500,1.9459101490553132,7.824046010856292,1,0.6003966861300998,0.630633625;0.628981916667;0.60161275;0.578678513889;0.536100811428;0.525239486111;0.522752680556,0.630633625,0.6289819166666667,0.5748571119500319,0.5786785138888889,0.5655610264417037,0.0438337974119338,0.1078809444444444,0.0812441008517718,twibot20|C
fixed_compute_classification,classification,C,8,twibot20,"twibot20,midterm,covid,covid_political,cp_hk,facebook_page_reference,ukr_rus,election2020",8,2500,2.0794415416798357,7.824046010856292,1,0.5978943860089337,0.630633625;0.628981916667;0.60161275;0.578678513889;0.536100811428;0.525239486111;0.522752680556;0.521764625,0.630633625,0.6289819166666667,0.5682205510812778,0.5573896626584445,0.5593043976643174,0.04460419433483115,0.108869,0.07693875247357033,twibot20|C
