node_id,anchor_count,support_count,query_count,total_count
369,0,1,1,2
370,0,3,4,7
371,0,2,3,5
372,0,5,5,10
373,0,0,0,0
374,0,2,3,5
375,0,0,0,0
376,0,0,0,0
377,0,4,6,10
378,0,0,0,0
379,0,0,0,0
380,8,8,9,25
381,0,5,2,7
382,0,3,2,5
383,0,0,0,0
384,0,0,0,0
385,0,0,0,0
386,0,0,0,0
387,0,0,0,0
388,0,0,0,0
389,0,0,0,0
390,0,0,0,0
391,0,0,0,0
392,0,0,0,0
393,0,10,13,23
394,0,0,0,0
395,0,0,0,0
396,0,0,0,0
397,0,0,0,0
398,0,0,0,0
399,0,0,0,0
400,0,0,0,0
401,0,3,6,9
402,0,2,6,8
403,0,0,0,0
404,0,0,0,0
405,0,0,0,0
406,0,0,0,0
407,0,7,2,9
408,0,0,0,0
409,0,0,0,0
410,0,0,0,0
411,0,6,2,8
412,0,0,0,0
413,0,0,0,0
414,0,0,0,0
415,0,7,7,14
416,0,0,0,0
417,0,0,0,0
418,0,2,6,8
419,0,0,0,0
420,0,0,0,0
421,0,0,0,0
422,0,0,0,0
423,0,0,0,0
424,0,0,0,0
425,0,7,4,11
426,0,1,3,4
427,0,0,0,0
428,0,0,0,0
429,0,0,1,1
430,0,0,0,0
431,0,0,0,0
432,0,0,0,0
433,0,0,0,0
434,0,0,0,0
435,0,3,3,6
436,0,0,0,0
437,0,0,0,0
438,0,2,4,6
439,0,0,0,0
440,0,2,2,4
441,0,0,0,0
442,0,0,0,0
443,0,4,3,7
444,0,2,2,4
445,9,13,26,48
446,0,2,2,4
447,9,1,4,14
448,0,1,1,2
449,0,3,2,5
450,0,7,9,16
451,0,0,0,0
452,0,0,0,0
453,0,9,12,21
454,0,0,0,0
455,0,0,0,0
456,0,0,0,0
457,0,0,0,0
458,0,0,0,0
459,0,0,0,0
460,0,0,0,0
461,0,0,0,0
462,0,0,0,0
463,0,2,13,15
464,0,0,0,0
465,0,0,0,0
466,0,0,0,0
467,0,2,2,4
468,0,1,2,3
469,0,0,0,0
470,0,0,0,0
471,0,0,0,0
472,0,0,0,0
473,0,0,0,0
474,0,0,0,0
475,0,0,0,0
476,0,0,0,0
477,0,8,9,17
478,0,2,3,5
479,0,0,0,0
480,0,0,0,0
481,0,0,0,0
482,0,0,0,0
483,0,0,0,0
484,0,0,0,0
485,0,0,0,0
486,0,0,0,0
487,0,0,0,0
488,0,0,0,0
489,0,0,0,0
490,0,0,0,0
491,0,0,0,0
492,0,2,7,9
493,0,0,0,0
494,0,0,0,0
495,0,0,0,0
496,0,1,1,2
497,0,0,0,0
498,6,0,0,6
499,0,0,0,0
500,0,2,1,3
501,0,0,2,2
502,0,3,0,3
503,0,0,0,0
504,0,0,0,0
505,0,0,0,0
506,0,0,0,0
507,0,0,0,0
508,0,0,0,0
509,0,0,0,0
510,0,0,0,0
511,0,0,0,0
512,0,1,0,1
513,0,0,0,0
514,0,5,4,9
515,0,2,7,9
516,0,2,3,5
517,0,0,0,0
518,0,0,6,6
519,0,0,0,0
520,0,0,0,0
521,0,0,0,0
522,0,0,0,0
523,0,0,0,0
524,0,0,0,0
525,0,0,0,0
526,0,0,0,0
527,0,0,0,0
528,0,0,0,0
529,0,3,3,6
530,0,0,0,0
531,0,0,2,2
532,0,0,1,1
533,0,0,0,0
534,0,0,0,0
535,0,1,1,2
536,0,6,8,14
537,0,0,0,0
538,0,2,4,6
539,0,0,0,0
540,0,0,0,0
541,0,1,2,3
542,0,4,6,10
543,0,3,2,5
544,0,1,2,3
545,0,0,0,0
546,0,0,0,0
547,0,0,1,1
548,0,0,0,0
549,0,0,0,0
550,0,0,3,3
551,0,0,1,1
552,0,0,0,0
553,0,0,0,0
554,0,0,0,0
555,0,0,0,0
556,0,2,7,9
557,0,0,0,0
558,0,0,0,0
559,0,1,4,5
560,0,0,0,0
561,0,0,0,0
562,0,0,0,0
563,0,1,1,2
564,0,0,0,0
565,0,0,0,0
566,0,0,0,0
567,0,0,0,0
568,0,0,0,0
569,0,0,0,0
570,0,0,1,1
571,0,0,0,0
572,0,0,0,0
573,0,2,5,7
574,0,1,1,2
575,0,0,0,0
576,0,2,4,6
577,0,2,4,6
578,0,7,6,13
579,0,0,0,0
580,0,2,3,5
581,0,0,0,0
582,0,0,0,0
583,0,4,4,8
584,0,1,6,7
585,0,0,0,0
586,0,2,7,9
587,0,0,0,0
588,10,6,3,19
589,0,0,0,0
590,0,0,0,0
591,0,3,0,3
592,0,0,0,0
593,0,7,6,13
594,0,0,3,3
595,0,0,0,0
596,0,3,4,7
597,0,0,2,2
598,0,1,0,1
599,0,0,0,0
600,0,0,0,0
601,0,0,0,0
602,0,0,0,0
603,0,0,0,0
604,0,3,6,9
605,0,1,4,5
606,0,0,0,0
607,0,4,7,11
608,0,0,0,0
609,0,0,0,0
610,0,0,0,0
611,0,1,1,2
612,0,0,0,0
613,0,9,7,16
614,0,0,0,0
615,0,0,0,0
616,0,0,2,2
617,0,5,11,16
618,0,3,6,9
619,0,2,0,2
620,0,0,0,0
621,0,1,5,6
622,0,0,0,0
623,0,0,0,0
624,0,0,0,0
625,0,0,0,0
626,0,0,0,0
627,0,0,0,0
628,0,0,0,0
629,0,1,2,3
630,0,1,0,1
631,0,0,0,0
632,0,0,1,1
633,0,0,0,0
634,0,0,0,0
635,0,3,5,8
636,0,5,1,6
637,12,5,6,23
638,0,0,0,0
639,0,0,3,3
640,0,0,0,0
641,0,0,0,0
642,0,0,0,0
643,0,0,0,0
644,0,0,0,0
645,0,3,1,4
646,0,0,0,0
647,0,8,7,15
648,0,3,4,7
649,0,2,4,6
650,0,0,0,0
651,0,0,0,0
652,0,0,0,0
653,0,0,0,0
654,0,0,0,0
655,0,0,0,0
656,0,3,0,3
657,0,3,6,9
658,0,0,0,0
659,0,10,9,19
660,0,1,3,4
661,0,0,2,2
662,0,0,0,0
663,0,0,0,0
664,0,0,0,0
665,0,0,0,0
666,0,0,0,0
667,0,1,0,1
668,0,0,0,0
669,0,0,0,0
670,9,0,1,10
671,0,0,0,0
672,0,6,6,12
673,6,7,17,30
674,0,0,0,0
675,0,0,0,0
676,0,1,0,1
677,0,0,0,0
678,0,0,0,0
679,0,0,0,0
680,0,1,0,1
681,0,0,0,0
682,0,0,0,0
683,0,1,0,1
684,0,0,0,0
685,0,4,8,12
686,0,0,0,0
687,0,0,0,0
688,0,6,12,18
689,0,2,2,4
690,0,7,6,13
691,0,0,0,0
692,0,0,0,0
693,0,0,0,0
694,0,0,2,2
695,0,0,0,0
696,0,4,9,13
697,0,0,0,0
698,0,0,1,1
699,0,0,0,0
700,0,0,0,0
701,0,0,0,0
702,0,0,0,0
703,0,0,0,0
704,0,3,4,7
705,0,0,0,0
706,0,4,8,12
707,15,5,12,32
708,0,1,0,1
709,0,0,0,0
710,0,6,3,9
711,0,1,0,1
712,0,2,4,6
713,0,0,0,0
714,0,0,0,0
715,0,0,0,0
716,0,2,0,2
717,0,3,3,6
718,0,0,0,0
719,0,0,0,0
720,0,0,1,1
721,0,0,0,0
722,0,5,2,7
723,0,0,0,0
724,0,0,0,0
725,0,2,4,6
726,0,1,1,2
727,0,0,0,0
728,0,0,0,0
729,0,0,0,0
730,0,0,0,0
731,0,5,9,14
732,0,2,1,3
733,0,0,0,0
734,0,0,0,0
735,0,0,0,0
736,0,0,1,1
737,0,0,0,0
738,0,0,0,0
739,0,2,1,3
740,0,0,0,0
741,0,3,6,9
742,0,3,1,4
743,0,0,0,0
744,0,0,0,0
745,0,0,0,0
746,0,6,2,8
747,0,0,0,0
748,0,0,0,0
749,0,0,0,0
750,0,0,0,0
751,0,3,1,4
752,0,1,2,3
753,0,2,9,11
754,0,1,3,4
755,0,0,0,0
756,0,0,0,0
757,0,0,0,0
758,0,0,0,0
759,0,4,6,10
760,0,1,4,5
761,0,0,0,0
762,0,3,4,7
763,0,1,0,1
764,0,0,0,0
765,0,0,0,0
766,0,4,4,8
767,0,0,0,0
768,0,0,0,0
769,0,0,0,0
770,0,0,0,0
771,0,3,3,6
772,0,0,0,0
773,0,0,0,0
774,0,0,0,0
775,0,4,7,11
776,0,0,0,0
777,0,0,0,0
778,0,5,5,10
779,0,0,0,0
780,0,2,3,5
781,0,0,0,0
782,0,0,1,1
783,0,1,3,4
784,0,1,2,3
785,0,0,0,0
786,0,1,1,2
787,0,8,4,12
788,0,0,0,0
789,0,0,0,0
790,0,0,0,0
791,0,2,2,4
792,0,0,0,0
793,11,3,6,20
794,0,0,0,0
795,0,0,0,0
796,0,0,0,0
797,0,0,0,0
798,0,0,0,0
799,0,0,0,0
800,10,38,58,106
801,0,0,0,0
802,0,0,0,0
803,0,0,0,0
804,0,0,0,0
805,0,0,0,0
806,0,0,0,0
807,8,2,5,15
808,0,0,0,0
809,0,9,10,19
810,0,0,0,0
811,0,3,6,9
812,0,0,0,0
813,0,0,0,0
814,0,4,4,8
815,0,0,0,0
816,0,0,0,0
817,0,0,0,0
818,0,2,2,4
819,0,1,3,4
820,0,0,0,0
821,0,0,0,0
822,0,1,3,4
823,0,0,0,0
824,0,0,6,6
825,0,0,0,0
826,0,0,0,0
827,0,0,0,0
828,0,1,4,5
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,0,0,0,0
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,0,0,0,0
840,0,0,0,0
841,0,0,0,0
842,0,0,1,1
843,0,0,0,0
844,0,0,0,0
845,0,0,0,0
846,0,1,0,1
847,0,0,0,0
848,0,0,0,0
849,0,1,3,4
850,0,0,0,0
851,0,0,0,0
852,0,0,0,0
853,0,0,0,0
854,0,0,0,0
855,0,0,0,0
856,0,0,2,2
857,0,0,0,0
858,0,0,0,0
859,0,0,0,0
860,0,0,0,0
861,0,0,0,0
862,0,0,0,0
863,0,0,0,0
864,0,1,6,7
865,0,0,0,0
866,0,0,0,0
867,0,0,0,0
868,0,0,0,0
869,0,1,3,4
870,0,0,0,0
871,0,0,0,0
872,0,0,0,0
873,0,0,0,0
874,0,0,0,0
875,0,0,0,0
876,8,12,14,34
877,0,0,1,1
878,0,4,5,9
879,0,0,0,0
880,0,0,0,0
881,0,0,0,0
882,0,0,0,0
883,0,0,0,0
884,0,0,0,0
885,0,2,2,4
886,0,0,0,0
887,0,6,8,14
888,0,0,0,0
889,0,0,0,0
890,0,0,0,0
891,0,0,0,0
892,0,0,0,0
893,0,0,0,0
894,0,10,11,21
895,0,0,0,0
896,0,4,5,9
897,0,0,0,0
898,0,0,0,0
899,0,0,0,0
900,0,0,0,0
901,0,0,0,0
902,0,0,3,3
903,6,8,16,30
904,0,0,0,0
905,0,1,4,5
906,0,0,0,0
907,0,0,0,0
908,0,0,3,3
909,0,0,0,0
910,0,0,0,0
911,0,0,0,0
912,0,0,0,0
913,0,8,7,15
914,1,28,47,76
915,0,0,0,0
916,0,0,0,0
917,0,0,1,1
918,0,0,0,0
919,9,1,0,10
920,0,0,0,0
921,0,0,0,0
922,0,1,4,5
923,0,7,8,15
924,0,0,0,0
925,0,0,0,0
926,0,0,0,0
927,0,0,0,0
928,0,0,0,0
929,0,1,11,12
930,0,0,0,0
931,0,0,0,0
932,0,3,1,4
933,12,7,11,30
934,0,0,0,0
935,0,0,0,0
936,0,0,3,3
937,0,1,1,2
938,0,0,0,0
939,0,2,3,5
940,0,0,0,0
941,0,0,0,0
942,0,0,5,5
943,0,0,0,0
944,11,3,4,18
945,0,0,0,0
946,0,0,0,0
947,0,3,6,9
948,0,0,0,0
949,0,0,0,0
950,8,27,29,64
951,0,0,0,0
952,0,1,0,1
953,0,0,0,0
954,0,0,0,0
955,0,0,0,0
956,0,0,0,0
957,0,0,0,0
958,0,0,0,0
959,0,0,0,0
960,0,10,15,25
961,0,0,0,0
962,0,0,0,0
963,0,0,0,0
964,0,0,0,0
965,0,0,0,0
966,0,1,1,2
967,0,0,0,0
968,0,0,0,0
969,0,0,0,0
970,0,0,0,0
971,0,0,0,0
972,0,0,0,0
973,0,0,0,0
974,0,7,19,26
975,0,0,0,0
976,0,3,4,7
977,0,0,0,0
978,0,0,0,0
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,0,0,0,0
983,0,1,1,2
984,0,0,0,0
985,0,0,0,0
986,0,2,9,11
987,0,1,3,4
988,0,0,0,0
989,0,0,0,0
990,0,0,0,0
991,0,0,0,0
992,0,0,0,0
993,0,8,5,13
994,0,0,0,0
995,0,0,0,0
996,0,0,1,1
997,0,1,2,3
998,0,4,1,5
999,0,0,0,0
1000,0,0,0,0
1001,0,6,2,8
1002,0,0,0,0
1003,0,0,0,0
1004,0,0,0,0
1005,0,1,0,1
1006,0,0,0,0
1007,0,0,0,0
1008,0,0,0,0
1009,0,0,0,0
1010,0,0,0,0
1011,0,1,0,1
1012,0,0,0,0
1013,0,0,0,0
1014,0,0,0,0
1015,0,1,1,2
1016,0,0,0,0
1017,0,3,2,5
1018,0,0,0,0
1019,0,1,3,4
1020,0,0,0,0
1021,0,0,0,0
1022,0,0,0,0
1023,0,0,0,0
1024,0,5,6,11
1025,0,0,1,1
1026,18,12,16,46
1027,0,5,2,7
1028,0,0,0,0
1029,0,0,0,0
1030,0,0,0,0
1031,0,0,0,0
1032,0,0,0,0
1033,0,0,0,0
1034,0,1,0,1
1035,0,0,0,0
1036,0,0,0,0
1037,0,3,6,9
1038,0,0,0,0
1039,0,0,0,0
1040,0,0,0,0
1041,0,0,0,0
1042,0,0,0,0
1043,0,2,1,3
1044,0,7,3,10
1045,0,0,0,0
1046,0,0,0,0
1047,0,0,0,0
1048,0,0,0,0
1049,0,0,0,0
1050,0,0,0,0
1051,0,5,1,6
1052,0,5,8,13
1053,0,0,1,1
1054,0,0,0,0
1055,0,3,7,10
1056,0,0,0,0
1057,0,7,9,16
1058,0,0,0,0
1059,0,5,9,14
1060,0,0,1,1
1061,0,2,2,4
1062,0,3,1,4
1063,0,0,0,0
1064,0,0,0,0
1065,0,0,0,0
1066,0,0,0,0
1067,0,0,0,0
1068,5,20,21,46
1069,0,0,0,0
1070,0,0,0,0
1071,0,0,1,1
1072,0,0,0,0
1073,0,0,0,0
1074,0,4,13,17
1075,0,0,0,0
1076,0,0,0,0
1077,0,0,0,0
1078,0,1,2,3
1079,0,0,0,0
1080,0,0,0,0
1081,0,2,1,3
1082,0,0,0,0
1083,0,1,6,7
1084,0,0,0,0
1085,0,0,0,0
1086,0,0,0,0
1087,0,0,0,0
1088,0,0,0,0
1089,0,0,0,0
1090,0,0,0,0
1091,0,0,0,0
1092,0,0,0,0
1093,0,0,0,0
1094,0,0,0,0
1095,0,6,2,8
1096,0,3,2,5
1097,0,0,0,0
1098,0,0,0,0
1099,0,0,0,0
1100,0,0,0,0
1101,0,0,0,0
1102,0,0,0,0
1103,0,0,0,0
1104,0,0,0,0
1105,0,0,0,0
1106,0,0,0,0
1107,0,0,0,0
1108,12,30,53,95
1109,0,0,0,0
1110,0,0,0,0
1111,0,5,6,11
1112,0,0,0,0
1113,0,4,4,8
1114,0,0,0,0
1115,0,0,0,0
1116,0,0,0,0
1117,14,4,9,27
1118,0,2,2,4
1119,0,0,0,0
1120,0,0,0,0
1121,0,0,0,0
1122,0,5,2,7
1123,0,5,5,10
1124,0,0,1,1
1125,0,0,0,0
1126,0,4,6,10
1127,0,0,0,0
1128,0,0,0,0
1129,0,0,0,0
1130,0,0,0,0
1131,0,0,0,0
1132,0,9,5,14
1133,0,0,0,0
1134,0,0,0,0
1135,0,0,0,0
1136,0,4,6,10
1137,0,0,2,2
1138,0,0,0,0
1139,0,1,4,5
1140,0,0,0,0
1141,0,5,5,10
1142,0,0,0,0
1143,0,0,1,1
1144,8,7,11,26
1145,0,0,0,0
1146,0,1,2,3
1147,0,0,0,0
1148,0,0,0,0
1149,0,0,0,0
1150,0,0,0,0
1151,0,2,1,3
1152,0,4,4,8
1153,0,0,0,0
1154,0,4,4,8
1155,0,0,0,0
1156,0,5,11,16
1157,0,0,0,0
1158,0,0,0,0
1159,0,0,0,0
1160,0,0,0,0
1161,0,1,1,2
1162,0,0,0,0
1163,0,1,1,2
1164,0,0,0,0
1165,0,0,0,0
1166,0,0,1,1
1167,0,0,0,0
1168,0,0,0,0
1169,0,0,0,0
1170,0,4,6,10
1171,0,0,0,0
1172,0,0,0,0
1173,0,0,0,0
1174,10,21,23,54
1175,0,7,2,9
1176,0,0,0,0
1177,0,0,0,0
1178,0,0,0,0
1179,0,0,0,0
1180,0,0,1,1
1181,0,6,6,12
1182,0,0,0,0
1183,0,2,4,6
1184,0,0,0,0
1185,0,0,0,0
1186,9,8,7,24
1187,0,8,9,17
1188,0,0,0,0
1189,0,0,1,1
1190,0,0,0,0
1191,0,0,0,0
1192,0,3,4,7
1193,0,4,4,8
1194,0,0,0,0
1195,0,0,0,0
1196,0,1,3,4
1197,0,0,0,0
1198,0,1,3,4
1199,0,0,3,3
1200,0,0,0,0
1201,0,0,0,0
1202,0,0,0,0
1203,0,0,0,0
1204,0,0,0,0
1205,0,0,3,3
1206,0,0,0,0
1207,0,0,0,0
1208,0,0,0,0
1209,0,0,0,0
1210,0,3,4,7
1211,0,0,0,0
1212,0,5,3,8
1213,0,0,0,0
1214,0,0,0,0
1215,0,0,0,0
1216,0,0,0,0
1217,0,0,0,0
1218,0,0,0,0
1219,10,20,30,60
1220,0,1,1,2
1221,0,5,2,7
1222,0,0,2,2
1223,0,0,1,1
1224,0,0,1,1
1225,0,0,0,0
1226,0,0,0,0
1227,0,2,1,3
1228,0,0,0,0
1229,0,0,0,0
1230,0,0,0,0
1231,0,6,5,11
1232,0,2,1,3
1233,0,1,2,3
1234,0,0,0,0
1235,0,1,0,1
1236,0,1,3,4
1237,0,0,0,0
1238,0,0,0,0
1239,0,1,0,1
1240,0,0,0,0
1241,0,1,5,6
1242,0,0,0,0
1243,0,0,0,0
1244,0,0,0,0
1245,0,0,0,0
1246,0,0,0,0
1247,0,0,0,0
1248,0,0,0,0
1249,11,4,1,16
1250,0,0,0,0
1251,0,0,0,0
1252,0,0,0,0
1253,0,0,2,2
1254,0,0,0,0
1255,0,0,0,0
1256,0,4,6,10
1257,0,0,0,0
1258,0,6,2,8
1259,0,0,0,0
1260,0,0,0,0
1261,0,0,0,0
1262,0,0,0,0
1263,0,5,2,7
1264,0,0,0,0
1265,0,0,0,0
1266,0,0,0,0
1267,0,0,0,0
1268,0,0,0,0
1269,0,0,0,0
1270,0,0,0,0
1271,0,0,0,0
1272,0,0,0,0
1273,0,0,0,0
1274,0,1,8,9
1275,0,0,0,0
1276,0,0,0,0
1277,0,0,0,0
1278,0,0,0,0
1279,0,0,0,0
1280,0,3,7,10
1281,0,0,0,0
1282,0,0,0,0
1283,0,0,0,0
1284,0,0,0,0
1285,0,0,0,0
1286,0,0,0,0
1287,6,2,3,11
1288,0,0,0,0
1289,0,4,6,10
1290,0,0,0,0
1291,0,0,0,0
1292,0,0,0,0
1293,0,0,0,0
1294,0,0,0,0
1295,0,0,0,0
1296,0,0,1,1
1297,0,0,0,0
1298,0,0,0,0
1299,0,1,2,3
1300,0,3,5,8
1301,0,0,0,0
1302,0,0,0,0
1303,0,0,0,0
1304,0,0,1,1
1305,0,0,0,0
1306,0,0,0,0
1307,0,1,5,6
1308,0,0,0,0
1309,0,0,0,0
1310,0,0,0,0
1311,0,0,0,0
1312,8,14,24,46
1313,0,0,3,3
1314,0,0,0,0
1315,0,0,0,0
1316,0,0,0,0
1317,0,0,0,0
1318,0,1,2,3
1319,0,0,0,0
1320,0,0,0,0
1321,0,0,0,0
1322,0,1,2,3
1323,12,16,21,49
1324,0,1,5,6
1325,0,0,0,0
1326,0,0,0,0
1327,0,0,0,0
1328,0,0,0,0
1329,0,0,3,3
1330,0,0,0,0
1331,0,0,0,0
1332,0,0,0,0
1333,0,0,1,1
1334,0,3,7,10
1335,0,1,0,1
1336,0,0,0,0
1337,0,0,0,0
1338,0,0,0,0
1339,0,0,0,0
1340,0,0,0,0
1341,0,2,1,3
1342,0,0,0,0
1343,0,0,0,0
1344,0,0,0,0
1345,0,0,0,0
1346,16,52,58,126
1347,0,0,0,0
1348,0,0,0,0
1349,0,6,9,15
1350,0,1,1,2
1351,0,0,0,0
1352,0,0,0,0
1353,0,2,3,5
1354,0,0,2,2
1355,0,0,0,0
1356,0,0,0,0
1357,0,0,0,0
1358,0,0,0,0
