source,target,auc,bce,average_precision,checkpoint_step
midterm,covid_political,0.601284693877551,0.7735055318429396,0.5594893785643356,58000
midterm,election2020,0.6331719387755101,0.6948359177237857,0.6015175005166169,58000
midterm,ukr_rus_suspended,0.6397591836734694,0.6737914546789179,0.6394906800333551,58000
midterm,twibot20,0.6392102040816328,0.7295157378185222,0.6024089481421467,58000
midterm,cp_hk_twitter,0.5403872448979592,0.6991322265987019,0.5339049016648003,58000
midterm,facebook_page_reference,0.6450959183673468,0.6798238994267283,0.6374939935460386,58000
covid_political,ukr_rus_twitter,0.5313408163265306,0.7245232740682961,0.5311460561866969,10000
covid_political,covid19_twitter,0.5649826530612245,0.7215012917183726,0.5550494404575569,10000
covid_political,midterm,0.6009969387755102,0.6998380152461352,0.5622284726771081,10000
covid_political,covid_political,0.7554785714285714,1.3268789931888139,0.6850891357785371,10000
covid_political,election2020,0.6441316326530613,0.690188631608322,0.6107992953698573,10000
covid_political,ukr_rus_suspended,0.5783469387755102,0.6893827031336491,0.5738317490327858,10000
covid_political,twibot20,0.6171377551020408,0.7554735183397088,0.5952710485438464,10000
covid_political,cp_hk_twitter,0.5125382653061226,0.6979156125043087,0.5070108800309732,10000
covid_political,facebook_page_reference,0.5690311224489796,0.7040411640558748,0.5581212369247806,10000
election2020,ukr_rus_twitter,0.5198928571428572,0.7657196488148562,0.5155689446171223,46000
election2020,covid19_twitter,0.5292540816326531,0.7537031247108882,0.5286137312720058,46000
election2020,midterm,0.5390663265306123,0.7231190988349283,0.5252457578408366,46000
election2020,covid_political,0.5767413265306123,1.0457781150619507,0.5473765748239869,46000
election2020,election2020,0.7950464285714286,0.776647489633552,0.7257166066951343,46000
election2020,ukr_rus_suspended,0.5283204081632652,0.7313785289643395,0.5232878890086163,46000
election2020,twibot20,0.5374204081632653,0.8847647453653009,0.5364030335458501,46000
election2020,cp_hk_twitter,0.5009928571428571,0.7253452110481086,0.5057424538404361,46000
election2020,facebook_page_reference,0.5383576530612244,0.7881738898734179,0.5250488436796514,46000
ukr_rus_suspended,ukr_rus_twitter,0.5888051020408163,0.7359158155986695,0.5721614895286802,50000
ukr_rus_suspended,covid19_twitter,0.6199897959183673,0.6794452492268915,0.616290447848358,50000
ukr_rus_suspended,midterm,0.5956280612244899,0.6987469690637585,0.5765783985517559,50000
ukr_rus_suspended,covid_political,0.5405698979591836,0.7268290549302274,0.5348614218108843,50000
ukr_rus_suspended,election2020,0.5763484693877552,0.7199789262678438,0.5648205349992166,50000
ukr_rus_suspended,ukr_rus_suspended,0.8048438775510204,0.8301187532728392,0.7578636695865115,50000
ukr_rus_suspended,twibot20,0.5568693877551021,0.7050384042352422,0.5596958809421255,50000
ukr_rus_suspended,cp_hk_twitter,0.5375244897959183,0.7100732196261863,0.5394278095967455,50000
ukr_rus_suspended,facebook_page_reference,0.6469693877551019,0.6685032349983696,0.6464810679992326,50000
twibot20,ukr_rus_twitter,0.5997704081632653,0.7411945176042012,0.5702765710667893,56000
twibot20,covid19_twitter,0.6928994897959183,0.683386600261323,0.6722435543319568,56000
twibot20,midterm,0.6543382653061225,0.7233596020542672,0.6062992845888093,56000
twibot20,covid_political,0.6681918367346938,0.9527390479364739,0.627377926181401,56000
twibot20,election2020,0.657965306122449,0.7630110871198443,0.6328683622722585,56000
twibot20,ukr_rus_suspended,0.6350989795918367,0.675094236607932,0.6354393147602994,56000
twibot20,twibot20,0.7676173469387755,0.7635507123785618,0.7145279477084122,56000
twibot20,cp_hk_twitter,0.5744015306122449,0.7410971928431633,0.5529482529793179,56000
twibot20,facebook_page_reference,0.6861413265306122,0.6565483895434651,0.6925649574316242,56000
cp_hk_twitter,ukr_rus_twitter,0.5322642857142857,0.7367088808274762,0.5168415313763242,26000
cp_hk_twitter,covid19_twitter,0.5871811224489796,0.7230950087501006,0.555121662552597,26000
cp_hk_twitter,midterm,0.5781627551020407,0.6908759764840868,0.5487516845142453,26000
cp_hk_twitter,covid_political,0.5308132653061224,0.7073646496476383,0.5167238028426089,26000
cp_hk_twitter,election2020,0.507075,0.7021926154707194,0.511390899359661,26000
cp_hk_twitter,ukr_rus_suspended,0.5627653061224489,0.6939264219019313,0.5451093273602763,26000
cp_hk_twitter,twibot20,0.5609872448979591,0.6991137411221297,0.550037080266548,26000
cp_hk_twitter,cp_hk_twitter,0.6406979591836734,2.783803559843278,0.578772265454475,26000
cp_hk_twitter,facebook_page_reference,0.5903867346938775,0.6952571731014208,0.5767318383839148,26000
facebook_page_reference,ukr_rus_twitter,0.5967214285714286,0.7359828841661112,0.5795744560959842,44000
facebook_page_reference,covid19_twitter,0.6811984693877551,0.6790730564742313,0.6569527392226078,44000
facebook_page_reference,midterm,0.6097076530612244,0.7570556104760364,0.582831321027322,44000
facebook_page_reference,covid_political,0.567373469387755,0.8846255823564314,0.5641515866837264,44000
facebook_page_reference,election2020,0.5252905612244898,0.9318958136867195,0.5193575586664889,44000
facebook_page_reference,ukr_rus_suspended,0.6606163265306122,0.6859029448671761,0.6463502934984391,44000
facebook_page_reference,twibot20,0.6075739795918367,0.7571097756113828,0.5853113243196659,44000
facebook_page_reference,cp_hk_twitter,0.5455619897959183,0.9032479169627579,0.5389851467210377,44000
facebook_page_reference,facebook_page_reference,0.857434693877551,0.6936466776295707,0.8024039255784482,44000
