arm,source,checkpoint_role,additional_step,logical_step,checkpoint,validation_auc_pct,validation_auc_minus_singleton_pp,validation_bce,hard_label_training_probe_bce,singleton_reference_step,singleton_reference_auc_pct,supervised_updates,kd_updates,positive_examples,negative_examples,supervised_positive_examples,supervised_negative_examples,kd_positive_examples,kd_negative_examples
kd_extended,ukr_rus_twitter,logged checkpoint,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_010000.pt,98.7134083509445,-0.2609681844711442,0.09069380089640619,0.08854184672236443,44000,98.97437653541566,25000,0,25588157,127940785,25588157,127940785,0,0
kd_extended,facebook_page_reference,logged checkpoint,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_010000.pt,96.05442905426025,0.6698957443237341,0.1716121658682823,0.13174290731549262,6000,95.38453330993651,5000,20000,25344646,126723230,5069279,25346395,20275367,101376835
kd_extended,ukr_rus_twitter,logged checkpoint,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_012000.pt,98.76559948921204,-0.20877704620361204,0.08632143028080463,0.08438990153372287,44000,98.97437653541566,26000,0,26612157,133060785,26612157,133060785,0,0
kd_extended,facebook_page_reference,logged checkpoint,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_012000.pt,96.07004733085631,0.6855140209197974,0.17032094150781632,0.12604788802564143,6000,95.38453330993651,5000,21000,26358152,131790760,5069279,25346395,21288873,106444365
kd_extended,ukr_rus_twitter,logged checkpoint,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_014000.pt,98.78777713775635,-0.1865993976593039,0.08472398594021797,0.08261282220482827,44000,98.97437653541566,27000,0,27635246,138176230,27635246,138176230,0,0
kd_extended,facebook_page_reference,logged checkpoint,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_014000.pt,96.06587452888488,0.6813412189483614,0.17044732719659808,0.125585163757205,6000,95.38453330993651,5000,22000,27372241,136861205,5069279,25346395,22302962,111514810
kd_extended,ukr_rus_twitter,logged checkpoint,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_016000.pt,98.78950805664061,-0.18486847877503543,0.08572112508118152,0.08351342491805552,44000,98.97437653541566,28000,0,28659246,143296230,28659246,143296230,0,0
kd_extended,facebook_page_reference,logged checkpoint,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_016000.pt,96.08626532554626,0.7017320156097573,0.1699115097522736,0.1285462323576212,6000,95.38453330993651,5000,23000,28385747,141928735,5069279,25346395,23316468,116582340
kd_extended,ukr_rus_twitter,logged checkpoint,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_018000.pt,98.78281812667846,-0.19155840873719132,0.08442276231944561,0.08211479634046553,44000,98.97437653541566,29000,0,29682335,148411675,29682335,148411675,0,0
kd_extended,facebook_page_reference,logged checkpoint,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_018000.pt,96.09444246292114,0.7099091529846224,0.16970675364136695,0.12520344443619252,6000,95.38453330993651,5000,24000,29399836,146999180,5069279,25346395,24330557,121652785
kd_extended,ukr_rus_twitter,logged checkpoint,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_020000.pt,98.77049672603606,-0.20387980937959238,0.08573708161711693,0.08309455588459969,44000,98.97437653541566,30000,0,30706335,153531675,30706335,153531675,0,0
kd_extended,facebook_page_reference,logged checkpoint,20000,60000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_020000.pt,95.99748973846434,0.6129564285278222,0.17322919592261318,0.12537177316844464,6000,95.38453330993651,5000,25000,30413342,152066710,5069279,25346395,25344063,126720315
kd_extended,ukr_rus_twitter,logged checkpoint,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_022000.pt,98.79227895736693,-0.18209757804872329,0.08412234075367454,0.08189924806356429,44000,98.97437653541566,31000,0,31729424,158647120,31729424,158647120,0,0
kd_extended,facebook_page_reference,logged checkpoint,22000,62000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_022000.pt,96.06418676376343,0.6796534538269228,0.170796000212431,0.1249373584985733,6000,95.38453330993651,5000,26000,31427431,157137155,5069279,25346395,26358152,131790760
kd_extended,ukr_rus_twitter,logged checkpoint,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_024000.pt,98.81560666561128,-0.15876986980437602,0.08443118780851365,0.08226053677499294,44000,98.97437653541566,32000,0,32753424,163767120,32753424,163767120,0,0
kd_extended,facebook_page_reference,logged checkpoint,24000,64000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_024000.pt,96.09468717575072,0.7101538658142115,0.1698224663734436,0.1261773869395256,6000,95.38453330993651,5000,27000,32440937,162204685,5069279,25346395,27371658,136858290
kd_extended,ukr_rus_twitter,logged checkpoint,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_026000.pt,98.81421580314637,-0.16016073226928773,0.08395393639802931,0.0816690105944872,44000,98.97437653541566,33000,0,33776513,168882565,33776513,168882565,0,0
kd_extended,facebook_page_reference,logged checkpoint,26000,66000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_026000.pt,96.09602615833282,0.7114928483963112,0.16947494000196456,0.12490343376994133,6000,95.38453330993651,5000,28000,33455026,167275130,5069279,25346395,28385747,141928735
kd_extended,ukr_rus_twitter,logged checkpoint,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_028000.pt,98.80405526161194,-0.17032127380371964,0.0835583437234163,0.0810828562825918,44000,98.97437653541566,34000,0,34800513,174002565,34800513,174002565,0,0
kd_extended,facebook_page_reference,logged checkpoint,28000,68000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_028000.pt,96.09068503379822,0.7061517238617143,0.1695445522665977,0.12603615894913672,6000,95.38453330993651,5000,29000,34468532,172342660,5069279,25346395,29399253,146996265
kd_extended,ukr_rus_twitter,logged checkpoint,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_030000.pt,98.77364804744721,-0.2007284879684379,0.08533282652497291,0.08243921361863613,44000,98.97437653541566,35000,0,35823602,179118010,35823602,179118010,0,0
kd_extended,facebook_page_reference,logged checkpoint,30000,70000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_030000.pt,96.00082142353058,0.6162881135940657,0.17200186699628828,0.12538633085787296,6000,95.38453330993651,5000,30000,35482038,177410190,5069279,25346395,30412759,152063795
kd_extended,ukr_rus_twitter,logged checkpoint,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_032000.pt,98.80253133773803,-0.17184519767762252,0.08371532037854194,0.0809448789805174,44000,98.97437653541566,36000,0,36847602,184238010,36847602,184238010,0,0
kd_extended,facebook_page_reference,logged checkpoint,32000,72000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_032000.pt,96.04130105972291,0.6567677497863911,0.17042593955993654,0.12585612982511524,6000,95.38453330993651,5000,31000,36496127,182480635,5069279,25346395,31426848,157134240
kd_extended,ukr_rus_twitter,logged checkpoint,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_034000.pt,98.8243921995163,-0.14998433589935578,0.0831642244011164,0.0807458955794573,44000,98.97437653541566,37000,0,37870691,189353455,37870691,189353455,0,0
kd_extended,facebook_page_reference,logged checkpoint,34000,74000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_034000.pt,96.07513632774352,0.6906030178070122,0.16997371837496758,0.12585674561560156,6000,95.38453330993651,5000,32000,37509633,187548165,5069279,25346395,32440354,162201770
kd_extended,ukr_rus_twitter,logged checkpoint,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_036000.pt,98.83780183792112,-0.13657469749452922,0.08270405642688274,0.08026897832751273,44000,98.97437653541566,38000,0,38894691,194473455,38894691,194473455,0,0
kd_extended,facebook_page_reference,logged checkpoint,36000,76000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_036000.pt,96.11141571998596,0.7268824100494453,0.16930830553174023,0.12574085481464864,6000,95.38453330993651,5000,33000,38523722,192618610,5069279,25346395,33454443,167272215
kd_extended,ukr_rus_twitter,logged checkpoint,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_038000.pt,98.8478037595749,-0.12657277584074977,0.08320986926555633,0.080373227968812,44000,98.97437653541566,39000,0,39917780,199588900,39917780,199588900,0,0
kd_extended,facebook_page_reference,logged checkpoint,38000,78000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_038000.pt,96.11404492855071,0.7295116186141981,0.169159185141325,0.12594546601176262,6000,95.38453330993651,5000,34000,39537228,197686140,5069279,25346395,34467949,172339745
kd_extended,ukr_rus_twitter,logged checkpoint,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_040000.pt,98.83766989707948,-0.13670663833618146,0.08292796313762665,0.08018665723502634,44000,98.97437653541566,40000,0,40941780,204708900,40941780,204708900,0,0
kd_extended,facebook_page_reference,logged checkpoint,40000,80000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_040000.pt,96.12161400318145,0.7370806932449292,0.16929535791277883,0.125486708432436,6000,95.38453330993651,5000,35000,40551317,202756585,5069279,25346395,35482038,177410190
kd_extended,ukr_rus_twitter,logged checkpoint,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_042000.pt,98.84560742378235,-0.12876911163329785,0.08320016637444497,0.08040801137685774,44000,98.97437653541566,41000,0,41964869,209824345,41964869,209824345,0,0
kd_extended,facebook_page_reference,logged checkpoint,42000,82000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_042000.pt,96.1147215127945,0.7301882028579842,0.1691981144249439,0.12587677016854282,6000,95.38453330993651,5000,36000,41564823,207824115,5069279,25346395,36495544,182477720
kd_extended,ukr_rus_twitter,logged checkpoint,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_044000.pt,98.84378073215484,-0.13059580326081344,0.08250001259148121,0.07974056005477906,44000,98.97437653541566,42000,0,42988869,214944345,42988869,214944345,0,0
kd_extended,facebook_page_reference,logged checkpoint,44000,84000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_044000.pt,96.0594159603119,0.6748826503753746,0.17110699936747553,0.12510488405823708,6000,95.38453330993651,5000,37000,42578912,212894560,5069279,25346395,37509633,187548165
kd_extended,ukr_rus_twitter,logged checkpoint,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_046000.pt,98.85761933326721,-0.1167572021484431,0.08404396586120129,0.08171429820358754,44000,98.97437653541566,43000,0,44011958,220059790,44011958,220059790,0,0
kd_extended,facebook_page_reference,logged checkpoint,46000,86000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_046000.pt,96.10404536724091,0.7195120573043945,0.1694466814398766,0.1261608272790909,6000,95.38453330993651,5000,38000,43592418,217962090,5069279,25346395,38523139,192615695
kd_extended,ukr_rus_twitter,logged checkpoint,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_048000.pt,98.82558641433715,-0.14879012107850142,0.0825947530567646,0.0795731347054243,44000,98.97437653541566,44000,0,45035958,225179790,45035958,225179790,0,0
kd_extended,facebook_page_reference,logged checkpoint,48000,88000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_048000.pt,96.03018157482146,0.645648264884946,0.17063350006937983,0.1259734805673361,6000,95.38453330993651,5000,39000,44606507,223032535,5069279,25346395,39537228,197686140
kd_extended,ukr_rus_twitter,logged checkpoint,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_050000.pt,98.85810501575469,-0.11627151966095983,0.08180152922868729,0.07885981500148773,44000,98.97437653541566,45000,0,46059047,230295235,46059047,230295235,0,0
kd_extended,facebook_page_reference,logged checkpoint,50000,90000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_050000.pt,96.09143397808076,0.7069006681442391,0.17113223448395726,0.12488508075475693,6000,95.38453330993651,5000,40000,45620013,228100065,5069279,25346395,40550734,202753670
kd_extended,ukr_rus_twitter,logged checkpoint,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_052000.pt,98.86328427791595,-0.11109225749970086,0.08184475786983965,0.07894492670893669,44000,98.97437653541566,46000,0,47083047,235415235,47083047,235415235,0,0
kd_extended,facebook_page_reference,logged checkpoint,52000,92000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_052000.pt,96.09082586765291,0.7062925577163925,0.16943589150905605,0.1260596461594105,6000,95.38453330993651,5000,41000,46633519,233167595,5069279,25346395,41564240,207821200
kd_extended,ukr_rus_twitter,logged checkpoint,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_054000.pt,98.86590852737427,-0.10846800804137358,0.08333603143692016,0.08041956909000875,44000,98.97437653541566,47000,0,48106136,240530680,48106136,240530680,0,0
kd_extended,facebook_page_reference,logged checkpoint,54000,94000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_054000.pt,96.11155519485474,0.727021884918233,0.1694186508655548,0.1271195527166128,6000,95.38453330993651,5000,42000,47647608,238238040,5069279,25346395,42578329,212891645
kd_extended,ukr_rus_twitter,logged checkpoint,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_056000.pt,98.85553152561188,-0.11884500980376966,0.081495775654912,0.07839505262672902,44000,98.97437653541566,48000,0,49130136,245650680,49130136,245650680,0,0
kd_extended,facebook_page_reference,logged checkpoint,56000,96000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_056000.pt,96.11501846313477,0.730485153198257,0.16960714459419252,0.12454446591436863,6000,95.38453330993651,5000,43000,48661114,243305570,5069279,25346395,43591835,217959175
kd_extended,ukr_rus_twitter,logged checkpoint,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_058000.pt,98.86167769432068,-0.11269884109497141,0.08184045739471914,0.07879032902419565,44000,98.97437653541566,49000,0,50153225,250766125,50153225,250766125,0,0
kd_extended,facebook_page_reference,logged checkpoint,58000,98000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_058000.pt,96.04964969158173,0.6651163816452144,0.17020748481154443,0.12736921496689319,6000,95.38453330993651,5000,44000,49675203,248376015,5069279,25346395,44605924,223029620
kd_extended,ukr_rus_twitter,logged checkpoint,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_060000.pt,98.83364694118498,-0.14072959423067077,0.08421843759715558,0.08088664077222348,44000,98.97437653541566,50000,0,51176314,255881570,51176314,255881570,0,0
kd_extended,facebook_page_reference,logged checkpoint,60000,100000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/kd_extended/checkpoints/additional_060000.pt,95.95266935825347,0.5681360483169584,0.17206161171197892,0.12639937549829483,6000,95.38453330993651,5000,45000,50688709,253443545,5069279,25346395,45619430,228097150
ukraine_only,ukr_rus_twitter,logged checkpoint,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_000000.pt,98.74585928916932,-0.2285172462463403,0.08812026716768742,0.08655679523944854,44000,98.97437653541566,20000,0,20470890,102354450,20470890,102354450,0,0
ukraine_only,facebook_page_reference,logged checkpoint,0,40000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_000000.pt,96.10667834281921,0.7221450328826928,0.1697579078376293,0.12690456099808214,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_002000.pt,98.80374796390534,-0.17062857151032285,0.08486948907375337,0.08218319676816463,44000,98.97437653541566,22000,0,22517979,112589895,22517979,112589895,0,0
ukraine_only,facebook_page_reference,logged checkpoint,2000,42000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_002000.pt,95.4865519762039,0.10201866626738942,0.21194032654166217,0.171549716591835,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_004000.pt,98.81690759658812,-0.15746893882753188,0.08332017175853251,0.08032267801463605,44000,98.97437653541566,24000,0,24565068,122825340,24565068,122825340,0,0
ukraine_only,facebook_page_reference,logged checkpoint,4000,44000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_004000.pt,94.94453296661376,-0.44000034332275506,0.23456031158566476,0.19864640161395075,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_006000.pt,98.89196169376375,-0.08241484165191215,0.0823401901870966,0.0794883232563734,44000,98.97437653541566,26000,0,26612157,133060785,26612157,133060785,0,0
ukraine_only,facebook_page_reference,logged checkpoint,6000,46000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_006000.pt,94.87578041553498,-0.5087528944015318,0.22291786074638367,0.19234523028135303,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_008000.pt,98.88095357418062,-0.09342296123503457,0.08133643008768558,0.07752480208873748,44000,98.97437653541566,28000,0,28659246,143296230,28659246,143296230,0,0
ukraine_only,facebook_page_reference,logged checkpoint,8000,48000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_008000.pt,94.31862397193909,-1.0659093379974283,0.24812197610735895,0.21874487400054932,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_010000.pt,98.90458025932313,-0.06979627609252637,0.07998305931687355,0.07569707967340944,44000,98.97437653541566,30000,0,30706335,153531675,30706335,153531675,0,0
ukraine_only,facebook_page_reference,logged checkpoint,10000,50000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_010000.pt,94.25866811275483,-1.1258651971816858,0.2562605537474156,0.22898584529757493,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_012000.pt,98.91961891651152,-0.05475761890412212,0.08211854919791223,0.07840927429497241,44000,98.97437653541566,32000,0,32753424,163767120,32753424,163767120,0,0
ukraine_only,facebook_page_reference,logged checkpoint,12000,52000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_012000.pt,94.02936310768126,-1.3551702022552514,0.24365480169653891,0.21958887353539466,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_014000.pt,98.93304784297942,-0.04132869243622661,0.0790203794836998,0.07464585192501547,44000,98.97437653541566,34000,0,34800513,174002565,34800513,174002565,0,0
ukraine_only,facebook_page_reference,logged checkpoint,14000,54000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_014000.pt,93.97836570739746,-1.4061676025390546,0.24222418144345284,0.21967961341142656,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_016000.pt,98.9535620689392,-0.02081446647644869,0.07852358631789685,0.07370725087821485,44000,98.97437653541566,36000,0,36847602,184238010,36847602,184238010,0,0
ukraine_only,facebook_page_reference,logged checkpoint,16000,56000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_016000.pt,94.08515598773957,-1.2993773221969485,0.25237732678651814,0.23163515552878375,6000,95.38453330993651,5000,15000,20275950,101379750,5069279,25346395,15206671,76033355
ukraine_only,ukr_rus_twitter,logged checkpoint,18000,58000,/dataMeR1/phil/gfm/mixture-scaling/state/async_extension_s0/node_neighbors/lp/ukraine_only/checkpoints/additional_018000.pt,98.97386305332184,-0.0005134820938113016,0.07927213609218597,0.07443490512669086,44000,98.97437653541566,38000,0,38894691,194473455,38894691,194473455,0,0
